"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,4971,"GGG",1318
1,"Dex2",3,5992,"",1318
2,"Dex3",3,5878,"",1318
3,"Dex4",3,5647,"",1318
4,"Dex5",3,1,"",1318
5,"Dex6",3,1,"",1318
6,"Dex7",3,6146,"",1318
7,"Dex8",3,5898,"",1318
8,"Dex9",3,4862,"GGR",1318
9,"Dex10",3,4862,"GGR",1318
10,"Dex11",3,5885,"",1318
11,"Dex12",3,6156,"",1318
12,"Str1",0,4915,"RRR",1318
13,"Str2",0,5211,"RRR",1318
14,"Str3",0,5962,"",1318
15,"Str4",0,5877,"",1318
16,"Str5",0,5647,"",1318
17,"Str6",0,1,"",1318
18,"Str7",0,1,"",1318
19,"Str8",0,5078,"RRR",1318
20,"Str9",0,6104,"",1318
21,"Str10",0,4915,"RRG",1318
22,"Int1",1,4747,"BBB",1318
23,"Int2",1,5250,"BBB",1318
24,"Int3",1,5870,"",1318
25,"Int4",1,6126,"",1318
26,"Int5",1,5647,"",1318
27,"Int6",1,1,"",1318
28,"Int7",1,1,"",1318
29,"Int8",1,5936,"",1318
30,"Int9",1,6152,"",1318
31,"Int10",1,4747,"BBG",1318
32,"Int11",1,4943,"BBB",1318
33,"Int12",1,4943,"BBG",1318
34,"StrDex1",4,4862,"GRG",1318
35,"StrDex2",4,4832,"GRR",1318
36,"StrDex3",4,5885,"",1318
37,"StrDex4",4,5878,"",1318
38,"StrDex5",4,5647,"",1318
39,"StrDex6",4,1,"",1318
40,"StrDex7",4,1,"",1318
41,"StrDex8",4,5881,"",1318
42,"StrDex9",4,6104,"",1318
43,"StrDex10",4,5028,"GRR",1318
44,"StrInt1",6,4943,"RBB",1318
45,"StrInt2",6,4943,"RBR",1318
46,"StrInt3",6,5877,"",1318
47,"StrInt4",6,6104,"",1318
48,"StrInt5",6,5647,"",1318
49,"StrInt6",6,1,"",1318
50,"StrInt7",6,1,"",1318
51,"StrInt8",6,6152,"",1318
52,"StrInt9",6,5000,"RRR",1318
53,"StrInt10",6,6126,"",1318
54,"DexInt1",5,4773,"BGG",1318
55,"DexInt2",5,4773,"BGB",1318
56,"DexInt3",5,5936,"",1318
57,"DexInt4",5,5647,"",1318
58,"DexInt5",5,1,"",1318
59,"DexInt6",5,1,"",1318
60,"DexInt7",5,6126,"",1318
61,"DexInt8",5,6010,"",1318
62,"DexInt9",5,6013,"",1318
63,"DexInt10",5,4747,"BBB",1318
64,"DexInt11",5,4747,"BGB",1318
65,"StrDexInt1",2,4832,"GRG",1318
66,"StrDexInt2",2,5053,"GRR",1318
67,"StrDexInt3",2,6050,"",1318
68,"StrDexInt4",2,5881,"",1318
69,"StrDexInt5",2,5647,"",1318
70,"StrDexInt6",2,1,"",1318
71,"StrDexInt7",2,1,"",1318
72,"StrDexInt8",2,4832,"GRR",1318
73,"StrDexInt9",2,6010,"",1318
74,"StrDexInt10",2,5936,"",1318
75,"StrDexInt11",2,4943,"BGR",1318
76,"StrDexInt12",2,4943,"BGB",1318
77,"StrDexInt13",2,5878,"",1318
78,"Dex2_1",3,6146,"",1333
79,"Dex2_2",3,5898,"",1333
80,"Dex2_3",3,5896,"",1333
81,"Dex2_4",3,5992,"",1333
82,"Dex2_5",3,5881,"",1333
83,"Dex2_6",3,1,"",1333
84,"Dex2_7",3,1,"",1333
85,"Dex2_8",3,5647,"",1333
86,"Dex2_9",3,4862,"G",1333
87,"Dex2_10",3,4862,"G",1333
88,"Dex2_11",3,4971,"GG",1333
89,"Dex2_12",3,5231,"G",1333
90,"Dex2_13",3,6156,"",1333
91,"Str2_1",0,6104,"",1333
92,"Str2_2",0,5877,"",1333
93,"Str2_3",0,5962,"",1333
94,"Str2_4",0,1,"",1333
95,"Str2_5",0,1,"",1333
96,"Str2_6",0,5647,"",1333
97,"Str2_7",0,5078,"RR",1333
98,"Str2_8",0,4915,"R",1333
99,"Str2_9",0,5211,"R",1333
100,"Int2_1",1,5936,"",1333
101,"Int2_2",1,6152,"",1333
102,"Int2_3",1,6126,"",1333
103,"Int2_4",1,5870,"",1333
104,"Int2_5",1,1,"",1333
105,"Int2_6",1,1,"",1333
106,"Int2_7",1,5647,"",1333
107,"Int2_8",1,4747,"B",1333
108,"Int2_9",1,4747,"B",1333
109,"Int2_10",1,5250,"B",1333
110,"StrDex2_1",4,5878,"",1333
111,"StrDex2_2",4,6104,"",1333
112,"StrDex2_3",4,5881,"",1333
113,"StrDex2_4",4,5885,"",1333
114,"StrDex2_5",4,1,"",1333
115,"StrDex2_6",4,1,"",1333
116,"StrDex2_7",4,5647,"",1333
