"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,7121,[7993],"[1583,7005]",20,"","","","","",1
1,7122,[7993],"[1583,7005]",20,"","","","","",1
2,7123,[7993],"[1583,7005]",20,"","","","","",1
3,7124,[7993],"[1583,7005]",20,"","","","","",1
4,7126,[7994],[1583],20,"","","","","",1
5,7127,[7994],[1583],20,"","","","","",1
6,7128,[7994],[1583],20,"","","","","",1
7,7129,[7994],[1583],20,"","","","","",1
8,7136,[7997],[],20,"","","","","",1
9,7137,[7997],[],20,"","","","","",1
10,7138,[7997],[],20,"","","","","",1
11,7139,[7997],[],20,"","","","","",1
12,7141,[7998],[],20,"","","","","",1
13,7142,[7998],[],20,"","","","","",1
14,7143,[7998],[],20,"","","","","",1
15,7144,[7998],[],20,"","","","","",1
16,7146,[7999],[],20,"","","","","",1
17,7147,[7999],[],20,"","","","","",1
18,7148,[7999],[],20,"","","","","",1
19,7149,[7999],[],20,"","","","","",1
20,7151,[8000],[],20,"","","","","",1
21,7152,[8000],[],20,"","","","","",1
22,7153,[8000],[],20,"","","","","",1
23,7154,[8000],[],20,"","","","","",1
24,7156,[8001],[],20,"","","","","",""
25,9220,[18079],[7006],1,1,"","","","",""
26,9221,[18080],[7006],1,1,"","","","",""
27,9222,[18081],[7006],1,1,"","","","",""
28,9223,[18082],"[7006,7144]",1,1,"","","","",""
29,9224,[18083],[7006],2,1,"","","","",""
30,9225,[18084],[7006],2,1,"","","","",""
31,9226,[18085],[7006],2,1,"","","","",""
32,9227,[18086],"[7006,7145]",2,1,"","","","",""
33,9228,[18087],[7006],3,1,"","","","",""
34,9229,[18088],[7006],3,1,"","","","",""
35,9230,[18089],[7006],3,1,"","","","",""
36,9231,[18090],"[7006,7146]",3,1,"","","","",""
37,9232,[18091],[7006],0,1,"","","","",""
38,9233,[18092],[7006],0,1,"","","","",""
39,9234,[18093],[7006],0,1,"","","","",""
40,9235,[18094],"[7006,7147]",0,1,"","","","",""
41,9236,[18095],[7006],0,1,"","","","",""
42,9237,[18096],[7006],0,1,"","","","",""
43,9238,[18097],[7006],0,1,"","","","",""
44,9239,[18098],[7006],0,1,"","","","",""
45,9240,[18099],[7006],4,1,1,"","","",""
46,9241,[18100],[7006],4,1,1,"","","",""
47,9242,[18101],[7006],4,1,1,"","","",""
48,9243,[18102],"[7006,7148]",4,1,1,"","","",""
49,9244,[18103],[7006],5,1,"",1,"","",""
50,9245,[18104],[7006],5,1,"",1,"","",""
51,9246,[18105],[7006],5,1,"",1,"","",""
52,9247,[18106],"[7006,7149]",5,1,"",1,"","",""
53,9248,[18107],[7006],0,1,"","","","",""
54,9249,[18108],[7006],0,1,"","","","",""
55,9250,[18109],[7006],0,1,"","","","",""
56,9251,[18110],"[7006,7150]",0,1,"","","","",""
57,9252,[18111],[7006],6,1,"","","","",""
58,9253,[18112],[7006],6,1,"","","","",""
59,9254,[18113],[7006],6,1,"","","","",""
60,9255,[18114],"[7006,7151]",6,1,"","","","",""
