"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1373,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1374,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,600,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,1721,"<lock>",1,1,1,9,"",1,0,"","",1,""
4,1730,"<lock>",1,1,1,12,"",1,0,"","",1,""
5,1732,"<lock>",1,1,1,7,"",1,0,"","",1,""
6,1738,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1743,"<lock>",1,1,1,10,"",1,0,"","",1,""
8,1750,"<lock>",1,1,1,11,"",1,0,"","",1,""
9,1753,"<lock>",1,1,1,39,"",1,0,"","",1,""
10,1760,"<lock>",1,1,1,40,"",1,0,"","",1,""
11,1768,"<lock>",1,1,1,41,"",1,0,"","",1,""
12,1790,"<lock>",1,1,1,12,"",1,0,"","",1,""
13,5600,"<lock>",1,1,1,4,"",1,0,"","",1,""
14,2041,"<lock>",1,1,1,40,"",1,0,"","",1,""
15,2669,"<lock>",1,1,1,39,"",1,0,"","",1,""
16,2672,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2675,"<lock>",1,1,1,41,"",1,0,"","",1,""
18,3490,"<lock>",1,1,1,39,"",1,0,"","",1,""
19,3491,"<lock>",1,1,1,40,"",1,0,"","",1,""
20,3492,"<lock>",1,1,1,41,"",1,0,"","",1,""
21,3493,"<lock>",1,1,1,6,"",1,0,"","",1,""
22,3494,"<lock>",1,1,1,5,"",1,0,"","",1,""
23,973,"<lock>","",1,"",57,"",1,0,"","",1,""
24,994,"<lock>","",1,"",57,"",1,0,"","",1,""
25,1004,"<lock>","",1,"",7,"",1,0,"","",1,""
26,1011,"<lock>","",1,"",57,"",1,0,"","",1,""
27,1016,"<lock>","",1,"",57,"",1,0,"","",1,""
28,1029,"<lock>","",1,"",9,"",1,0,"","",1,""
29,1037,"<lock>","",1,"",19,"",1,0,"","",1,""
30,1042,"<lock>","",1,"",57,"",1,0,"","",1,""
31,2105,"<lock>","",1,"",57,"",1,0,"","",1,""
32,2118,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2126,"<lock>","",1,"",57,"",1,0,"","",1,""
34,3502,"<lock>","",1,"",19,"",1,0,"","",1,""
35,4497,"<lock>","",1,"",57,"",1,0,"","",1,""
36,7944,"<lock>","",1,"",57,"",1,0,"","",1,""
37,5069,"<lock>","",1,1,14,"",1,0,1,"",1,""
38,8504,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
39,8834,"<lock>",1,1,1,12,"",1,0,"","",1,""
40,8830,"<lock>",1,1,1,11,"",1,0,"","",1,""
41,8826,"<lock>",1,1,1,5,"",1,0,1,"","",""
42,8774,"<lock>",1,1,1,5,"",1,0,1,"","",""
43,1726,"<lock>",1,1,1,9,"",1,0,"","",1,""
44,1747,"<lock>",1,1,1,10,"",1,0,"","",1,""
45,1739,"<lock>",1,1,1,12,"",1,0,"","",1,""
46,1792,"<lock>",1,1,1,12,"",1,0,"","",1,""
47,7604,"<lock>",1,1,1,39,"",1,0,"","",1,""
48,7605,"<lock>",1,1,1,40,"",1,0,"","",1,""
49,7606,"<lock>",1,1,1,41,"",1,0,"","",1,""
50,8906,"<lock>",1,1,1,9,"",1,0,"","",1,""
51,8974,"<lock>",1,1,1,19,"",1,0,"","",1,""
52,9089,"<lock>",1,1,1,20,"",1,0,"","",1,""
53,2995,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
54,1777,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
55,310,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
56,581,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
57,949,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
58,1980,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
