"rownum","Id","FlagStat"
0,"Attack",2932
1,"Spell",435
2,"Projectile",6344
3,"DualWieldOnly",""
4,"Buff",""
5,"Minion",6214
6,"Damage",""
7,"Area",9748
8,"Duration",""
9,"RequiresShield",""
10,"ProjectileSpeed",""
11,"HasReservation",""
12,"ReservationBecomesCost",""
13,"Trappable",""
14,"Totemable",""
15,"Mineable",""
16,"ElementalStatus",""
17,"MinionsCanExplode",""
18,"Chains",15175
19,"Melee",6633
20,"MeleeSingleTarget",10685
21,"Multicastable",""
22,"TotemCastsAlone",""
23,"Multistrikeable",""
24,"CausesBurning",""
25,"SummonsTotem",""
26,"TotemCastsWhenNotDetached",""
27,"Physical",9295
28,"Fire",2764
29,"Cold",2765
30,"Lightning",2766
31,"Triggerable",9282
32,"Trapped",""
33,"Movement",3133
34,"DamageOverTime",""
35,"RemoteMined",""
36,"Triggered",""
37,"Vaal",2925
38,"Aura",2947
39,"CanTargetUnusableCorpse",""
40,"RangedAttack",8095
41,"Chaos",2820
42,"FixedSpeedProjectile",""
43,"ThresholdJewelArea",""
44,"ThresholdJewelProjectile",""
45,"ThresholdJewelDuration",""
46,"ThresholdJewelRangedAttack",""
47,"Channel",6334
48,"DegenOnlySpellDamage",""
49,"InbuiltTrigger",""
50,"Golem",""
51,"Herald",10907
52,"AuraAffectsEnemies",""
53,"NoRuthless",""
54,"ThresholdJewelSpellDamage",""
55,"Cascadable",""
56,"ProjectilesFromUser",""
57,"MirageArcherCanUse",""
58,"ProjectileSpiral",""
59,"SingleMainProjectile",""
60,"MinionsPersistWhenSkillRemoved",""
61,"ProjectileNumber",6344
62,"Warcry",3392
63,"Instant",""
64,"Brand",8588
65,"DestroysCorpse",""
66,"NonHitChill",""
67,"ChillingArea",""
68,"AppliesCurse",2480
69,"CanRapidFire",""
70,"AuraDuration",""
71,"AreaSpell",""
72,"OR",""
73,"AND",""
74,"NOT",""
75,"AppliesMaim",""
76,"CreatesMinion",16978
77,"Guard",9756
78,"Travel",9757
79,"Blink",""
80,"CanHaveBlessing",""
81,"ProjectilesNotFromUser",""
82,"AttackInPlaceIsDefault",""
83,"Nova",10701
84,"InstantNoRepeatWhenHeld",""
85,"InstantShiftAttackForLeftMouse",""
86,"AuraNotOnCaster",10938
87,"Banner",10939
88,"Rain",10977
89,"Cooldown",""
90,"ThresholdJewelChaining",""
91,"Slam",11863
92,"Stance",11999
93,"NonRepeatable",""
94,"OtherThingUsesSkill",""
95,"Steel",12432
96,"Hex",12570
97,"Mark",13064
98,"Aegis",15581
99,"Orb",""
100,"KillNoDamageModifiers",""
101,"RandomElement",14271
102,"LateConsumeCooldown",""
103,"Arcane",""
104,"FixedCastTime",""
105,"RequiresOffHandNotWeapon",""
106,"Link",15146
107,"Blessing",15582
108,"ZeroReservation",""
109,"DynamicCooldown",""
110,"Microtransaction",""
111,"OwnerCannotUse",""
112,"ProjectilesNumberModifiersNotApplied",""
113,"TotemsAreBallistae",""
114,"SkillGrantedBySupport",""
