"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[5670,5633,5648,1,1]","[5670,5670,1,1]","[5670,5633,5648,1,1]","[5670,5670,1,1]","[5670,5633,5648,1,1]","[5670,5670,1,1]","[5670,5633,5648,1,1]","[5670,5670,1,1]","[5670,5633,5648,1,1]","[5670,5670,1,1]","[5670,5633,5648,1,1]","[5670,5670,1,1]",1318,"[5670,5633,5648,1,1]","[5670,5670,1,1]"
1,"Descent2","[6011,6147,6,5197,6182]","[6011,6147,10,11,11,5196,6182]","[6011,6147,6,5197,6182]","[6011,6147,10,11,11,5196,6182]","[5894,6010,5896,6,5197,6159]","[5894,6010,5896,10,11,11,5196,6159]","[6008,6,5197,6170,6165]","[6008,10,11,11,5196,6170,6165]","[6017,6,5197,6170,6165]","[6017,10,11,11,5196,6170,6165]","[6147,6017,6011,6,5197,6165,6182]","[6147,6017,6011,10,11,11,5196,6165,6182]",1319,"[6011,6017,6147,6,5197,6182,6165]","[6011,6017,6147,10,11,11,5196,6165,6182]"
2,"Descent3","[10,15,10,15,5634,5649,5144,5145,5146,5105,5105,5079,4916,4916,5212]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5106,5107,5079,4916,4916,5212]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5105,4863,4833,5054,5029]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5106,5107,4863,4833,5054,5029]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5105,4863,4863,4972,5688]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5106,5107,4863,4863,4972,5688]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5105,4774,4774,4748,4748]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5106,5107,4774,4774,4748,4748]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5105,4748,4748,4944,4944]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5106,5107,4748,4748,4944,4944]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5105,4944,4944,5001]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5106,5107,4944,4944,5001]",1320,"[10,15,10,15,5634,5649,5144,5145,5146,5105,5105,4944,4944,5054,4833,4833]","[10,15,10,15,5634,5649,5144,5145,5146,5105,5106,5107,4944,4944,5054,4833,4833]"
3,"Descent4","[5143,10,14,1,1,1,6035,5899]","[6,6,6035,5899]","[5143,10,14,1,1,1,6035,5899]","[6,6,6035,5899]","[5143,10,14,1,1,1,5902,5905,5899]","[6,6,5905,5902,5899]","[5143,10,14,1,1,1,5902,5908,5905,6044,6174]","[6,6,5902,5905,5908,6044,6174]","[5143,10,14,1,1,1,5908,5902,5905,6174]","[6,6,5905,5908,5902,6174]","[5143,10,14,1,1,1,5908,5899,6035]","[6,6,5899,5908,6035]",1321,"[5143,10,14,1,1,1,5905,5908,5899]","[6,6,5899,5908,5905]"
4,"Descent5","[5872,0,0,0,0,6,2]","[5872,0,0,0,0,10,11,11,11,11,15,15]","[5872,0,0,0,0,6,2,5886]","[5872,0,0,0,0,10,11,11,11,11,15,15,5886]","[6131,5886,0,0,0,0,6,2]","[6131,5886,0,0,0,0,10,11,11,11,11,15,15]","[5956,0,0,0,0,6,2,6145,5995]","[6145,0,0,0,0,10,11,11,11,11,15,15,5956,5995]","[5956,6145,0,0,0,0,6,2,5995]","[5956,6145,0,0,0,0,10,11,11,11,11,15,15,5995]","[6145,0,0,0,0,6,2,5956,6141,5872]","[5872,6141,0,0,0,0,10,11,11,11,11,15,15,6145,5956]",1322,"[6145,0,0,0,0,6,2,5872,5956]","[5872,0,0,0,0,10,11,11,11,11,15,15,5956,6145]"
5,"Descent6","[5110,5875,5635,5650,6,6,6179]","[5110,5635,5650,5875,11,11,11,11,15,15,6179]","[5110,5875,5635,5650,6041,6,6,6179]","[5110,6041,5635,5650,5875,11,11,11,11,15,15,6179]","[5110,5964,6041,5635,5650,5981,6,6]","[5110,6041,5981,5635,5650,5964,11,11,11,11,15,15]","[5110,6046,5635,5650,6064,6072,6,6,6173,6161]","[5110,5635,5650,6064,6072,6046,11,11,11,11,15,15,6173,6161]","[5110,5982,5635,5650,6072,5975,5871,6,6,6173,6161]","[5110,5871,5635,5650,5975,6072,5982,11,11,11,11,15,15,6173,6161]","[5110,5975,5635,5650,5871,5875,6037,6,6,6179]","[5110,5635,5650,5875,5871,5975,6037,11,11,11,11,15,15,6179]",1323,"[5110,5635,5650,5975,5875,6,6,6179]","[5110,5635,5650,5975,5875,11,11,11,11,15,15,6179]"
6,"Descent7","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4918,4918,5213,5080]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4918,4918,5213,5080]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5030,5055,4865,4834]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5030,5055,4865,4834]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4974,4865,4865,5688]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,6,4974,4865,4865,5688]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4749,4749,4776,4776]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4749,4749,4776,4776]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4749,4749,4946,4946]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4749,4749,4946,4946]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4946,4946,5002]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4946,4946,5002]",1324,"[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4946,4946,4834,4834,5055]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4946,4946,4834,4834,5055]"
7,"Descent8","[6120,5880,6015,5109,5111,5150,5151,5149,2,6,11]","[6120,5880,6015,5109,5111,5150,5151,5149,12,12,10,10,10,11]","[6120,5880,6015,5109,5111,5150,5151,5149,2,6,11]","[6120,5880,6015,5109,5111,12,12,10,10,10,11,5150,5151,5149]","[6120,6121,5887,6015,5109,5111,5150,5151,5149,2,6,11]","[6120,6121,5887,6015,5109,5111,12,12,10,10,10,11,5150,5151,5149]","[6122,6121,6015,5109,5111,5150,5151,5149,2,6,11]","[6122,6121,6015,5109,5111,12,12,10,10,10,11,5150,5151,5149]","[6122,6121,5109,5111,5150,5151,5149,2,6,11]","[6122,6121,5109,5111,12,12,10,10,10,11,5150,5151,5149]","[6120,6122,5880,5109,5111,5150,5151,5149,2,6,11]","[6120,6122,5880,5109,5111,12,12,10,10,10,11,5150,5151,5149]",1325,"[6121,6122,6120,5109,5111,5150,5151,5149,2,6,11]","[6121,6122,6120,5109,5111,12,12,10,10,10,11,5150,5151,5149]"
8,"Descent9","[4,4,4,6,6,5198,5389,5565,5311,5494,5942,5636,5651,5900,5972,4]","[5196,0,0,0,6,6,5081,4919,5214,5900,5972,5636,5651,5942,4919,0]","[4,4,4,6,6,5198,5441,5601,5342,5531,5942,5636,5651,5900,5972,4]","[5196,0,0,0,6,6,5056,4866,5972,5900,5636,5651,5942,5031,4836,0]","[4,4,4,6,6,5198,5407,5577,5322,5507,6070,5636,5651,5900,5972,5942,4]","[5196,0,0,0,6,6,4975,5688,5972,5900,5636,5651,4866,4866,6070,5942,0]","[4,4,4,6,6,5198,5475,5617,5369,5547,5965,5636,5651,5945,6153,4]","[5196,0,0,0,6,6,5197,4777,4777,5945,6153,5636,5651,5965,4750,4750,0]","[4,4,4,6,6,5198,5424,5589,5332,5519,5945,5636,5651,5965,4]","[5196,0,0,0,6,6,5197,5965,5636,5651,5945,4750,4750,4947,4947,0]","[4,4,4,6,6,5198,5458,5609,5355,5539,5945,5942,5636,5651,5900,5965,5972,4]","[5196,0,0,0,6,6,5197,4947,4947,5965,5972,5636,5651,5900,5942,5945,5003,0]",1326,"[4,4,4,6,6,5198,5441,5601,5342,5531,5945,5942,5636,5651,5965,5900,5972,4]","[5196,0,0,0,6,6,5056,5965,5900,5636,5651,5945,5972,5942,4947,4947,4836,4836,0]"
9,"Descent10","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]",1327,"[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]"
