"rownum","BaseItemType","Armour","Evasion","EnergyShield","IncreasedMovementSpeed","Ward","i32_36"
0,273,0,0,0,0,0,0
1,274,0,0,0,0,0,0
2,275,0,0,0,0,0,0
3,276,51,44,21,0,0,0
4,277,0,0,0,0,0,0
5,278,0,0,0,0,0,0
6,2384,0,0,0,0,0,0
7,2385,0,0,0,0,0,0
8,2386,0,0,0,0,0,0
9,2387,0,0,0,-500,0,0
10,2388,0,0,0,-300,0,0
11,2009,45,0,0,-500,0,0
12,2010,60,0,0,-500,0,0
13,2011,96,0,0,-500,0,0
14,2012,121,0,0,-500,0,0
15,2013,141,0,0,-500,0,0
16,2014,177,0,0,-500,0,0
17,2015,208,0,0,-500,0,0
18,2016,228,0,0,-500,0,0
19,2017,269,0,0,-500,0,0
20,2018,294,0,0,-500,0,0
21,2019,304,0,0,-500,0,0
22,2020,335,0,0,-500,0,0
23,2021,534,0,0,-500,0,0
24,2022,445,0,0,-500,0,0
25,2023,445,0,0,-500,0,0
26,2024,0,30,0,-300,0,0
27,2025,0,44,0,-300,0,0
28,2026,0,78,0,-300,0,0
29,2027,0,102,0,-300,0,0
30,2028,0,131,0,-300,0,0
31,2029,0,150,0,-300,0,0
32,2030,0,184,0,-300,0,0
33,2031,0,198,0,-300,0,0
34,2032,0,242,0,-300,0,0
35,2033,0,256,0,-300,0,0
36,2034,0,275,0,-300,0,0
37,2035,0,295,0,-300,0,0
38,2036,0,487,0,-300,0,0
39,2037,0,406,0,-300,0,0
40,2038,0,406,0,-300,0,0
41,2039,0,0,28,-300,0,0
42,2040,0,0,35,-300,0,0
43,2041,0,0,44,-300,0,0
44,2042,0,0,52,-300,0,0
45,2043,0,0,61,-300,0,0
46,2044,0,0,70,-300,0,0
47,2045,0,0,78,-300,0,0
48,2046,0,0,89,-300,0,0
49,2047,0,0,97,-300,0,0
50,2048,0,0,100,-300,0,0
51,2049,0,0,108,-300,0,0
52,2050,0,0,117,-300,0,0
53,2051,0,0,184,-300,0,0
54,2052,0,0,153,-300,0,0
55,2053,0,0,153,-300,0,0
56,2054,25,16,0,-400,0,0
57,2055,53,43,0,-400,0,0
58,2056,67,56,0,-400,0,0
59,2057,95,83,0,-400,0,0
60,2058,114,101,0,-400,0,0
61,2059,125,112,0,-400,0,0
62,2060,148,133,0,-400,0,0
63,2061,162,146,0,-400,0,0
64,2062,167,151,0,-400,0,0
65,2063,184,167,0,-400,0,0
66,2064,245,223,0,-400,0,0
67,2065,245,223,0,-400,0,0
68,2066,245,223,0,-400,0,0
69,2067,245,223,0,-400,0,0
70,2068,294,268,0,-400,0,0
71,2069,25,0,16,-400,0,0
72,2070,50,0,23,-400,0,0
73,2071,67,0,28,-400,0,0
74,2072,100,0,39,-400,0,0
75,2073,114,0,43,-400,0,0
76,2074,123,0,46,-400,0,0
77,2075,148,0,53,-400,0,0
78,2076,165,0,58,-400,0,0
79,2077,167,0,59,-400,0,0
80,2078,173,0,61,-400,0,0
81,2079,245,0,84,-400,0,0
82,2080,245,0,84,-400,0,0
83,2081,294,0,101,-400,0,0
84,2082,0,16,16,-300,0,0
85,2083,0,43,24,-300,0,0
86,2084,0,56,28,-300,0,0
87,2085,0,88,39,-300,0,0
88,2086,0,101,43,-300,0,0
89,2087,0,117,48,-300,0,0
90,2088,0,133,53,-300,0,0
91,2089,0,149,58,-300,0,0
92,2090,0,151,59,-300,0,0
93,2091,0,162,63,-300,0,0
94,2092,0,268,101,-300,0,0
95,2093,0,223,84,-300,0,0
96,2094,0,223,84,-300,0,0
97,2095,29,0,0,0,0,0
98,2096,66,0,0,0,0,0
99,2097,79,0,0,0,0,0
100,2098,116,0,0,0,0,0
101,2099,136,0,0,0,0,0
102,2100,146,0,0,0,0,0
103,2101,176,0,0,0,0,0
104,2102,196,0,0,0,0,0
105,2103,200,0,0,0,0,0
106,2104,216,0,0,0,0,0
107,2105,243,0,0,0,0,0
108,2106,0,19,0,0,0,0
109,2107,0,48,0,0,0,0
110,2108,0,67,0,0,0,0
111,2109,0,98,0,0,0,0
112,2110,0,121,0,0,0,0
113,2111,0,136,0,0,0,0
114,2112,0,158,0,0,0,0
115,2113,0,177,0,0,0,0
116,2114,0,181,0,0,0,0
117,2115,0,193,0,0,0,0
118,2116,0,222,0,0,0,0
119,2117,0,0,19,0,0,0
120,2118,0,0,28,0,0,0
121,2119,0,0,34,0,0,0
122,2120,0,0,44,0,0,0
123,2121,0,0,51,0,0,0
124,2122,0,0,58,0,0,0
125,2123,0,0,63,0,0,0
126,2124,0,0,69,0,0,0
127,2125,0,0,71,0,0,0
128,2126,0,0,77,0,0,0
129,2127,0,0,84,0,0,0
130,2128,23,18,0,0,0,0
131,2129,34,28,0,0,0,0
132,2130,44,37,0,0,0,0
133,2131,62,54,0,0,0,0
134,2132,75,66,0,0,0,0
135,2133,97,87,0,0,0,0
136,2134,110,99,0,0,0,0
137,2135,134,122,0,0,0,0
138,2136,23,0,12,0,0,0
139,2137,33,0,15,0,0,0
140,2138,44,0,19,0,0,0
141,2139,66,0,25,0,0,0
142,2140,75,0,28,0,0,0
143,2141,97,0,35,0,0,0
144,2142,110,0,39,0,0,0
145,2143,134,0,46,0,0,0
146,2144,0,18,12,0,0,0
147,2145,0,26,15,0,0,0
148,2146,0,37,19,0,0,0
149,2147,0,58,25,0,0,0
150,2148,0,66,28,0,0,0
