"rownum","DelveUpgradeTypeKey","UpgradeLevel","StatsKeys","StatValues","Cost","i32","AchievementItemsKey","i32"
0,6,0,[],[],0,0,"",0
1,0,0,[8230],[1200],0,0,"",0
2,0,1,[8230],[1800],15,1,"",6
3,0,2,[8230],[2400],102,2,"",13
4,0,3,[8230],[3000],187,3,"",20
5,0,4,[8230],[4000],300,4,"",25
6,0,5,[8230],[5200],444,4,"",29
7,0,6,[8230],[6400],630,4,"",35
8,0,7,[8230],[9000],865,4,"",0
9,0,8,[8230],[12500],1016,4,"",0
10,0,9,[8230],[17500],1496,4,"",0
11,0,10,[8230],[22750],2143,4,"",0
12,0,11,[8230],[30000],5271,4,"",0
13,0,12,[8230],[38500],12962,4,"",0
14,0,13,[8230],[46000],21521,4,"",0
15,0,14,[8230],[55000],33728,4,"",0
16,0,15,[8230],[65000],54709,4,"",0
17,1,0,[8231],[3],0,0,"",0
18,1,1,[8231],[4],92,0,"",6
19,1,2,[8231],[5],199,0,"",13
20,1,3,[8231],[6],370,0,"",20
21,1,4,[8231],[7],560,0,"",25
22,1,5,[8231],[8],762,0,"",29
23,1,6,[8231],[9],1255,0,"",35
24,1,7,[8231],[10],1495,0,"",0
25,1,8,[8231],[11],1860,0,"",0
26,1,9,[8231],[12],2312,0,"",0
27,1,10,[8231],[13],4046,0,"",0
28,1,11,[8231],[14],7081,0,"",0
29,1,12,[8231],[15],12391,0,"",0
30,1,13,[8231],[16],18678,0,"",0
31,1,14,[8231],[17],25082,0,"",0
32,1,15,[8231],[18],33246,0,"",0
33,1,16,[8231],[19],43909,0,"",0
34,1,17,[8231],[20],58214,0,"",0
35,2,0,[8232],[2],0,0,"",0
36,2,1,[8232],[3],70,0,"",0
37,2,2,[8232],[4],214,0,"",0
38,2,3,[8232],[5],586,0,"",0
39,2,4,[8232],[6],1386,0,"",0
40,2,5,[8232],[7],2050,0,"",0
41,3,0,[8233],[0],0,0,"",0
42,3,1,[8233],[30],50,1,"",6
43,3,2,[8233],[60],167,2,"",13
44,3,3,[8233],[90],312,3,"",20
45,3,4,[8233],[120],505,4,"",25
46,3,5,[8233],[150],688,4,"",29
47,3,6,[8233],[180],1012,4,"",35
48,3,7,[8233],[210],1224,4,"",0
49,3,8,[8233],[240],1397,4,"",0
50,3,9,[8233],[270],1487,4,"",0
51,3,10,[8233],[300],1682,4,"",0
52,3,11,[8233],[330],1832,4,"",0
53,3,12,[8233],[360],1943,4,"",0
54,3,13,[8233],[390],2222,4,"",0
55,3,14,[8233],[420],2276,4,"",0
56,3,15,[8233],[450],2245,4,"",0
57,3,16,[8233],[480],2388,4,"",0
58,3,17,[8233],[510],2446,4,"",0
59,3,18,[8233],[540],2566,4,"",0
60,3,19,[8233],[570],2593,4,"",0
61,3,20,[8233],[600],2824,4,"",0
62,3,21,[8233],[630],2964,4,"",0
63,3,22,[8233],[660],2994,4,"",0
64,3,23,[8233],[690],3262,4,"",0
65,3,24,[8233],[720],3423,4,"",0
66,3,25,[8233],[750],3458,4,"",0
67,3,26,[8233],[780],3767,4,"",0
68,3,27,[8233],[810],3953,4,"",0
69,3,28,[8233],[840],3993,4,"",0
70,3,29,[8233],[870],4350,4,"",0
71,3,30,[8233],[900],4565,4,"",0
72,3,31,[8233],[930],4611,4,"",0
73,3,32,[8233],[960],5024,4,"",0
74,3,33,[8233],[990],5271,4,"",0
75,3,34,[8233],[1020],5325,4,"",0
76,3,35,[8233],[1050],5802,4,"",0
77,3,36,[8233],[1080],6088,4,"",0
78,3,37,[8233],[1110],6150,4,"",0
79,3,38,[8233],[1140],6700,4,"",0
80,3,39,[8233],[1170],7030,4,"",0
81,3,40,[8233],[1200],7102,4,"",0
82,3,41,[8233],[1230],7737,4,"",0
83,3,42,[8233],[1260],8119,4,"",0
84,3,43,[8233],[1290],8202,4,"",0
85,3,44,[8233],[1320],8936,4,"",0
86,3,45,[8233],[1350],9376,4,"",0
87,3,46,[8233],[1380],9472,4,"",0
88,3,47,[8233],[1410],10319,4,"",0
89,3,48,[8233],[1440],10828,4,"",0
90,3,49,[8233],[1470],10939,4,"",0
91,3,50,[8233],[1500],11917,4,"",0
92,3,51,[8233],[1530],12505,4,"",0
93,3,52,[8233],[1560],12633,4,"",0
94,3,53,[8233],[1590],13763,4,"",0
95,3,54,[8233],[1620],14441,4,"",0
96,3,55,[8233],[1650],14589,4,"",0
97,3,56,[8233],[1680],15894,4,"",0
98,3,57,[8233],[1710],16677,4,"",0
99,3,58,[8233],[1740],16848,4,"",0
100,3,59,[8233],[1770],18355,4,"",0
101,3,60,[8233],[1800],19260,4,"",0
102,3,61,[8233],[1830],19457,4,"",0
103,3,62,[8233],[1860],21197,4,"",0
104,3,63,[8233],[1890],22242,4,"",0
105,3,64,[8233],[1920],22470,4,"",0
106,3,65,[8233],[1950],24479,4,"",0
107,3,66,[8233],[1980],25686,4,"",0
108,3,67,[8233],[2010],25949,4,"",0
109,3,68,[8233],[2040],28270,4,"",0
110,3,69,[8233],[2070],29664,4,"",0
111,3,70,[8233],[2100],29967,4,"",0
112,3,71,[8233],[2130],32647,4,"",0
113,3,72,[8233],[2160],34257,4,"",0
114,3,73,[8233],[2190],34607,4,"",0
115,3,74,[8233],[2220],37702,4,"",0
116,3,75,[8233],[2250],39562,4,"",0
117,3,76,[8233],[2280],39966,4,"",0
118,3,77,[8233],[2310],43540,4,"",0
119,3,78,[8233],[2340],45688,4,"",0
120,3,79,[8233],[2370],46155,4,"",0
121,3,80,[8233],[2400],50282,4,"",0
122,3,81,[8233],[2430],52762,4,"",0
123,3,82,[8233],[2460],53302,4,"",0
124,3,83,[8233],[2490],58069,4,"",0
125,3,84,[8233],[2520],60932,4,"",0
126,3,85,[8233],[2550],61555,4,"",0
127,3,86,[8233],[2580],67060,4,"",0
128,3,87,[8233],[2610],70367,4,"",0
129,3,88,[8233],[2640],71087,4,"",0
130,3,89,[8233],[2670],77444,4,"",0
131,3,90,[8233],[2700],81264,4,"",0
132,3,91,[8233],[2730],82095,4,"",0
