"rownum","BaseItemType","Scaling","Name"
0,10209,0.85,"Bazira"
1,10210,0.85,"Tsvet Matvei"
2,10211,0.85,"Bazira"
3,10212,0.85,"Count Geonor"
4,10213,0.85,"The Crimson Scribe"
5,10214,0.85,"The Midnight Tinkerer"
6,10215,0.85,"Aline Koltz"
7,10216,0.85,"Tsvet Matvei"
8,10217,0.85,"Administrator Qotra"
9,10218,0.85,"Count Geonor"
10,10219,0.85,"Nishem"
11,10220,0.85,"Aline Koltz"
12,10221,0.85,"Count Geonor"
13,10222,0.85,"Marcine Clavus"
14,10223,0.85,"Marcine Clavus"
15,10224,0.85,"Marcine Clavus"
16,10225,0.85,"Marcine Clavus"
17,10226,0.85,"Marcine Clavus"
18,10227,1.2,"Selwyn Eddard"
19,10228,1.2,"Kondor Larcius"
20,10229,1.2,"Grond Ironeye"
21,10230,1.2,"Bazira"
22,10231,1.2,"Bazira"
23,10232,1.2,"Kondor Larcius"
24,10233,1.2,"The Crimson Scribe"
25,10234,1.2,"Administrator Qotra"
26,10235,1.2,"Administrator Qotra"
27,10236,1.2,"The Crimson Scribe"
28,10237,1.2,"Remus Hestor"
29,10238,1.2,"Nishem"
30,10239,1.2,"The Crimson Scribe"
31,10240,1.2,"Anton Laffrey"
32,10241,1.5,"Tsvet Matvei"
33,10242,1.5,"Kondor Larcius"
34,10243,1.5,"The Midnight Tinkerer"
35,10244,1.5,"Bazira"
36,10245,1.5,"Kondor Larcius"
37,10246,1.5,"The Crimson Scribe"
38,10247,3,"Administrator Qotra"
39,10248,3,"Cardinal Uthelius"
40,10249,3,"Castor Pollinius III"
41,10250,0.3,""
42,10251,0.3,""
43,10252,0.3,""
44,10253,0.3,""
45,10254,0.3,""
46,10255,0.3,""
47,10256,0,"Karst"
48,10257,0,"Karst"
49,10258,0,"Karst"
50,10259,0,"Tibbs"
51,10260,0,"Tibbs"
52,10261,0,"Huck"
53,10262,0,"Huck"
54,10263,0,"Vinderi"
55,10264,0,"Vinderi"
56,10265,0,"Gianna"
57,10266,0,"Gianna"
58,10267,0,"Tullina"
59,10268,0,"Tullina"
60,10269,0,"Niles"
61,10270,0,"Niles"
62,10271,0,"Nenet"
63,10272,0,"Nenet"
64,10273,0,"Isla"
65,10274,0,"Isla"
66,10275,0,"Isla"
67,10276,0,"Adiyah"
68,10277,0,"Adiyah"
69,10278,0,"Adiyah"
70,10279,0,"Whakano"
71,10280,0,"Whakano"
72,10281,0,"Whakano"
73,10282,0,"Faustus"
74,10284,0,"Faustus"
75,10285,0,"Faustus"
76,10286,0,"Kurai"
77,10287,0,"Kurai"
78,10288,0,"Kurai"
79,10289,0,"Kurai"
