"rownum","Id","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
0,"Tiger",1964,6341,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTiger"
1,"HellionFire",1962,6329,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHellionFire"
2,"HellionIce",1965,6331,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHellionIce"
3,"Lynx",1966,6336,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsLynx"
4,"Chieftain",1967,6412,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsChieftain"
5,"Monkey",1968,6415,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsMonkey"
6,"Goatman",1969,6418,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsGoatman"
7,"Wolf",1970,6349,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsWolf"
8,"Hound",1971,6422,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsFuryHound"
9,"Pitbull",1972,6425,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsPitbull"
10,"Beast",1973,6431,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsBeast"
11,"Ursa",1974,6434,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsUrsa"
12,"Bull",1975,6392,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsBull"
13,"Spiker",1976,6387,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsSpiker"
14,"Kiweth",1977,6307,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsKiweth"
15,"Vulture",1978,6304,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsVulture"
16,"Rhoa",1963,6301,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhoa"
17,"Rhex",1979,6294,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhex"
18,"ForestSnake",1980,6313,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsForestSnake"
19,"SandSnake",1981,6320,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsSandSnake"
20,"Iguana",1982,6323,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsIguana"
21,"CarrionQueen",1983,6356,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsCarrionQueen"
22,"SandLeaper",1984,6359,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSandLeaper"
23,"Devourer",1985,6363,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsDevourer"
24,"PlagueSpider",1986,6372,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlagueSpider"
25,"PlatedSpider",1987,6377,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlatedSpider"
26,"Spider",1988,6384,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSpider"
27,"Scorpion",1989,6368,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsScorpion"
28,"ParasiticSquid",1990,6456,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsParasiticSquid"
29,"SirenSpawn",1991,6460,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSirenSpawn"
30,"Squid",1992,6464,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSquid"
31,"SandSpitter",1993,6437,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsSandSpitter"
32,"ShieldCrab",1994,6440,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsShieldCrab"
33,"Crab",1995,6443,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab"
34,"Crab2",1996,6446,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsCrab2"
35,"Frog",1997,6449,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsFrog"
36,"GemFrog",1998,6452,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerDepthsGemFrog"
