"rownum","WorldAreasKey","MonsterVarietiesKeys","TerrainMetadata"
0,1090,[5359],"Metadata/Monsters/KitavaDemon/KitavaDemonSpawnerPlaguewingMapElderClone"
1,1091,[2407],""
2,1092,"[2385,2379,2382]",""
3,1093,[2349],""
4,1094,[5600],""
5,1095,"[3692,3692,5047]",""
6,1096,[5935],"Metadata/Terrain/EndGame/MapDesert/Objects/MummyEventSpawnerKiraElderClone"
7,1097,[2365],""
8,1098,[4618],""
9,1099,[4178],""
10,1100,"[4445,4451,4452,4453,4454]",""
11,1101,[5059],""
12,1102,[2468],""
13,1103,"[4020,4065]",""
14,1104,[3951],""
15,1105,[2368],""
16,1106,[4006],""
17,1107,[2394],""
18,1108,[5984],""
19,1109,"[2495,2498]",""
20,1110,"[5037,5155,5159]",""
21,1111,[2345],""
22,1112,"[2596,2669,2647]",""
23,1113,"[2437,2450]",""
24,1115,[4588],""
25,1117,[4088],""
26,1118,[258],""
27,1119,[4122],""
28,1120,"[4471,4478,4479,4480,4481]",""
29,1121,"[4153,4166]",""
30,1122,[5906],""
31,1123,[5965],""
32,1124,[1401],""
33,1125,[2472],""
34,1126,[3328],""
35,1127,[3895],""
36,1128,[2543],""
37,1129,[1396],""
38,1130,[8679],""
39,1131,[4543],""
40,1132,[2376],""
41,1133,[1192],"Metadata/Terrain/EndGame/MapMausoleum/Objects/TolmanBossSpawnerMapElderClone"
42,1134,[5558],""
43,1135,[2461],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerSimplifiedElderClone"
44,1136,[4261],""
45,1137,[1982],""
46,1138,[2486],""
47,1139,[4352],""
48,1140,[2447],""
49,1141,[1053],""
50,1143,[5863],""
51,1145,"[2421,2430]",""
52,1146,[2372],""
53,1241,[5588],""
54,1148,[2355],""
55,1149,[2031],""
56,1150,[2501],""
57,1151,[2361],""
58,1152,[1022],""
59,1153,[2399],""
60,1155,[3216],""
61,1157,[1516],""
62,1158,[2457],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerElderClone"
63,1159,[1949],""
64,1160,[2049],""
65,1161,[1565],""
66,1162,[5528],""
67,1163,"[1430,1468,1485]",""
68,1165,[4091],""
69,1166,[2528],""
70,1167,"[1302,1329,1332]",""
71,1169,[2743],""
72,1170,[2388],""
73,1172,[2483],""
74,1174,[2402],""
75,1175,[5493],""
76,1177,"[5978,5973]",""
77,1178,"[3692,5323]",""
78,1179,[5375],""
79,1180,"[1057,1060]",""
80,1181,[75],""
81,1182,[4621],""
82,1183,[5517],""
83,1185,"[4555,4558,4561]",""
84,1186,[4254],""
85,1188,[4269],""
86,1189,[5613],""
87,1191,"[4417,4422,4423,4424,4425]",""
88,1192,[5578],""
89,1193,[2546],""
90,1194,[3976],""
91,1195,"[2591,2607,2637]",""
92,1196,[2491],""
93,1197,[1952],""
94,1198,[2342],""
95,1200,[4666],""
96,1201,"[2504,2507]",""
97,1203,[4759],""
98,1204,[2531],""
99,1205,[4277],""
100,1206,[2391],""
101,1207,"[194,4624]",""
102,1208,[4291],""
103,1209,[6025],""
104,1210,[2465],""
105,1211,[4181],""
106,1213,[5310],""
107,1214,"[5824,3692]",""
108,1215,[5990],""
109,1217,[2440],""
110,1218,"[4035,4056,4078]",""
111,1219,[1630],""
112,1220,[7290],""
113,1222,[3483],""
114,1224,"[4202,4196,4188]",""
115,1225,[4145],""
116,1226,[2524],""
117,1227,[1020],""
118,1228,[1383],""
119,1229,[5876],""
120,1230,"[2511,3692]",""
121,1231,[3042],""
122,1232,"[6085,3692]",""
123,1233,"[3692,4280]",""
124,1234,[4208],""
125,1235,"[4484,4486]",""
126,1236,[4755],""
127,1237,[5841],""
128,1238,[4662],""
129,1239,[5918],""
130,1240,"[1633,1640]",""
131,1147,[4523],""
132,1242,[5305],""
133,1243,[5575],""
134,1244,[5334],""
135,1245,[6008],""
136,1246,[5033],""
137,1247,[5026],""
138,1248,[5021],""
139,1249,[5030],""
140,1250,[5119],""
141,1251,"[3307,3310,3313]",""
142,1257,[8469],""
143,1259,[8444],""
144,1260,"[8416,8420,8424]",""
145,1261,[8484],""
146,1263,[8453],"Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder"
147,1264,[8461],""
148,1265,[8707],""
149,1266,[8475],""
150,1267,"[5480,5504]",""
151,1268,"[8428,8431,8434]",""
152,1269,[6479],""
