"rownum","MapsKey","Tier"
0,326,9
1,327,0
2,328,5
3,329,7
4,330,4
5,331,0
6,332,0
7,333,0
8,334,6
9,335,13
10,336,0
11,337,2
12,338,5
13,339,3
14,340,10
15,341,0
16,342,0
17,343,15
18,344,5
19,345,4
20,346,2
21,347,0
22,348,0
23,349,7
24,350,3
25,351,0
26,352,10
27,353,9
28,354,3
29,355,0
30,356,4
31,357,8
32,358,13
33,359,1
34,360,11
35,361,15
36,362,14
37,363,11
38,364,11
39,365,0
40,366,14
41,367,3
42,368,3
43,369,0
44,370,0
45,371,0
46,372,12
47,373,3
48,374,4
49,375,8
50,376,5
51,377,9
52,378,16
53,379,2
54,380,8
55,381,5
56,382,4
57,383,10
58,384,0
59,385,0
60,386,16
61,387,11
62,388,0
63,389,2
64,390,1
65,391,15
66,392,5
67,393,10
68,394,0
69,395,0
70,396,0
71,397,0
72,398,4
73,399,0
74,400,0
75,401,5
76,402,0
77,403,6
78,404,9
79,405,13
80,406,4
81,407,0
82,408,6
83,409,7
84,410,16
85,411,14
86,412,15
87,413,14
88,414,15
89,415,12
90,416,0
91,417,5
92,418,11
93,419,1
94,420,2
95,421,0
96,422,10
97,423,0
98,424,12
99,425,2
100,426,7
101,427,8
102,428,6
103,429,2
104,430,0
105,431,4
106,432,7
107,433,0
108,434,6
109,435,0
110,436,0
111,437,10
112,438,6
113,439,14
114,440,0
115,441,3
116,442,16
117,443,3
118,444,0
119,445,0
120,446,12
121,447,0
122,448,0
123,449,0
124,450,9
125,451,0
126,452,13
127,453,13
128,454,2
129,455,1
130,456,0
131,457,0
132,458,11
133,459,0
134,460,12
135,461,11
136,462,0
137,463,12
138,464,8
139,465,6
140,466,8
141,467,8
142,468,0
143,469,9
144,470,7
145,471,7
146,472,16
147,473,16
148,474,16
149,475,16
150,477,16
151,478,5
152,479,10
153,480,15
154,481,16
155,482,16
156,483,17
157,484,17
158,485,17
159,486,17
160,487,17
