"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1484,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1485,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,653,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,654,"<lock>",1,1,1,39,"",1,0,"","",1,""
4,655,"<lock>",1,1,1,39,"",1,0,"","",1,""
5,1848,"<lock>",1,1,1,9,"",1,0,"","",1,""
6,1858,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1860,"<lock>",1,1,1,7,"",1,0,"","",1,""
8,1867,"<lock>",1,1,1,12,"",1,0,"","",1,""
9,1873,"<lock>",1,1,1,10,"",1,0,"","",1,""
10,1883,"<lock>",1,1,1,11,"",1,0,"","",1,""
11,1889,"<lock>",1,1,1,39,"",1,0,"","",1,""
12,1896,"<lock>",1,1,1,40,"",1,0,"","",1,""
13,1905,"<lock>",1,1,1,41,"",1,0,"","",1,""
14,1930,"<lock>",1,1,1,12,"",1,0,"","",1,""
15,5998,"<lock>",1,1,1,4,"",1,0,"","",1,""
16,2197,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2853,"<lock>",1,1,1,39,"",1,0,"","",1,""
18,2857,"<lock>",1,1,1,40,"",1,0,"","",1,""
19,2861,"<lock>",1,1,1,41,"",1,0,"","",1,""
20,3753,"<lock>",1,1,1,39,"",1,0,"","",1,""
21,3754,"<lock>",1,1,1,40,"",1,0,"","",1,""
22,3755,"<lock>",1,1,1,41,"",1,0,"","",1,""
23,3756,"<lock>",1,1,1,6,"",1,0,"","",1,""
24,3757,"<lock>",1,1,1,5,"",1,0,"","",1,""
25,1065,"<lock>","",1,"",57,"",1,0,"","",1,""
26,1088,"<lock>","",1,"",57,"",1,0,"","",1,""
27,1098,"<lock>","",1,"",7,"",1,0,"","",1,""
28,1105,"<lock>","",1,"",57,"",1,0,"","",1,""
29,1110,"<lock>","",1,"",57,"",1,0,"","",1,""
30,1124,"<lock>","",1,"",9,"",1,0,"","",1,""
31,1132,"<lock>","",1,"",19,"",1,0,"","",1,""
32,1137,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2265,"<lock>","",1,"",57,"",1,0,"","",1,""
34,2278,"<lock>","",1,"",57,"",1,0,"","",1,""
35,2286,"<lock>","",1,"",57,"",1,0,"","",1,""
36,3765,"<lock>","",1,"",19,"",1,0,"","",1,""
37,4819,"<lock>","",1,"",57,"",1,0,"","",1,""
38,8606,"<lock>","",1,"",57,"",1,0,"","",1,""
39,5443,"<lock>","",1,1,14,"",1,0,1,"",1,""
40,5444,"<lock>","",1,1,14,"",1,0,1,"",1,""
41,5445,"<lock>","",1,1,14,"",1,0,1,"",1,""
42,9246,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
43,9659,"<lock>",1,1,1,12,"",1,0,"","",1,""
44,9650,"<lock>",1,1,1,11,"",1,0,"","",1,""
45,9644,"<lock>",1,1,1,5,"",1,0,1,"","",""
46,9645,"<lock>",1,1,1,5,"",1,0,1,"","",""
47,9646,"<lock>",1,1,1,5,"",1,0,1,"","",""
48,9579,"<lock>",1,1,1,5,"",1,0,1,"","",""
49,9580,"<lock>",1,1,1,5,"",1,0,1,"","",""
50,9581,"<lock>",1,1,1,5,"",1,0,1,"","",""
51,1854,"<lock>",1,1,1,9,"",1,0,"","",1,""
52,1880,"<lock>",1,1,1,10,"",1,0,"","",1,""
53,1868,"<lock>",1,1,1,12,"",1,0,"","",1,""
54,1933,"<lock>",1,1,1,12,"",1,0,"","",1,""
55,8251,"<lock>",1,1,1,39,"",1,0,"","",1,""
56,8252,"<lock>",1,1,1,40,"",1,0,"","",1,""
57,8253,"<lock>",1,1,1,41,"",1,0,"","",1,""
58,9746,"<lock>",1,1,1,9,"",1,0,"","",1,""
59,9829,"<lock>",1,1,1,19,"",1,0,"","",1,""
60,9951,"<lock>",1,1,1,20,"",1,0,"","",1,""
61,3197,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
62,1915,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
63,1916,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
64,1917,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
65,344,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
66,345,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
67,346,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
68,632,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
69,633,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
70,634,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
71,1032,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
72,1033,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
73,1034,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
74,2130,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
75,2131,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
76,2132,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
77,1837,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
78,1838,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
79,1839,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
80,1819,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
81,1820,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
82,1821,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
83,4961,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
84,4962,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
85,4963,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
86,372,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
87,373,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
88,374,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
89,3717,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
90,3718,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
91,3719,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
92,10137,"<lock>",1,1,1,30,"",1,0,1,"","",""
93,10138,"<lock>",1,1,1,30,"",1,0,1,"","",""
94,10139,"<lock>",1,1,1,30,"",1,0,1,"","",""
95,3082,"<lock>",1,1,1,38,"",1,0,"","","",""
96,10363,"<lock>",1,1,1,42,"",1,0,"","","",""
97,10586,"<lock>",1,1,"",49,"",1,0,"","","",""
98,0,"<lock>",1,1,"",45,"",1,0,"","","",""
99,1,"<lock>",1,1,"",45,"",1,0,"","","",""
100,2,"<lock>",1,1,"",45,"",1,0,"","","",""
101,961,"<lock>",1,1,"",52,"",1,0,"","","",""
102,962,"<lock>",1,1,"",52,"",1,0,"","","",""
103,963,"<lock>",1,1,"",52,"",1,0,"","","",""
104,2170,"<lock>",1,1,"",51,"",1,0,"","","",""
105,2171,"<lock>",1,1,"",51,"",1,0,"","","",""
106,2172,"<lock>",1,1,"",51,"",1,0,"","","",""
107,10808,"<lock>",1,1,1,7,"",1,0,"","",1,""
108,1278,"<lock>",1,1,"",64,"",1,0,"","","",""
109,1279,"<lock>",1,1,"",64,"",1,0,"","","",""
110,1280,"<lock>",1,1,"",64,"",1,0,"","","",""
111,10902,"<root>",1,1,"",67,"","",0,"","","",""
112,10903,"<root>",1,1,"",67,"","",0,"","","",""
113,10904,"<root>",1,1,"",67,"","",0,"","","",""
114,10910,"<lock>",1,1,1,68,"",1,0,"","",1,""
115,3017,"<lock>",1,1,1,73,"",1,0,"","","",""
116,3018,"<lock>",1,1,1,73,"",1,0,"","","",""
117,3019,"<lock>",1,1,1,73,"",1,0,"","","",""
118,10970,"<lock>",1,1,1,74,"",1,0,"","",1,""
119,10929,"<lock>",1,1,1,76,"",1,0,"","","",""
120,10930,"<lock>",1,1,1,76,"",1,0,"","","",""
121,10931,"<lock>",1,1,1,76,"",1,0,"","","",""
122,11064,"<lock>",1,1,1,77,"",1,0,"","","",""
123,11065,"<lock>",1,1,1,77,"",1,0,"","","",""
124,11066,"<lock>",1,1,1,77,"",1,0,"","","",""
125,11075,"<lock>",1,1,"",80,"",1,0,"","","",""
126,11076,"<lock>",1,1,"",80,"",1,0,"","","",""
127,11077,"<lock>",1,1,"",80,"",1,0,"","","",""
128,1480,"<lock>",1,1,1,41,"",1,0,"","",1,""
129,11266,"<lock>",1,1,1,101,"",1,0,"","","",""
130,11319,"<lock>",1,1,1,110,"",1,0,"","","",""
131,11323,"<lock>",1,1,1,76,"",1,0,"","","",""
132,11329,"<lock>",1,1,1,5,"",1,0,"","","",""
133,11330,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
134,11327,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
135,11341,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
