"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
0,5263,500,833,1,1,13,0
1,5264,700,714,5,9,120,0
2,5265,700,833,9,16,120,0
3,5266,700,667,9,17,120,0
4,5267,700,769,14,27,120,0
5,5268,700,769,12,37,120,0
6,5269,800,833,23,42,120,0
7,5270,700,741,22,40,120,0
8,5271,700,833,26,48,120,0
9,5272,700,667,21,38,120,0
10,5273,700,769,28,52,120,0
11,5274,700,769,21,64,120,0
12,5275,800,833,33,61,120,0
13,5276,700,741,31,57,120,0
14,5277,700,833,38,71,120,0
15,5278,700,667,29,53,120,0
16,5279,700,769,35,65,120,0
17,5280,700,769,25,75,120,0
18,5281,800,833,35,64,120,0
19,5282,700,741,33,61,120,0
20,5283,750,714,16,30,120,0
21,5284,750,714,25,46,120,0
22,5285,750,714,29,54,120,0
23,5286,700,714,13,25,120,0
24,5287,700,714,27,50,120,0
25,5288,700,714,30,55,120,0
26,5289,700,800,5,9,120,0
27,5290,600,667,6,10,10,0
28,5291,600,690,4,17,10,0
29,5292,630,690,3,26,10,0
30,5293,610,667,7,27,10,0
31,5294,630,690,8,34,10,0
32,5295,650,769,10,41,10,0
33,5296,630,690,11,43,10,0
34,5297,650,833,15,59,10,0
35,5298,620,741,14,54,10,0
36,5299,600,714,11,45,10,0
37,5300,630,714,7,62,10,0
38,5301,610,667,13,52,10,0
39,5302,630,714,15,59,10,0
40,5303,650,833,19,75,10,0
41,5304,630,690,16,64,10,0
42,5305,650,833,22,87,10,0
43,5306,650,741,19,74,10,0
44,5307,650,714,19,76,10,0
45,5308,630,714,10,86,10,0
46,5309,610,667,19,74,10,0
47,5310,630,714,20,79,10,0
48,5311,650,833,24,95,10,0
49,5312,630,667,18,73,10,0
50,5313,650,833,24,97,10,0
51,5314,620,741,22,88,10,0
52,5315,630,714,12,46,10,0
53,5316,630,714,18,71,10,0
54,5317,630,714,20,79,10,0
55,5318,630,690,12,47,10,0
56,5319,630,690,18,73,10,0
57,5320,630,690,21,85,10,0
58,5321,620,625,4,11,11,0
59,5322,650,667,6,17,11,0
60,5323,630,645,7,23,11,0
61,5324,600,625,12,22,11,0
62,5325,630,645,12,31,11,0
63,5326,650,769,16,43,11,0
64,5327,600,625,14,38,11,0
65,5328,630,667,12,46,11,0
66,5329,630,667,15,44,11,0
67,5330,650,769,20,53,11,0
68,5331,630,667,15,51,11,0
69,5332,600,625,23,43,11,0
70,5333,630,667,20,53,11,0
71,5334,650,769,26,68,11,0
72,5335,600,625,21,56,11,0
73,5336,630,667,17,69,11,0
74,5337,630,667,21,64,11,0
75,5338,650,769,30,78,11,0
76,5339,630,667,21,73,11,0
77,5340,600,625,29,55,11,0
78,5341,630,667,26,68,11,0
79,5342,650,769,29,76,11,0
80,5343,600,625,25,65,11,0
81,5344,630,667,18,71,11,0
82,5345,630,667,23,68,11,0
83,5346,600,625,13,24,11,0
84,5347,600,625,20,37,11,0
85,5348,600,625,22,41,11,0
86,5349,500,667,6,11,11,0
87,5350,500,690,10,15,11,0
88,5351,500,667,11,21,11,0
89,5352,500,769,12,35,11,0
90,5353,500,741,19,34,11,0
91,5354,500,714,14,42,11,0
92,5355,500,833,27,50,11,0
93,5356,500,769,29,48,11,0
94,5357,500,741,26,46,11,0
95,5358,500,769,32,50,11,0
96,5359,500,667,25,46,11,0
97,5360,500,833,26,79,11,0
98,5361,500,769,35,65,11,0
99,5362,500,714,24,71,11,0
100,5363,500,833,45,83,11,0
101,5364,500,769,45,75,11,0
102,5365,500,741,40,71,11,0
103,5366,500,769,49,77,11,0
104,5367,500,667,38,70,11,0
105,5368,500,833,38,114,11,0
106,5369,500,769,47,87,11,0
107,5370,500,714,30,90,11,0
