"rownum","rid","rid","rid","bool","bool","bool","bool"
0,10919,17652,14063,1,"","",""
1,10916,17652,14063,1,"","",""
2,10915,17652,14063,1,"","",""
3,10920,17652,14063,1,"","",""
4,10914,17652,14063,1,"","",""
5,10918,17652,14063,1,"","",""
6,10917,17652,14063,1,"","",""
7,10878,17652,14062,1,"","",""
8,10880,17652,14062,1,"","",""
9,10883,17652,14062,1,"","",""
10,10885,17652,14062,1,"","",""
11,10886,17652,14061,1,"","",""
12,10882,17652,14062,1,"","",""
13,10881,17652,14061,1,"","",""
14,10879,17652,14061,1,"","",""
15,10884,17652,14061,1,"","",""
16,10053,17652,14063,1,"","",""
17,10052,17652,14063,1,"","",""
18,10063,17652,14064,1,"","",""
19,10062,17652,14063,1,"","",""
20,10061,17652,14062,1,"","",""
21,10060,17652,14062,1,"","",""
22,10059,17652,14062,1,"","",""
23,10058,17652,14061,1,"","",""
24,10057,17652,14061,1,"","",""
25,10056,17652,14061,1,"","",""
26,10055,17652,14061,1,"","",""
27,10066,17652,14060,1,"","",""
28,10065,17652,14060,1,"","",""
29,10064,17652,14060,1,"","",""
30,10054,17652,14060,1,"","",""
31,0,17652,14060,1,"","",""
32,29,17652,14060,1,"","",""
33,207,17652,14061,1,"","",""
34,6,17652,14061,1,"","",""
35,10,17652,14060,1,"","",""
36,7,17652,14060,1,"","",""
37,14,17652,14061,1,"","",""
38,10309,17652,14063,1,"","",""
39,211,17652,14062,1,"","",""
40,210,17652,14061,1,"","",""
41,30,17652,14064,1,"","",""
42,212,17652,14063,1,"","",""
43,49,17652,14064,1,"","",""
44,21,17652,14060,1,"","",""
45,20,17652,14060,1,"","",""
46,19,17652,14060,1,"","",""
47,48,17652,14064,1,"","",""
48,3,17652,14063,1,"","",""
49,2,17652,14062,1,"","",""
50,208,17652,14061,1,"","",""
51,11,17652,14060,1,"","",""
52,23,17652,14061,1,"","",""
53,24,17652,14064,1,"","",""
54,206,17652,14063,1,"","",""
55,10418,17652,14063,1,"","",""
56,10417,17652,14063,1,"","",""
57,10416,17652,14063,1,"","",""
58,10415,17652,14063,1,"","",""
59,16,17652,14060,1,"","",""
60,8,17652,14060,1,"","",""
61,22,17652,14064,1,"","",""
62,25,17652,14060,1,"","",""
63,35,17652,14063,1,"","",""
64,294,17652,14063,1,"","",""
65,290,17652,14063,1,"","",""
66,291,17652,14063,1,"","",""
67,293,17652,14062,1,"","",""
68,286,17652,14062,1,"","",""
69,289,17652,14062,1,"","",""
70,295,17652,14062,1,"","",""
71,287,17652,14061,1,"","",""
72,292,17652,14061,1,"","",""
73,288,17652,14061,1,"","",""
74,10414,17652,14062,1,"","",""
75,236,17652,14062,1,"","",""
76,238,17652,14062,1,"","",""
77,241,17652,14062,1,"","",""
78,239,17652,14062,1,"","",""
79,237,17652,14062,1,"","",""
80,240,17652,14062,1,"","",""
81,243,17652,14064,1,"","",""
82,242,17652,14063,1,"","",""
83,244,17652,14062,1,"","",""
84,9693,17652,14063,1,"","",""
85,9663,17652,14063,1,"","",""
86,9677,17652,14063,1,"","",""
87,9647,17652,14063,1,"","",""
88,9679,17652,14063,1,"","",""
89,9649,17652,14063,1,"","",""
90,9691,17652,14063,1,"","",""
91,9661,17652,14064,1,"","",""
92,9694,17652,14063,1,"","",""
93,9664,17652,14063,1,"","",""
94,9687,17652,14063,1,"","",""
95,9657,17652,14063,1,"","",""
96,9682,17652,14063,1,"","",""
97,9652,17652,14063,1,"","",""
98,9685,17652,14063,1,"","",""
99,9655,17652,14063,1,"","",""
100,9703,17652,14063,1,"","",""
101,9673,17652,14063,1,"","",""
102,9678,17652,14063,1,"","",""
103,9648,17652,14063,1,"","",""
104,9695,17652,14063,1,"","",""
105,9665,17652,14063,1,"","",""
106,9688,17652,14063,1,"","",""
107,9658,17652,14063,1,"","",""
108,9697,17652,14063,1,"","",""
109,9667,17652,14063,1,"","",""
110,9699,17652,14063,1,"","",""
111,9669,17652,14063,1,"","",""
112,9698,17652,14063,1,"","",""
113,9700,17652,14063,1,"","",""
114,9670,17652,14063,1,"","",""
115,9668,17652,14063,1,"","",""
116,9681,17652,14063,1,"","",""
117,9651,17652,14063,1,"","",""
118,9684,17652,14063,1,"","",""
119,9654,17652,14063,1,"","",""
120,9675,17652,14063,1,"","",""
121,9683,17652,14063,1,"","",""
122,9653,17652,14063,1,"","",""
123,9645,17652,14063,1,"","",""
124,9686,17652,14063,1,"","",""
125,9656,17652,14063,1,"","",""
126,9704,17652,14063,1,"","",""
127,9674,17652,14063,1,"","",""
128,9676,17652,14063,1,"","",""
129,9690,17652,14063,1,"","",""
130,9660,17652,14063,1,"","",""
131,9646,17652,14063,1,"","",""
132,9696,17652,14063,1,"","",""
133,9666,17652,14063,1,"","",""
134,9702,17652,14063,1,"","",""
135,9672,17652,14063,1,"","",""
136,9701,17652,14063,1,"","",""
137,9671,17652,14063,1,"","",""
138,9692,17652,14063,1,"","",""
139,9662,17652,14063,1,"","",""
140,9689,17652,14063,1,"","",""
141,9659,17652,14063,1,"","",""
142,9680,17652,14063,1,"","",""
143,9650,17652,14063,1,"","",""
144,1,17652,14060,1,"","",""
145,10442,17652,14063,1,"","",""
146,10440,17652,14063,1,"","",""
147,10443,17652,14064,1,"","",""
148,10437,17652,14062,1,"","",""
149,10436,17652,14062,1,"","",""
150,10435,17652,14062,1,"","",""
151,10438,17652,14063,1,"","",""
152,10441,17652,14062,1,"","",""
153,10439,17652,14063,1,"","",""
154,50,17652,14064,1,"","",""
155,51,17652,14064,1,"","",""
156,300,17652,14063,1,"","",""
