"rownum","ModsKey","AtlasModTiers"
0,9513,2
1,9514,2
2,9515,3
3,9516,2
4,9517,3
5,9518,2
6,9519,3
7,9520,2
8,9521,3
9,9522,2
10,9523,2
11,9524,3
12,9525,2
13,9526,3
14,9527,2
15,9528,3
16,9529,2
17,9530,3
18,9531,2
19,9532,3
20,9533,2
21,9534,3
22,9535,2
23,9536,2
24,9537,2
25,9538,2
26,9539,3
27,9540,2
28,9541,3
29,9542,2
30,9543,3
31,9544,2
32,9545,3
33,9546,2
34,9547,3
35,9548,2
36,9549,3
37,9550,2
38,9551,3
39,9552,2
40,9553,2
41,9554,3
42,9555,2
43,9556,3
44,9557,2
45,9558,3
46,9559,2
47,9560,3
48,9561,2
49,9562,3
50,9563,2
51,9564,3
52,9565,2
53,9566,3
54,9567,2
55,9568,3
56,9569,2
57,9570,3
58,9571,2
59,9572,3
60,9573,2
61,9574,3
62,9575,2
63,9576,3
64,9577,2
65,9578,3
66,9579,2
67,9580,3
68,9581,2
69,9582,3
70,9583,2
71,9584,3
72,9585,2
73,9586,3
74,9587,2
75,9588,3
76,9589,2
77,9590,3
78,9591,2
79,9592,3
80,9593,2
81,9594,3
82,9595,2
83,9596,3
84,9597,2
85,9598,3
86,9599,2
87,9600,3
88,9601,2
89,9602,3
90,9603,2
91,9604,3
92,9605,2
93,9606,3
94,9607,2
95,9608,3
96,9609,2
97,9610,3
98,9611,2
99,9612,3
100,9613,2
101,9614,2
102,9615,2
103,9616,3
104,9617,3
105,9618,3
106,9619,2
107,9620,3
108,9621,2
109,9622,3
110,11222,2
111,11223,3
112,11233,2
113,11234,3
114,11237,2
115,11238,3
116,11239,2
117,11240,3
118,11241,2
119,11242,2
120,11243,2
121,11244,3
122,11245,2
123,11246,3
124,11247,2
125,11248,2
126,11249,3
127,11252,2
128,11253,3
129,11337,2
130,11338,3
131,11462,2
132,11463,3
133,11372,2
134,11373,3
135,11411,2
136,11412,3
137,11588,2
138,11589,3
139,11584,2
140,11585,3
141,12512,2
142,12513,3
