"rownum","BaseItemTypesKey","BK2File","BoxId","BundleId","bool_40","string_41","string_49","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)"
0,6801,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
1,6803,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
2,6798,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
3,6799,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
4,6805,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
5,6807,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
6,6809,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
7,6811,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
8,6813,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
9,6815,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
10,6817,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackChaosVsOrderBox","MysteryPackChaosVsOrderBoxBundle","","","","","","","","","","","",""
11,6820,"Art/Videos/FireIceBox_Opening.bk2","MysteryPackFireAndIceBox","MysteryPackFireAndIceBoxBundle","","","","","","","","","","","",""
12,6823,"Art/Videos/InnocenceSinBox_Opening.bk2","MysteryPackSinAndInnocenceBox","MysteryPackSinAndInnocenceBoxBundle","","","","","","","","","","","",""
13,6826,"Art/Videos/MysteryBox_Opening_Apocalypse.bk2","MysteryPackApocalypseBox","MysteryPackApocalypseBoxBundle","","","","","","","","","","","",""
14,6829,"Art/Videos/MysteryBox_Opening_Oriathan.bk2","MysteryPackOriathanBox","MysteryPackOriathanBoxBundle","","","","","","","","","","","",""
15,6832,"Art/Videos/MysteryBox_Opening_Corsair .bk2","MysteryPackFairgravesBox","MysteryPackFairgravesBoxBundle","","","","","","","","","","","",""
16,6835,"Art/Videos/MysteryBox_Opening_Darkwood.bk2","MysteryPackGlimmerwoodBox","MysteryPackGlimmerwoodBoxBundle","","","","","","","","","","","",""
17,6838,"Art/Videos/MysteryBox_Opening_Frontier.bk2","MysteryPackFrontierBox","MysteryPackFrontierBoxBundle","","","","","","","","","","","",""
18,6841,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackCircusBox","MysteryPackCircusBoxBundle","","","","","","","","","","","",""
19,6846,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentChiyouBox","","","","","","","","","","","","",""
