"rownum","SkillTotemsKey","TotemSkinId","MonsterVarietiesKey"
0,1,0,2210
1,2,0,2212
2,3,0,2211
3,1,1,2213
4,2,1,2215
5,3,1,2214
6,1,2,2309
7,2,2,2309
8,3,2,2309
9,1,3,2310
10,2,3,2310
11,3,3,2310
12,1,4,2311
13,2,4,2311
14,3,4,2311
15,1,5,2324
16,2,5,2324
17,3,5,2324
18,1,6,2325
19,2,6,2325
20,3,6,2325
21,1,7,2326
22,2,7,2326
23,3,7,2326
24,1,8,2327
25,2,8,2327
26,3,8,2327
27,1,9,2312
28,2,9,2312
29,3,9,2312
30,1,10,2328
31,2,10,2328
32,3,10,2328
33,1,11,2332
34,2,11,2332
35,3,11,2332
36,4,0,2226
37,4,1,2227
38,4,2,2228
39,4,3,2229
40,4,4,2230
41,4,5,2231
42,4,6,2232
43,4,7,2233
44,4,8,2234
45,4,10,2235
46,5,0,2216
47,5,1,2217
48,5,2,2218
49,5,3,2219
50,5,4,2220
51,5,5,2221
52,5,6,2222
53,5,7,2223
54,5,8,2224
55,5,10,2225
56,6,0,2236
57,6,1,2237
58,6,2,2238
59,6,3,2239
60,6,4,2240
61,6,5,2241
62,6,6,2242
63,6,7,2243
64,6,8,2244
65,6,10,2245
66,7,0,2246
67,7,1,2247
68,7,2,2248
69,7,3,2249
70,7,4,2250
71,7,5,2251
72,7,6,2252
73,7,7,2253
74,7,8,2254
75,7,10,2255
76,8,0,2268
77,8,-1,2267
78,8,-2,2256
79,8,1,2257
80,8,2,2258
81,8,3,2259
82,8,4,2260
83,8,5,2261
84,8,6,2262
85,8,7,2263
86,8,8,2264
87,8,9,2265
88,8,10,2266
89,9,0,2280
90,9,1,2281
91,9,2,2282
92,9,3,2283
93,9,4,2284
94,9,5,2285
95,9,6,2286
96,9,7,2287
97,9,8,2288
98,9,10,2289
99,10,0,2290
100,10,1,2291
101,10,2,2292
102,10,3,2293
103,10,4,2294
104,10,5,2295
105,10,6,2296
106,10,7,2297
107,10,8,2298
108,11,0,2299
109,11,1,2300
110,11,2,2301
111,11,3,2302
112,11,4,2303
113,11,5,2304
114,11,6,2305
115,11,7,2306
116,11,8,2307
117,11,10,2308
118,12,0,2312
119,12,1,2313
120,12,2,2314
121,12,3,2315
122,12,4,2316
123,12,5,2317
124,12,6,2318
125,12,7,2319
126,12,8,2320
127,12,10,2321
128,12,12,2322
129,13,0,4775
130,13,1,4776
131,15,0,4777
132,15,1,4779
133,15,2,4781
134,16,0,4778
135,16,1,4780
136,16,2,4782
137,17,0,2268
138,17,-1,2269
139,17,1,2270
140,17,2,2271
141,17,3,2272
142,17,4,2273
143,17,5,2274
144,17,6,2275
145,17,7,2276
146,17,8,2277
147,17,9,2278
148,17,10,2279
149,18,0,7948
150,18,1,7949
151,18,2,7950
152,18,3,7951
153,18,4,7952
154,18,5,7953
155,18,6,7954
156,18,7,7955
157,18,8,7956
158,18,10,7957
159,18,12,7958
160,18,13,7959
161,19,0,7960
162,19,1,7961
163,19,2,7962
164,19,3,7963
165,19,4,7964
166,19,5,7965
167,19,6,7966
168,19,7,7967
169,19,8,7968
170,19,10,7969
171,19,12,7970
172,1,14,8756
173,2,14,8756
174,3,14,8756
175,4,14,8757
176,5,14,8758
177,6,14,8759
178,7,14,8760
179,8,14,8761
180,9,14,8762
181,10,14,8763
182,11,14,8764
183,12,14,8765
184,17,14,8766
185,18,14,8767
186,19,14,8768
187,1,15,8928
188,2,15,8928
189,3,15,8928
190,4,15,8929
191,5,15,8930
192,6,15,8931
193,7,15,8932
194,8,15,8933
195,9,15,8934
196,10,15,8935
197,11,15,8936
198,12,15,8937
199,17,15,8938
200,18,15,8939
201,19,15,8940
202,1,16,9315
203,2,16,9315
204,3,16,9315
205,4,16,9316
206,5,16,9317
207,6,16,9318
208,7,16,9319
209,8,16,9320
210,9,16,9321
211,10,16,9322
212,11,16,9323
213,12,16,9324
214,17,16,9325
215,18,16,9326
216,19,16,9327
217,1,17,9403
218,2,17,9403
219,3,17,9403
220,4,17,9404
221,5,17,9405
222,6,17,9406
223,7,17,9407
224,8,17,9408
225,9,17,9409
226,10,17,9410
227,11,17,9411
228,12,17,9412
229,17,17,9413
230,18,17,9414
231,19,17,9415
232,20,0,4783
233,20,1,4779
234,20,2,4781
235,21,0,2226
236,21,1,2227
237,21,2,2228
238,21,3,2229
239,21,4,2230
240,21,5,2231
241,21,6,2232
242,21,7,2233
243,21,8,2234
244,21,10,2235
245,21,14,8757
246,21,15,8929
247,21,16,9316
248,21,17,9404
249,19,18,9743
250,1,19,9809
251,2,19,9809
252,3,19,9809
253,4,19,9810
254,5,19,9811
255,6,19,9812
256,7,19,9813
257,21,19,9810
258,8,19,9814
259,9,19,9815
260,10,19,9816
261,11,19,9817
262,12,19,9818
263,17,19,9819
264,18,19,9820
265,19,19,9821
266,1,20,9822
267,2,20,9822
268,3,20,9822
269,4,20,9823
270,5,20,9824
271,6,20,9825
272,7,20,9826
273,21,20,9823
274,8,20,9827
275,9,20,9828
276,10,20,9829
277,11,20,9830
278,12,20,9831
279,17,20,9832
280,18,20,9833
281,19,20,9834
