"rownum","BaseItemTypesKey","ArmourMin","ArmourMax","EvasionMin","EvasionMax","EnergyShieldMin","EnergyShieldMax","IncreasedMovementSpeed","WardMin","WardMax","i32","i32"
0,5734,9,12,0,0,0,0,-3,0,0,0,0
1,5735,36,47,0,0,0,0,-3,0,0,0,0
2,5736,53,66,0,0,0,0,-3,0,0,0,0
3,5737,94,113,0,0,0,0,-3,0,0,0,0
4,5738,151,173,0,0,0,0,-3,0,0,0,0
5,5739,237,260,0,0,0,0,-3,0,0,0,0
6,5740,188,216,0,0,0,0,-3,0,0,0,0
7,5741,177,209,0,0,0,0,-3,0,0,0,0
8,5742,230,265,0,0,0,0,-3,0,0,0,0
9,5743,290,324,0,0,0,0,-3,0,0,0,0
10,5744,397,437,0,0,0,0,-3,0,0,0,0
11,5745,293,337,0,0,0,0,-3,0,0,0,0
12,5746,261,308,0,0,0,0,-3,0,0,0,0
13,5747,357,411,0,0,0,0,-3,0,0,0,0
14,5748,412,474,0,0,0,0,-3,0,0,0,0
15,5749,522,601,0,0,0,0,-3,0,0,0,0
16,5750,467,537,0,0,0,0,-3,0,0,0,0
17,5751,87,100,0,0,0,0,-3,0,0,0,0
18,5752,144,165,0,0,0,0,-3,0,0,0,0
19,5753,220,253,0,0,0,0,-3,0,0,0,0
20,5754,0,0,14,20,0,0,-3,0,0,0,0
21,5755,0,0,51,66,0,0,-3,0,0,0,0
22,5756,0,0,123,154,0,0,-3,0,0,0,0
23,5757,0,0,116,139,0,0,-3,0,0,0,0
24,5758,0,0,169,194,0,0,-3,0,0,0,0
25,5759,0,0,225,259,0,0,-3,0,0,0,0
26,5760,0,0,220,259,0,0,-3,0,0,0,0
27,5761,0,0,311,349,0,0,-3,0,0,0,0
28,5762,0,0,227,272,0,0,-3,0,0,0,0
29,5763,0,0,287,330,0,0,-3,0,0,0,0
30,5764,0,0,354,407,0,0,-3,0,0,0,0
31,5765,0,0,327,385,0,0,-3,0,0,0,0
32,5766,0,0,477,549,0,0,-3,0,0,0,0
33,5767,0,0,330,379,0,0,-3,0,0,0,0
34,5768,0,0,385,442,0,0,-3,0,0,0,0
35,5769,0,0,440,506,0,0,-3,0,0,0,0
36,5770,0,0,75,86,0,0,-3,0,0,0,0
37,5771,0,0,123,142,0,0,-3,0,0,0,0
38,5772,0,0,206,237,0,0,-3,0,0,0,0
39,5773,0,0,0,0,6,8,-3,0,0,0,0
40,5774,0,0,0,0,11,14,-3,0,0,0,0
41,5775,0,0,0,0,15,19,-3,0,0,0,0
42,5776,0,0,0,0,21,25,-3,0,0,0,0
43,5777,0,0,0,0,25,29,-3,0,0,0,0
44,5778,0,0,0,0,35,40,-3,0,0,0,0
45,5779,0,0,0,0,32,38,-3,0,0,0,0
46,5780,0,0,0,0,35,40,-3,0,0,0,0
47,5781,0,0,0,0,38,45,-3,0,0,0,0
48,5782,0,0,0,0,42,48,-3,0,0,0,0
49,5783,0,0,0,0,54,62,-3,0,0,0,0
50,5784,0,0,0,0,47,55,-3,0,0,0,0
51,5785,0,0,0,0,49,55,-3,0,0,0,0
52,5786,0,0,0,0,56,64,-3,0,0,0,0
53,5787,0,0,0,0,58,66,-3,0,0,0,0
54,5788,0,0,0,0,67,77,-3,0,0,0,0
55,5789,0,0,0,0,16,19,-3,0,0,0,0
56,5790,0,0,0,0,25,29,-3,0,0,0,0
57,5791,0,0,0,0,39,45,-3,0,0,0,0
58,5792,13,18,13,18,0,0,-3,0,0,0,0
59,5793,29,37,29,37,0,0,-3,0,0,0,0
60,5794,46,58,46,58,0,0,-3,0,0,0,0
61,5795,87,100,87,100,0,0,-3,0,0,0,0
62,5796,75,86,75,86,0,0,-3,0,0,0,0
63,5797,88,99,88,99,0,0,-3,0,0,0,0
64,5798,102,120,102,120,0,0,-3,0,0,0,0
65,5799,155,178,155,178,0,0,-3,0,0,0,0
66,5800,122,140,122,140,0,0,-3,0,0,0,0
67,5801,131,146,131,146,0,0,-3,0,0,0,0
68,5802,154,177,154,177,0,0,-3,0,0,0,0
69,5803,209,240,209,240,0,0,-3,0,0,0,0
70,5804,148,170,148,170,0,0,-3,0,0,0,0
71,5805,18,25,0,0,5,7,-3,0,0,0,0
72,5806,43,56,0,0,11,14,-3,0,0,0,0
