"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,5488,"GGG",1324
1,"Dex2",3,6514,"",1324
2,"Dex3",3,6401,"",1324
3,"Dex4",3,6170,"",1324
4,"Dex5",3,1,"",1324
5,"Dex6",3,1,"",1324
6,"Dex7",3,6668,"",1324
7,"Dex8",3,6420,"",1324
8,"Dex9",3,5379,"GGR",1324
9,"Dex10",3,5379,"GGR",1324
10,"Dex11",3,6408,"",1324
11,"Dex12",3,6678,"",1324
12,"Str1",0,5432,"RRR",1324
13,"Str2",0,5734,"RRR",1324
14,"Str3",0,6484,"",1324
15,"Str4",0,6400,"",1324
16,"Str5",0,6170,"",1324
17,"Str6",0,1,"",1324
18,"Str7",0,1,"",1324
19,"Str8",0,5595,"RRR",1324
20,"Str9",0,6627,"",1324
21,"Str10",0,5432,"RRG",1324
22,"Int1",1,5264,"BBB",1324
23,"Int2",1,5773,"BBB",1324
24,"Int3",1,6393,"",1324
25,"Int4",1,6648,"",1324
26,"Int5",1,6170,"",1324
27,"Int6",1,1,"",1324
28,"Int7",1,1,"",1324
29,"Int8",1,6458,"",1324
30,"Int9",1,6674,"",1324
31,"Int10",1,5264,"BBG",1324
32,"Int11",1,5460,"BBB",1324
33,"Int12",1,5460,"BBG",1324
34,"StrDex1",4,5379,"GRG",1324
35,"StrDex2",4,5349,"GRR",1324
36,"StrDex3",4,6408,"",1324
37,"StrDex4",4,6401,"",1324
38,"StrDex5",4,6170,"",1324
39,"StrDex6",4,1,"",1324
40,"StrDex7",4,1,"",1324
41,"StrDex8",4,6404,"",1324
42,"StrDex9",4,6627,"",1324
43,"StrDex10",4,5545,"GRR",1324
44,"StrInt1",6,5460,"RBB",1324
45,"StrInt2",6,5460,"RBR",1324
46,"StrInt3",6,6400,"",1324
47,"StrInt4",6,6627,"",1324
48,"StrInt5",6,6170,"",1324
49,"StrInt6",6,1,"",1324
50,"StrInt7",6,1,"",1324
51,"StrInt8",6,6674,"",1324
52,"StrInt9",6,5517,"RRR",1324
53,"StrInt10",6,6648,"",1324
54,"DexInt1",5,5290,"BGG",1324
55,"DexInt2",5,5290,"BGB",1324
56,"DexInt3",5,6458,"",1324
57,"DexInt4",5,6170,"",1324
58,"DexInt5",5,1,"",1324
59,"DexInt6",5,1,"",1324
60,"DexInt7",5,6648,"",1324
61,"DexInt8",5,6532,"",1324
62,"DexInt9",5,6535,"",1324
63,"DexInt10",5,5264,"BBB",1324
64,"DexInt11",5,5264,"BGB",1324
65,"StrDexInt1",2,5349,"GRG",1324
66,"StrDexInt2",2,5570,"GRR",1324
67,"StrDexInt3",2,6572,"",1324
68,"StrDexInt4",2,6404,"",1324
69,"StrDexInt5",2,6170,"",1324
70,"StrDexInt6",2,1,"",1324
71,"StrDexInt7",2,1,"",1324
72,"StrDexInt8",2,5349,"GRR",1324
73,"StrDexInt9",2,6532,"",1324
74,"StrDexInt10",2,6458,"",1324
75,"StrDexInt11",2,5460,"BGR",1324
76,"StrDexInt12",2,5460,"BGB",1324
77,"StrDexInt13",2,6401,"",1324
78,"Dex2_1",3,6668,"",1339
79,"Dex2_2",3,6420,"",1339
80,"Dex2_3",3,6418,"",1339
81,"Dex2_4",3,6514,"",1339
82,"Dex2_5",3,6404,"",1339
83,"Dex2_6",3,1,"",1339
84,"Dex2_7",3,1,"",1339
85,"Dex2_8",3,6170,"",1339
86,"Dex2_9",3,5379,"G",1339
87,"Dex2_10",3,5379,"G",1339
88,"Dex2_11",3,5488,"GG",1339
89,"Dex2_12",3,5754,"G",1339
90,"Dex2_13",3,6678,"",1339
91,"Str2_1",0,6627,"",1339
92,"Str2_2",0,6400,"",1339
93,"Str2_3",0,6484,"",1339
94,"Str2_4",0,1,"",1339
95,"Str2_5",0,1,"",1339
96,"Str2_6",0,6170,"",1339
97,"Str2_7",0,5595,"RR",1339
98,"Str2_8",0,5432,"R",1339
99,"Str2_9",0,5734,"R",1339
100,"Int2_1",1,6458,"",1339
101,"Int2_2",1,6674,"",1339
102,"Int2_3",1,6648,"",1339
103,"Int2_4",1,6393,"",1339
104,"Int2_5",1,1,"",1339
105,"Int2_6",1,1,"",1339
106,"Int2_7",1,6170,"",1339
107,"Int2_8",1,5264,"B",1339
108,"Int2_9",1,5264,"B",1339
109,"Int2_10",1,5773,"B",1339
110,"StrDex2_1",4,6401,"",1339
111,"StrDex2_2",4,6627,"",1339
112,"StrDex2_3",4,6404,"",1339
113,"StrDex2_4",4,6408,"",1339
114,"StrDex2_5",4,1,"",1339
115,"StrDex2_6",4,1,"",1339
116,"StrDex2_7",4,6170,"",1339
117,"StrDex2_8",4,5379,"R",1339
118,"StrDex2_9",4,5379,"G",1339
119,"StrDex2_10",4,5570,"GR",1339
120,"StrDex2_11",4,5754,"G",1339
121,"StrDex2_12",4,5734,"R",1339
122,"StrInt2_1",6,6400,"",1339
123,"StrInt2_2",6,6627,"",1339
124,"StrInt2_3",6,6458,"",1339
125,"StrInt2_4",6,6674,"",1339
126,"StrInt2_5",6,6648,"",1339
127,"StrInt2_6",6,6456,"",1339
128,"StrInt2_7",6,1,"",1339
129,"StrInt2_8",6,1,"",1339
130,"StrInt2_9",6,6170,"",1339
131,"StrInt2_10",6,5460,"R",1339
132,"StrInt2_11",6,5460,"B",1339
133,"StrInt2_12",6,5595,"RR",1339
134,"StrInt2_13",6,5734,"R",1339
135,"StrInt2_14",6,5773,"B",1339
136,"DexInt2_1",5,6668,"",1339
137,"DexInt2_2",5,6458,"",1339
138,"DexInt2_3",5,6532,"",1339
139,"DexInt2_4",5,6648,"",1339
140,"DexInt2_5",5,6461,"",1339
141,"DexInt2_6",5,1,"",1339
142,"DexInt2_7",5,1,"",1339
143,"DexInt2_8",5,6170,"",1339
144,"DexInt2_9",5,5290,"G",1339
145,"DexInt2_10",5,5290,"G",1339
146,"DexInt2_11",5,5264,"B",1339
147,"DexInt2_12",5,5264,"B",1339
148,"DexInt2_13",5,5754,"G",1339
149,"DexInt2_14",5,5773,"B",1339
150,"StrDexInt2_1",2,1,"",1339
151,"StrDexInt2_2",2,1,"",1339
152,"StrDexInt2_3",2,6170,"",1339
153,"StrDexInt2_4",2,6572,"",1339
154,"StrDexInt2_5",2,6627,"",1339
155,"StrDexInt2_6",2,6420,"",1339
156,"StrDexInt2_7",2,6648,"",1339
157,"StrDexInt2_8",2,5264,"B",1339
158,"StrDexInt2_9",2,5570,"GR",1339
159,"StrDexInt2_10",2,5379,"G",1339
160,"StrDexInt2_11",2,5379,"R",1339
161,"StrDexInt2_12",2,5264,"B",1339
