"rownum","Id","MonsterVarietiesKey","i32","rid","bool","bool","i32","i32","bool","rid","rid","i32","bool","i32","string","bool","bool","i32"
0,0,3644,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
1,1,432,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
2,2,3602,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
3,3,1928,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
4,4,1929,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
5,5,289,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
6,6,45,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
7,7,"",11,416,1,1,0,0,"","","",0,"",0,"","",1,0
8,8,"",10,416,1,1,0,0,"","","",0,"",0,"","",1,0
9,9,"",9,337,1,1,0,0,"","","",0,"",0,"","",1,0
10,10,989,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
11,11,"",12,"",1,1,0,0,"","","",0,"",0,"","",1,0
12,12,"",13,"",1,1,0,0,"","","",0,"",0,"","",1,0
13,13,996,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
14,14,4498,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
15,15,4565,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
16,16,4566,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
17,17,4567,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
18,18,1206,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
19,19,4293,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
20,20,3600,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
21,21,3889,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
22,22,1930,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
23,23,132,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
24,24,454,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
25,25,4325,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
26,26,4489,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
27,27,4490,144,337,1,1,0,0,"","","",0,"",0,"","",1,0
28,28,"",15,337,1,1,0,0,"","","",0,"",0,"","",1,0
29,29,"",16,337,1,1,0,0,"","","",0,"",0,"","",1,0
30,30,4040,144,533,1,1,0,0,"","","",0,"",0,"","",1,0
31,31,"",14,413,1,1,0,0,"","","",0,"",0,"","",1,0
32,32,4294,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
33,33,4126,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
34,34,4296,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
35,35,4127,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
36,36,4128,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
37,37,4129,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
38,38,3099,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
39,39,3100,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
40,40,3101,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
41,41,1920,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
42,42,946,144,20,1,1,0,0,"","","",0,"",0,"","",1,0
43,43,120,144,20,1,1,0,0,"","","",0,"",0,"","",1,0
44,44,317,144,20,1,1,0,0,"","","",0,"",0,"","",1,0
45,45,446,144,20,1,1,0,0,"","","",0,"",0,"","",1,0
46,46,130,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
47,47,453,144,607,1,1,0,0,"","","",0,"",0,"","",1,0
48,48,4123,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
49,49,4354,144,482,1,1,0,0,"","","",0,"",0,"","",1,0
50,50,3963,144,20,1,1,0,0,"","","",0,"",0,"","",1,0
51,51,3964,144,20,1,1,0,0,"","","",0,"",0,"","",1,0
52,52,3965,144,20,1,1,0,0,"","","",0,"",0,"","",1,0
53,53,4683,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
54,54,3604,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
55,55,4792,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
56,56,4327,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
57,57,2737,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
58,58,2738,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
59,59,1602,144,773,1,1,0,0,"","","",0,"",0,"","",1,0
60,60,4915,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
61,61,4917,144,457,1,1,0,0,"","","",0,"",0,"","",1,0
62,62,3146,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
63,63,4793,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
64,64,4794,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
65,65,4795,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
66,66,4943,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
67,67,1579,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
68,68,1579,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
69,69,1579,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
70,70,1579,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
71,71,3405,144,289,1,1,0,0,"","","",0,"",0,"","",1,0
72,72,3406,144,289,1,1,0,0,"","","",0,"",0,"","",1,0
73,73,4799,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
74,74,4847,144,775,1,1,0,0,"","","",0,"",0,"","",1,0
75,75,305,144,808,1,1,0,0,"","","",0,"",0,"","",1,0
76,76,4796,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
77,77,4675,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
78,78,4702,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
79,79,4221,144,781,1,1,0,0,"","","",0,"",0,"","",1,0
80,80,4848,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
81,81,4763,144,120,1,1,0,0,"","","",0,"",0,"","",1,0
82,82,2914,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
83,84,4765,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
84,85,4766,144,252,1,1,0,0,"","","",0,"",0,"","",1,0
85,86,4849,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
86,87,4625,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
87,88,4093,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
88,89,1594,144,"",1,1,0,0,"","","",0,"",0,"","",1,0
