"rownum","rid","rid","rid","bool","bool","bool","bool"
0,10900,17652,14052,1,"","",""
1,10897,17652,14052,1,"","",""
2,10896,17652,14052,1,"","",""
3,10901,17652,14052,1,"","",""
4,10895,17652,14052,1,"","",""
5,10899,17652,14052,1,"","",""
6,10898,17652,14052,1,"","",""
7,10859,17652,14051,1,"","",""
8,10861,17652,14051,1,"","",""
9,10864,17652,14051,1,"","",""
10,10866,17652,14051,1,"","",""
11,10867,17652,14050,1,"","",""
12,10863,17652,14051,1,"","",""
13,10862,17652,14050,1,"","",""
14,10860,17652,14050,1,"","",""
15,10865,17652,14050,1,"","",""
16,10034,17652,14052,1,"","",""
17,10033,17652,14052,1,"","",""
18,10044,17652,14053,1,"","",""
19,10043,17652,14052,1,"","",""
20,10042,17652,14051,1,"","",""
21,10041,17652,14051,1,"","",""
22,10040,17652,14051,1,"","",""
23,10039,17652,14050,1,"","",""
24,10038,17652,14050,1,"","",""
25,10037,17652,14050,1,"","",""
26,10036,17652,14050,1,"","",""
27,10047,17652,14049,1,"","",""
28,10046,17652,14049,1,"","",""
29,10045,17652,14049,1,"","",""
30,10035,17652,14049,1,"","",""
31,0,17652,14049,1,"","",""
32,29,17652,14049,1,"","",""
33,207,17652,14050,1,"","",""
34,6,17652,14050,1,"","",""
35,10,17652,14049,1,"","",""
36,7,17652,14049,1,"","",""
37,14,17652,14050,1,"","",""
38,10290,17652,14052,1,"","",""
39,211,17652,14051,1,"","",""
40,210,17652,14050,1,"","",""
41,30,17652,14053,1,"","",""
42,212,17652,14052,1,"","",""
43,49,17652,14053,1,"","",""
44,21,17652,14049,1,"","",""
45,20,17652,14049,1,"","",""
46,19,17652,14049,1,"","",""
47,48,17652,14053,1,"","",""
48,3,17652,14052,1,"","",""
49,2,17652,14051,1,"","",""
50,208,17652,14050,1,"","",""
51,11,17652,14049,1,"","",""
52,23,17652,14050,1,"","",""
53,24,17652,14053,1,"","",""
54,206,17652,14052,1,"","",""
55,10399,17652,14052,1,"","",""
56,10398,17652,14052,1,"","",""
57,10397,17652,14052,1,"","",""
58,10396,17652,14052,1,"","",""
59,16,17652,14049,1,"","",""
60,8,17652,14049,1,"","",""
61,22,17652,14053,1,"","",""
62,25,17652,14049,1,"","",""
63,35,17652,14052,1,"","",""
64,294,17652,14052,1,"","",""
65,290,17652,14052,1,"","",""
66,291,17652,14052,1,"","",""
67,293,17652,14051,1,"","",""
68,286,17652,14051,1,"","",""
69,289,17652,14051,1,"","",""
70,295,17652,14051,1,"","",""
71,287,17652,14050,1,"","",""
72,292,17652,14050,1,"","",""
73,288,17652,14050,1,"","",""
74,10395,17652,14051,1,"","",""
75,236,17652,14051,1,"","",""
76,238,17652,14051,1,"","",""
77,241,17652,14051,1,"","",""
78,239,17652,14051,1,"","",""
79,237,17652,14051,1,"","",""
80,240,17652,14051,1,"","",""
81,243,17652,14053,1,"","",""
82,242,17652,14052,1,"","",""
83,244,17652,14051,1,"","",""
84,9685,17652,14052,1,"","",""
85,9655,17652,14052,1,"","",""
86,9669,17652,14052,1,"","",""
87,9639,17652,14052,1,"","",""
88,9671,17652,14052,1,"","",""
89,9641,17652,14052,1,"","",""
90,9683,17652,14052,1,"","",""
91,9653,17652,14053,1,"","",""
92,9686,17652,14052,1,"","",""
93,9656,17652,14052,1,"","",""
94,9679,17652,14052,1,"","",""
95,9649,17652,14052,1,"","",""
96,9674,17652,14052,1,"","",""
97,9644,17652,14052,1,"","",""
98,9677,17652,14052,1,"","",""
99,9647,17652,14052,1,"","",""
100,9695,17652,14052,1,"","",""
101,9665,17652,14052,1,"","",""
102,9670,17652,14052,1,"","",""
103,9640,17652,14052,1,"","",""
104,9687,17652,14052,1,"","",""
105,9657,17652,14052,1,"","",""
106,9680,17652,14052,1,"","",""
107,9650,17652,14052,1,"","",""
108,9689,17652,14052,1,"","",""
109,9659,17652,14052,1,"","",""
110,9691,17652,14052,1,"","",""
111,9661,17652,14052,1,"","",""
112,9690,17652,14052,1,"","",""
113,9692,17652,14052,1,"","",""
114,9662,17652,14052,1,"","",""
115,9660,17652,14052,1,"","",""
116,9673,17652,14052,1,"","",""
117,9643,17652,14052,1,"","",""
118,9676,17652,14052,1,"","",""
119,9646,17652,14052,1,"","",""
120,9667,17652,14052,1,"","",""
121,9675,17652,14052,1,"","",""
122,9645,17652,14052,1,"","",""
123,9637,17652,14052,1,"","",""
124,9678,17652,14052,1,"","",""
125,9648,17652,14052,1,"","",""
126,9696,17652,14052,1,"","",""
127,9666,17652,14052,1,"","",""
128,9668,17652,14052,1,"","",""
129,9682,17652,14052,1,"","",""
130,9652,17652,14052,1,"","",""
131,9638,17652,14052,1,"","",""
132,9688,17652,14052,1,"","",""
133,9658,17652,14052,1,"","",""
134,9694,17652,14052,1,"","",""
135,9664,17652,14052,1,"","",""
