"rownum","StatsKey","bool","bool","bool","bool"
0,24,"","",1,""
1,12498,1,"",1,""
2,12499,1,"",1,""
3,12502,1,"",1,""
4,12503,1,"",1,""
5,12500,1,"",1,""
6,12501,1,"",1,""
7,12504,1,"",1,""
8,12505,1,"",1,""
9,12506,1,"","",""
10,459,1,"","",""
11,12507,1,"","",""
12,1359,"","",1,""
13,4941,"","",1,""
14,25,"","",1,""
15,553,"","",1,""
16,12360,"","","",1
17,12361,"","","",1
18,12475,"","",1,""
19,12476,"","",1,""
20,12362,"","","",1
21,12477,"","",1,""
22,12478,"","",1,""
23,12479,"","",1,""
24,12480,"","",1,""
25,12481,"","",1,""
26,12482,"","",1,""
27,12483,"","",1,""
28,12484,"","",1,""
29,12485,"","",1,""
30,12486,"","",1,""
31,12487,"","",1,""
32,12488,"","",1,""
33,12495,"","",1,""
34,12492,"","",1,""
35,12494,"","",1,""
36,12497,"","",1,""
37,12496,"","",1,""
38,12493,"","",1,""
39,12515,"","",1,""
40,12516,"","",1,""
41,12517,"","",1,""
42,12518,"","",1,""
43,12519,"","",1,""
44,12520,"","",1,""
45,12521,"","",1,""
46,12522,"","",1,""
47,12523,"","",1,""
48,12524,"","",1,""
49,12525,"","",1,""
50,12526,"","",1,""
51,12527,"","",1,""
52,12315,"","","",1
53,12316,"","","",1
54,12317,"","","",1
55,12529,"","","",1
56,12363,"","","",1
57,12322,"","","",1
58,12321,"","","",1
59,13037,"","","",1
60,13038,"","","",1
61,13039,"","","",1
62,13041,1,"",1,""
63,13042,1,"",1,""
64,13043,1,"",1,""
65,13044,1,"",1,""
66,13045,1,"",1,""
67,13046,"",1,"",""
68,13047,"","","",1
69,13048,"","","",1
70,13049,"","",1,""
71,13050,"","",1,""
72,13051,"","",1,""
73,13052,"","",1,""
74,13053,"","",1,""
75,13054,"","",1,""
76,13055,"","","",1
77,13056,"","","",1
78,13057,"","","",1
79,13058,"","","",1
80,13059,"","","",1
81,13060,"","","",1
82,13061,"","","",1
83,13062,"","","",1
84,13063,"","","",1
85,13064,"","",1,""
86,13065,"","",1,""
87,13066,"","",1,""
88,13067,"","",1,""
89,13068,"","",1,""
90,13069,"","",1,""
91,13070,"","",1,""
92,13071,"","",1,""
93,13072,"","",1,""
94,13073,"",1,"",""
95,13089,"","","",1
96,13090,"","","",1
97,13096,"","",1,""
98,13097,"","",1,""
99,13098,"","",1,""
100,13099,"","",1,""
101,13100,"","",1,""
102,13101,"","",1,""
103,13102,"","",1,""
104,13103,"","",1,""
105,13104,"","",1,""
106,12749,"","","",1
107,12750,"","","",1
108,13172,"","","",""
109,12752,"","","",1
110,12319,"","","",1
111,12751,"","","",""
112,13173,"",1,"",""
113,13174,"","","",1
114,13175,"","","",1
115,13176,"","","",1
116,13177,"","","",1
117,13180,"","",1,""
118,12688,"","","",1
119,12689,"","","",1
120,12721,"","","",1
121,12722,"","","",1
122,12723,"","","",1
123,12726,"","","",1
124,12727,"","","",1
125,12728,"","","",1
126,12729,"","","",1
127,12730,"","","",1
128,12731,"","","",1
129,12732,"","","",1
130,12733,"","","",1
131,12734,"","","",1
132,12735,"","","",1
133,12736,"","","",1
134,13211,"","","",1
