"rownum","StoredItem","IsInGame","IsEnabled"
0,9415,1,1
1,9416,1,1
2,9417,1,1
3,9418,1,1
4,9419,1,1
5,9420,1,1
6,9421,1,1
7,9422,1,1
8,9423,1,1
9,9424,1,1
10,9425,1,1
11,9426,1,1
12,9427,1,1
13,9428,1,1
14,9429,1,1
15,9430,1,1
16,9431,1,1
17,9432,1,1
18,9433,1,1
19,9434,1,1
20,9435,1,1
21,9436,1,1
22,9437,1,1
23,9438,1,1
24,9439,1,1
25,9440,1,1
26,9441,1,1
27,9442,1,1
28,9443,1,1
29,9444,1,1
30,9445,1,1
31,9446,1,1
32,9447,1,1
33,9448,1,1
34,9449,1,1
35,9450,1,1
36,9451,1,1
37,9452,1,1
38,9453,1,1
39,9454,1,1
40,9455,1,1
41,9456,1,1
42,9457,1,1
43,9458,1,1
44,9459,1,1
45,9460,1,1
46,9461,1,1
47,9462,1,1
48,9463,1,1
49,9464,1,1
50,9465,1,1
51,9466,1,1
52,9467,1,1
53,9468,1,1
54,9469,1,1
55,9470,1,1
56,9471,1,1
57,9472,1,1
58,9473,1,1
59,9474,1,1
60,9475,1,1
61,9476,1,1
62,9477,1,1
63,9478,1,1
64,9479,1,1
65,9480,1,1
66,9481,1,1
67,9482,1,1
68,9483,1,1
69,9484,1,1
70,9485,1,1
71,9486,1,1
72,9487,1,1
73,9488,1,1
74,9489,1,1
75,9490,1,1
76,9491,1,1
77,9492,1,1
78,9493,1,1
79,9494,1,1
80,9495,1,1
81,9496,1,1
82,9497,1,1
83,9498,1,1
84,9499,1,1
85,9500,1,1
86,9501,1,1
87,9502,1,1
88,9503,1,1
89,9504,1,1
90,9505,1,1
91,9506,1,1
92,9507,1,1
93,9508,1,1
94,9509,1,1
95,9510,1,1
96,9511,1,1
97,9512,1,1
98,9513,1,1
99,9514,1,1
100,9515,1,1
101,9516,1,1
102,9517,1,1
103,9518,1,1
104,9519,1,1
105,9520,1,1
106,9521,1,1
107,9522,1,1
108,9523,1,1
109,9524,1,1
110,9525,1,1
111,9526,1,1
112,9527,1,1
113,9528,1,1
114,9529,1,1
115,9530,1,1
116,9531,1,1
117,9532,1,1
118,9533,1,1
119,9534,1,1
120,9535,1,1
121,9536,1,1
122,9537,1,1
123,9538,1,1
124,9539,1,1
125,9540,1,1
126,9541,1,1
127,9542,1,1
128,9543,1,1
129,9544,1,1
130,9545,1,1
131,9546,1,1
132,9547,1,1
133,9548,1,1
134,9549,1,1
135,9551,1,1
136,9550,1,1
137,9552,"",1
138,9553,1,1
139,9554,1,1
140,9555,1,1
141,9556,1,1
142,9557,1,1
143,9558,1,1
144,9559,1,1
145,9560,1,1
146,9561,1,1
147,9562,1,1
148,9563,1,1
149,9564,1,1
150,9565,1,1
151,9566,1,1
152,9568,1,1
153,9569,1,1
154,9570,"",1
155,9571,1,1
156,9572,1,1
157,9573,1,1
158,9574,1,1
159,9575,1,1
160,9576,1,1
161,9577,1,1
162,9578,1,1
163,9579,1,1
164,9580,1,1
165,9581,1,1
166,9582,1,1
167,9583,1,1
168,9584,1,1
169,9585,1,1
170,9586,1,1
171,9587,1,1
172,9588,1,1
173,9589,1,1
174,9590,1,1
175,9591,1,1
176,9592,1,1
177,9593,1,1
178,9594,1,1
179,9595,1,""
180,9596,1,1
181,9597,1,1
182,9598,1,1
183,9599,1,1
184,9600,1,1
185,9601,1,1
186,9602,1,1
187,9603,1,1
188,9604,1,1
189,9605,1,1
190,9606,1,1
191,9607,1,1
192,9608,1,1
193,9609,1,1
194,9610,1,1
195,9611,1,1
196,9612,1,1
197,9613,1,1
198,9614,1,1
199,9615,1,""
200,9616,1,1
201,9617,1,1
202,9618,1,1
203,9619,1,1
204,9620,1,1
205,9621,1,1
206,9622,1,1
207,9623,1,1
208,9624,1,1
209,9625,1,1
210,9626,1,1
211,9627,1,1
212,9628,1,1
213,9629,1,1
214,9630,1,1
215,9631,1,1
216,9632,1,1
217,9633,1,""
218,9634,1,1
219,9635,1,1
220,9636,1,1
221,9637,1,1
222,9638,1,1
223,9639,1,1
224,9640,1,1
225,9641,1,1
226,9642,1,1
227,9643,1,1
228,9644,1,1
229,9645,1,1
230,9646,1,1
231,9647,1,1
232,9648,1,1
233,9649,1,1
234,9650,1,1
235,9651,1,1
236,9652,1,1
237,9653,1,1
238,9654,1,1
239,9655,1,1
240,9656,1,1
241,9657,1,1
242,9658,1,1
243,9659,1,1
244,9660,1,1
245,9661,1,1
246,9662,1,1
247,9663,1,1
248,9664,1,1
249,9665,1,1
250,9666,1,1
251,9667,1,1
252,9668,1,1
253,9669,1,1
254,9670,1,1
255,9671,1,1
256,9672,1,1
257,9673,1,1
258,9674,1,1
259,9675,1,1
260,9676,1,1
261,9677,1,1
262,9678,1,1
263,9679,1,1
264,9680,1,1
265,9681,1,1
266,9682,1,1
267,9683,1,1
268,9684,1,1
269,9685,1,1
270,9686,1,1
271,9687,1,1
272,9688,1,1
273,9689,1,""
274,9690,1,1
275,9691,1,1
276,9692,1,1
277,9693,1,1
278,9694,1,1
279,9695,1,1
280,9696,1,1
281,9697,1,1
282,9698,1,1
283,9699,1,1
284,9700,1,1
285,9701,1,1
286,9702,1,1
287,9703,1,1
288,9704,1,1
289,9705,1,1
290,9706,1,1
291,9707,1,1
292,9708,1,1
293,9709,1,1
294,9710,1,1
295,9711,1,1
296,9712,1,""
297,9713,1,1
298,9714,1,1
299,9715,1,1
300,9716,1,1
301,9717,1,1
302,9718,1,1
303,9719,1,1
304,9720,1,1
