"rownum","Id","[rid]","i32","i32","rid"
0,"anger_aura_end",[827],3,2,""
1,"hatred_aura_end",[828],3,2,""
2,"hatred_aura_end",[1450],3,3,""
3,"wrath_aura_end",[826],3,2,""
4,"haste_aura_end",[797],3,2,""
5,"steelskin_block",[3061],1,0,""
6,"steelskin_block",[5053],1,1,""
7,"steelskin_block",[3062],1,2,""
8,"cremation_explosion",[1640],1,0,""
9,"cremation_explosion",[1640],1,1,""
10,"cremation_explosion",[1791],1,2,""
11,"cremation_explosion",[1810],1,3,""
12,"cremation_explosion",[1643],1,4,""
13,"cremation_explosion",[5273],1,5,""
14,"cremation_explosion",[5692],1,6,""
15,"cremation_explosion",[5714],1,7,""
16,"cremation_geyser",[1641],3,0,""
17,"cremation_geyser",[1641],3,1,""
18,"cremation_geyser",[1792],3,2,""
19,"cremation_geyser",[1811],3,3,""
20,"cremation_geyser",[1644],3,4,""
21,"cremation_geyser",[5272],3,5,""
22,"cremation_geyser",[5691],3,6,""
23,"cremation_geyser",[5713],3,7,""
24,"cremation_impact",[1639],1,0,""
25,"cremation_impact",[1639],1,1,""
26,"cremation_impact",[1790],1,2,""
27,"cremation_impact",[1809],1,3,""
28,"cremation_impact",[1642],1,4,""
29,"cremation_impact",[5271],1,5,""
30,"cremation_impact",[5690],1,6,""
31,"cremation_impact",[5712],1,7,""
32,"consecrated_path_slam",[2188],1,0,""
33,"consecrated_path_slam",[2523],1,1,""
34,"consecrated_path_slam",[4412],1,2,""
35,"consecrated_path_slam",[4418],1,3,""
36,"consecrated_path_slam",[7426],1,4,""
37,"consecrated_path_teleport",[2189],1,0,""
38,"consecrated_path_teleport",[2524],1,1,""
39,"consecrated_path_teleport",[4413],1,2,""
40,"consecrated_path_teleport",[4419],1,3,""
41,"consecrated_path_teleport",[7427],1,4,""
42,"consecrated_path_range",[2190],1,0,""
43,"consecrated_path_range",[2525],1,1,""
44,"consecrated_path_range",[4414],1,2,""
45,"consecrated_path_range",[4420],1,3,""
46,"consecrated_path_range",[7428],1,4,""
47,"consecrated_path_slam_ancestral",[4107],1,0,11245
48,"consecrated_path_slam_ancestral",[4415],1,2,11245
49,"consecrated_path_slam_ancestral",[4421],1,3,11245
50,"consecrated_path_teleport_ancestral",[4108],1,0,11245
51,"consecrated_path_teleport_ancestral",[4416],1,2,11245
52,"consecrated_path_teleport_ancestral",[4422],1,3,11245
53,"consecrated_path_range_ancestral",[4109],1,0,11245
54,"consecrated_path_range_ancestral",[4417],1,2,11245
55,"consecrated_path_range_ancestral",[4423],1,3,11245
56,"divine_cry",[5734],1,0,""
57,"divine_cry",[6180],1,2,""
58,"divine_cry",[4362],1,3,""
59,"absolution_blast",[5768],1,0,""
60,"absolution_blast",[5770],1,1,""
61,"absolution_blast_convert",[5809],3,0,""
62,"absolution_blast_convert",[5809],3,1,""
63,"absolution_blast_shockwave",[5769],3,0,13549
64,"absolution_blast_shockwave",[5771],3,1,13549
65,"absolution_blast_lite",[5910],1,0,""
66,"absolution_blast_lite",[5770],1,1,""
67,"absolution_blast_ascended_refesh",[5773],3,0,""
68,"absolution_blast_ascended_refesh",[5773],3,1,""
69,"soulfeast_primary_explode",[5754],1,0,""
70,"soulfeast_wall_explode",[5855],1,0,""
71,"soulfeast_primary_explode",[6738],1,1,""
72,"soulfeast_wall_explode",[6739],1,1,""
73,"mana_void",[5755],3,0,""
74,"mana_void_rect_1",[5756],3,0,""
75,"mana_void_rect_2",[5757],3,0,""
76,"mana_void_rect_3",[5758],3,0,""
77,"mana_void_rect_4",[5759],3,0,""
78,"mana_void_lite",[5903],3,0,""
