"rownum","rid","i32"
0,2,25
1,17,25
2,11,273
3,16,273
4,8,273
5,7,273
6,3,273
7,42,273
8,27,273
9,15,273
10,14,273
11,26,273
12,110,273
13,6,273
14,20,273
15,22,273
16,23,273
17,24,273
18,5,273
19,0,273
20,1,273
21,18,273
22,19,273
23,117,273
24,503,273
25,504,273
26,505,273
27,506,273
28,507,273
29,508,273
30,509,273
31,510,273
32,511,273
33,512,273
34,513,204
35,514,204
36,515,204
37,516,204
38,517,204
39,518,204
40,519,204
41,520,204
42,521,204
43,522,204
44,523,341
45,524,341
46,525,341
47,526,341
48,527,341
49,528,341
50,529,341
51,530,341
52,531,341
53,532,341
54,533,341
55,534,341
56,535,341
57,536,341
58,537,341
59,538,341
60,539,341
61,540,341
62,541,341
63,542,341
64,543,341
65,544,341
66,545,341
67,546,341
68,547,341
69,548,341
70,549,341
71,550,341
72,551,341
73,552,341
74,553,341
75,554,341
76,555,341
77,556,341
78,557,341
79,558,341
80,559,341
81,560,341
82,561,341
83,562,341
84,1727,33
85,1728,86
86,1729,191
87,1730,341
88,1731,409
89,1732,540
90,1733,727
91,1734,953
92,1735,1325
93,1736,1490
94,1737,1798
95,1738,1934
96,1739,2478
97,1740,48
98,1741,124
99,1742,278
100,1743,496
101,1744,596
102,1745,786
103,1746,1058
104,1747,1447
105,1748,1928
106,1749,2339
107,1750,2615
108,1751,2814
109,1752,3605
110,1753,33
111,1754,61
112,1755,169
113,1756,341
114,1757,459
115,1758,540
116,1759,727
117,1760,995
118,1761,1325
119,1762,1669
120,1763,1798
121,1764,2006
122,1765,2478
123,1766,48
124,1767,89
125,1768,246
126,1769,496
127,1770,596
128,1771,827
129,1772,1058
130,1773,1386
131,1774,1928
132,1775,2167
133,1776,2615
134,1777,3246
135,1778,3605
136,1779,33
137,1780,61
138,1781,169
139,1782,341
140,1783,459
141,1784,540
142,1785,727
143,1786,912
144,1787,1325
145,1788,1433
146,1789,1798
147,1790,2006
148,1791,2478
149,1792,48
150,1793,89
151,1794,278
152,1795,496
153,1796,596
154,1797,786
155,1798,1058
156,1799,1447
157,1800,1928
158,1801,2167
159,1802,2615
160,1803,2814
161,1804,3605
162,1805,33
163,1806,73
164,1807,169
165,1808,341
166,1809,459
167,1810,569
168,1811,727
169,1812,953
170,1813,1325
171,1814,1548
172,1815,1798
173,1816,2232
174,1817,2478
175,1818,33
176,1819,86
177,1820,215
178,1821,341
179,1822,409
180,1823,569
181,1824,727
182,1825,1038
183,1826,1325
184,1827,1608
185,1828,1798
186,1829,1934
187,1830,2478
188,1831,33
189,1832,86
190,1833,215
191,1834,341
192,1835,459
193,1836,512
194,1837,727
195,1838,953
196,1839,1325
197,1840,1548
198,1841,1798
199,1842,2006
200,1843,2478
201,1844,48
202,1845,89
203,1846,278
204,1847,496
205,1848,596
206,1849,745
207,1850,1058
208,1851,1270
209,1852,1928
210,1853,2252
211,1854,2615
212,1855,2917
213,1856,3605
214,1857,33
215,1858,86
216,1859,191
217,1860,341
218,1861,409
219,1862,540
220,1863,727
221,1864,912
222,1865,1325
223,1866,1490
224,1867,1798
225,1868,2006
226,1869,2478
227,1870,10
228,1871,10
229,1872,10
230,1873,10
231,1874,10
232,1875,10
233,1876,10
234,1877,10
235,1878,10
236,1879,10
237,1880,10
238,1881,10
239,1882,10
240,1883,15
241,1884,15
242,1885,15
243,1886,15
244,1887,15
245,1888,15
246,1889,15
247,1890,15
248,1891,15
249,1892,15
250,1893,15
251,1894,15
252,1895,15
253,1896,33
254,1897,73
255,1898,191
256,1899,341
257,1900,409
258,1901,540
259,1902,727
260,1903,1038
261,1904,1325
262,1905,1669
263,1906,1798
264,1907,2079
265,1908,2478
266,1909,48
267,1910,89
268,1911,246
269,1912,497
270,1913,633
271,1914,873
272,1915,1217
273,1916,1513
274,1917,2011
275,1918,2258
276,1919,2623
277,1920,3032
278,1921,3615
279,1922,10
280,1923,10
281,1924,10
282,1925,10
283,1926,10
284,1927,10
285,1928,10
286,1929,10
287,1930,10
288,1931,10
289,1932,10
290,1933,10
291,1934,10
292,1935,10
293,1936,10
294,1937,175
295,1938,175
296,1939,175
297,1940,175
298,1941,175
299,1942,175
300,1943,175
301,1944,175
302,1945,175
303,1946,175
304,1947,175
305,1948,175
306,1949,175
307,1950,50
308,1951,93
309,1952,289
310,1953,516
311,1954,657
312,1955,862
313,1956,1102
314,1957,1507
315,1958,2008
316,1959,2257
317,1960,2724
318,1961,3264
319,1962,3755
320,1963,4162
321,1964,4604
322,1965,50
323,1966,93
324,1967,289
325,1968,516
326,1969,620
327,1970,818
328,1971,1102
329,1972,1507
330,1973,2008
331,1974,2529
332,1975,2724
333,1976,3264
334,1977,3755
335,1978,4305
336,1979,4920
337,1980,50
338,1981,111
339,1982,289
340,1983,516
341,1984,696
342,1985,862
343,1986,1102
344,1987,1572
345,1988,2008
346,1989,2257
347,1990,2724
348,1991,3039
349,1992,3755
350,1993,4452
351,1994,5084
352,1995,93
353,1996,289
354,1997,516
355,1998,776
356,1999,1102
357,2000,1507
358,2001,2008
359,2002,2529
360,2003,2724
361,2004,2931
362,2005,3755
363,2006,4452
364,2007,4452
365,2008,4452
366,2009,5084
367,2010,111
368,2011,256
369,2012,516
370,2013,776
371,2014,1102
372,2015,1444
373,2016,2008
374,2017,2436
375,2018,2724
376,2019,3039
377,2020,3755
378,2021,4162
379,2022,4760
380,2023,93
381,2024,289
382,2025,516
383,2026,862
384,2027,1102
385,2028,1323
386,2029,2008
387,2030,2529
388,2031,2724
389,2032,2931
390,2033,3755
391,2034,4305
392,2035,4920
393,2036,30
394,2037,195
395,2038,310
396,2039,466
397,2040,661
398,2041,794
399,2042,1205
400,2043,1354
401,2044,1635
402,2045,1959
403,2046,2253
404,2047,30
405,2048,153
406,2049,310
407,2050,491
408,2051,661
409,2052,829
410,2053,1205
411,2054,1354
412,2055,1635
413,2056,1890
414,2057,2253
415,2058,30
416,2059,153
417,2060,310
418,2061,517
419,2062,661
420,2063,829
421,2064,1205
422,2065,1462
423,2066,1635
424,2067,1823
425,2068,2253
426,2069,78
427,2070,174
428,2071,310
429,2072,491
430,2073,661
431,2074,1205
432,2075,1635
433,2076,2253
434,2077,67
435,2078,153
436,2079,310
437,2080,517
438,2081,661
439,2082,1205
440,2083,1635
441,2084,2253
442,2085,67
443,2086,153
444,2087,310
445,2088,517
446,2089,661
447,2090,1205
448,2091,1635
449,2092,2253
450,2093,25
451,2094,145
452,2095,258
453,2096,431
454,2097,551
455,2098,1004
456,2099,1362
457,2100,1878
458,2101,25
459,2102,145
460,2103,258
461,2104,431
462,2105,551
463,2106,1004
464,2107,1362
465,2108,1878
466,2109,25
467,2110,163
468,2111,258
469,2112,388
470,2113,551
471,2114,1004
472,2115,1362
473,2116,1878
474,2117,65
475,2118,258
476,2119,551
477,2120,1004
478,2121,1362
479,2122,1878
480,2123,56
481,2124,258
482,2125,551
483,2126,1004
484,2127,1362
485,2128,1878
486,2129,46
487,2130,258
