"rownum","StoredItem","IsInGame","IsEnabled"
0,9182,1,1
1,9183,1,1
2,9184,1,1
3,9185,1,1
4,9186,1,1
5,9187,1,1
6,9188,1,1
7,9189,1,1
8,9190,1,1
9,9191,1,1
10,9192,1,1
11,9193,1,1
12,9194,1,1
13,9195,1,1
14,9196,1,1
15,9197,1,1
16,9198,1,1
17,9199,1,1
18,9200,1,1
19,9201,1,1
20,9202,1,1
21,9203,1,1
22,9204,1,1
23,9205,1,1
24,9206,1,1
25,9207,1,1
26,9208,1,1
27,9209,1,1
28,9210,1,1
29,9211,1,1
30,9212,1,1
31,9213,1,1
32,9214,1,1
33,9215,1,1
34,9216,1,1
35,9217,1,1
36,9218,1,1
37,9219,1,1
38,9220,1,1
39,9221,1,1
40,9222,1,1
41,9223,1,1
42,9224,1,1
43,9225,1,1
44,9226,1,1
45,9227,1,1
46,9228,1,1
47,9229,1,1
48,9230,1,1
49,9231,1,1
50,9232,1,1
51,9233,1,1
52,9234,1,1
53,9235,1,1
54,9236,1,1
55,9237,1,1
56,9238,1,1
57,9239,1,1
58,9240,1,1
59,9241,1,1
60,9242,1,1
61,9243,1,1
62,9244,1,1
63,9245,1,1
64,9246,1,1
65,9247,1,1
66,9248,1,1
67,9249,1,1
68,9250,1,1
69,9251,1,1
70,9252,1,1
71,9253,1,1
72,9254,1,1
73,9255,1,1
74,9256,1,1
75,9257,1,1
76,9258,1,1
77,9259,1,1
78,9260,1,1
79,9261,1,1
80,9262,1,1
81,9263,1,1
82,9264,1,1
83,9265,1,1
84,9266,1,1
85,9267,1,1
86,9268,1,1
87,9269,1,1
88,9270,1,1
89,9271,1,1
90,9272,1,1
91,9273,1,1
92,9274,1,1
93,9275,1,1
94,9276,1,1
95,9277,1,1
96,9278,1,1
97,9279,1,1
98,9280,1,1
99,9281,1,1
100,9282,1,1
101,9283,1,1
102,9284,1,1
103,9285,1,1
104,9286,1,1
105,9287,1,1
106,9288,1,1
107,9289,1,1
108,9290,1,1
109,9291,1,1
110,9292,1,1
111,9293,1,1
112,9294,1,1
113,9295,1,1
114,9296,1,1
115,9297,1,1
116,9298,1,1
117,9299,1,1
118,9300,1,1
119,9301,1,1
120,9302,1,1
121,9303,1,1
122,9304,1,1
123,9305,1,1
124,9306,1,1
125,9307,1,1
126,9308,1,1
127,9309,1,1
128,9310,1,1
129,9311,1,1
130,9312,1,1
131,9313,1,1
132,9314,1,1
133,9315,1,1
134,9316,1,1
135,9318,1,1
136,9317,1,1
137,9319,"",1
138,9320,1,1
139,9321,1,1
140,9322,1,1
141,9323,1,1
142,9324,1,1
143,9325,1,1
144,9326,1,1
145,9327,1,1
146,9328,1,1
147,9329,1,1
148,9330,1,1
149,9331,1,1
150,9332,1,1
151,9333,1,1
152,9335,1,1
153,9336,1,1
154,9337,"",1
155,9338,1,1
156,9339,1,1
157,9340,1,1
158,9341,1,1
159,9342,1,1
160,9343,1,1
161,9344,1,1
162,9345,1,1
163,9346,1,1
164,9347,1,1
165,9348,1,1
166,9349,1,1
167,9350,1,1
168,9351,1,1
169,9352,1,1
170,9353,1,1
171,9354,1,1
172,9355,1,1
173,9356,1,1
174,9357,1,1
175,9358,1,1
176,9359,1,1
177,9360,1,1
178,9361,1,1
179,9362,1,""
180,9363,1,1
181,9364,1,1
182,9365,1,1
183,9366,1,1
184,9367,1,1
185,9368,1,1
186,9369,1,1
187,9370,1,1
188,9371,1,1
189,9372,1,1
190,9373,1,1
191,9374,1,1
192,9375,1,1
193,9376,1,1
194,9377,1,1
195,9378,1,1
196,9379,1,1
197,9380,1,1
198,9381,1,1
199,9382,1,""
200,9383,1,1
201,9384,1,1
202,9385,1,1
203,9386,1,1
204,9387,1,1
205,9388,1,1
206,9389,1,1
207,9390,1,1
208,9391,1,1
209,9392,1,1
210,9393,1,1
211,9394,1,1
212,9395,1,1
213,9396,1,1
214,9397,1,1
215,9398,1,1
216,9399,1,1
217,9400,1,""
218,9401,1,1
219,9402,1,1
