"rownum","rid","i32"
0,1715,3
1,1713,3
2,1716,3
3,1720,3
4,1714,3
5,1712,3
6,1719,3
7,1718,3
8,1717,3
9,1214,3
10,1212,3
11,1215,3
12,1213,3
13,1211,3
14,1224,3
15,1200,3
16,1220,3
17,1104,3
18,1791,3
19,1773,3
20,1771,3
21,1779,3
22,1799,3
23,1772,3
24,1770,3
25,1796,3
26,4581,3
27,1784,3
28,2009,3
29,1776,3
30,1590,3
31,1588,3
32,1586,3
33,1592,3
34,1589,3
35,1587,3
36,1591,3
37,1595,3
38,1593,3
39,2038,3
40,1594,3
41,4564,3
42,1585,3
43,1927,3
44,1925,3
45,1934,3
46,1929,3
47,1933,3
48,1926,3
49,1924,3
50,1931,3
51,1930,3
52,1932,3
53,1928,3
54,2110,3
55,2108,3
56,2105,3
57,2111,3
58,2113,3
59,2109,3
60,2107,3
61,2106,3
62,2112,3
63,2104,3
64,528,2
65,881,2
66,895,2
67,710,2
68,1700,2
69,1703,2
70,1701,2
71,1706,2
72,1709,2
73,1711,2
74,1702,2
75,860,2
76,929,2
77,1789,2
78,1765,2
79,1785,2
80,1777,2
81,1782,2
82,1780,2
83,1774,2
84,814,2
85,821,2
86,885,2
87,1909,2
88,1914,2
89,1917,2
90,1910,2
91,1918,2
92,1922,2
93,1920,2
94,1769,2
95,1790,2
96,1786,2
97,1778,2
98,1783,2
99,1781,2
100,1775,2
101,1204,2
102,1152,2
103,1205,2
104,1198,2
105,1218,2
106,1140,2
107,1105,2
108,759,2
109,747,2
110,822,2
111,915,2
112,2100,2
113,2091,2
114,2097,2
115,2098,2
116,2099,2
117,2090,2
118,1209,2
119,1153,2
120,1210,2
121,1199,2
122,1219,2
123,1141,2
124,1106,2
125,652,2
126,1575,2
127,1577,2
128,1571,2
129,1584,2
130,1579,2
131,1578,2
132,1570,2
133,973,2
134,2086,2
135,2077,2
136,2083,2
137,2084,2
138,2085,2
139,2076,2
140,1899,2
141,1902,2
142,1896,2
143,1903,2
144,1907,2
145,1905,2
146,1895,2
147,540,2
148,1040,2
149,1015,2
150,1041,2
151,1043,2
152,1016,2
153,1050,2
154,4533,2
155,891,2
156,726,2
157,1560,2
158,1562,2
159,1556,2
160,1569,2
161,1564,2
162,1563,2
163,1555,2
164,859,2
165,1022,2
166,1018,2
167,1023,2
168,1042,2
169,1035,2
170,1028,2
171,1024,2
172,817,2
173,1685,2
174,1688,2
175,1686,2
176,1691,2
177,1694,2
178,1696,2
179,1687,2
180,529,1
181,531,1
182,530,1
183,855,1
184,883,1
185,882,1
186,884,1
187,849,1
188,708,1
189,709,1
190,707,1
191,1112,1
192,4511,1
193,1698,1
194,1699,1
195,1697,1
196,1705,1
197,1704,1
198,4572,1
199,4573,1
200,648,1
201,927,1
202,928,1
203,926,1
204,924,1
205,1763,1
206,1764,1
207,1762,1
208,1787,1
209,1792,1
210,4579,1
211,1058,1
212,812,1
213,813,1
214,811,1
215,815,1
216,472,1
217,1923,1
218,1916,1
219,1919,1
220,1915,1
221,1913,1
222,4596,1
223,1047,1
224,1046,1
225,933,1
226,897,1
227,1086,1
228,1767,1
229,4580,1
230,1768,1
231,1766,1
232,1788,1
233,1793,1
234,1202,1
235,1203,1
236,1201,1
237,4552,1
238,757,1
239,758,1
240,756,1
241,755,1
242,1045,1
243,4528,1
244,2101,1
245,2094,1
246,4600,1
247,2095,1
248,2093,1
249,2102,1
250,1207,1
251,1208,1
252,1206,1
253,4551,1
254,1221,1
255,650,1
256,1142,1
257,651,1
258,649,1
259,1573,1
260,4566,1
261,1574,1
262,1572,1
263,1583,1
264,1582,1
265,2087,1
266,2081,1
267,2080,1
268,4598,1
269,2079,1
270,2088,1
271,1908,1
272,1904,1
273,1901,1
274,1900,1
275,1898,1
276,4595,1
277,541,1
278,542,1
279,543,1
280,1038,1
281,1039,1
282,1037,1
283,930,1
284,934,1
285,892,1
286,889,1
287,890,1
288,888,1
289,893,1
290,728,1
291,724,1
292,725,1
293,723,1
294,727,1
295,4543,1
296,779,1
297,713,1
298,1558,1
299,4565,1
300,1559,1
301,1557,1
302,1568,1
303,1567,1
304,4534,1
305,857,1
306,851,1
307,858,1
308,856,1
309,1020,1
310,1021,1
311,1019,1
312,1683,1
313,1689,1
314,1684,1
315,1682,1
316,1690,1
317,4570,1
318,4544,1
319,4535,1
320,4514,1
321,7995,0
322,914,0
323,886,0
324,896,0
325,910,0
326,8035,0
327,8034,0
328,1708,0
329,1707,0
330,8036,0
331,818,0
332,7893,0
333,913,0
334,7889,0
335,1797,0
336,1794,0
337,4583,0
338,7999,0
339,819,0
340,4594,0
341,8006,0
342,8083,0
343,1921,0
344,1911,0
345,8038,0
346,8040,0
347,4541,0
348,911,0
349,1798,0
350,1795,0
351,4582,0
352,8011,0
353,1137,0
354,4546,0
355,8009,0
356,1222,0
357,8007,0
358,1044,0
359,1014,0
360,2096,0
361,8447,0
362,2103,0
363,2092,0
364,4601,0
365,8449,0
366,8448,0
367,8010,0
368,1138,0
369,4547,0
370,8008,0
371,1223,0
372,8017,0
373,1581,0
374,1576,0
375,4563,0
376,8016,0
377,8037,0
378,8039,0
379,4540,0
380,7996,0
381,4531,0
382,2082,0
383,8444,0
384,2089,0
385,2078,0
386,4598,0
387,8446,0
388,8445,0
389,8084,0
390,8080,0
391,8081,0
392,1906,0
393,8082,0
394,1897,0
395,4597,0
396,4536,0
397,8012,0
398,8013,0
399,8042,0
400,8041,0
401,8085,0
402,1017,0
403,887,0
404,8015,0
405,1566,0
406,4562,0
407,8014,0
408,1561,0
409,7884,0
410,820,0
411,916,0
412,1029,0
413,8026,0
414,8027,0
415,1693,0
416,1692,0
417,8028,0
418,4571,0
419,8005,0
420,8003,0
421,7473,0
