"rownum","rid","rid","rid","bool","bool","bool","bool"
0,10319,17664,13544,1,"","",""
1,10316,17664,13544,1,"","",""
2,10315,17664,13544,1,"","",""
3,10320,17664,13544,1,"","",""
4,10314,17664,13544,1,"","",""
5,10318,17664,13544,1,"","",""
6,10317,17664,13544,1,"","",""
7,10278,17664,13543,1,"","",""
8,10280,17664,13543,1,"","",""
9,10283,17664,13543,1,"","",""
10,10285,17664,13543,1,"","",""
11,10286,17664,13542,1,"","",""
12,10282,17664,13543,1,"","",""
13,10281,17664,13542,1,"","",""
14,10279,17664,13542,1,"","",""
15,10284,17664,13542,1,"","",""
16,9467,17664,13544,1,"","",""
17,9466,17664,13544,1,"","",""
18,9477,17664,13545,1,"","",""
19,9476,17664,13544,1,"","",""
20,9475,17664,13543,1,"","",""
21,9474,17664,13543,1,"","",""
22,9473,17664,13543,1,"","",""
23,9472,17664,13542,1,"","",""
24,9471,17664,13542,1,"","",""
25,9470,17664,13542,1,"","",""
26,9469,17664,13542,1,"","",""
27,9480,17664,13541,1,"","",""
28,9479,17664,13541,1,"","",""
29,9478,17664,13541,1,"","",""
30,9468,17664,13541,1,"","",""
31,0,17664,13541,1,"","",""
32,29,17664,13541,1,"","",""
33,204,17664,13542,1,"","",""
34,6,17664,13542,1,"","",""
35,10,17664,13541,1,"","",""
36,7,17664,13541,1,"","",""
37,14,17664,13542,1,"","",""
38,9723,17664,13544,1,"","",""
39,208,17664,13543,1,"","",""
40,207,17664,13542,1,"","",""
41,30,17664,13545,1,"","",""
42,209,17664,13544,1,"","",""
43,47,17664,13545,1,"","",""
44,21,17664,13541,1,"","",""
45,20,17664,13541,1,"","",""
46,19,17664,13541,1,"","",""
47,46,17664,13545,1,"","",""
48,3,17664,13544,1,"","",""
49,2,17664,13543,1,"","",""
50,205,17664,13542,1,"","",""
51,11,17664,13541,1,"","",""
52,23,17664,13542,1,"","",""
53,24,17664,13545,1,"","",""
54,203,17664,13544,1,"","",""
55,9818,17664,13544,1,"","",""
56,9817,17664,13544,1,"","",""
57,9816,17664,13544,1,"","",""
58,9815,17664,13544,1,"","",""
59,16,17664,13541,1,"","",""
60,8,17664,13541,1,"","",""
61,22,17664,13545,1,"","",""
62,25,17664,13541,1,"","",""
63,35,17664,13544,1,"","",""
64,291,17664,13544,1,"","",""
65,287,17664,13544,1,"","",""
66,288,17664,13544,1,"","",""
67,290,17664,13543,1,"","",""
68,283,17664,13543,1,"","",""
69,286,17664,13543,1,"","",""
70,292,17664,13543,1,"","",""
71,284,17664,13542,1,"","",""
72,289,17664,13542,1,"","",""
