"rownum","Id","MiscAnimated","i32","PreloadGroupsKeys","i32"
0,"SoulEaterBeam",280,1128792064,[],3
1,"VaalOversoulBeam",95,1138327552,[],4
2,"AtziriOversoulBeam",96,1138327552,[],4
3,"Arc",2114,1140733051,[],4
4,"PietyArc",169,1140733051,[],4
5,"GuardianArc",168,1125187584,[],4
6,"ArcPurpleMTX",1197,1140733051,[],4
7,"SearingBond",191,1140457472,[],4
8,"SearingBondGreen",195,1140457472,[],4
9,"SearingBondBlue",444,1140457472,[],4
10,"PulseBeamFire",454,1140457472,[1],4
11,"PulseBeamCold",455,1140457472,[1],4
12,"PulseBeamLightning",456,1140457472,[1],4
13,"BallLightningBeam",156,1125187584,[],4
14,"SummonStormsBeam",467,1128792064,[],4
15,"AnimatedGuardianBeam",473,1138327552,[1],4
16,"PhylacteralLinkBeam",475,1138327552,[1],4
17,"ChillingBondBeam",197,1140457472,[],4
18,"SeawitchLightningBeam",307,1140457472,[],4
19,"BallLightningBeamPlayer",388,1128464384,[],4
20,"BallLightningGroundBeam",157,1125187584,[],4
21,"InfernalSwarmBeam",381,1128792064,[],4
22,"ColdChargedBeam",500,1140457472,[],4
23,"CorruptedBallLightningBeam",522,1125187584,[],4
24,"CorruptedLightningBeam",523,1133903872,[],4
25,"ElementalStrikeLightningBeam",590,1140733051,[],4
26,"TempestShieldBeam",594,1140733051,[],4
27,"EyeBallLightningBeam",601,1125187584,[],4
28,"StaticTetherBolt",645,1125187584,[],4
29,"StormCloudBeam",675,1140457472,[],4
30,"VinktarLightningBond",307,1140457472,[],4
31,"IzaroGargoyleBeam",853,1140457472,[],4
32,"LightningGolemOrbBeam",861,1125187584,[],4
33,"PerandusChestBeam",888,1128792064,[4],4
34,"GoddessBeam",978,1140457472,[],4
35,"MinotaurArcTrapBeam",1003,1140733051,[],4
36,"ZanaDisruptionBeam",1049,1140457472,[],4
37,"FireBeam",1071,1133576192,[],4
38,"SkeletalChainsBeam",1090,1133248512,[],4
39,"BreachLightningBeam",1093,1142358016,[],4
40,"SolarisBackflipBeam",1145,1141964800,[],4
41,"SolarisSkyBeamBeam",1146,1133903872,[],4
42,"AvariusDivineBeam",1159,1144094720,[],4
43,"TukohamaShieldBeam",1165,1140457472,[],4
44,"BrutusChainBeam",1179,1140457472,[],4
45,"ShavronneLevitationBeam",1180,1140457472,[],4
46,"ShavronneEmpoweringBeam",1181,1140457472,[],4
47,"FireBeamMonster",1190,1133576192,[],4
48,"TemplarBallLightningBeam",1194,1125187584,[],4
49,"TemplarBallLightningGroundBeam",1195,1120403456,[],4
50,"KitavaBeam",1280,1145569280,[],4
51,"RighteousFireSacrificeBeam",444,1140457472,[],4
52,"SpiderGodLaserBeam",1315,1128792064,[],4
53,"SignOfPurityBeam",1321,1142292480,[],4
54,"ArakaaliLaserBeam",1364,1120403456,[],4
55,"SpecialBeamCannon",1427,1143930880,[],4
56,"FireBeamDivine",1435,1133576192,[],4
57,"InfernalSwarmBeamCold",1455,1128792064,[],4
58,"SinBeam",1510,1142292480,[],4
59,"SinDeathBeam",1512,1142292480,[],4
60,"InnocenceDeathBeam",1514,1142292480,[],4
61,"KitavaBeamBallBeam",1528,1135542272,[],4
62,"GeneralAdusCharge",1535,1140457472,[],4
63,"StoneGaze",1559,1140457472,[],4
64,"HarbingerChill",1560,1140457472,[],4
65,"HarbingerShock",1561,1140457472,[],4
66,"HarbingerSpecialBeamCannon",1567,1143930880,[],4
67,"HarbingerSkyBeamBeam",1569,1133903872,[],4
68,"LightningTendrilsChannelledBeam",1577,1149452288,[],4
69,"StormCloudBeamCelestial",1593,1137180672,[],4
70,"UnholyTrioBallLightningBolt",1597,1125515264,[],4
71,"UnholyTrioBallLightningGroundBolt",1597,1125515264,[],4
72,"BallLightningCelestialBeam",1602,1125187584,[],4
73,"SpiritChargeBeam",1633,1142292480,[],4
74,"KitavaBeamBallBeamLightning",1708,1135542272,[],4
75,"ElderGuardianLightningBeam",1715,1149452288,[],4
76,"ElderGuardianLightningBoltBeam",1718,1149452288,[],4
77,"ElderGuardianLightningDegenBeam",1720,1149616128,[],4
78,"ElderGuardianChaosVineBeam",1741,1133903872,[],3
79,"AbyssLichTravelBeam",1773,1150681088,[],4
80,"ToraRope",1812,1134536622,[],4
81,"FireBeamStygian",1815,1133576192,[],4
82,"VilentaBeam",1852,1140785152,[],4
83,"VilentaRageBeam",1865,1140457472,[],4
84,"NemesisConstrictingGraspVine",1872,1133903872,[],3
85,"BestiarySpiderBossVenomBeam",1849,1133903872,[],4
86,"ColdBeamRetaliation",1994,1143930880,[],4
87,"LightningTowerTrapBeam",1966,1138819072,[],4
88,"AutomatonLightningTowerTrapBeam",1969,1138819072,[],4
89,"IceSiphonTrapBeam",1981,1133903872,[],4
90,"ArchitectHealingTotemBeam",2033,1133903872,[],4
91,"IncursionNovasoulChannelledBeam",2093,1140785152,[],4
92,"IncursionNovasoulMassChannelledBeam",2094,1140785152,[],4
93,"IncursionNovasoulTriggerBeam",2095,1138327552,[],4
94,"IncursionNovasoulMassTriggerBeam",2096,1140457472,[],4
95,"ArchitectBloodBeam",2104,1138491392,[],4
96,"ArcAutomaton",2117,1142456320,[],4
97,"IncursionArcTrapBeam",2183,1140733051,[],4
98,"DelveLightBeam",2198,1134536622,[],4
99,"FireBeamShaper",2225,1140457472,[],4
100,"FireBeamMachinarium",2239,1140457472,[],4
101,"DelveAbyssLich3ReflectionBeam",2264,1140457472,[],4
102,"DelveAbyssLich3ChannelledBeam",2303,1140457472,[],4
103,"StaticStrikeBeamMoving",2313,1142292480,[],4
104,"StaticStrikeBeamStationary",2314,1132068864,[],4
105,"RainOfSporesVineBeam",2317,1133903872,[],4
106,"RainOfSporesVineBeamBlackLotus",2318,1133903872,[],4
107,"RainOfSporesVineBeamSuffering",2319,1133903872,[],4
108,"DelveBatBeam",2335,1140457472,[],4
109,"DelveAbyssLichTotemPurpleBeam",2400,1140457472,[],4
110,"DelveAbyssSoulTransferBeam",2401,1150681088,[],4
111,"SulphiteArcBeam",2419,1140457472,[],4
112,"ZanaImmunityShieldBeam",2441,1144750080,[],4
113,"ConduitSigilAttachBeam",2436,1140457472,[],4
114,"ConduitSigilBeamEffect",2438,1140457472,[],4
115,"ProtoVaalMapBossSoul1",2460,1137180672,[],4
116,"ProtoVaalMapBossSoul2",2461,1137180672,[],4
117,"ProtoVaalMapBossSoul3",2462,1137180672,[],4
118,"BetrayalScientistBeam",2480,1140785152,[],4
119,"CataclysmSigilAttachBeam",2502,1140457472,[],4
120,"BetrayalBallistaBeam",2495,1143930880,[],4
121,"BetrayalCartBeam",2506,1140457472,[],4
122,"BetrayalBallistaLaserSight",2512,1143930880,[],4
123,"BetrayalLeoChainBeam",2574,1140457472,[],4
124,"BetrayalCatarinaStaffBeam",2645,1145569280,[45],4
125,"BetrayalBallistaBeamFire",2669,1143930880,[],4
126,"BetrayalBallistaLaserSightFire",2671,1143930880,[],4
127,"BetrayalBallistaBeamCold",2673,1143930880,[],4
128,"BetrayalBallistaLaserSightCold",2675,1143930880,[],4
129,"BetrayalBallistaBeamLightning",2677,1143930880,[],4
130,"BetrayalBallistaLaserSightLightning",2679,1143930880,[],4
131,"BetrayalBallistaBeamMetalPhys",2681,1143930880,[],4
132,"BetrayalBallistaLaserSightMetalPhys",2683,1143930880,[],4
133,"BetrayalBallistaBeamBloodPhys",2685,1143930880,[],4
134,"BetrayalBallistaLaserSightBloodPhys",2687,1143930880,[],4
135,"BetrayalRikerBeamCannon",2693,1140457472,[],4
136,"BetrayalCatarinaAntiBeam1",2697,1149861888,[45],4
137,"BetrayalCatarinaAntiBeam2",2698,1149861888,[45],4
138,"BetrayalCatarinaAntiBeam3",2699,1149861888,[45],4
139,"BetrayalCatarinaAntiBeam4",2700,1149861888,[45],4
140,"BetrayalCatarinaAntiBeam5",2701,1149861888,[45],4
141,"BetrayalCatarinaGraveyardBeam",2702,1148026880,[45],4
142,"BetrayalCatarinaSyndicateBeam1",2703,1149861888,[45],4
143,"BetrayalCatarinaSyndicateBeam2",2704,1149861888,[45],4
144,"BetrayalCatarinaSyndicateBeam3",2705,1149861888,[45],4
145,"BetrayalCatarinaSyndicateBeam4",2706,1149861888,[45],4
146,"BetrayalCatarinaSyndicateBeam5",2707,1149861888,[45],4
147,"BetrayalCatarinaSyndicateStasisBeam",2708,1149861888,[45],4
148,"BetrayalCatarinaBarrageBeam",2712,1149861888,[],4
149,"BetrayalBallistaBeamFireArrow",2721,1143930880,[],4
150,"BetrayalBallistaBeamBloodPhysArrow",2722,1143930880,[],4
151,"BetrayalCatarinaPointer",2723,0,[45],4
152,"StormBurstTeleportBeam",2742,1141473280,[],4
153,"DivineTempestFinalBeam",2748,1149861888,[],4
154,"DivineTempestZap",2749,1136361472,[],4
155,"SynthesisRefractionBeam",2752,1143521280,[],4
156,"SynthesisBallLightningBeam1",2759,1137180672,[],4
157,"SynthesisBallLightningBeam2",2760,1137180672,[],4
158,"SynthesisBallLightningBeam3",2761,1137180672,[],4
159,"SoulrendBeam",2762,1133084672,[],4
160,"SynthesisColdRendBeam",2775,1133084672,[],4
