"rownum","rid","rid","rid","bool","bool","bool","bool"
0,10965,17652,14115,1,"","",""
1,10962,17652,14115,1,"","",""
2,10961,17652,14115,1,"","",""
3,10966,17652,14115,1,"","",""
4,10960,17652,14115,1,"","",""
5,10964,17652,14115,1,"","",""
6,10963,17652,14115,1,"","",""
7,10924,17652,14114,1,"","",""
8,10926,17652,14114,1,"","",""
9,10929,17652,14114,1,"","",""
10,10931,17652,14114,1,"","",""
11,10932,17652,14113,1,"","",""
12,10928,17652,14114,1,"","",""
13,10927,17652,14113,1,"","",""
14,10925,17652,14113,1,"","",""
15,10930,17652,14113,1,"","",""
16,10099,17652,14115,1,"","",""
17,10098,17652,14115,1,"","",""
18,10109,17652,14116,1,"","",""
19,10108,17652,14115,1,"","",""
20,10107,17652,14114,1,"","",""
21,10106,17652,14114,1,"","",""
22,10105,17652,14114,1,"","",""
23,10104,17652,14113,1,"","",""
24,10103,17652,14113,1,"","",""
25,10102,17652,14113,1,"","",""
26,10101,17652,14113,1,"","",""
27,10112,17652,14112,1,"","",""
28,10111,17652,14112,1,"","",""
29,10110,17652,14112,1,"","",""
30,10100,17652,14112,1,"","",""
31,0,17652,14112,1,"","",""
32,29,17652,14112,1,"","",""
33,207,17652,14113,1,"","",""
34,6,17652,14113,1,"","",""
35,10,17652,14112,1,"","",""
36,7,17652,14112,1,"","",""
37,14,17652,14113,1,"","",""
38,10355,17652,14115,1,"","",""
39,211,17652,14114,1,"","",""
40,210,17652,14113,1,"","",""
41,30,17652,14116,1,"","",""
42,212,17652,14115,1,"","",""
43,49,17652,14116,1,"","",""
44,21,17652,14112,1,"","",""
45,20,17652,14112,1,"","",""
46,19,17652,14112,1,"","",""
47,48,17652,14116,1,"","",""
48,3,17652,14115,1,"","",""
49,2,17652,14114,1,"","",""
50,208,17652,14113,1,"","",""
51,11,17652,14112,1,"","",""
52,23,17652,14113,1,"","",""
53,24,17652,14116,1,"","",""
54,206,17652,14115,1,"","",""
55,10464,17652,14115,1,"","",""
56,10463,17652,14115,1,"","",""
57,10462,17652,14115,1,"","",""
58,10461,17652,14115,1,"","",""
59,16,17652,14112,1,"","",""
60,8,17652,14112,1,"","",""
61,22,17652,14116,1,"","",""
62,25,17652,14112,1,"","",""
63,35,17652,14115,1,"","",""
64,294,17652,14115,1,"","",""
65,290,17652,14115,1,"","",""
66,291,17652,14115,1,"","",""
67,293,17652,14114,1,"","",""
68,286,17652,14114,1,"","",""
69,289,17652,14114,1,"","",""
70,295,17652,14114,1,"","",""
71,287,17652,14113,1,"","",""
72,292,17652,14113,1,"","",""
73,288,17652,14113,1,"","",""
74,10460,17652,14114,1,"","",""
75,236,17652,14114,1,"","",""
76,238,17652,14114,1,"","",""
77,241,17652,14114,1,"","",""
78,239,17652,14114,1,"","",""
79,237,17652,14114,1,"","",""
80,240,17652,14114,1,"","",""
81,243,17652,14116,1,"","",""
82,242,17652,14115,1,"","",""
83,244,17652,14114,1,"","",""
84,9739,17652,14115,1,"","",""
85,9709,17652,14115,1,"","",""
86,9723,17652,14115,1,"","",""
87,9693,17652,14115,1,"","",""
88,9725,17652,14115,1,"","",""
89,9695,17652,14115,1,"","",""
90,9737,17652,14115,1,"","",""
91,9707,17652,14116,1,"","",""
92,9740,17652,14115,1,"","",""
93,9710,17652,14115,1,"","",""
94,9733,17652,14115,1,"","",""
95,9703,17652,14115,1,"","",""
96,9728,17652,14115,1,"","",""
97,9698,17652,14115,1,"","",""
98,9731,17652,14115,1,"","",""
99,9701,17652,14115,1,"","",""
100,9749,17652,14115,1,"","",""
101,9719,17652,14115,1,"","",""
102,9724,17652,14115,1,"","",""
103,9694,17652,14115,1,"","",""
104,9741,17652,14115,1,"","",""
105,9711,17652,14115,1,"","",""
106,9734,17652,14115,1,"","",""
107,9704,17652,14115,1,"","",""
108,9743,17652,14115,1,"","",""
109,9713,17652,14115,1,"","",""
110,9745,17652,14115,1,"","",""
111,9715,17652,14115,1,"","",""
112,9744,17652,14115,1,"","",""
113,9746,17652,14115,1,"","",""
114,9716,17652,14115,1,"","",""
115,9714,17652,14115,1,"","",""
116,9727,17652,14115,1,"","",""
117,9697,17652,14115,1,"","",""
118,9730,17652,14115,1,"","",""
119,9700,17652,14115,1,"","",""
120,9721,17652,14115,1,"","",""
121,9729,17652,14115,1,"","",""
122,9699,17652,14115,1,"","",""
123,9691,17652,14115,1,"","",""
124,9732,17652,14115,1,"","",""
125,9702,17652,14115,1,"","",""
126,9750,17652,14115,1,"","",""
127,9720,17652,14115,1,"","",""
128,9722,17652,14115,1,"","",""
129,9736,17652,14115,1,"","",""
130,9706,17652,14115,1,"","",""
131,9692,17652,14115,1,"","",""
132,9742,17652,14115,1,"","",""
133,9712,17652,14115,1,"","",""
134,9748,17652,14115,1,"","",""
135,9718,17652,14115,1,"","",""
136,9747,17652,14115,1,"","",""
137,9717,17652,14115,1,"","",""
138,9738,17652,14115,1,"","",""
139,9708,17652,14115,1,"","",""
140,9735,17652,14115,1,"","",""
141,9705,17652,14115,1,"","",""
142,9726,17652,14115,1,"","",""
143,9696,17652,14115,1,"","",""
144,1,17652,14112,1,"","",""
145,10488,17652,14115,1,"","",""
146,10486,17652,14115,1,"","",""
147,10489,17652,14116,1,"","",""
148,10483,17652,14114,1,"","",""
149,10482,17652,14114,1,"","",""
150,10481,17652,14114,1,"","",""
151,10484,17652,14115,1,"","",""
152,10487,17652,14114,1,"","",""
153,10485,17652,14115,1,"","",""
154,50,17652,14116,1,"","",""
155,51,17652,14116,1,"","",""
156,300,17652,14115,1,"","",""
157,301,17652,14115,1,"","",""
158,302,17652,14115,1,"","",""
159,298,17652,14115,1,"","",""
160,299,17652,14115,1,"","",""
161,297,17652,14116,1,"","",""
162,18,17652,14114,1,"","",""
163,224,17652,14116,1,"","",""
164,213,17652,14116,1,"","",""
165,17,17652,14112,1,"","",""
166,10933,17652,14114,1,"","",""
167,163,17652,14115,1,"","",""
168,162,17652,14114,1,"","",""
169,161,17652,14113,1,"","",""
170,160,17652,14112,1,"","",""
171,142,17652,14115,1,"","",""
172,141,17652,14115,1,"","",""
173,140,17652,14114,1,"","",""
174,139,17652,14113,1,"","",""
175,138,17652,14112,1,"","",""
176,89,17652,14115,1,"","",""
177,88,17652,14115,1,"","",""
178,87,17652,14114,1,"","",""
179,86,17652,14114,1,"","",""
180,85,17652,14113,1,"","",""
181,84,17652,14113,1,"","",""
182,83,17652,14112,1,"","",""
183,121,17652,14115,1,"","",""
184,120,17652,14115,1,"","",""
185,119,17652,14114,1,"","",""
186,118,17652,14114,1,"","",""
187,117,17652,14113,1,"","",""
188,116,17652,14112,1,"","",""
189,132,17652,14115,1,"","",""
190,131,17652,14114,1,"","",""
191,130,17652,14114,1,"","",""
192,129,17652,14113,1,"","",""
193,128,17652,14112,1,"","",""
194,159,17652,14115,1,"","",""
195,158,17652,14114,1,"","",""
196,157,17652,14113,1,"","",""
197,156,17652,14112,1,"","",""
198,109,17652,14115,1,"","",""
199,108,17652,14115,1,"","",""
200,107,17652,14114,1,"","",""
201,106,17652,14114,1,"","",""
202,105,17652,14113,1,"","",""
203,104,17652,14112,1,"","",""
204,172,17652,14115,1,"","",""
205,171,17652,14114,1,"","",""
206,170,17652,14113,1,"","",""
207,137,17652,14115,1,"","",""
208,136,17652,14115,1,"","",""
209,135,17652,14114,1,"","",""
210,134,17652,14113,1,"","",""
211,133,17652,14112,1,"","",""
212,166,17652,14115,1,"","",""
213,165,17652,14114,1,"","",""
214,164,17652,14113,1,"","",""
215,155,17652,14115,1,"","",""
216,154,17652,14114,1,"","",""
217,153,17652,14113,1,"","",""
218,152,17652,14112,1,"","",""
219,177,17652,14116,1,"","",""
220,176,17652,14116,1,"","",""
221,178,17652,14116,1,"","",""
222,82,17652,14115,1,"","",""
223,81,17652,14115,1,"","",""
224,80,17652,14114,1,"","",""
225,79,17652,14114,1,"","",""
226,78,17652,14113,1,"","",""
227,77,17652,14113,1,"","",""
228,76,17652,14112,1,"","",""
229,96,17652,14115,1,"","",""
230,95,17652,14115,1,"","",""
231,94,17652,14114,1,"","",""
232,93,17652,14114,1,"","",""
233,92,17652,14113,1,"","",""
234,91,17652,14113,1,"","",""
235,90,17652,14112,1,"","",""
236,127,17652,14115,1,"","",""
237,126,17652,14115,1,"","",""
238,125,17652,14114,1,"","",""
239,124,17652,14113,1,"","",""
240,123,17652,14113,1,"","",""
241,122,17652,14112,1,"","",""
