"rownum","Id","HASH16","RewardText","ItemVisualIdentityKey","RewardType","SacrificeItem","SacrificeAmount","SacrificeText","bool","TrialMods"
0,"DoubleDivinationCards1",20652,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25326,25331]"
1,"DoubleDivinationCards2",54378,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25327,25332]"
2,"DoubleDivinationCards3",13401,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25328,25333]"
3,"DoubleDivinationCards4",39568,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25329,25334]"
4,"DoubleDivinationCards5",25975,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25330,25335]"
5,"MirrorRare1",49959,"Item and Mirrored Copy","",3,"",0,"Mirrorable, Rare Item","","[25330,25335]"
6,"Unique1",24507,"","",4,"",0,"","","[25327,25332]"
7,"Unique1_2",27055,"","",4,"",0,"","","[25328,25333]"
8,"Unique2",31270,"","",4,"",0,"","","[25328,25333]"
9,"Unique2_2",56553,"","",4,"",0,"","","[25328,25333]"
10,"Unique2_3",26555,"","",4,"",0,"","","[25329,25334]"
11,"Unique3",62141,"","",4,"",0,"","","[25329,25334]"
12,"Unique3_2",15941,"","",4,"",0,"","","[25328,25333]"
13,"Unique3_3",53117,"","",4,"",0,"","","[25330,25335]"
14,"Unique4",49320,"","",4,"",0,"","","[25327,25332]"
15,"Unique5",18654,"","",4,"",0,"","","[25328,25333]"
16,"Unique6",7505,"","",4,"",0,"","","[25329,25334]"
17,"Unique7",6641,"","",4,"",0,"","","[25330,25335]"
18,"Unique8",5026,"","",4,"",0,"","","[25330,25335]"
19,"Unique9",17340,"","",4,"",0,"","","[25328,25333]"
20,"Unique10",31328,"","",4,"",0,"","","[25329,25334]"
21,"Unique11",40848,"","",4,"",0,"","","[25329,25334]"
22,"Unique12",10845,"","",4,"",0,"","","[25330,25335]"
23,"CurrencyChaos5",10698,"Doubles sacrificed Currency","",1,2,5,"",1,"[25326,25331]"
24,"CurrencyChaos10",32977,"Doubles sacrificed Currency","",1,2,10,"",1,"[25326,25331]"
25,"CurrencyChaos20",41813,"Doubles sacrificed Currency","",1,2,20,"",1,"[25327,25332]"
26,"CurrencyBlessed10",33537,"Doubles sacrificed Currency","",1,23,10,"",1,"[25326,25331]"
27,"CurrencyBlessed20",12316,"Doubles sacrificed Currency","",1,23,20,"",1,"[25327,25332]"
28,"CurrencyScouring15",44257,"Doubles sacrificed Currency","",1,12,15,"",1,"[25326,25331]"
29,"CurrencyScouring30",34349,"Doubles sacrificed Currency","",1,12,30,"",1,"[25327,25332]"
30,"CurrencyFusing10",64174,"Doubles sacrificed Currency","",1,20,10,"",1,"[25326,25331]"
31,"CurrencyFusing20",59104,"Doubles sacrificed Currency","",1,20,20,"",1,"[25326,25331]"
32,"CurrencyRegret20",62668,"Doubles sacrificed Currency","",1,8,20,"",1,"[25326,25331]"
33,"CurrencyRegret40",19592,"Doubles sacrificed Currency","",1,8,40,"",1,"[25327,25332]"
34,"CurrencyGemcutters5",33199,"Doubles sacrificed Currency","",1,18,5,"",1,"[25326,25331]"
35,"CurrencyGemcutters10",60325,"Doubles sacrificed Currency","",1,18,10,"",1,"[25326,25331]"
36,"CurrencyGemcutters20",31540,"Doubles sacrificed Currency","",1,18,20,"",1,"[25327,25332]"
37,"CurrencyVaal5",9165,"Doubles sacrificed Currency","",1,33,5,"",1,"[25326,25331]"
38,"CurrencyVaal10",9804,"Doubles sacrificed Currency","",1,33,10,"",1,"[25326,25331]"
39,"CurrencyVaal20",54195,"Doubles sacrificed Currency","",1,33,20,"",1,"[25327,25332]"
40,"CurrencyRegal5",34962,"Doubles sacrificed Currency","",1,14,5,"",1,"[25326,25331]"
41,"CurrencyRegal10",29237,"Doubles sacrificed Currency","",1,14,10,"",1,"[25326,25331]"
42,"CurrencyAwakenedSextant5",4287,"Doubles sacrificed Currency","",1,9380,5,"",1,"[25326,25331]"
43,"CurrencyAwakenedSextant10",54692,"Doubles sacrificed Currency","",1,9380,10,"",1,"[25326,25331]"
44,"CurrencyStackedDeck5",18117,"Doubles sacrificed Currency","",1,9380,5,"",1,"[25326,25331]"
45,"CurrencyStackedDeck10",43188,"Doubles sacrificed Currency","",1,9380,10,"",1,"[25326,25331]"
46,"CurrencyDivine1",59332,"Doubles sacrificed Currency","",1,22,1,"",1,"[25327,25332]"
47,"CurrencyDivine4",53728,"Doubles sacrificed Currency","",1,22,4,"",1,"[25328,25333]"
48,"CurrencyDivine8",15262,"Doubles sacrificed Currency","",1,22,8,"",1,"[25329,25334]"
49,"CurrencyAncient1",55631,"Doubles sacrificed Currency","",1,212,1,"",1,"[25327,25332]"
50,"CurrencyAncient2",14932,"Doubles sacrificed Currency","",1,212,2,"",1,"[25328,25333]"
51,"CurrencyAncient4",43751,"Doubles sacrificed Currency","",1,212,4,"",1,"[25329,25334]"
52,"CurrencyAnnulment1",62284,"Doubles sacrificed Currency","",1,206,1,"",1,"[25327,25332]"
53,"CurrencyAnnulment4",50518,"Doubles sacrificed Currency","",1,206,4,"",1,"[25328,25333]"
54,"CurrencyAnnulment8",33670,"Doubles sacrificed Currency","",1,206,8,"",1,"[25329,25334]"
55,"CurrencyExalted1",48788,"Doubles sacrificed Currency","",1,13,1,"",1,"[25327,25332]"
56,"CurrencyExalted4",63287,"Doubles sacrificed Currency","",1,13,4,"",1,"[25328,25333]"
57,"CurrencyExalted8",35965,"Doubles sacrificed Currency","",1,13,8,"",1,"[25329,25334]"
58,"CurrencyUnmaking3",56656,"Doubles sacrificed Currency","",1,9,3,"",1,"[25327,25332]"
59,"CurrencyUnmaking10",56643,"Doubles sacrificed Currency","",1,9,10,"",1,"[25326,25331]"
60,"CurrencyUnmaking20",52368,"Doubles sacrificed Currency","",1,9,20,"",1,"[25327,25332]"
