"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
0,138,14523,15,0,0,0,0,1,1,"","",""
1,1470,14524,15,2,0,0,0,1,1,"","",""
2,1502,14525,15,4,0,0,0,1,1,"","",""
3,1504,14526,15,6,0,0,0,1,1,"","",""
4,1535,14527,15,8,0,0,0,1,1,"","",""
5,1489,14528,15,10,0,0,0,1,1,"","",""
6,555,14529,15,12,0,0,0,1,1,"","",""
7,441,14530,15,14,0,0,0,1,1,"","",""
8,781,14534,15,16,0,0,0,1,1,"","",""
9,64,14536,15,18,0,0,0,1,1,"","",""
10,1475,14538,15,20,0,0,0,1,1,"","",""
11,147,14539,15,22,0,0,0,1,1,"","",""
12,140,14540,15,24,0,0,0,1,1,"","",""
13,277,14542,15,26,0,0,0,1,1,"","",""
14,1490,14543,15,28,0,0,0,1,1,"","",""
15,437,14544,15,30,0,0,0,1,1,"","",""
16,1492,14545,15,32,0,0,0,1,1,"","",""
17,248,14547,15,34,0,0,0,1,1,"","",""
18,1406,14553,15,36,0,0,0,1,1,"","",""
19,1496,14554,15,38,0,0,0,1,1,"","",""
20,1463,14555,15,40,0,0,0,1,1,"","",""
21,1508,14556,15,42,0,0,0,1,1,"","",""
22,141,14557,15,44,0,0,0,1,1,"","",""
23,1503,14558,15,46,0,0,0,1,1,"","",""
24,1541,14559,15,48,0,0,0,1,1,"","",""
25,152,14560,15,50,0,0,0,1,1,"","",""
26,1482,14568,15,52,0,0,0,1,1,"","",""
27,1468,14569,15,54,0,0,0,1,1,"","",""
28,1534,14570,15,56,0,0,0,1,1,"","",""
29,1491,14571,15,58,0,0,0,1,1,"","",""
30,256,14572,15,60,0,0,0,1,1,"","",""
31,1252,14573,15,62,0,0,0,1,1,"","",""
32,1537,14581,15,64,0,0,0,1,1,"","",""
33,182,14583,15,66,0,0,0,1,1,"","",""
34,1538,14584,15,68,0,0,0,1,1,"","",""
35,42,14585,15,70,0,0,0,1,1,"","",""
36,1595,14589,15,72,0,0,0,1,1,"","",""
37,1505,14595,15,74,0,0,0,1,1,"","",""
38,1485,14596,15,76,0,0,0,1,1,"","",""
39,1498,14597,15,78,0,0,0,1,1,"","",""
40,1494,14598,15,80,0,0,0,1,1,"","",""
41,1586,14599,15,82,0,0,0,1,1,"","",""
42,1516,14609,16,0,0,0,0,1,1,"","",""
43,1517,14610,16,2,0,0,0,1,1,"","",""
