"rownum","Id","Name","IsCategory","Category","bool","SubFlagArt","IsGuild","Parent","CategoryArt"
0,"Specials","Specials",1,"","","","","",""
1,"NewItems","New",1,"","","","","",""
2,"StashTabs","Stash Tabs",1,"","","","","",""
3,"Bundles","Bundles",1,"","","","","",""
4,"ArmourEffects","Armour",1,"","","","","",""
5,"BackAttachments","Back Attachments",1,"","","","","",""
6,"WeaponEffects","Weapon",1,"","","","","",""
7,"Weapon","Weapon","","","","","","",""
8,"FinisherEffects","Finisher Effects",1,"","","","","",""
9,"Portals","Portals",1,"","","","","",""
10,"AlternateSkillEffects","Skill Effects",1,"","","","","",""
11,"CharacterEffects","Character",1,"","","","","",""
12,"Character","Character","","","","","","",""
13,"FootprintEffects","Footprints",1,"","","","","",""
14,"Guild","Guild",1,"","","","","",""
15,"GuildHideout","Guild Hideout",1,"","","","","",""
16,"Pets","Pets",1,"","","","","",""
17,"Hideout","Hideout",1,"","","","","",""
18,"VisualEffects","Visual Effects",1,"","","","","",""
19,"GuildHideouts","Hideouts","","","","","","",""
20,"GuildStashTabs","Stash Tabs","","","","","","",""
21,"GuildHideoutSkins","Utility Skins","","","","","","",""
22,"GuildBundles","Bundles","","","","","","",""
23,"GuildHideoutDecorations","Decorations","","","","","","",""
24,"Consumable","Consumable","","","","","","",""
25,"MysteryPacks","Mystery Packs","",24,"","","","",""
26,"MostPopular","Most Popular","","","","","","",""
27,"AccountFeatures","Account Features",1,"","","","","",""
28,"ClassicEffects","Classic Effects","","","","","","",""
29,"PoE2StashTabs","Stash Tabs","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagStashes","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame1"
30,"PoE2Armour","Armour","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagArmour","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame2"
31,"PoE2Weapons","Weapon","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagWeapons","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame4"
32,"PoE2Portals","Portals","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagPortals","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame5"
33,"PoE2Pets","Pets","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagPets","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame7"
34,"PoE2VisualEffects","Visual Effects","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagEffects","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame9"
35,"PoE2Accessories","Accessories","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagCharacter","",30,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame6"
36,"PoE2AccountFeatures","Account Features","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagCharacter","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame3"
37,"PoE2Hideouts","Hideouts","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagHideouts","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame8"
38,"PoE2Bundles","Bundles","","",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagCharacter","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame6"
39,"PoE2GuildStashTabs","Guild Stash Tabs","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildStashes",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildStashes"
40,"PoE2GuildHideouts","Hideout Areas","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildHideouts",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildHideouts"
41,"PoE2GuildUtilitySkins","Utility Skins","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildltems",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/Guildltems"
42,"PoE2GuildHideoutDecorations","Hideout Decorations","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildEffects",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildEffects"
43,"PoE2GuildFeatures","Guild Features","","","","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/GuildSub/SubFlagGuildBundles",1,"","Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Guild/GuildBundles"
44,"TencentHotAndNew","Hot and New",1,"","","","","",""
45,"TencentAccountFunctions","Account Functions",1,"","","","","",""
46,"TencentGuildFunctions","Guild Functions",1,"","","","","",""
47,"TencentCosmetics","Cosmetics",1,"","","","","",""
48,"TencentBackAttachments","Back Attachments",1,"","","","","",""
49,"TencentWeaponEffects","Weapon Effects",1,"","","","","",""
50,"TencentSkillEffects","Skill Effects",1,"","","","","",""
51,"TencentCharacterEffects","Character Effects",1,"","","","","",""
52,"TencentFootprintsEffects","Footprints Effects",1,"","","","","",""
53,"TencentPortalEffects","Portal Effects",1,"","","","","",""
54,"TencentPets","Pets",1,"","","","","",""
55,"TencentHideout","Hideout",1,"","","","","",""
56,"TencentTradeableMicrotransactions","Tradeable Microtransaction",1,"","","","","",""
57,"TencentSecondary","Tencent Misc","","","","","","",""
58,"CursorMtx","Cursor Skin","","","","","","",""
59,"HUDMtx","HUD Skin","","","","","","",""
60,"JewelMtx","Passive Jewel Skin","","","","","","",""
61,"FlaskMtx","Flask Skin","","","","","","",""
62,"BeltMtx","Belt Skin","","","","","","",""
63,"AmuletMtx","Amulet Skin","","","","","","",""
64,"WeaponSkin1Mtx","Main-hand Skin","","","","","","",""
65,"WeaponSkin2Mtx","Off-hand Skin","","","","","","",""
66,"WeaponEffect1Mtx","Main-hand Effect","","","","","","",""
67,"WeaponEffect2Mtx","Off-hand Effect","","","","","","",""
68,"WeaponAddedEffect1Mtx","Main-hand Added Effect","","","","","","",""
69,"WeaponAddedEffect2Mtx","Off-hand Added Effect","","","","","","",""
70,"HelmetSkinMtx","Helmet Skin","",4,"","","","",""
71,"HelmetAttachmentMtx","Helmet Attachment","",4,"","","","",""
72,"ArmourSkinMtx","Armour Skin","",4,"","","","",""
73,"ArmourAttachmentMtx","Armour Attachment","",4,"","","","",""
74,"GlovesMtx","Gloves","",4,"","","","",""
75,"BootsMtx","Boots","",4,"","","","",""
76,"FootprintsMtx","Footprints","","","","","","",""
77,"ShieldSkin","Shield Skin","","","","","","",""
78,"ApparitionMtx","Apparition","","","","","","",""
79,"CharacterEffectMtx","Character Effect","","","","","","",""
80,"PetMtx","Pet","","","","","","",""
81,"SocialFrameMtx","Social Frame","","","","","","",""
82,"PortraitMtx","Portrait","","","","","","",""
83,"PortalMtx","Portal","","","","","","",""
84,"RingMtx","Ring Skin","","","","","","",""
85,"HipAttachmentMtx","Hip Attachment","","","","","","",""
86,"SlotlessMtx","[DNT]","","","","","","",""
87,"AlternateCharges","Alternate Charge Skin","",11,"","","","",""
88,"AncestralCallMtx","Ancestral Call","",10,"","","","",""
89,"AncestralWarchiefMtx","Ancestral Warchief","",10,"","","","",""
90,"AngerMtx","Anger","",10,"","","","",""
91,"ArcMtx","Arc","",10,"","","","",""
92,"ArcticArmourMtx","Arctic Armour","",10,"","","","",""
93,"BallLightningMtx","Ball Lightning","",10,"","","","",""
94,"BarrageMtx","Barrage","",10,"","","","",""
95,"BladefallMtx","Bladefall","",10,"","","","",""
96,"BladeflurryMtx","Blade Flurry","",10,"","","","",""
97,"BladeVortexMtx","Blade Vortex","",10,"","","","",""
98,"BlasphemyMtx","Blasphemy","",10,"","","","",""
99,"BlastRainMtx","Blast Rain","",10,"","","","",""
100,"BlinkArrowMtx","Blink Arrow","",10,"","","","",""
101,"BloodRageMtx","Blood Rage","",10,"","","","",""
102,"ClarityMtx","Clarity","",10,"","","","",""
103,"CleaveMtx","Cleave","",10,"","","","",""
104,"ChargedDashMtx","Charged Dash","",10,"","","","",""
105,"ColdSnapMtx","Cold Snap","",10,"","","","",""
106,"ContagionMtx","Contagion","",10,"","","","",""
107,"ConvocationMtx","Convocation","",10,"","","","",""
108,"CremationMtx","Cremation","",10,"","","","",""
109,"CycloneMtx","Cyclone","",10,"","","","",""
110,"DecoyTotemMtx","Decoy Totem","",10,"","","","",""
111,"DesecrateMtx","Desecrate","",10,"","","","",""
112,"DeterminationMtx","Determination","",10,"","","","",""
113,"DevouringTotemMtx","Devouring Totem","",10,"","","","",""
114,"DischargeMtx","Discharged","",10,"","","","",""
115,"DisciplineMtx","Discipline","",10,"","","","",""
116,"DoubleStrikeMtx","Double Strike","",10,"","","","",""
117,"EarthquakeMtx","Earthquake","",10,"","","","",""
118,"ElementalHitMtx","Elemental Hit","",10,"","","","",""
119,"EssenceDrainMtx","Essence Drain","",10,"","","","",""
120,"EtherealKnivesMtx","Ethereal Knives","",10,"","","","",""
121,"FireballMtx","Fireball","",10,"","","","",""
122,"FirestormMtx","Firestorm","",10,"","","","",""
123,"FlameblastMtx","Flameblast","",10,"","","","",""
124,"FlameDashMtx","Flame Dash","",10,"","","","",""
125,"FlameTotemMtx","Holy Flame Totem","",10,"","","","",""
126,"FlickerStrikeMtx","Flicker Strike","",10,"","","","",""
127,"FreezingPulseMtx","Freezing Pulse","",10,"","","","",""
128,"FrostBladesMtx","Frost Blades","",10,"","","","",""
129,"FrostBoltMtx","Frostbolt","",10,"","","","",""
130,"FrostBoltNovaMtx","Vortex","",10,"","","","",""
131,"FrostBombMtx","Frost Bomb","",10,"","","","",""
132,"GlacialCascadeMtx","Glacial Cascade","",10,"","","","",""
133,"GraceMtx","Grace","",10,"","","","",""
134,"GroundSlamMtx","Ground Slam","",10,"","","","",""
135,"HasteMtx","Haste","",10,"","","","",""
136,"HatredMtx","Hatred","",10,"","","","",""
137,"HeraldOfAgonyMtx","Herald of Agony","",10,"","","","",""
138,"HeraldOfAshMtx","Herald of Ash","",10,"","","","",""
139,"HeraldOfIceMtx","Herald of Ice","",10,"","","","",""
140,"HeraldOfLightMtx","Herald of Purity","",10,"","","","",""
141,"HeraldOfThunderMtx","Herald of Thunder","",10,"","","","",""
142,"HexblastMtx","Hexblast","",10,"","","","",""
143,"HolyRelicMtx","Summon Holy Relic","",10,"","","","",""
144,"IceNovaMtx","Ice Nova","",10,"","","","",""
145,"IceSpearMtx","Ice Spear","",10,"","","","",""
146,"IceTrapMtx","Ice Trap","",10,"","","","",""
147,"ImmortalCallMtx","Immortal Call","",10,"","","","",""
148,"IncinerateMtx","Incinerate","",10,"","","","",""
149,"KineticBlastMtx","Kinetic Blast","",10,"","","","",""
150,"LacerateMtx","Lacerate","",10,"","","","",""
151,"LightningSpireMtx","Lightning Spire","",10,"","","","",""
152,"LightningWarpMtx","Lightning Warp","",10,"","","","",""
153,"LeapSlamMtx","Leap Slam","",10,"","","","",""
154,"LightningArrowMtx","Lightning Arrow","",10,"","","","",""
155,"MagmaOrbMtx","Rolling Magma","",10,"","","","",""
156,"MirageArcherMtx","Mirage Archer","",10,"","","","",""
157,"MirrorArrowMtx","Mirror Arrow","",10,"","","","",""
158,"MoltenShellMtx","Molten Shell","",10,"","","","",""
159,"MoltenStrikeMtx","Molten Strike","",10,"","","","",""
160,"OrbOfStormsMtx","Orb of Storms","",10,"","","","",""
161,"PhaseRunMtx","Phase Run","",10,"","","","",""
162,"CausticArrowMtx","Caustic Arrow","",10,"","","","",""
163,"PurityMtx","Purity","",10,"","","","",""
164,"PurityofFireMtx","Purity of Fire","",10,"","","","",""
165,"PurityofIceMtx","Purity of Ice","",10,"","","","",""
166,"PurityofLightningMtx","Purity of Lightning","",10,"","","","",""
167,"RainOfArrowsMtx","Rain of Arrows","",10,"","","","",""
168,"RaiseSpectreMtx","Raise Spectre","",10,"","","","",""
169,"RaiseZombieMtx","Raise Zombie","",10,"","","","",""
170,"ReaveMtx","Reave","",10,"","","","",""
171,"RejuvenationTotemMtx","Rejuvenation Totem","",10,"","","","",""
172,"RighteousFireMtx","Righteous Fire","",10,"","","","",""
173,"ScorchingRayMtx","Scorching Ray","",10,"","","","",""
174,"ScourgeArrowMtx","Scourge Arrow","",10,"","","","",""
175,"SearingBondMtx","Searing Bond","",10,"","","","",""
176,"ShieldChargeMtx","Shield Charge","",10,"","","","",""
177,"ShockNovaMtx","Shock Nova","",10,"","","","",""
178,"ShockwaveTotemMtx","Shockwave Totem","",10,"","","","",""
179,"SiegeBallistaMtx","Siege Ballista","",10,"","","","",""
180,"SparkMtx","Spark","",10,"","","","",""
181,"SpectralShieldThrowMtx","Spectral Shield Throw","",10,"","","","",""
182,"SplitArrowMtx","Split Arrow","",10,"","","","",""
183,"StormCallMtx","Storm Call","",10,"","","","",""
184,"SummonChaosGolemMtx","Summon Chaos Golem","",10,"","","","",""
185,"SummonFlameGolemMtx","Summon Flame Golem","",10,"","","","",""
186,"SummonIceGolemMtx","Summon Ice Golem","",10,"","","","",""
187,"SummonLightningGolemMtx","Summon Lightning Golem","",10,"","","","",""
188,"SummonRagingSpiritMtx","Summon Raging Spirit","",10,"","","","",""
189,"SummonStoneGolemMtx","Summon Stone Golem","",10,"","","","",""
190,"SummonSkeletonsMtx","Summon Skeletons","",10,"","","","",""
191,"SunderMtx","Sunder","",10,"","","","",""
192,"TempestShieldMtx","Tempest Shield","",10,"","","","",""
193,"ThrownWeaponMtx","Spectral Throw","",10,"","","","",""
194,"TornadoShotMtx","Tornado Shot","",10,"","","","",""
195,"ToxicRainMtx","Toxic Rain","",10,"","","","",""
196,"VaalAncestralWarchiefMtx","Vaal Ancestral Warchief","",10,"","","","",""
197,"VaalAnimateWeaponMtx","Vaal Animate Weapon","",10,"","","","",""
198,"VaalArcMtx","Vaal Arc","",10,"","","","",""
199,"VaalArcticArmourMtx","Vaal Arctic Armour","",10,"","","","",""
200,"VaalBladeVortexMtx","Vaal Blade Vortex","",10,"","","","",""
201,"VaalClarityMtx","Vaal Clarity","",10,"","","","",""
202,"VaalColdSnapMtx","Vaal Cold Snap","",10,"","","","",""
203,"VaalCycloneMtx","Vaal Cyclone","",10,"","","","",""
204,"VaalDisciplineMtx","Vaal Discipline","",10,"","","","",""
205,"VaalDominationMtx","Vaal Domination","",10,"","","","",""
206,"VaalDoubleStrikeMtx","Vaal Double Strike","",10,"","","","",""
207,"VaalEarthquakeMtx","Vaal Earthquake","",10,"","","","",""
208,"VaalFireballMtx","Vaal Fireball","",10,"","","","",""
209,"VaalFirestormMtx","Vaal Firestorm","",10,"","","","",""
210,"VaalFlameblastMtx","Vaal Flameblast","",10,"","","","",""
211,"VaalGraceMtx","Vaal Grace","",10,"","","","",""
212,"VaalGroundSlamMtx","Vaal Ground Slam","",10,"","","","",""
213,"VaalHasteMtx","Vaal Haste","",10,"","","","",""
214,"VaalIceNovaMtx","Vaal Ice Nova","",10,"","","","",""
215,"VaalIceShotMtx","Vaal Ice Shot","",10,"","","","",""
216,"VaalImmortalCall","Vaal Immortal Call","",10,"","","","",""
217,"VaalLightningArrowMtx","Vaal Lightning Arrow","",10,"","","","",""
218,"VaalLightningWarpMtx","Vaal Lightning Warp","",10,"","","","",""
219,"VaalMoltenShellMtx","Vaal Molten Shell","",10,"","","","",""
220,"VaalMoltenStrikeMtx","Vaal Molten Strike","",10,"","","","",""
221,"VaalPurityOfFireMtx","Vaal Impurity of Fire","",10,"","","","",""
