"rownum","Mod","Name","Visual","TextStyles","bool","bool","bool"
0,3356,"Extra Fire Damage","",[],"","",1
1,3357,"Extra Cold Damage","",[],"","",1
2,3358,"Extra Lightning Damage","",[],"","",1
3,3359,"Hasted","",[],"","",1
4,3360,"Extra Crits","",[],"","",1
5,3361,"Stuns","",[],"","",1
6,3362,"Armoured","",[],"","",1
7,3363,"Evasive","",[],"","",1
8,3364,"Extra Energy Shield","",[],"","",1
9,3365,"Always Poisons","",[],"","",1
10,3366,"Always Bleeds","",[],"","",1
11,3367,"Periodically unleashes Fire",72,[],"","",""
12,3368,"Burning Ground on Death","",[],"","",""
13,3369,"Periodically unleashes Ice",74,[],"","",""
14,3370,"Chilled Ground on Death","",[],"","",""
15,3371,"Periodically unleashes Lightning",73,[],"","",""
16,3372,"Shocked Ground on Death","",[],"","",""
17,3373,"Increased Stun Threshold","",[],"","",1
18,3374,"Stun Resistant","",[],"","",1
19,3375,"Fire Resistant","",[],"","",1
20,3376,"Cold Resistant","",[],"","",1
21,3377,"Lightning Resistant","",[],"","",1
22,3378,"Breaks Armour","",[],"","",1
23,3379,"Accurate","",[],"","",1
24,3380,"Extra Chaos Damage","",[],"","",1
25,3381,"Regenerates Life","",[],"","",1
26,3382,"Additional Projectiles","",[],"","",1
27,3383,"Increased Area of Effect","",[],"","",1
28,3384,"All Damage Ignites","",[],"","",1
29,3385,"All Damage Chills","",[],"","",1
30,3386,"All Damage Shocks","",[],"","",1
31,3387,"Trail of Fire",75,[],"","",""
32,3388,"Trail of Ice",76,[],"","",""
33,3389,"Trail of Lightning",77,[],"","",""
34,3390,"Slow Resistant","",[],"","",1
35,3396,"Crit Resistant","",[],"","",1
36,3391,"Chaos Resistant","",[],"","",1
37,3398,"Periodic Fire Explosions",68,[],"","",""
38,3399,"Periodic Cold Explosions",69,[],"","",""
39,3400,"Periodic Lightning Explosions",70,[],"","",""
40,3401,"Fire Explosion on Death","",[],"","",1
41,3402,"Cold Explosion on Death","",[],"","",1
42,3403,"Lighting Explosion on Death","",[],"","",1
43,3404,"Powerful Minions",65,[],"","",""
44,3405,"Empowered",66,[],"","",""
45,3406,"Extra Physical Damage Aura","",[],"","",""
46,3407,"Haste Aura","",[],"","",""
47,3408,"Energy Shield Aura","",[],"","",""
48,3409,"Elemental Resistance Aura","",[],"","",""
49,3410,"Temporal Bubble","",[],"","",""
50,3411,"Hinder Aura","",[],"","",""
51,3412,"Prevents Recovery Above 50%","",[],"","",""
52,3413,"Periodic Invulnerability Aura",71,[],"","",""
53,3414,"Siphons Mana and Deals Lightning Damage",67,[],"","",""
54,3415,"Heals Allies and Suppresses Foe Recovery",78,[],"","",""
55,3416,"Siphons Flask Charges",79,[],"","",""
56,3417,"Revives Minions",80,[],"","",""
57,3419,"Damage Taken From Minions First",81,[],"","",""
58,3420,"",82,[],"","",1
59,3421,"Shroud Walker",83,[],"","",1
60,3422,"Periodically Enrages",27,[],"","",""
61,3423,"Explodes Nearby Corpses",84,[],"","",""
62,3424,"Lightning Mirages When Hit","",[],"","",""
63,3425,"Magma Barrier",85,[],"","",""
64,3426,"Fires Mortars",86,[],"","",""
65,3427,"Conjures Ice Prisons",87,[],"","",""
66,3428,"Conjures Flamewalls",88,[],"","",""
67,3429,"Conjures Lightning Storms",89,[],"","",""
68,3430,"Volatile Crystals",90,[],"","",""
69,3431,"Volatile Plants",91,[],"","",""
70,3432,"Volatile Crag","",[],"","",""
71,3433,"Proximal Tangibility","",[],"","",1
72,3434,"Bombardier","",[],"","",""
73,3435,"Soul Eater","",[],"","",""
