"rownum","Monster","Spectre","[rid]"
0,1705,1706,[]
1,1707,1708,[]
2,1709,1710,[]
3,1711,1712,[]
4,1716,1717,[]
5,1718,1719,[]
6,1720,1721,[]
7,1780,1781,[]
8,1782,1783,[]
9,1784,1785,[]
10,1786,1787,[]
11,1788,1789,[]
12,1790,1791,[]
13,1792,1793,[]
14,1794,1795,[]
15,1796,1797,[]
16,3952,3954,[]
17,3955,3956,[]
18,3957,3958,[]
19,3959,3961,[]
20,1752,1753,[]
21,1754,1755,[]
22,1756,1757,[]
23,1840,1841,[]
24,1842,1843,[]
25,1844,1845,[]
26,287,288,[]
27,290,291,[]
28,292,293,[]
29,315,316,[]
30,317,318,[]
31,323,324,[]
32,325,326,[]
33,327,328,[]
34,335,336,[]
35,337,336,[]
36,338,336,[]
37,339,336,[]
38,941,943,[]
39,1655,1656,[]
40,1657,1658,[]
41,1659,1660,[]
42,1661,1662,[]
43,1663,1664,[]
44,1665,1666,[]
45,1667,1668,[]
46,1669,1670,[]
47,3149,3151,[]
48,3154,3156,[]
49,3167,3169,[]
50,3157,3162,[]
51,3161,3162,[]
52,3174,3175,[]
53,3170,3175,[]
54,6006,6008,[]
55,6012,6016,[]
56,6013,6016,[]
57,6017,6020,[]
58,6018,6020,[]
59,6021,6022,[]
60,6024,6025,[]
61,6026,6027,[]
62,6028,6029,[]
63,6031,6032,[]
64,6036,6037,[]
65,6039,6040,[]
66,6681,6016,[]
67,6683,6016,[]
68,6685,6016,[]
69,6687,6016,[]
70,6689,6016,[]
71,6682,6020,[]
72,6684,6020,[]
73,6686,6020,[]
74,6688,6020,[]
75,6690,6020,[]
76,6691,6022,[]
77,6692,6027,[]
78,6693,6040,[]
79,6695,6025,[]
80,6696,6697,[]
81,6699,6697,[]
82,6701,6702,[]
83,6703,6702,[]
84,6704,6705,[]
85,6706,6705,[]
86,6724,6725,[]
87,6729,6730,[]
88,6733,6730,[]
89,6731,6732,[]
90,6734,6732,[]
91,6735,6736,[]
92,6737,6736,[]
93,6741,6742,[]
94,6743,6742,[]
95,6746,6747,[]
96,6750,6747,[]
97,6748,6749,[]
98,6751,6749,[]
99,6755,6756,[]
100,6759,6756,[]
101,6757,6758,[]
102,6760,6758,[]
103,6764,6765,[]
104,6768,6765,[]
105,6766,6767,[]
106,6769,6767,[]
107,6771,6772,[]
108,6775,6772,[]
109,6777,6772,[]
110,6773,6774,[]
111,6776,6774,[]
112,6782,6774,[]
113,6778,6779,[]
114,6780,6781,[]
115,6783,657,[]
116,6784,3984,[]
117,6785,3997,[]
118,6786,4007,[]
119,6789,5812,[]
120,6790,5813,[]
121,6791,439,[]
122,6792,439,[]
123,6793,439,[]
124,6794,439,[]
125,6795,439,[]
126,6796,6800,[]
127,6797,6800,[]
128,6798,6800,[]
129,6799,6800,[]
130,6801,6803,[]
131,6805,124,[]
132,6810,4066,[]
133,6812,6029,[]
134,6815,6032,[]
135,6816,120,[]
136,6817,951,[]
137,6818,1552,[]
138,6821,3097,[]
139,6842,6475,[]
140,6844,6477,[]
141,6846,6479,[]
142,6848,6481,[]
143,6850,6483,[]
144,6851,6487,[]
145,6852,6489,[]
146,6853,6493,[]
147,6854,6495,[]
148,6855,6499,[]
149,6856,6501,[]
150,6857,6505,[]
151,6858,6507,[]
152,6860,6509,[]
153,6862,6511,[]
154,6864,6513,[]
155,6866,6620,[]
156,6867,6625,[]
157,6868,6630,[]
158,6869,6635,[]
159,6870,6640,[]
160,6871,6644,[]
161,6872,6649,[]
162,6879,391,[]
163,6883,6884,[]
164,6885,6886,[]
165,6903,6906,[]
166,6904,6906,[]
167,6905,6906,[]
168,6907,6910,[]
169,6908,6910,[]
170,6909,6910,[]
171,6911,6914,[]
172,6912,6914,[]
173,6913,6914,[]
174,6915,6918,[]
175,6916,6918,[]
176,6917,6918,[]
177,6919,6922,[]
178,6920,6922,[]
179,6921,6922,[]
180,6923,6926,[]
181,6924,6926,[]
182,6925,6926,[]
183,6963,6964,[]
184,7034,7039,[]
185,7035,7039,[]
186,7036,7039,[]
187,7037,7039,[]
188,7038,7039,[]
189,7040,7042,[]
190,7041,7042,[]
191,7047,7059,[]
192,7048,7059,[]
193,7049,7059,[]
194,7050,7059,[]
195,7051,7059,[]
196,7052,7059,[]
197,7053,7059,[]
198,7054,7059,[]
199,7055,7059,[]
200,7056,7059,[]
201,7057,7059,[]
202,7058,7059,[]
203,7060,7071,[]
204,7061,7071,[]
205,7062,7071,[]
206,7063,7071,[]
207,7064,7071,[]
208,7065,7071,[]
209,7066,7071,[]
210,7067,7071,[]
211,7068,7071,[]
212,7069,7071,[]
213,7070,7071,[]
214,7073,7074,[]
215,7080,7081,[]
216,7082,7083,[]
217,7084,7085,[]
218,7086,7088,[]
219,7095,7097,[]
220,7098,7100,[]
221,7102,7103,[]
222,7104,7105,[]
223,7124,7126,[]
224,7125,7126,[]
225,7136,7126,[]
226,7127,7129,[]
227,7128,7129,[]
228,7130,7132,[]
229,7131,7132,[]
230,7133,7135,[]
231,7134,7135,[]
232,7167,7169,[]
233,7168,7169,[]
234,7170,7171,[]
235,7172,7173,[]
236,7174,7175,[]
237,7269,7175,[]
238,7176,7177,[]
239,7270,7177,[]
240,7178,7179,[]
241,7271,7179,[]
242,7180,7181,[]
243,7272,7181,[]
244,7182,7183,[]
245,7184,7185,[]
246,7186,7187,[]
247,7273,7187,[]
248,7188,7189,[]
249,7262,7189,[]
250,7190,7191,[]
251,7263,7191,[]
252,7192,7193,[]
253,7264,7193,[]
254,7194,7196,[]
255,7195,7196,[]
256,7197,7199,[]
257,7198,7199,[]
258,7200,7201,[]
259,7265,7201,[]
260,7202,7203,[]
261,7266,7203,[]
262,7204,7205,[]
263,7267,7205,[]
