"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","string","i32","bool","i32"
0,1,"[198,199,200]",[],4,0,0,0,0,1,0,7,"","",2,"",0
1,2,[215],[],5,0,22,0,0,1,0,7,"","",2,"",0
2,3,[214],[],4,0,0,0,0,1,0,7,"","",2,"",0
3,4,[217],[],5,0,0,0,0,1,0,7,"","",2,"",0
4,5,[218],[],5,0,0,0,0,1,0,7,"","",2,"",0
5,6,[219],[],5,0,0,0,0,1,0,7,"","",2,"",0
6,7,[220],[],5,0,0,0,0,1,0,7,"","",2,"",0
7,8,[221],[],5,0,0,0,0,1,0,7,"","",2,"",0
8,9,[224],[],5,0,0,0,0,1,0,2,"","",2,"",0
9,10,[229],[],5,0,20,0,0,1,0,7,"","",2,"",0
10,11,"[232,233,234,235]",[],5,0,22,0,0,1,0,7,"","boss_geyser",2,1,0
11,12,[238],[],5,0,22,0,0,1,0,7,"","",2,"",0
12,13,"[239,240,241,242]",[],5,0,8,0,0,1,0,7,"","",2,"",0
13,14,[246],[],5,0,0,0,0,1,0,2,"","",2,"",0
14,15,[247],[],5,0,0,0,0,5,3,7,"","",2,"",0
15,16,[267],[],4,0,0,0,-90,1,0,4,"","",2,"",0
16,17,[267],[],4,0,0,0,90,1,0,4,"","",2,"",0
17,18,[268],[],5,0,22,0,0,1,0,7,"","",2,"",0
18,19,"[269,270,271]",[],4,0,0,0,0,1,0,7,"","",2,"",0
19,21,[273],[],4,4,5,0,0,1,0,7,"","",2,"",0
20,22,[286],[],4,0,0,0,0,1,0,7,"","",2,"",0
21,23,[287],[],4,0,0,0,0,2,20,2,"","",2,"",0
22,24,[289],[],4,0,0,0,-90,1,0,4,"","",2,"",0
23,25,[291],[],4,0,0,0,0,1,0,2,"","",2,"",0
24,26,[290],[],4,0,0,0,-90,1,0,4,"","",2,"",0
25,27,[295],[],4,0,0,0,0,1,0,4,"","",2,"",0
26,28,[296],[],4,0,0,0,0,2,0,4,"","",2,"",0
27,29,"[327,328,329,330,331]",[],4,0,0,0,0,1,0,7,"","",2,"",0
28,30,[335],[],4,0,0,0,0,1,0,7,"","",2,"",0
29,31,[338],[],5,0,22,0,0,1,0,7,"","",2,"",0
30,32,[340],[],4,0,0,0,0,1,0,7,"","",2,"",0
31,33,[341],[],4,0,0,0,0,1,0,7,"","",2,"",0
32,34,[347],[],4,0,0,0,0,1,0,7,"","",2,"",0
33,35,[348],[],4,0,0,0,0,1,0,2,"","",2,"",0
34,36,[349],[],4,0,0,0,0,1,0,2,"","",2,"",0
35,37,[350],[],4,0,0,0,0,1,0,2,"","",2,"",0
36,38,[352],[],4,0,0,0,0,1,0,2,"","",2,"",0
37,39,[355],[],3,0,0,0,0,1,0,2,"","",2,"",0
38,40,[365],[],4,0,0,0,0,2,10,4,"","",2,"",0
39,41,[369],[],5,0,0,0,0,1,0,7,"","",2,"",0
40,42,[371],[],5,0,22,0,0,1,0,7,"","",2,"",0
41,43,[372],[],5,0,0,0,0,1,0,7,"","",2,"",0
42,44,[374],[],4,0,0,0,0,1,0,7,"","",2,"",0
43,45,[381],[],4,0,0,0,0,1,0,7,"","",2,"",0
44,46,[382],[],4,0,0,0,0,1,0,7,"","",2,"",0
45,47,[383],[],4,0,0,0,0,1,0,7,"","",2,"",0
46,48,[381],[],4,0,15,0,0,1,0,7,"","",2,"",0
47,49,[382],[],4,0,15,0,0,1,0,7,"","",2,"",0
48,50,[383],[],4,0,15,0,0,1,0,7,"","",2,"",0
