"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey","row"
0,"ProxyKey168",1,1,80,2660,34
1,"ProxyKey170",1,1,20,2697,34
2,"ProxyKey942",2,1,8,2700,34
3,"ProxyKey943",2,1,40,2697,34
4,"ProxyKey3336",2,1,40,2660,34
5,"ProxyKey3333",2,1,8,2665,34
6,"ProxyKey3340",2,1,4,2723,34
7,"ProxyKey1025",3,1,20,2700,34
8,"ProxyKey1026",3,1,20,2665,34
9,"ProxyKey1027",3,1,30,2660,34
10,"ProxyKey1028",3,1,30,2697,34
11,"ProxyKey177",4,1,60,432,34
12,"ProxyKey338",0,1,50,2665,34
13,"ProxyKey341",0,1,50,2700,34
14,"ProxyKey58",5,1,85,416,34
15,"ProxyKey165",5,1,15,424,34
16,"ProxyKey166",6,1,100,416,34
17,"ProxyKey1503",7,1,25,6031,34
18,"4265",7,1,25,6028,34
19,"4266",7,1,25,6029,34
20,"4267",7,1,25,6030,34
21,"ProxyKey452",8,1,50,2697,34
22,"ProxyKey394",8,1,50,2660,34
23,"ProxyKey259",9,1,45,2697,34
24,"ProxyKey254",9,1,45,2660,34
25,"ProxyKey3346",9,1,10,2723,34
26,"ProxyKey662",11,1,100,532,34
27,"ProxyKey660",12,1,50,649,34
28,"ProxyKey661",12,1,50,539,34
29,"ProxyKey658",13,1,50,649,34
30,"ProxyKey659",13,1,50,623,34
31,"ProxyKey3343",14,1,100,677,34
32,"ProxyKey1",15,1,25,267,34
33,"ProxyKey2",15,1,75,229,34
34,"ProxyKey21",16,1,100,313,34
35,"ProxyKey104",17,"",12,908,34
36,"ProxyKey151",18,"",12,908,34
37,"ProxyKey1489",19,"",1,3453,34
38,"ProxyKey1490",19,"",1,3454,34
39,"ProxyKey212",20,1,30,105,34
40,"ProxyKey264",20,1,70,954,34
41,"ProxyKey4",21,1,100,370,34
42,"ProxyKey218",22,1,70,57,34
43,"ProxyKey220",22,1,30,6,34
44,"ProxyKey63",23,1,100,57,34
45,"ProxyKey64",24,1,100,118,34
46,"ProxyKey66",25,1,100,54,34
47,"ProxyKey231",26,1,33,614,34
48,"ProxyKey232",26,1,33,586,34
49,"ProxyKey233",26,1,34,631,34
50,"ProxyKey223",27,1,40,951,34
51,"ProxyKey1401",27,1,60,955,34
52,"ProxyKey45",28,1,40,638,34
53,"ProxyKey100",28,1,60,777,34
54,"ProxyKey235",32,1,100,873,34
55,"ProxyKey49",30,1,30,51,34
56,"ProxyKey9",30,1,70,58,34
57,"ProxyKey1500",31,1,100,873,34
58,"ProxyKey236",29,1,20,3,34
59,"ProxyKey237",29,1,30,11,34
60,"ProxyKey238",29,1,50,52,34
61,"ProxyKey1501",33,1,50,11,34
62,"ProxyKey1502",33,1,50,52,34
63,"ProxyKey3",34,1,100,944,34
64,"ProxyKey496",35,1,100,1342,34
65,"ProxyKey242",36,1,30,279,34
66,"ProxyKey246",36,1,35,795,34
67,"ProxyKey916",36,1,35,791,34
68,"ProxyKey130",37,1,100,59,34
69,"ProxyKey229",38,1,33,1177,34
70,"ProxyKey1405",38,1,33,1180,34
71,"ProxyKey1406",38,1,34,1183,34
72,"ProxyKeyX486",39,1,100,1339,34
73,"ProxyKeyX619",40,"",2,1566,34
74,"ProxyKeyX599",41,1,100,1318,34
75,"ProxyKeyX583",44,1,100,1502,34
76,"ProxyKeyX57",45,1,100,1502,34
77,"ProxyKeyX548",46,1,100,1894,34
78,"ProxyKeyX596",47,1,100,1894,34
79,"ProxyKeyX525",48,1,100,1502,34
80,"ProxyKeyX597",49,1,100,1557,34
81,"ProxyKey1494",50,1,100,1457,34
82,"ProxyKeyX646",51,1,100,1321,34
83,"ProxyKeyX524",52,1,100,1315,34
84,"ProxyKeyX581",53,1,75,1406,34
85,"ProxyKeyX201",53,1,25,1436,34
86,"ProxyKey20",54,1,100,1632,34
87,"ProxyKey388_",55,"",3,1921,34
88,"ProxyKey458_",55,"",4,1993,34
89,"ProxyKey178",56,1,20,1971,34
90,"ProxyKey180",56,1,80,1975,34
91,"ProxyKey181",57,1,100,1468,34
92,"ProxyKey211",58,"",3,1306,34
93,"ProxyKey222",59,"",1,1429,34
94,"ProxyKey216",59,"",1,1447,34
95,"ProxyKey228",59,"",5,1384,34
96,"ProxyKey8",60,1,100,3822,34
97,"ProxyKey25",61,1,100,3822,34
98,"ProxyKey14",63,1,100,3899,34
99,"ProxyKey15",64,1,100,3908,34
100,"ProxyKey16",65,1,100,3908,34
101,"ProxyKey17",66,1,100,3908,34
102,"ProxyKey7",62,1,50,4030,34
103,"ProxyKey6",62,"",1,4042,34
104,"ProxyKey27",67,"",1,4037,34
105,"ProxyKey28",68,"",1,4050,34
106,"ProxyKey29",69,"",1,4050,34
107,"ProxyKey30",69,"",2,4053,34
108,"ProxyKey702",76,1,100,3763,34
109,"ProxyKey1285",77,1,100,1103,34
110,"ProxyKey1300",78,1,100,932,34
111,"ProxyKey2533",80,1,30,1201,34
112,"ProxyKey2534",80,1,30,1203,34
113,"ProxyKey2535",80,1,40,1205,34
114,"ProxyKey7800",81,1,100,3763,34
115,"ProxyKey11055",82,"",3,5621,34
116,"ProxyKey11066",82,"",2,5623,34
117,"ProxyKey1109",82,"",3,5625,34
118,"ProxyKey1110",87,1,25,699,34
119,"ProxyKey1111",87,1,25,701,34
120,"ProxyKey2341",87,1,25,705,34
121,"ProxyKey2342",87,1,25,707,34
122,"ProxyKey2347",88,"",1,1499,34
123,"ProxyKey2348",88,"",1,1496,34
124,"ProxyKey2349",88,1,100,1502,34
125,"ProxyKey2352",89,1,100,1850,34
126,"ProxyKey2353",89,"",2,1854,34
127,"ProxyKey486",102,"",1,1429,34
128,"ProxyKey488",102,"",1,1447,34
129,"ProxyKey489",102,"",3,1384,34
130,"ProxyKey499",103,"",1,1429,34
131,"ProxyKey500",103,"",1,1447,34
132,"ProxyKey501",103,"",6,1383,34
133,"ProxyKey495",104,"",3,1306,34
134,"ProxyKey194",107,1,40,4,34
135,"ProxyKey195",107,1,40,59,34
136,"ProxyKey5001",107,1,20,60,34
137,"ProxyKey198",108,1,20,6,34
138,"ProxyKey241",108,1,60,55,34
139,"ProxyKey1784",108,1,20,7,34
140,"ProxyKey244",109,1,20,9,34
141,"ProxyKey312",109,1,60,51,34
142,"ProxyKey1783",109,1,20,7,34
143,"ProxyKey245",110,1,30,10,34
144,"ProxyKey196",110,1,20,58,34
145,"ProxyKey987",110,1,50,50,34
146,"ProxyKey288",111,1,30,4,34
147,"ProxyKey295",111,1,30,52,34
148,"ProxyKey289",111,1,40,43,34
149,"ProxyKey2183",112,1,50,85,34
150,"ProxyKey2184",112,1,50,89,34
151,"ProxyKey2185",113,1,50,85,34
152,"ProxyKey2186",113,1,50,80,34
153,"ProxyKey2187",114,1,50,89,34
154,"ProxyKey2188",114,1,50,80,34
155,"ProxyKey982",303,1,40,50,34
156,"ProxyKey983",303,1,30,10,34
157,"ProxyKey984",303,1,30,9,34
158,"ProxyKey985",304,1,40,52,34
159,"ProxyKey986",304,1,40,6,34
160,"ProxyKey1786",304,1,20,60,34
161,"ProxyKey296",115,1,70,105,34
162,"ProxyKey2355",115,1,30,137,34
163,"ProxyKey297",116,1,100,118,34
164,"ProxyKey298",117,1,30,119,34
165,"ProxyKey299",117,1,70,954,34
166,"ProxyKey300",118,1,30,120,34
167,"ProxyKey301",118,1,70,955,34
168,"ProxyKey302",119,1,30,121,34
169,"ProxyKey303",119,1,70,339,34
170,"ProxyKey2190",120,1,80,106,34
171,"ProxyKey2191",120,1,20,107,34
172,"ProxyKey304",121,1,30,136,34
173,"ProxyKey306",121,1,30,344,34
174,"ProxyKey308",121,1,40,342,34
175,"ProxyKey182",122,1,100,122,34
176,"ProxyKey309",123,1,70,274,34
177,"ProxyKey310",123,1,30,278,34
178,"ProxyKey311",124,1,60,170,34
179,"ProxyKey317",124,1,40,177,34
180,"ProxyKey318",125,1,80,155,34
181,"ProxyKey1802",125,"",1,157,34
182,"ProxyKey1787",125,1,20,163,34
183,"ProxyKey323",126,1,60,173,34
184,"ProxyKey325",126,1,40,180,34
185,"ProxyKey1803",126,"",1,157,34
186,"ProxyKey2644",127,1,50,155,34
187,"ProxyKey2645",127,1,50,193,34
188,"ProxyKey326",128,1,80,215,34
189,"ProxyKey328",128,1,10,256,34
190,"ProxyKey1788",128,1,10,266,34
191,"ProxyKey329",129,1,60,232,34
192,"ProxyKey331",129,1,20,267,34
193,"ProxyKey1805",129,1,20,268,34
194,"ProxyKey258",130,1,25,256,34
195,"ProxyKey260",130,1,25,267,34
196,"ProxyKey1792",130,1,25,215,34
197,"ProxyKey1793",130,1,25,232,34
198,"ProxyKey262",131,1,100,215,34
199,"ProxyKey282",132,1,100,232,34
200,"ProxyKey2192",133,1,70,230,34
201,"ProxyKey2193",133,1,30,269,34
202,"ProxyKey2450",134,1,80,271,34
203,"ProxyKey2451",134,1,20,272,34
204,"ProxyKey335",135,1,100,317,34
205,"ProxyKey336",136,1,100,313,34
206,"ProxyKey2194",137,1,80,321,34
207,"ProxyKey2195",137,1,20,323,34
208,"ProxyKey2196",138,1,80,325,34
209,"ProxyKey2197",138,1,20,327,34
210,"ProxyKey337",139,1,50,313,34
211,"ProxyKey990",139,1,50,317,34
212,"ProxyKey343",140,1,10,342,34
213,"ProxyKey1811",140,1,90,343,34
214,"ProxyKey344",141,1,60,339,34
215,"ProxyKey346",141,1,40,344,34
216,"ProxyKey347",142,1,60,364,34
217,"ProxyKey348",142,1,40,366,34
218,"ProxyKey353",143,"",1,352,34
219,"ProxyKey354",143,1,100,339,34
220,"ProxyKey355",144,"",1,356,34
221,"ProxyKey356",144,1,100,342,34
222,"ProxyKey2198",145,"",1,361,34
223,"ProxyKey2199",145,"",1,362,34
224,"ProxyKey2200",145,1,80,350,34
225,"ProxyKey2201",145,1,20,351,34
226,"ProxyKey357",146,1,100,369,34
227,"ProxyKey358",147,1,80,378,34
228,"ProxyKey1804",147,1,20,380,34
229,"ProxyKey359",148,1,100,370,34
230,"ProxyKey360",149,1,100,373,34
231,"ProxyKey361",150,"",1,1573,34
232,"ProxyKey362",150,1,100,755,34
233,"ProxyKey363",151,"",1,405,34
234,"ProxyKey364",151,1,100,638,34
235,"ProxyKey365",152,"",1,400,34
236,"ProxyKey367",152,1,50,649,34
237,"ProxyKey918",152,1,50,653,34
238,"ProxyKey366",153,"",1,405,34
239,"ProxyKey368",153,1,100,775,34
240,"ProxyKey283",154,"",1,394,34
241,"ProxyKey284",154,1,100,1225,34
242,"ProxyKey24ax",155,"",1,403,34
243,"ProxyKey463",155,1,100,432,34
244,"ProxyKey464",156,"",1,1579,34
245,"ProxyKey468",156,1,70,744,34
246,"ProxyKey695",156,1,30,593,34
247,"ProxyKey369",157,1,50,416,34
248,"ProxyKey373",157,1,50,424,34
249,"ProxyKey375",158,1,70,416,34
250,"ProxyKey376",158,1,10,1142,34
251,"ProxyKey1413",158,1,10,1144,34
252,"ProxyKey1414",158,1,10,1146,34
253,"ProxyKey1750",159,1,50,416,34
254,"ProxyKey1751",159,1,50,424,34
255,"ProxyKey1160",160,1,100,432,34
256,"ProxyKey371",161,1,30,432,34
257,"ProxyKey372",161,1,23,1142,34
258,"ProxyKey1437",161,1,23,1144,34
259,"ProxyKey1438",161,1,24,1146,34
260,"ProxyKey374",162,1,100,425,34
261,"ProxyKey470",163,1,100,432,34
262,"ProxyKey2202",164,1,80,444,34
263,"ProxyKey2203",164,1,20,445,34
264,"ProxyKey377",165,1,50,446,34
265,"ProxyKey378",165,1,50,452,34
266,"ProxyKey379",166,1,30,453,34
267,"ProxyKey380",166,1,30,461,34
268,"ProxyKey381",166,1,40,465,34
269,"ProxyKey382",167,1,100,472,34
