"rownum","Id","[rid]","i32","i32","rid"
0,"anger_aura_end",[829],3,2,""
1,"hatred_aura_end",[830],3,2,""
2,"hatred_aura_end",[1460],3,3,""
3,"wrath_aura_end",[828],3,2,""
4,"haste_aura_end",[799],3,2,""
5,"steelskin_block",[3077],1,0,""
6,"steelskin_block",[5097],1,1,""
7,"steelskin_block",[3078],1,2,""
8,"cremation_explosion",[1651],1,0,""
9,"cremation_explosion",[1651],1,1,""
10,"cremation_explosion",[1802],1,2,""
11,"cremation_explosion",[1827],1,3,""
12,"cremation_explosion",[1654],1,4,""
13,"cremation_explosion",[5315],1,5,""
14,"cremation_explosion",[5468],1,6,""
15,"cremation_explosion",[5490],1,7,""
16,"cremation_explosion",[7155],1,8,""
17,"cremation_geyser",[1652],3,0,""
18,"cremation_geyser",[1652],3,1,""
19,"cremation_geyser",[1803],3,2,""
20,"cremation_geyser",[1828],3,3,""
21,"cremation_geyser",[1655],3,4,""
22,"cremation_geyser",[5314],3,5,""
23,"cremation_geyser",[5467],3,6,""
24,"cremation_geyser",[5489],3,7,""
25,"cremation_geyser",[7156],3,8,""
26,"cremation_impact",[1650],1,0,""
27,"cremation_impact",[1650],1,1,""
28,"cremation_impact",[1801],1,2,""
29,"cremation_impact",[1826],1,3,""
30,"cremation_impact",[1653],1,4,""
31,"cremation_impact",[5313],1,5,""
32,"cremation_impact",[5466],1,6,""
33,"cremation_impact",[5488],1,7,""
34,"cremation_impact",[7157],1,8,""
35,"consecrated_path_slam",[2202],1,0,""
36,"consecrated_path_slam",[2538],1,1,""
37,"consecrated_path_slam",[4454],1,2,""
38,"consecrated_path_slam",[4460],1,3,""
39,"consecrated_path_slam",[6788],1,4,""
40,"consecrated_path_teleport",[2203],1,0,""
41,"consecrated_path_teleport",[2539],1,1,""
42,"consecrated_path_teleport",[4455],1,2,""
43,"consecrated_path_teleport",[4461],1,3,""
44,"consecrated_path_teleport",[6789],1,4,""
45,"consecrated_path_range",[2204],1,0,""
46,"consecrated_path_range",[2540],1,1,""
47,"consecrated_path_range",[4456],1,2,""
48,"consecrated_path_range",[4462],1,3,""
49,"consecrated_path_range",[6790],1,4,""
50,"consecrated_path_slam_ancestral",[4146],1,0,11885
51,"consecrated_path_slam_ancestral",[4457],1,2,11885
52,"consecrated_path_slam_ancestral",[4463],1,3,11885
53,"consecrated_path_teleport_ancestral",[4147],1,0,11885
54,"consecrated_path_teleport_ancestral",[4458],1,2,11885
55,"consecrated_path_teleport_ancestral",[4464],1,3,11885
56,"consecrated_path_range_ancestral",[4148],1,0,11885
57,"consecrated_path_range_ancestral",[4459],1,2,11885
58,"consecrated_path_range_ancestral",[4465],1,3,11885
59,"divine_cry",[5510],1,0,""
60,"divine_cry",[5957],1,2,""
61,"divine_cry",[4404],1,3,""
62,"absolution_blast",[5544],1,0,""
63,"absolution_blast",[5546],1,1,""
64,"absolution_blast_convert",[5584],3,0,""
65,"absolution_blast_convert",[5584],3,1,""
66,"absolution_blast_shockwave",[5545],3,0,14224
67,"absolution_blast_shockwave",[5547],3,1,14224
68,"absolution_blast_lite",[5685],1,0,""
69,"absolution_blast_lite",[5546],1,1,""
70,"absolution_blast_ascended_refesh",[5549],3,0,""
71,"absolution_blast_ascended_refesh",[5549],3,1,""
72,"soulfeast_primary_explode",[5530],1,0,""
73,"soulfeast_wall_explode",[5630],1,0,""
74,"soulfeast_primary_explode",[6393],1,1,""
75,"soulfeast_wall_explode",[6394],1,1,""
76,"mana_void",[5531],3,0,""
77,"mana_void_rect_1",[5532],3,0,""
78,"mana_void_rect_2",[5533],3,0,""
79,"mana_void_rect_3",[5534],3,0,""
80,"mana_void_rect_4",[5535],3,0,""
81,"mana_void_lite",[5678],3,0,""
82,"mana_void_rect_1_lite",[5679],3,0,""
83,"mana_void_rect_2_lite",[5680],3,0,""
84,"mana_void_rect_3_lite",[5681],3,0,""
