"rownum","BaseItemTypesKey","ItemCurrentLevel","Experience"
0,4967,1,0
1,4967,2,70
2,4967,3,378
3,4967,4,1932
4,4967,5,8599
5,4967,6,34646
6,4967,7,84371
7,4967,8,180085
8,4967,9,349680
9,4967,10,633439
10,4967,11,1087435
11,4967,12,1790563
12,4967,13,2851786
13,4967,14,4917656
14,4967,15,7424766
15,4967,16,13223702
16,4967,17,28307621
17,4967,18,56100356
18,4967,19,99970095
19,4967,20,342051651
20,4968,1,0
21,4968,2,15249
22,4968,3,56766
23,4968,4,138749
24,4968,5,286717
25,4968,6,537274
26,4968,7,942360
27,4968,8,1390078
28,4968,9,2005396
29,4968,10,2840035
30,4968,11,4410795
31,4968,12,6044782
32,4968,13,8195812
33,4968,14,11008001
34,4968,15,16107361
35,4968,16,25508092
36,4968,17,40781458
37,4968,18,67068040
38,4968,19,129958630
39,4968,20,342004647
40,4969,1,0
41,4969,2,9569
42,4969,3,37758
43,4969,4,96904
44,4969,5,208096
45,4969,6,401896
46,4969,7,722176
47,4969,8,1081266
48,4969,9,1579774
49,4969,10,2261831
50,4969,11,3183608
51,4969,12,4911487
52,4969,13,6703256
53,4969,14,9056935
54,4969,15,12127847
55,4969,16,21223313
56,4969,17,37263203
57,4969,18,67080320
58,4969,19,129975376
59,4969,20,342026975
60,4972,1,0
61,4972,2,15249
62,4972,3,56766
63,4972,4,138749
64,4972,5,286717
65,4972,6,537274
66,4972,7,942360
67,4972,8,1390078
68,4972,9,2005396
69,4972,10,2840035
70,4972,11,4410795
71,4972,12,6044782
72,4972,13,8195812
73,4972,14,11008001
74,4972,15,16107361
75,4972,16,25508092
76,4972,17,40781458
77,4972,18,67068040
78,4972,19,129958630
79,4972,20,342004647
80,4974,1,0
81,4974,2,70
82,4974,3,378
83,4974,4,1932
84,4974,5,8599
85,4974,6,34646
86,4974,7,84371
87,4974,8,180085
88,4974,9,349680
89,4974,10,633439
90,4974,11,1087435
91,4974,12,1790563
92,4974,13,2851786
93,4974,14,4917656
94,4974,15,7424766
95,4974,16,13223702
96,4974,17,28307621
97,4974,18,56100356
98,4974,19,99970095
99,4974,20,342051651
100,4975,1,0
101,4975,2,70
102,4975,3,378
103,4975,4,1932
104,4975,5,8599
105,4975,6,34646
106,4975,7,84371
107,4975,8,180085
108,4975,9,349680
109,4975,10,633439
110,4975,11,1087435
111,4975,12,1790563
112,4975,13,2851786
113,4975,14,4917656
114,4975,15,7424766
115,4975,16,13223702
116,4975,17,28307621
117,4975,18,56100356
118,4975,19,99970095
119,4975,20,342051651
120,4976,1,0
121,4976,2,9569
122,4976,3,37758
123,4976,4,96904
124,4976,5,208096
125,4976,6,401896
126,4976,7,722176
127,4976,8,1081266
128,4976,9,1579774
129,4976,10,2261831
130,4976,11,3183608
131,4976,12,4911487
132,4976,13,6703256
133,4976,14,9056935
134,4976,15,12127847
135,4976,16,21223313
136,4976,17,37263203
137,4976,18,67080320
138,4976,19,129975376
139,4976,20,342026975
140,4977,1,0
141,4977,2,9569
142,4977,3,37758
143,4977,4,96904
144,4977,5,208096
145,4977,6,401896
146,4977,7,722176
147,4977,8,1081266
148,4977,9,1579774
149,4977,10,2261831
150,4977,11,3183608
151,4977,12,4911487
152,4977,13,6703256
153,4977,14,9056935
154,4977,15,12127847
155,4977,16,21223313
156,4977,17,37263203
157,4977,18,67080320
158,4977,19,129975376
159,4977,20,342026975
160,4978,1,0
161,4978,2,70
162,4978,3,378
163,4978,4,1932
164,4978,5,8599
165,4978,6,34646
166,4978,7,84371
167,4978,8,180085
168,4978,9,349680
169,4978,10,633439
170,4978,11,1087435
171,4978,12,1790563
172,4978,13,2851786
173,4978,14,4917656
174,4978,15,7424766
175,4978,16,13223702
176,4978,17,28307621
177,4978,18,56100356
178,4978,19,99970095
179,4978,20,342051651
180,4980,1,0
181,4980,2,15249
182,4980,3,56766
183,4980,4,138749
184,4980,5,286717
185,4980,6,537274
186,4980,7,942360
187,4980,8,1390078
188,4980,9,2005396
189,4980,10,2840035
190,4980,11,4410795
191,4980,12,6044782
192,4980,13,8195812
193,4980,14,11008001
194,4980,15,16107361
195,4980,16,25508092
196,4980,17,40781458
197,4980,18,67068040
198,4980,19,129958630
199,4980,20,342004647
200,4981,1,0
201,4981,2,252595
202,4981,3,566989
203,4981,4,955723
204,4981,5,1433160
205,4981,6,2016946
206,4981,7,2727305
207,4981,8,4082816
208,4981,9,5221693
209,4981,10,6589926
210,4981,11,8228264
211,4981,12,10184912
212,4981,13,13840096
213,4981,14,16857423
214,4981,15,20433655
215,4981,16,29598386
216,4981,17,47459814
217,4981,18,93492200
218,4981,19,180740239
219,4981,20,338712291
220,4982,1,0
221,4982,2,70
222,4982,3,378
223,4982,4,1932
224,4982,5,8599
225,4982,6,34646
226,4982,7,84371
227,4982,8,180085
228,4982,9,349680
229,4982,10,633439
230,4982,11,1087435
231,4982,12,1790563
232,4982,13,2851786
233,4982,14,4917656
234,4982,15,7424766
235,4982,16,13223702
236,4982,17,28307621
237,4982,18,56100356
238,4982,19,99970095
239,4982,20,342051651
240,4983,1,0
241,4983,2,9569
242,4983,3,37758
243,4983,4,96904
244,4983,5,208096
245,4983,6,401896
246,4983,7,722176
247,4983,8,1081266
248,4983,9,1579774
249,4983,10,2261831
250,4983,11,3183608
251,4983,12,4911487
252,4983,13,6703256
253,4983,14,9056935
254,4983,15,12127847
255,4983,16,21223313
256,4983,17,37263203
257,4983,18,67080320
258,4983,19,129975376
259,4983,20,342026975
260,4984,1,0
261,4984,2,49725
262,4984,3,145439
263,4984,4,315034
264,4984,5,514379
265,4984,6,800194
266,4984,7,1201538
267,4984,8,1755917
268,4984,9,2510966
269,4984,10,3527499
270,4984,11,5426101
271,4984,12,7390120
272,4984,13,9963851
273,4984,14,14640290
274,4984,15,17657617
275,4984,16,25480618
276,4984,17,40744826
277,4984,18,67017671
278,4984,19,129889945
279,4984,20,341913067
280,4987,1,0
281,4987,2,841
282,4987,3,3940
283,4987,4,11373
284,4987,5,34268
285,4987,6,83993
286,4987,7,179707
287,4987,8,349302
288,4987,9,633061
289,4987,10,1087057
290,4987,11,1790185
291,4987,12,2851408
292,4987,13,4917278
293,4987,14,7424388
294,4987,15,9998119
295,4987,16,17609470
296,4987,17,31047378
297,4987,18,56099525
298,4987,19,99968961
299,4987,20,342050139
300,4990,1,0
301,4990,2,9569
302,4990,3,37758
303,4990,4,96904
304,4990,5,208096
305,4990,6,401896
306,4990,7,722176
307,4990,8,1081266
308,4990,9,1579774
309,4990,10,2261831
310,4990,11,3183608
311,4990,12,4911487
312,4990,13,6703256
313,4990,14,9056935
314,4990,15,12127847
315,4990,16,21223313
316,4990,17,37263203
317,4990,18,67080320
318,4990,19,129975376
319,4990,20,342026975
320,4995,1,0
321,4995,2,70
322,4995,3,378
323,4995,4,1932
324,4995,5,8599
325,4995,6,34646
326,4995,7,84371
327,4995,8,180085
328,4995,9,349680
329,4995,10,633439
330,4995,11,1087435
331,4995,12,1790563
332,4995,13,2851786
333,4995,14,4917656
334,4995,15,7424766
335,4995,16,13223702
336,4995,17,28307621
337,4995,18,56100356
338,4995,19,99970095
339,4995,20,342051651
340,4996,1,0
341,4996,2,3231
342,4996,3,12800
343,4996,4,40989
344,4996,5,100135
345,4996,6,211327
346,4996,7,405127
347,4996,8,725407
348,4996,9,1233246
349,4996,10,1787625
350,4996,11,2542674
351,4996,12,3559207
352,4996,13,5457809
353,4996,14,7421828
354,4996,15,9995559
355,4996,16,17606398
356,4996,17,31043282
357,4996,18,56093893
358,4996,19,99961281
359,4996,20,342039899
360,4997,1,0
361,4997,2,69833
362,4997,3,198382
363,4997,4,352935
364,4997,5,578309
365,4997,6,898981
366,4997,7,1346699
367,4997,8,1962017
368,4997,9,2796656
369,4997,10,4367416
370,4997,11,6001403
371,4997,12,8152433
372,4997,13,10964622
373,4997,14,14619806
374,4997,15,17637133
375,4997,16,25456038
376,4997,17,40712051
377,4997,18,66972606
378,4997,19,129828493
379,4997,20,341831131
380,4999,1,0
381,4999,2,3231
382,4999,3,12800
383,4999,4,40989
384,4999,5,100135
385,4999,6,211327
386,4999,7,405127
387,4999,8,725407
388,4999,9,1233246
389,4999,10,1787625
390,4999,11,2542674
391,4999,12,3559207
392,4999,13,5457809
393,4999,14,7421828
394,4999,15,9995559
395,4999,16,17606398
396,4999,17,31043282
397,4999,18,56093893
398,4999,19,99961281
399,4999,20,342039899
400,4998,1,0
401,4998,2,388734
402,4998,3,866171
403,4998,4,1449957
404,4998,5,2160316
405,4998,6,3515827
406,4998,7,4654704
407,4998,8,6022937
408,4998,9,7661275
409,4998,10,9617923
410,4998,11,13273107
411,4998,12,16290434
412,4998,13,19866666
413,4998,14,24098333
414,4998,15,26493411
415,4998,16,34914474
416,4998,17,51074457
417,4998,18,92244824
418,4998,19,179039272
419,4998,20,336444335
420,5001,1,0
421,5001,2,285815
422,5001,3,538410
423,5001,4,852804
424,5001,5,1241538
425,5001,6,1718975
426,5001,7,2302761
427,5001,8,3013120
428,5001,9,4368631
429,5001,10,5507508
430,5001,11,6875741
431,5001,12,8514079
432,5001,13,10470727
433,5001,14,14125911
434,5001,15,17143238
435,5001,16,24863364
436,5001,17,39921819
437,5001,18,65886037
438,5001,19,128346808
