"rownum","Id","Name"
0,"Infernal","Infernal"
1,"Necrotic","Necrotic"
2,"Breach","Breach"
3,"Legacy","Legacy"
4,"Gore","Gore"
5,"Ghostflame","Ghostflame"
6,"Gloom","Gloom"
7,"Dragon","Dragon"
8,"Demonic","Demonic"
9,"Deicide","Deicide"
10,"Arctic","Arctic"
11,"Arcane","Arcane"
12,"Steampunk","Steam-Powered"
13,"Vampiric","Vampiric"
14,"Verdant","Verdant"
15,"Seraph","Seraph"
16,"Prophecy","Prophecy"
17,"Consumable","Consumable"
18,"Ebony","Ebony"
19,"Radiant","Radiant"
20,"Lightning","Lightning"
21,"Acid","Acid"
22,"Crimson","Crimson"
23,"Celestial","Celestial"
24,"Golden","Golden"
25,"Purple","Purple"
26,"Emerald","Emerald"
27,"Dance","Dance"
28,"Animal","Animal"
29,"Tribal","Tribal"
30,"ChallengeRewards","Challenge Rewards"
31,"ClosedBetaSupporterPacks","Closed Beta Supporter Packs"
32,"OpenBetaSupporterPacks","Open Beta Supporter Packs"
33,"ReleaseSupporterPacks","Release Supporter Packs"
34,"ForsakenMasters","Forsaken Masters"
35,"Awakening","Awakening"
36,"Ascendancy","Ascendancy"
37,"Atlas","Atlas"
38,"FallofOriath","Fall of Oriath"
39,"Miscellaneous","Miscellaneous"
40,"UltimateChaos","Ultimate Chaos"
41,"PureLight","Pure Light"
42,"Harbinger","Harbinger"
43,"PitchBlack","Pitch Black"
44,"WastelandWarrior","Wasteland Warrior"
45,"Desert","Desert"
46,"Executioner","Executioner"
47,"Fire","Fire"
48,"Ice","Ice"
49,"Polar","Polar"
50,"Lich","Lich"
51,"FireAndIce","Fire and Ice"
52,"Abyss","Abyss"
53,"Halloween","Halloween"
54,"Cultist","Cultist"
55,"Warlock","Warlock"
56,"Pirate","Pirate"
57,"AtlasWar","War for the Atlas"
58,"Nature","Nature"
59,"Gothic","Gothic"
60,"SinAndInnocence","Sin and Innocence"
61,"Bestiary","Bestiary"
62,"Stygian","Stygian"
63,"Manticore","Manticore"
64,"Seawitch","Seawitch"
65,"Phantasmal","Phantasmal"
66,"FallenAngel","Fallen Angel"
67,"Malachai","Malachai"
68,"Crystal","Crystal"
69,"Incursion","Incursion"
70,"Carnage","Carnage"
71,"Apocalypse","Apocalypse"
72,"IvoryChaos","Ivory Chaos"
73,"Madman","Madman"
74,"Gryffon","Gryffon"
75,"Gorgon","Gorgon"
76,"BloodGuard","Blood Guard"
77,"FaithGuard","Faith Guard"
78,"Sphinx","Sphinx"
79,"Delve","Delve"
80,"Oriath","Oriath"
81,"Pyre","Pyre"
82,"Coliseum","Coliseum"
83,"NightLotus","Night Lotus"
84,"Harpyon","Harpyon"
85,"Elder","Elder"
86,"Betrayal","Betrayal"
87,"Fairgraves","Fairgraves"
88,"Utility","Utility"
89,"Coastal","Coastal"
90,"Encampment","Encampment"
91,"Forest","Forest"
92,"Ruins","Ruins"
93,"Vaal","Vaal"
94,"Dungeon","Dungeon"
95,"Sarn","Sarn"
96,"Gardens","Gardens"
97,"Ornate","Ornate"
98,"Sceptre","Sceptre"
99,"Crypt","Crypt"
100,"Effects","Effects"
101,"Cave","Cave"
102,"Beast","Beast"
103,"Karui","Karui"
104,"Labyrinth","Labyrinth"
105,"Highgate","Highgate"
106,"Ossuary","Ossuary"
107,"Reliquary","Reliquary"
108,"Ezomyte","Ezomyte"
109,"Vanguard","Vanguard"
110,"Pitfighter","Pitfighter"
111,"Crucible","Crucible"
112,"Library","Library"
113,"SlavePens","Slave Pens"
114,"Innocence","Innocence"
115,"Assassin","Assassin"
116,"Empyrean","Empyrean"
117,"Blackguard","Blackguard"
118,"ChamberOfSins","Chamber of Sins"
119,"Temple","Temple"
120,"Excavation","Excavation"
121,"Bones","Bones"
122,"Church","Church"
123,"Courthouse","Courthouse"
124,"Exiles","Exiles"
125,"Synthesis","Synthesis"
126,"Primeval","Primeval"
127,"Glimmerwood","Glimmerwood"
128,"Maraketh","Maraketh"
129,"Viper","Viper"
130,"Darkprism","Darkprism"
131,"Sunprism","Sunprism"
132,"Gargoyle","Gargoyle"
133,"Mageguard","Mageguard"
134,"Extinction","Extinction"
135,"Legion","Legion"
136,"Plated","Plated"
137,"Frontier","Frontier"
138,"Illusionist","Illusionist"
139,"Elemental","Elemental"
140,"Zenith","Zenith"
141,"Miracle","Miracle"
142,"Cardinal","Cardinal"
143,"VaalViper","Vaal Viper"
144,"VoidEmperor","Void Emperor"
145,"Carnival","Carnival"
146,"Chiyou","Chiyou"
147,"Blight","Blight"
148,"Havenwood","Havenwood"
149,"Polaris","Polaris"
150,"Basilisk","Basilisk"
151,"Crusader","Crusader"
152,"Eyrie","Eyrie"
153,"Judicator","Judicator"
154,"Orion","Orion"
155,"Metamorph","Metamorph"
156,"ExileCon","ExileCon"
157,"Revenant","Revenant"
158,"Coldsnap","Coldsnap"
159,"Malice","Malice"
160,"Thaumaturgy","Thaumaturgy"
161,"Balefire","Balefire"
162,"Delirium","Delirium"
163,"Heartseeker","Heartseeker"
164,"DarkMagic","Dark Magic"
165,"Jinli","Jinli"
166,"Imagination","Imagination"
167,"HighPriest","High Priest"
168,"Goddess","Goddess"
169,"Sawblade","Sawblade"
170,"Dreadspire","Dreadspire"
171,"AngelsAndDemons","Angels and Demons"
172,"Nightwatch","Nightwatch"
173,"Harvest","Harvest"
174,"Heist","Heist"
175,"Twilight","Twilight"
176,"Ethercraft","Ethercraft"
177,"Darkwood","Darkwood"
178,"Judgement","Judgement"
179,"Rapture","Rapture"
180,"Valkyrie","Valkyrie"
181,"Warlord","Warlord"
182,"Ritual","Ritual"
183,"Glimmersprite","Glimmersprite"
184,"Core2021","Core 2021"
185,"AtlasCore2021","Echoes of the Atlas"
186,"Maven","Maven"
187,"Oblivion","Oblivion"
188,"Brimstone","Brimstone"
189,"FrostViking","Frost Viking"
190,"Ultimatum","Ultimatum"
191,"Apollyon","Apollyon"
192,"Merchant","Merchant"
193,"MidnightPact","Midnight Pact"
194,"Jingwei","Jingwei"
195,"Slither","Slither"
196,"Expedition","Expedition"
197,"Myrmidon","Myrmidon"
198,"Banebrand","Banebrand"
199,"Starfall","Starfall"
200,"Necrolord","Necrolord"
201,"Direblade","Direblade"
202,"Buccaneer","Buccaneer"
203,"Atlantis","Atlantis"
204,"Scourge","Scourge"
205,"Scourgelord","Scourgelord"
206,"Onyx","Onyx"
207,"Xenozak","Xenozak"
208,"Core2022","Core2022"
