"rownum","BaseItemTypesKey","IsEnabled"
0,7479,1
1,7480,1
2,7481,1
3,7482,1
4,7483,1
5,7484,1
6,7485,1
7,7486,1
8,7487,1
9,7488,1
10,7489,1
11,7490,1
12,7491,1
13,7492,1
14,7493,1
15,7494,1
16,7495,1
17,7496,1
18,7497,1
19,7498,1
20,7499,1
21,7500,1
22,7501,1
23,7502,1
24,7503,1
25,7504,1
26,7505,1
27,7506,1
28,7507,1
29,7508,1
30,7509,1
31,7510,1
32,7511,1
33,7512,1
34,7513,1
35,7514,1
36,7515,1
37,7516,1
38,7517,1
39,7518,1
40,7519,1
41,7520,1
42,7521,1
43,7522,1
44,7523,1
45,7524,1
46,7525,1
47,7526,1
48,7527,1
49,7528,1
50,7529,1
51,7530,1
52,7531,1
53,7532,1
54,7533,1
55,7534,1
56,7535,1
57,7536,1
58,7537,1
59,7538,1
60,7539,1
61,7540,1
62,7541,1
63,7542,1
64,7543,1
65,7544,1
66,7545,1
67,7546,1
68,7547,1
69,7548,1
70,7549,1
71,7550,1
72,7551,1
73,7552,1
74,7553,1
75,7554,1
76,7555,1
77,7556,1
78,7557,1
79,7558,1
80,7559,1
81,7560,1
82,7561,1
83,7562,1
84,7563,1
85,7564,1
86,7565,1
87,7566,1
88,7567,1
89,7568,1
90,7569,1
91,7570,1
92,7571,1
93,7572,1
94,7573,1
95,7574,1
96,7575,1
97,7576,1
98,7577,1
99,7578,1
100,7579,1
101,7580,1
102,7581,1
103,7582,1
104,7583,1
105,7584,1
106,7585,1
107,7586,1
108,7587,1
109,7588,1
110,7589,1
111,7590,1
112,7591,1
113,7592,1
114,7593,1
115,7594,1
116,7595,1
117,7596,1
118,7597,1
119,7598,1
120,7599,1
121,7600,1
122,7601,1
123,7602,1
124,7603,1
125,7604,1
126,7605,1
127,7606,1
128,7607,1
129,7608,1
130,7609,1
131,7610,1
132,7611,1
133,7612,1
134,7613,1
135,7615,1
136,7614,1
137,7616,""
138,7617,1
139,7618,1
140,7619,1
141,7620,1
142,7621,1
143,7622,1
144,7623,1
145,7624,1
146,7625,1
147,7626,1
148,7627,1
149,7628,1
150,7629,1
151,7630,1
152,7632,1
153,7633,1
154,7634,""
155,7635,1
156,7636,1
157,7637,1
158,7638,1
159,7639,1
160,7640,1
161,7641,1
162,7642,1
163,7643,1
164,7644,1
165,7645,1
166,7646,1
167,7647,1
168,7648,1
169,7649,1
170,7650,1
171,7651,1
172,7652,1
173,7653,1
174,7654,1
175,7655,1
176,7656,1
177,7657,1
178,7658,1
179,7659,1
180,7660,1
181,7661,1
182,7662,1
183,7663,1
184,7664,1
185,7665,1
186,7666,1
187,7667,1
188,7668,1
189,7669,1
190,7670,1
191,7671,1
192,7672,1
193,7673,1
194,7674,1
195,7675,1
196,7676,1
197,7677,1
198,7678,1
199,7679,1
200,7680,1
201,7681,1
202,7682,1
203,7683,1
204,7684,1
205,7685,1
206,7686,1
207,7687,1
208,7688,1
209,7689,1
210,7690,1
211,7691,1
212,7692,1
213,7693,1
214,7694,1
215,7695,1
216,7696,1
217,7697,1
218,7698,1
219,7699,1
220,7700,1
221,7701,1
222,7702,1
223,7703,1
224,7704,1
225,7705,1
226,7706,1
227,7707,1
228,7708,1
229,7709,1
230,7710,1
231,7711,1
232,7712,1
233,7713,1
234,7714,1
235,7715,1
236,7716,1
237,7717,1
238,7718,1
239,7719,1
240,7720,1
241,7721,1
242,7722,1
243,7723,1
244,7724,1
245,7725,1
246,7726,1
247,7727,1
248,7728,1
249,7729,1
250,7730,1
251,7731,1
252,7732,1
253,7733,1
254,7734,1
255,7735,1
256,7736,1
257,7737,1
258,7738,1
259,7739,1
260,7740,1
261,7741,1
262,7742,1
263,7743,1
264,7744,1
265,7745,1
266,7746,1
267,7747,1
268,7748,1
269,7749,1
270,7750,1
271,7751,1
272,7752,1
273,7753,1
274,7754,1
275,7755,1
276,7756,1
277,7757,1
278,7758,1
279,7759,1
280,7760,1
281,7761,1
282,7762,1
283,7763,1
284,7764,1
285,7765,1
286,7766,1
287,7767,1
288,7768,1
289,7769,1
290,7770,1
291,7771,1
292,7772,1
293,7773,1
294,7774,1
295,7775,1
296,7776,1
297,7777,1
298,7778,1
299,7779,1
300,7780,1
301,7781,1
302,7782,1
303,7783,1
304,7784,1
305,7785,1
306,7786,1
307,7787,1
308,7788,1
309,7789,1
310,7790,1
311,7791,1
312,7792,1
313,7793,1
314,7794,1
315,7795,1
316,7796,1
317,7797,1
318,7798,1
319,7799,1
320,7800,1
321,7801,1
322,7802,1
323,7803,1
324,7804,1
325,7805,1
326,7806,1
327,7807,1
328,7808,1
329,7809,1
330,7810,1
331,7811,1
332,7812,1
333,7813,1
334,7814,1
335,7815,1
336,7816,1
337,7817,1
338,7818,1
339,7819,1
340,7820,1
341,7821,1
342,7822,1
343,7823,1
344,7824,1
345,7825,1
346,7826,1
347,7827,1
348,7828,1
349,7829,1
350,7830,1
351,7831,1
352,7832,1
353,7833,1
354,7834,1
355,7835,1
356,7836,1
357,7837,1
358,7838,1
359,7839,1
360,7840,1
361,7841,1
362,7842,1
363,7843,1
364,7844,1
365,7845,1
366,7846,1
367,7847,1
368,7848,1
369,7849,1
370,7850,1
371,7851,""
372,7852,1
373,7853,1
374,7854,1
375,7855,1
376,7856,1
377,7857,1
378,7858,1
379,7859,1
380,7860,1
381,7861,1
382,7862,1
