"rownum","Id","Text","XBoxText","XBoxText2","HASH32","PlaystationText"
0,"GameName","Path of Exile","","",1004783882,""
1,"Error","Error","","",-614717203,""
2,"FatalError","Fatal Error","","",-224906351,""
3,"Exception","Exception","","",-71182347,""
4,"PassiveInfo1","{0} total Passive Skill Points ({1} allocated)","","",1863314651,""
5,"PassiveInfo2","{0} Passive Skill Points from character level","","",-153449883,""
6,"PassiveInfo3","({1} from {0})","","",-624152427,""
7,"PassiveInfo4","{0} Passive Skill Points from quests:","","",1575369867,""
8,"PassiveInfo5","{0} total Ascendancy Skill Points ({1} allocated)","","",-49213449,""
9,"PassiveInfo6","{0} Passive Skill Points from Ascendancy Passive Skills","","",1636456964,""
10,"BugReportInstructions","Submitting bug report. Please wait for your bug report number to appear in chat, then take a screenshot ({0}) and post in our bug report forum.","","Please post your bug report number and a short description of the bug you're encountering in the \""Console Bug Reports\"" section of the Path of Exile forums at pathofexile.com.",178533524,"Please post your bug report number and a short description of the bug you're encountering in the \""Console Bug Reports\"" section of the Path of Exile forums at pathofexile.com."
11,"NoLocalPlayer","Player not found in this area.","","",2038616933,""
12,"PvPTeam1","Red","","",1296032131,""
13,"PvPTeam2","Blue","","",460309644,""
14,"PvPTeam3","Green","","",-979122138,""
15,"PvPGainPoint","{0} Team gains a point","","",-1708303633,""
16,"PvPWinMatch","{0} Team has won the match","","",545507044,""
17,"PvPRoundDraw","Draw","","",-2102602787,""
18,"PvPMatchDraw","Match ended in a draw","","",-888590208,""
19,"PvPMatchPointChange","Point Change: <valuedefault>{{{0}}}","","",255069204,""
20,"PvPMatchRatingChange","Rating Change: <valuedefault>{{{0}}}","","",-1508538350,""
21,"PvPMatchLeoReputationGained","Leo Reputation Gained: <valuedefault>{{{0}}}","","",150416678,""
22,"PvPTimeLeft","Time Left: <valuedefault>{{{0}}}","","",1753808341,""
23,"PvPRoundXOfY","Round <valuedefault>{{{0}}} of <valuedefault>{{{1}}}","","",676189538,""
24,"PvPFlagTaken","{0} Team's flag has been taken","","",-260297289,""
25,"PvPFlagCaptured","{0} Team captured a flag","","",-1428555414,""
26,"PvPFlagReturned","{0} Team's flag has been returned","","",-1369156424,""
27,"PositiveNumber","+{0}","","",1108423905,""
28,"NegativeNumber","{0}","","",-945341044,""
29,"Percentage","{0}%","","",1677860568,""
30,"NumberRange","{0}-{1}","","",309782114,""
31,"TimeS","{0}","","",2051226451,""
32,"TimeMS","{0} and {1}","","",1065249420,""
33,"TimeHMS","{0}, {1}, and {2}","","",-311416786,""
34,"TimeDHMS","{0}, {1}, {2}, and {3}","","",-136264335,""
35,"TimeSeconds1","1 second","","",-1487273061,""
36,"TimeSecondsN","{0} seconds","","",-1404289852,""
37,"TimeMinutes1","1 minute","","",665305349,""
38,"TimeMinutesN","{0} minutes","","",1365658360,""
39,"TimeHours1","1 hour","","",-1575515812,""
40,"TimeHoursN","{0} hours","","",1661968187,""
41,"TimeDays1","1 day","","",-880658942,""
42,"TimeDaysN","{0} days","","",1637934387,""
43,"Stairs","Stairs","","",2138038182,""
44,"MerveilArenaName","Merveil's Lair","","",-897687675,""
45,"BrutusArenaName","The Warden's Chambers","","",732914757,""
46,"BrutusAreaName","The Warden's Quarters","","",379298330,""
47,"OversoulArenaName","Pyramid Apex","","",911990357,""
48,"WeaverArenaName","The Weaver's Nest","","",1998328170,""
49,"MapWeaverArenaName","The Loom Chamber","","",-1563392760,""
50,"MapTropicalIslandCave","Cave","","",-161923539,""
51,"MapDungeonTransition","Opening","","",214387983,""
52,"ChatSuppressionToggled","Chat suppression {0}","","",750697920,""
53,"ON","ON","","",40041830,""
54,"OFF","OFF","","",792911763,""
55,"OK","OK","","",313245910,""
56,"ActionFlask","Use flask in slot {0}","","",82985129,""
57,"ActionSkill","Use bound skill {0}","","",1743454225,""
58,"ActionAttackInPlace","Attack in place","","",1049578971,""
59,"ActionWeaponSwap","Weapon swap","","",1185678377,""
60,"ActionDetonateMines","Detonate mines","","",786396043,""
61,"ActionHighlightStuff","Highlight items and objects","","",-380134512,""
62,"ActionToggleHighlighting","Toggle highlighting","","",185284004,""
63,"ActionEnableCorpseTargeting","Enable corpse targeting","","",1002389647,""
64,"ActionChat","Chat","","",1045948793,""
65,"ActionChatCommand","Chat Command","","",-218629258,""
66,"ActionToggleOverlayMap","Overlay Map","","",-1227458212,""
67,"ActionOpenOptionsPanel","Options","","",-226052754,""
68,"ActionOpenCharacterPanel","Character Screen","Character","",-1538984551,""
69,"ActionOpenSocialPanel","Social Screen","Social","",-1942747798,""
70,"ActionOpenLadderPanel","Ladder Screen","","",1065117290,""
71,"ActionOpenInventoryPanel","Inventory","Inventory","",-565479005,""
72,"ActionOpenChallengePanel","Challenges/Achievements","Challenges","",1921730608,""
73,"ActionOpenEventsPanel","Events and PvP","","",-1025909876,""
74,"ActionOpenWorldPanel","World Screen","World","",-292845281,""
75,"ActionOpenPassivePanel","Passive Skill Tree","Passives","",-262853965,""
76,"ActionOpenMtxStash","Microtransaction Stash","","",-262534164,""
77,"ActionOpenMarketPanel","Market Panel","<rgb(113,178,95)>{Microtransactions}","",2025880164,""
78,"ActionOpenGuidebookPanel","Help Panel","","",-330930883,""
79,"ActionCloseAllPanels","Close All User Interface","","",-1562512699,""
80,"ActionScreenshot","Take a screenshot","","",1873565171,""
81,"ActionZoomIn","Zoom the camera in","","",1157312821,""
82,"ActionZoomOut","Zoom the camera out","","",417912511,""
83,"ActionTogglePerfGraphs","Toggle Performance Metrics","","",-1868237707,""
84,"ActionEnableKeyPickup","Item pickup key","","",-2011654586,""
85,"UIOpenPanelDescription","{0} ({1})","","",-28193625,""
86,"UIOpenPanelDescriptionNoKey","{0}","","",-897482719,""
87,"UIOpenChatDescription","{0} ({1}, SHIFT + {1} for Global chat, CTRL + {1} for Whisper chat)","","",-425809667,""
88,"EternalLaboratoryName","Eternal Laboratory","","",1171213618,""
89,"WeaponSwapFailed","Set up a second weapon set in your inventory to use weapon swap.","","",-445402287,""
90,"CorpseSuffix"," (Corpse)","","",1568335048,""
91,"PlayerHighlight","{0} (Level {1})","","",281414939,""
92,"ResistsElemental","Resists Elemental Damage","","",-1939466181,""
93,"ResistsFire","Resists Fire","","",-866136674,""
94,"ResistsCold","Resists Cold","","",-429492708,""
95,"ResistsLightning","Resists Lightning","","",2005866005,""
96,"ResistsChaos","Resists Chaos","","",1964490952,""
97,"VulnerableToElemental","Vulnerable to Elemental Damage","","",1048636618,""
98,"VulnerableToFire","Vulnerable to Fire","","",379623504,""
99,"VulnerableToCold","Vulnerable to Cold","","",223244546,""
100,"VulnerableToLightning","Vulnerable to Lightning","","",770197332,""
101,"VulnerableToChaos","Vulnerable to Chaos","","",137186857,""
102,"PvPFlagDropped","{0} Team's flag has been dropped.","","",-788015896,""
103,"Portal","Portal","","",1204384410,""
104,"Enter","Enter","","",-1114281209,""
105,"AtziriArenaName","The Queen's Chamber","","",-1585905771,""
106,"Arena","Arena","","",-1652366085,""
107,"Cancel","Cancel","","",-230580763,""
108,"Yes","Yes","","",1353070260,""
109,"No","No","","",-2116693772,""
110,"Back","Back","","",-107851679,""
111,"ClickToLevelGemText","Click to level up this {0} gem\r\nRight click to dismiss this without levelling the gem","","",1076314027,""
112,"ClickToLevelGemLabel","Click to level up","","",-2004272198,""
113,"CannotLevelGemText","You cannot level up this {0} gem because you don't meet the requirements\r\nRight click to dismiss this","","",611863938,""
114,"CannotLevelGemLabel","Gem cannot level up","","",-1360835836,""
115,"OrbLifeValue","Life","","",-1812416071,""
116,"OrbShieldValue","Shield","","",562278259,""
117,"OrbManaValue","Mana","","",-135077575,""
118,"OrbReservedLifeValue","Reserved","","",820937648,""
119,"OrbReservedManaValue","Reserved","","",2060596384,""
120,"HUDPassivePoint","{0} Passive Skill Point available","","",931351525,""
121,"HUDPassivePoints","{0} Passive Skill Points available","","",712908930,""
122,"HUDPassiveAllocation","{0} unconfirmed Passive Skill allocation","","",-1155730225,""
123,"HUDPassiveAllocations","{0} unconfirmed Passive Skill allocations","","",1610163065,""
124,"HUDPassiveRefund","{0} unconfirmed Passive Skill refund","","",-2040716697,""
125,"HUDPassiveRefunds","{0} unconfirmed Passive Skill refunds","","",-122625795,""
126,"PassiveTreePanelTitle","Skills","","",15793221,""
