"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1316,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1317,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,571,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,1641,"<lock>",1,1,1,9,"",1,0,"","",1,""
4,1650,"<lock>",1,1,1,12,"",1,0,"","",1,""
5,1652,"<lock>",1,1,1,7,"",1,0,"","",1,""
6,1658,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1663,"<lock>",1,1,1,10,"",1,0,"","",1,""
8,1670,"<lock>",1,1,1,11,"",1,0,"","",1,""
9,1673,"<lock>",1,1,1,39,"",1,0,"","",1,""
10,1680,"<lock>",1,1,1,40,"",1,0,"","",1,""
11,1688,"<lock>",1,1,1,41,"",1,0,"","",1,""
12,1709,"<lock>",1,1,1,12,"",1,0,"","",1,""
13,5323,"<lock>",1,1,1,4,"",1,0,"","",1,""
14,1955,"<lock>",1,1,1,40,"",1,0,"","",1,""
15,2565,"<lock>",1,1,1,39,"",1,0,"","",1,""
16,2568,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2571,"<lock>",1,1,1,41,"",1,0,"","",1,""
18,3299,"<lock>",1,1,1,39,"",1,0,"","",1,""
19,3300,"<lock>",1,1,1,40,"",1,0,"","",1,""
20,3301,"<lock>",1,1,1,41,"",1,0,"","",1,""
21,3302,"<lock>",1,1,1,6,"",1,0,"","",1,""
22,3303,"<lock>",1,1,1,5,"",1,0,"","",1,""
23,941,"<lock>","",1,"",57,"",1,0,"","",1,""
24,960,"<lock>","",1,"",57,"",1,0,"","",1,""
25,968,"<lock>","",1,"",7,"",1,0,"","",1,""
26,974,"<lock>","",1,"",57,"",1,0,"","",1,""
27,977,"<lock>","",1,"",57,"",1,0,"","",1,""
28,988,"<lock>","",1,"",9,"",1,0,"","",1,""
29,995,"<lock>","",1,"",19,"",1,0,"","",1,""
30,1000,"<lock>","",1,"",57,"",1,0,"","",1,""
31,2019,"<lock>","",1,"",57,"",1,0,"","",1,""
32,2032,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2039,"<lock>","",1,"",57,"",1,0,"","",1,""
34,3310,"<lock>","",1,"",19,"",1,0,"","",1,""
35,4272,"<lock>","",1,"",57,"",1,0,"","",1,""
36,7418,"<lock>","",1,"",57,"",1,0,"","",1,""
37,4814,"<lock>","",1,1,14,"",1,0,1,"",1,""
38,7945,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
39,8175,"<lock>",1,1,1,12,"",1,0,"","",1,""
40,8171,"<lock>",1,1,1,11,"",1,0,"","",1,""
41,8167,"<lock>",1,1,1,5,"",1,0,1,"","",""
42,8130,"<lock>",1,1,1,5,"",1,0,1,"","",""
43,1646,"<lock>",1,1,1,9,"",1,0,"","",1,""
44,1667,"<lock>",1,1,1,10,"",1,0,"","",1,""
45,1659,"<lock>",1,1,1,12,"",1,0,"","",1,""
46,1711,"<lock>",1,1,1,12,"",1,0,"","",1,""
47,7085,"<lock>",1,1,1,39,"",1,0,"","",1,""
48,7086,"<lock>",1,1,1,40,"",1,0,"","",1,""
49,7087,"<lock>",1,1,1,41,"",1,0,"","",1,""
50,8225,"<lock>",1,1,1,9,"",1,0,"","",1,""
51,8289,"<lock>",1,1,1,19,"",1,0,"","",1,""
52,8402,"<lock>",1,1,1,20,"",1,0,"","",1,""
53,2887,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
54,1697,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
55,303,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
56,553,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
57,918,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
58,1896,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
59,1632,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
60,1616,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
61,4403,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
62,328,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
63,3264,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
64,8700,"<lock>",1,1,1,30,"",1,0,1,"","",""
65,2777,"<lock>",1,1,1,38,"",1,0,"","","",""
66,8919,"<lock>",1,1,1,42,"",1,0,"","","",""
67,9112,"<lock>",1,1,"",49,"",1,0,"","","",""
68,0,"<lock>",1,1,"",45,"",1,0,"","","",""
69,852,"<lock>",1,1,"",52,"",1,0,"","","",""
70,1931,"<lock>",1,1,"",51,"",1,0,"","","",""
71,9308,"<lock>",1,1,1,7,"",1,0,"","",1,""
72,1125,"<lock>",1,1,"",64,"",1,0,"","","",""
73,9395,"<root>",1,1,"",67,"","",0,"","","",""
74,9401,"<lock>",1,1,1,68,"",1,0,"","",1,""
75,2717,"<lock>",1,1,1,73,"",1,0,"","","",""
76,9454,"<lock>",1,1,1,74,"",1,0,"","",1,""
77,9420,"<lock>",1,1,1,76,"",1,0,"","","",""
78,9533,"<lock>",1,1,1,77,"",1,0,"","","",""
79,9538,"<lock>",1,1,"",80,"",1,0,"","","",""
80,1312,"<lock>",1,1,1,41,"",1,0,"","",1,""
