"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],9225,2,39,1
1,"ProxyKey2",[0],[45],9224,40,100,1
2,"ProxyKey3",[0],[45],9226,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",9227,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",9228,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",9229,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",9230,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",9231,68,100,1
8,"ProxyKey9",[0],[94],9233,2,39,1
9,"ProxyKey10",[0],[94],9232,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",9235,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",9234,40,100,1
12,"ProxyKey13",[0],[94],9237,2,39,1
13,"ProxyKey14",[0],[94],9236,40,100,1
14,"ProxyKey15",[0],[94],9239,2,39,1
15,"ProxyKey16",[0],[94],9238,40,100,1
16,"ProxyKey17",[0],[45],9240,2,100,1
17,"ProxyKey18",[0],[94],9242,2,39,1
18,"ProxyKey19",[0],[94],9241,40,100,1
19,"ProxyKey20",[0],[94],9243,40,100,1
20,"ProxyKey21",[0],[45],9244,56,100,1
21,"ProxyKey22",[0],[94],9245,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",9246,68,100,1
23,"ProxyKey24",[0],[94],9247,40,100,1
24,"ProxyKey25",[0],[45],9248,56,100,1
25,"ProxyKey26",[0],[45],9249,40,100,1
26,"ProxyKey27",[0],[45],9250,40,100,1
27,"ProxyKey28",[0],[9],9252,23,39,1
28,"ProxyKey29",[0],[9],9251,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",9253,40,100,1
30,"ProxyKey31",[0],[45],9254,40,100,1
31,"ProxyKey32",[0],[45],9255,40,100,1
32,"ProxyKey33",[0],[94],9256,2,100,1
33,"ProxyKey34",[0],[94],9257,40,100,1
34,"ProxyKey35",[0],[94],9258,2,100,1
35,"ProxyKey36",[0],[94],9259,40,100,1
36,"ProxyKey37",[0],[94],9260,2,100,1
37,"ProxyKey38",[0],[94],9261,40,100,1
38,"ProxyKey39",[0],[0],9262,2,100,1
39,"ProxyKey40",[0],[0],9263,40,100,1
40,"ProxyKey41",[0],[94],9264,2,100,1
41,"ProxyKey42",[0],[94],9265,40,100,1
42,"ProxyKey43",[0],[94],9266,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",9267,68,100,1
44,"ProxyKey45",[0],[45],9268,2,100,1
45,"ProxyKey46",[0],[9],9270,2,39,1
46,"ProxyKey47",[0],[9],9269,40,100,1
47,"ProxyKey48",[0],[94],9271,2,100,1
48,"ProxyKey49",[0],[45],9272,2,100,1
49,"ProxyKey50",[0],[94],9273,2,100,1
50,"ProxyKey51",[0],[94],9274,2,100,1
51,"ProxyKey52",[0],[45],9275,2,100,1
52,"ProxyKey53",[0],[5000],8609,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",9278,40,100,""
54,"ProxyKey55",[0],[5000],9279,40,100,""
55,"ProxyKey56",[0],[5000],9280,40,100,""
56,"ProxyKey57",[0],[5000],9281,40,100,""
57,"ProxyKey58",[0],[5000],9282,40,100,""
58,"ProxyKey59",[0],[2500],9287,56,100,""
59,"ProxyKey60",[0],[500],9288,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",9289,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",9290,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",9291,68,100,""
63,"ProxyKey64",[0],[2500],9292,40,100,""
64,"ProxyKey65",[0],[5000],9293,40,100,""
65,"ProxyKey66",[0],[5000],9294,40,100,""
66,"ProxyKey67",[0],[5000],9295,40,100,""
67,"ProxyKey68",[0],[2500],9296,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",9297,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",9298,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",9299,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",9300,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",9283,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",9284,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",9285,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",9286,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",9301,68,100,""
