"rownum","Id","FlagStat"
0,"Attack",2934
1,"Spell",435
2,"Projectile",6357
3,"DualWieldOnly",""
4,"Buff",""
5,"Minion",6227
6,"Damage",""
7,"Area",9768
8,"Duration",""
9,"RequiresShield",""
10,"ProjectileSpeed",""
11,"HasReservation",""
12,"ReservationBecomesCost",""
13,"Trappable",""
14,"Totemable",""
15,"Mineable",""
16,"ElementalStatus",""
17,"MinionsCanExplode",""
18,"Chains",15220
19,"Melee",6647
20,"MeleeSingleTarget",10708
21,"Multicastable",""
22,"TotemCastsAlone",""
23,"Multistrikeable",""
24,"CausesBurning",""
25,"SummonsTotem",""
26,"TotemCastsWhenNotDetached",""
27,"Physical",9314
28,"Fire",2766
29,"Cold",2767
30,"Lightning",2768
31,"Triggerable",9301
32,"Trapped",""
33,"Movement",3136
34,"DamageOverTime",""
35,"RemoteMined",""
36,"Triggered",""
37,"Vaal",2927
38,"Aura",""
39,"CanTargetUnusableCorpse",""
40,"RangedAttack",8110
41,"Chaos",2822
42,"FixedSpeedProjectile",""
43,"ThresholdJewelArea",""
44,"ThresholdJewelProjectile",""
45,"ThresholdJewelDuration",""
46,"ThresholdJewelRangedAttack",""
47,"Channel",6347
48,"DegenOnlySpellDamage",""
49,"InbuiltTrigger",""
50,"Golem",""
51,"Herald",10934
52,"AuraAffectsEnemies",""
53,"NoRuthless",""
54,"ThresholdJewelSpellDamage",""
55,"Cascadable",""
56,"ProjectilesFromUser",""
57,"MirageArcherCanUse",""
58,"ProjectileSpiral",""
59,"SingleMainProjectile",""
60,"MinionsPersistWhenSkillRemoved",""
61,"ProjectileNumber",""
62,"Warcry",3395
63,"Instant",""
64,"Brand",8603
65,"DestroysCorpse",""
66,"NonHitChill",""
67,"ChillingArea",""
68,"AppliesCurse",2483
69,"CanRapidFire",""
70,"AuraDuration",""
71,"AreaSpell",""
72,"OR",""
73,"AND",""
74,"NOT",""
75,"AppliesMaim",""
76,"CreatesMinion",""
77,"Guard",9776
78,"Travel",9777
79,"Blink",""
80,"CanHaveBlessing",""
81,"ProjectilesNotFromUser",""
82,"AttackInPlaceIsDefault",""
83,"Nova",10724
84,"InstantNoRepeatWhenHeld",""
85,"InstantShiftAttackForLeftMouse",""
86,"AuraNotOnCaster",10965
87,"Banner",10966
88,"Rain",11008
89,"Cooldown",""
90,"ThresholdJewelChaining",""
91,"Slam",11899
92,"Stance",12035
93,"NonRepeatable",""
94,"OtherThingUsesSkill",""
95,"Steel",12466
96,"Hex",12607
97,"Mark",13101
98,"Aegis",""
99,"Orb",""
100,"KillNoDamageModifiers",""
101,"RandomElement",14319
102,"LateConsumeCooldown",""
103,"Arcane",""
104,"FixedCastTime",""
105,"RequiresOffHandNotWeapon",""
106,"Link",15193
