"rownum","MonsterVariety","f32","MonsterHeightBracket","i32","i32"
0,1,182.73,2,0,0
1,2,182.73,2,0,0
2,3,182.73,2,0,0
3,4,182.73,2,0,0
4,5,182.73,2,0,0
5,6,182.73,2,0,0
6,7,182.73,2,0,0
7,8,182.73,2,0,0
8,9,182.73,2,0,0
9,10,182.73,2,0,0
10,11,182.73,2,0,0
11,12,182.73,2,0,0
12,13,182.73,2,0,0
13,14,182.73,2,0,0
14,15,182.73,2,0,0
15,16,182.73,2,0,0
16,17,182.73,2,0,0
17,18,182.73,2,0,0
18,19,182.73,2,0,0
19,20,182.73,2,0,0
20,21,182.73,2,0,0
21,22,182.73,2,0,0
22,23,182.73,2,0,0
23,24,182.73,2,0,0
24,25,182.73,2,0,0
25,26,182.73,2,0,0
26,27,182.73,2,0,0
27,28,182.73,2,0,0
28,29,160.29,2,0,0
29,31,160.29,2,0,0
30,32,171.61,2,0,0
31,34,171.61,2,0,0
32,35,171.61,2,0,0
33,36,190.99,2,0,0
34,38,190.99,2,0,0
35,39,190.99,2,0,0
36,40,182.73,2,0,0
37,41,182.73,2,0,0
38,42,182.73,2,0,0
39,43,182.73,2,0,0
40,44,182.73,2,0,0
41,46,182.73,2,0,0
42,47,182.73,2,0,0
43,48,182.73,2,0,0
44,49,182.73,2,0,0
45,50,182.73,2,0,0
46,51,182.73,2,0,0
47,52,182.73,2,0,0
48,53,182.73,2,0,0
49,54,182.73,2,0,0
50,55,182.73,2,0,0
51,56,182.73,2,0,0
52,57,182.73,2,0,0
53,58,182.73,2,0,0
54,59,182.73,2,0,0
55,60,182.73,2,0,0
56,61,182.73,2,0,0
57,62,182.73,2,0,0
58,63,182.73,2,0,0
59,64,182.73,2,0,0
60,65,182.73,2,0,0
61,66,182.73,2,0,0
62,67,182.73,2,0,0
63,68,182.73,2,0,0
64,69,182.73,2,0,0
65,70,182.73,2,0,0
66,71,182.73,2,0,0
67,72,182.73,2,0,0
68,73,119.46,2,0,0
69,74,182.6,3,0,0
70,75,182.73,2,0,0
71,76,182.73,2,0,0
72,77,182.73,2,0,0
73,78,182.73,2,0,0
74,79,182.73,2,0,0
75,80,182.73,2,0,0
76,81,182.73,2,0,0
77,82,182.73,2,0,0
78,83,182.73,2,0,0
79,84,182.73,2,0,0
80,85,182.73,2,0,0
81,86,182.73,2,0,0
82,87,182.73,2,0,0
83,88,182.73,2,0,0
84,89,182.73,2,0,0
85,90,182.73,2,0,0
86,91,182.73,2,0,0
87,92,182.73,2,0,0
88,93,182.73,2,0,0
89,94,182.73,2,0,0
90,95,182.73,2,0,0
91,96,182.73,2,0,0
92,97,182.73,2,0,0
93,98,182.73,2,0,0
94,99,182.73,2,0,0
95,100,182.73,2,0,0
96,101,182.73,2,0,0
97,102,224.09,2,0,0
98,103,224.09,2,0,0
99,104,224.09,2,0,0
100,105,224.09,2,0,0
101,106,224.09,3,0,0
102,107,224.09,3,0,0
103,109,174.22,2,0,0
104,110,224.09,2,0,0
105,111,224.09,2,0,0
106,113,224.09,3,0,0
107,114,224.09,3,0,0
108,115,224.09,2,0,0
109,116,224.09,2,0,0
110,117,224.09,2,0,0
111,118,224.09,2,0,0
112,119,174.22,2,0,0
113,121,174.22,2,0,0
114,122,174.22,2,0,0
115,123,174.22,2,0,0
116,124,174.22,2,0,0
117,125,174.22,2,0,0
118,126,174.22,2,0,0
119,128,174.22,2,0,0
120,129,174.22,2,0,0
121,131,174.22,2,0,0
122,132,174.22,2,0,0
123,133,224.09,2,0,0
124,134,224.09,2,0,0
125,135,224.09,2,0,0
126,136,224.09,3,0,0
127,137,224.09,2,0,0
128,138,174.22,2,0,0
129,139,224.55,3,0,0
130,142,257.88,3,0,0
131,144,257.88,3,0,0
132,145,433.49,5,0,0
133,146,433.49,5,0,0
134,147,163.84,3,0,0
135,148,153.58,2,0,0
136,150,184.33,2,0,0
137,152,184.33,2,0,0
138,154,184.33,2,0,0
139,156,184.33,2,0,0
140,157,184.33,2,0,0
141,158,184.33,2,0,0
142,159,184.33,2,0,0
143,160,189.5,2,0,0
144,162,189.5,2,0,0
145,164,184.33,2,0,0
146,166,184.33,2,0,0
147,167,184.33,2,0,0
