"rownum","Id","[rid]","i32","i32","rid"
0,"anger_aura_end",[827],3,2,""
1,"hatred_aura_end",[828],3,2,""
2,"hatred_aura_end",[1458],3,3,""
3,"wrath_aura_end",[826],3,2,""
4,"haste_aura_end",[797],3,2,""
5,"steelskin_block",[3074],1,0,""
6,"steelskin_block",[5086],1,1,""
7,"steelskin_block",[3075],1,2,""
8,"cremation_explosion",[1649],1,0,""
9,"cremation_explosion",[1649],1,1,""
10,"cremation_explosion",[1800],1,2,""
11,"cremation_explosion",[1825],1,3,""
12,"cremation_explosion",[1652],1,4,""
13,"cremation_explosion",[5304],1,5,""
14,"cremation_explosion",[5457],1,6,""
15,"cremation_explosion",[5479],1,7,""
16,"cremation_geyser",[1650],3,0,""
17,"cremation_geyser",[1650],3,1,""
18,"cremation_geyser",[1801],3,2,""
19,"cremation_geyser",[1826],3,3,""
20,"cremation_geyser",[1653],3,4,""
21,"cremation_geyser",[5303],3,5,""
22,"cremation_geyser",[5456],3,6,""
23,"cremation_geyser",[5478],3,7,""
24,"cremation_impact",[1648],1,0,""
25,"cremation_impact",[1648],1,1,""
26,"cremation_impact",[1799],1,2,""
27,"cremation_impact",[1824],1,3,""
28,"cremation_impact",[1651],1,4,""
29,"cremation_impact",[5302],1,5,""
30,"cremation_impact",[5455],1,6,""
31,"cremation_impact",[5477],1,7,""
32,"consecrated_path_slam",[2200],1,0,""
33,"consecrated_path_slam",[2535],1,1,""
34,"consecrated_path_slam",[4444],1,2,""
35,"consecrated_path_slam",[4450],1,3,""
36,"consecrated_path_teleport",[2201],1,0,""
37,"consecrated_path_teleport",[2536],1,1,""
38,"consecrated_path_teleport",[4445],1,2,""
39,"consecrated_path_teleport",[4451],1,3,""
40,"consecrated_path_range",[2202],1,0,""
41,"consecrated_path_range",[2537],1,1,""
42,"consecrated_path_range",[4446],1,2,""
43,"consecrated_path_range",[4452],1,3,""
44,"consecrated_path_slam_ancestral",[4141],1,0,11924
45,"consecrated_path_slam_ancestral",[5813],1,1,11924
46,"consecrated_path_slam_ancestral",[5816],1,2,11924
47,"consecrated_path_slam_ancestral",[5819],1,3,11924
48,"consecrated_path_teleport_ancestral",[4142],1,0,11924
49,"consecrated_path_teleport_ancestral",[5814],1,1,11924
50,"consecrated_path_teleport_ancestral",[5817],1,2,11924
51,"consecrated_path_teleport_ancestral",[5820],1,3,11924
52,"consecrated_path_range_ancestral",[4143],1,0,11924
53,"consecrated_path_range_ancestral",[5815],1,1,11924
54,"consecrated_path_range_ancestral",[5818],1,2,11924
55,"consecrated_path_range_ancestral",[5821],1,3,11924
56,"divine_cry",[5499],1,0,""
57,"divine_cry",[5945],1,2,""
58,"divine_cry",[4394],1,3,""
59,"absolution_blast",[5533],1,0,""
60,"absolution_blast",[5535],1,1,""
61,"absolution_blast_convert",[5572],3,0,""
62,"absolution_blast_convert",[5572],3,1,""
63,"absolution_blast_shockwave",[5534],3,0,14274
64,"absolution_blast_shockwave",[5536],3,1,14274
65,"absolution_blast_lite",[5673],1,0,""
66,"absolution_blast_lite",[5535],1,1,""
67,"soulfeast_primary_explode",[5519],1,0,""
68,"soulfeast_wall_explode",[5618],1,0,""
69,"mana_void",[5520],3,0,""
70,"mana_void_rect_1",[5521],3,0,""
71,"mana_void_rect_2",[5522],3,0,""
72,"mana_void_rect_3",[5523],3,0,""
73,"mana_void_rect_4",[5524],3,0,""
74,"mana_void_lite",[5666],3,0,""
75,"mana_void_rect_1_lite",[5667],3,0,""
76,"mana_void_rect_2_lite",[5668],3,0,""
77,"mana_void_rect_3_lite",[5669],3,0,""
