"rownum","MonsterVarietiesKey","LegionFactionsKey","LegionRanksKey","i32","MiscAnimatedKey","i32","i32","[i32]","[i32]","[i32]","[i32]","[i32]","[i32]","i32","i32","[rid]","MonsterVarietiesKey2"
0,7020,0,0,0,[3043],10,2,[100],[200],[0],[440],[600],[60],15,50,[1],""
1,7021,0,0,0,[3044],10,2,[100],[200],[0],[580],[650],[60],15,50,[1],""
2,7022,0,0,0,[3043],10,2,[100],[200],[0],[440],[600],[60],15,50,[1],""
3,7023,0,0,0,[3044],10,2,[100],[200],[0],[550],[580],[60],15,50,[1],""
4,7024,0,0,0,[],0,2,[],[],[],[],[],[],15,50,[],""
5,7032,0,1,0,[3043],10,1,[100],[200],[0],[440],[600],[60],15,50,[1],""
6,7034,0,1,1,[3047],10,1,[10],[20],[0],[130],[300],[60],15,50,[1],""
7,7036,0,1,0,[],0,1,[],[],[],[],[],[],15,120,[],""
8,7040,0,2,0,[],0,1,[],[],[],[],[],[],15,50,[],""
9,7042,0,2,2,[],0,1,[],[],[],[],[],[],15,50,[],""
10,7046,0,3,3,[],0,1,[],[],[],[],[],[],15,50,[],""
11,7047,2,0,0,[3048],10,1,[100],[200],[0],[900],[1010],[60],15,60,[1],""
12,7050,2,1,1,[3051],10,1,[130],[200],[0],[170],[550],[75],15,60,[1],""
13,7052,2,1,0,[3050],10,1,[100],[200],[0],[580],[650],[50],15,60,[1],""
14,7056,2,2,0,[],0,1,[],[],[],[],[],[],15,40,[],""
15,7058,2,2,0,[],0,1,[],[],[],[],[],[],15,40,[],""
16,7060,2,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
17,7065,3,0,0,[3056],10,2,[100],[200],[0],[900],[1010],[60],15,50,[1],""
18,7067,3,0,0,[3056],10,1,[100],[200],[0],[900],[1010],[60],15,50,[1],""
19,7072,3,1,0,[],0,1,[],[],[],[],[],[],15,50,[],""
20,7073,3,1,1,[],0,1,[],[],[],[],[],[],15,110,[],""
21,7075,3,1,0,[],0,1,[],[],[],[],[],[],15,110,[],""
22,7080,3,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
23,7082,3,2,1,[],0,1,[],[],[],[],[],[],15,60,[],""
24,7085,3,3,3,[],0,1,[],[],[],[],[],[],15,60,[],7084
25,7088,4,0,0,[3054],10,1,[100],[200],[0],[440],[530],[60],15,50,[1],""
26,7089,4,0,0,[3054],10,1,[100],[200],[0],[440],[520],[60],15,50,[1],""
27,7090,4,0,0,[],0,1,[],[],[],[],[],[],15,60,[],""
28,7097,4,1,2,[],0,1,[],[],[],[],[],[],15,50,[],""
29,7098,4,1,2,[],0,1,[],[],[],[],[],[],15,50,[],""
30,7103,4,2,2,[],0,1,[],[],[],[],[],[],15,60,[],""
31,7105,4,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
32,7107,4,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
33,7109,1,0,0,[3058],10,1,[100],[200],[0],[440],[600],[60],15,50,[1],""
34,7110,1,0,0,[3058],10,1,[100],[200],[0],[440],[550],[60],15,50,[1],""
35,7111,1,0,1,[],0,1,[],[],[],[],[],[],15,50,[],""
36,7118,1,1,2,[],0,3,[],[],[],[],[],[],15,50,[],""
37,7121,1,0,0,[],0,1,[],[],[],[],[],[],15,50,[],""
38,7124,1,1,0,[],0,1,[],[],[],[],[],[],15,60,[],""
39,7126,1,1,0,[],0,1,[],[],[],[],[],[],15,60,[],""
40,7129,1,2,1,[],0,1,[],[],[],[],[],[],15,40,[],""
