"rownum","Id","i32","[rid]"
0,"absolution_blast",0,[5196]
1,"flame_golem",-4,[8529]
2,"flame_golem",-3,[8496]
3,"flame_golem",-2,[7507]
4,"flame_golem",-1,[4131]
5,"flame_golem",0,[4130]
6,"flame_golem",1,[4132]
7,"flame_golem_monster",1,[4145]
8,"lightning_golem",-4,[8531]
9,"lightning_golem",-3,[8498]
10,"lightning_golem",-2,[7509]
11,"lightning_golem",-1,[4166]
12,"lightning_golem",0,[4161]
13,"lightning_golem",1,[4162]
14,"ice_golem_monster",1,[4120]
15,"ice_golem",-4,[8528]
16,"ice_golem",-3,[8495]
17,"ice_golem",-2,[7506]
18,"ice_golem",-1,[4118]
19,"ice_golem",0,[4116]
20,"ice_golem",1,[4117]
21,"stone_golem",-4,[8532]
22,"stone_golem",-3,[8499]
23,"stone_golem",-2,[7510]
24,"stone_golem",-1,[4411]
25,"stone_golem",0,[4410]
26,"chaos_golem_monster",1,[3919]
27,"chaos_golem",-4,[8530]
28,"chaos_golem",-3,[8497]
29,"chaos_golem",-2,[7508]
30,"chaos_golem",-1,[4159]
31,"chaos_golem",0,[4157]
32,"bone_golem",0,[7479]
33,"bone_golem",1,[7821]
34,"bone_golem",2,[8195]
35,"bone_golem",3,[8207]
36,"agony_crawler",0,[6565]
37,"agony_crawler",1,[6565]
38,"agony_crawler",2,[6565]
39,"agony_crawler",3,[6565]
40,"agony_crawler",4,[6565]
41,"agony_crawler",5,[6565]
42,"agony_crawler",6,[6565]
43,"agony_crawler",7,[6565]
44,"agony_crawler",8,[6565]
45,"agony_crawler",9,[6565]
46,"agony_crawler",10,[6730]
47,"agony_crawler",11,[6567]
48,"agony_crawler",12,[6566]
49,"agony_crawler",13,[7014]
50,"agony_crawler",14,[7168]
51,"agony_crawler",15,[7536]
52,"agony_crawler",16,[7819]
53,"agony_crawler",17,[7822]
54,"agony_crawler",18,[8015]
55,"agony_crawler",19,[8193]
56,"agony_crawler",20,[8239]
57,"purity_champion",0,[1296]
58,"purity_champion",1,[1296]
59,"purity_champion",2,[1296]
60,"purity_champion",3,[1296]
61,"purity_champion",4,[1296]
62,"purity_champion",5,[1296]
63,"purity_champion",6,[1296]
64,"purity_champion",7,[1296]
65,"purity_champion",8,[1296]
66,"purity_champion",9,[1296]
67,"purity_champion",10,[6731]
68,"purity_champion",11,[1297]
69,"purity_champion",12,[1298]
70,"purity_champion",13,[7015]
71,"purity_champion",14,[7169]
72,"purity_champion",15,[7537]
73,"purity_champion",16,[7820]
74,"purity_champion",17,[7823]
75,"purity_champion",18,[8016]
76,"purity_champion",19,[8194]
77,"purity_champion",20,[8240]
78,"tornado",0,[8573]
