"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,4097,"GGG",1302
1,"Dex2",3,5089,"",1302
2,"Dex3",3,4975,"",1302
3,"Dex4",3,4764,"",1302
4,"Dex5",3,1,"",1302
5,"Dex6",3,1,"",1302
6,"Dex7",3,5242,"",1302
7,"Dex8",3,4995,"",1302
8,"Dex9",3,3988,"GGR",1302
9,"Dex10",3,3988,"GGR",1302
10,"Dex11",3,4982,"",1302
11,"Dex12",3,5252,"",1302
12,"Str1",0,4041,"RRR",1302
13,"Str2",0,4328,"RRR",1302
14,"Str3",0,5059,"",1302
15,"Str4",0,4974,"",1302
16,"Str5",0,4764,"",1302
17,"Str6",0,1,"",1302
18,"Str7",0,1,"",1302
19,"Str8",0,4204,"RRR",1302
20,"Str9",0,5200,"",1302
21,"Str10",0,4041,"RRG",1302
22,"Int1",1,3875,"BBB",1302
23,"Int2",1,4367,"BBB",1302
24,"Int3",1,4967,"",1302
25,"Int4",1,5222,"",1302
26,"Int5",1,4764,"",1302
27,"Int6",1,1,"",1302
28,"Int7",1,1,"",1302
29,"Int8",1,5033,"",1302
30,"Int9",1,5248,"",1302
31,"Int10",1,3875,"BBG",1302
32,"Int11",1,4069,"BBB",1302
33,"Int12",1,4069,"BBG",1302
34,"StrDex1",4,3988,"GRG",1302
35,"StrDex2",4,3958,"GRR",1302
36,"StrDex3",4,4982,"",1302
37,"StrDex4",4,4975,"",1302
38,"StrDex5",4,4764,"",1302
39,"StrDex6",4,1,"",1302
40,"StrDex7",4,1,"",1302
41,"StrDex8",4,4978,"",1302
42,"StrDex9",4,5200,"",1302
43,"StrDex10",4,4154,"GRR",1302
44,"StrInt1",6,4069,"RBB",1302
45,"StrInt2",6,4069,"RBR",1302
46,"StrInt3",6,4974,"",1302
47,"StrInt4",6,5200,"",1302
48,"StrInt5",6,4764,"",1302
49,"StrInt6",6,1,"",1302
50,"StrInt7",6,1,"",1302
51,"StrInt8",6,5248,"",1302
52,"StrInt9",6,4126,"RRR",1302
53,"StrInt10",6,5222,"",1302
54,"DexInt1",5,3899,"BGG",1302
55,"DexInt2",5,3899,"BGB",1302
56,"DexInt3",5,5033,"",1302
57,"DexInt4",5,4764,"",1302
58,"DexInt5",5,1,"",1302
59,"DexInt6",5,1,"",1302
60,"DexInt7",5,5222,"",1302
61,"DexInt8",5,5107,"",1302
62,"DexInt9",5,5110,"",1302
63,"DexInt10",5,3875,"BBB",1302
64,"DexInt11",5,3875,"BGB",1302
65,"StrDexInt1",2,3958,"GRG",1302
66,"StrDexInt2",2,4179,"GRR",1302
67,"StrDexInt3",2,5146,"",1302
68,"StrDexInt4",2,4978,"",1302
69,"StrDexInt5",2,4764,"",1302
70,"StrDexInt6",2,1,"",1302
71,"StrDexInt7",2,1,"",1302
72,"StrDexInt8",2,3958,"GRR",1302
73,"StrDexInt9",2,5107,"",1302
74,"StrDexInt10",2,5033,"",1302
75,"StrDexInt11",2,4069,"BGR",1302
76,"StrDexInt12",2,4069,"BGB",1302
77,"StrDexInt13",2,4975,"",1302
78,"Dex2_1",3,5242,"",1317
79,"Dex2_2",3,4995,"",1317
80,"Dex2_3",3,4993,"",1317
81,"Dex2_4",3,5089,"",1317
82,"Dex2_5",3,4978,"",1317
83,"Dex2_6",3,1,"",1317
84,"Dex2_7",3,1,"",1317
85,"Dex2_8",3,4764,"",1317
86,"Dex2_9",3,3988,"G",1317
87,"Dex2_10",3,3988,"G",1317
88,"Dex2_11",3,4097,"GG",1317
89,"Dex2_12",3,4348,"G",1317
90,"Dex2_13",3,5252,"",1317
91,"Str2_1",0,5200,"",1317
92,"Str2_2",0,4974,"",1317
93,"Str2_3",0,5059,"",1317
94,"Str2_4",0,1,"",1317
95,"Str2_5",0,1,"",1317
96,"Str2_6",0,4764,"",1317
97,"Str2_7",0,4204,"RR",1317
98,"Str2_8",0,4041,"R",1317
99,"Str2_9",0,4328,"R",1317
100,"Int2_1",1,5033,"",1317
101,"Int2_2",1,5248,"",1317
102,"Int2_3",1,5222,"",1317
103,"Int2_4",1,4967,"",1317
104,"Int2_5",1,1,"",1317
105,"Int2_6",1,1,"",1317
106,"Int2_7",1,4764,"",1317
107,"Int2_8",1,3875,"B",1317
108,"Int2_9",1,3875,"B",1317
109,"Int2_10",1,4367,"B",1317
110,"StrDex2_1",4,4975,"",1317
111,"StrDex2_2",4,5200,"",1317
112,"StrDex2_3",4,4978,"",1317
113,"StrDex2_4",4,4982,"",1317
114,"StrDex2_5",4,1,"",1317
115,"StrDex2_6",4,1,"",1317
116,"StrDex2_7",4,4764,"",1317
117,"StrDex2_8",4,3988,"R",1317
118,"StrDex2_9",4,3988,"G",1317
119,"StrDex2_10",4,4179,"GR",1317
120,"StrDex2_11",4,4348,"G",1317
121,"StrDex2_12",4,4328,"R",1317
122,"StrInt2_1",6,4974,"",1317
123,"StrInt2_2",6,5200,"",1317
124,"StrInt2_3",6,5033,"",1317
125,"StrInt2_4",6,5248,"",1317
126,"StrInt2_5",6,5222,"",1317
127,"StrInt2_6",6,5031,"",1317
128,"StrInt2_7",6,1,"",1317
129,"StrInt2_8",6,1,"",1317
130,"StrInt2_9",6,4764,"",1317
131,"StrInt2_10",6,4069,"R",1317
132,"StrInt2_11",6,4069,"B",1317
133,"StrInt2_12",6,4204,"RR",1317
134,"StrInt2_13",6,4328,"R",1317
135,"StrInt2_14",6,4367,"B",1317
