"rownum","rid","Id"
0,5238,"AbyssalCryMtx"
1,5447,"AncestralCryMtx"
2,5280,"AncestralWarchiefMtx"
3,5086,"AngerMtx"
4,5152,"AnimateWeaponMtx"
5,5079,"ArcMtx"
6,5112,"ArcticArmourMtx"
7,5478,"DefianceBannerMtx"
8,5397,"ArtilleryBallistaMtx"
9,5163,"BallLightningMtx"
10,5162,"BarrageMtx"
11,5438,"BladeBlastMtx"
12,5254,"BladefallMtx"
13,5362,"BladestormMtx"
14,5257,"BladeVortexMtx"
15,5253,"BlastRainMtx"
16,5268,"BlightMtx"
17,5227,"BlinkArrowMtx"
18,5363,"BloodAndSandMtx"
19,5493,"BloodOfferingMtx"
20,5007,"BloodRageMtx"
21,5172,"BoneOfferingMtx"
22,4971,"BladeflurryMtx"
23,4970,"ChargedDashMtx"
24,5092,"ClarityMtx"
25,4975,"CleaveMtx"
26,5156,"PurityofIceMtx"
27,4985,"ColdSnapMtx"
28,5328,"ConsecratedPathMtx"
29,5266,"ContagionMtx"
30,5175,"ConvocationMtx"
31,5305,"CremationMtx"
32,5306,"BodyswapMtx"
33,5456,"CracklingLanceMtx"
34,5128,"CycloneMtx"
35,5354,"MalevolenceMtx"
36,5347,"BaneMtx"
37,5359,"QuickDodgeMtx"
38,5108,"DecoyTotemMtx"
39,5170,"DesecrateMtx"
40,5085,"DeterminationMtx"
41,4987,"DetonateDeadMtx"
42,5109,"DevouringTotemMtx"
43,5012,"DischargeMtx"
44,5083,"DisciplineMtx"
45,5349,"DivineIreMtx"
46,5060,"DominatingBlowMtx"
47,4978,"DoubleStrikeMtx"
48,5340,"DreadBannerMtx"
49,5265,"EarthquakeMtx"
50,5450,"EarthshatterMtx"
51,4980,"ElementalHitMtx"
52,4977,"EnduringCryMtx"
53,5396,"EnsnaringArrowMtx"
54,5269,"EssenceDrainMtx"
55,5110,"EtherealKnivesMtx"
56,5043,"ExplosiveArrowMtx"
57,4967,"FireballMtx"
58,5284,"ScorchingRayMtx"
59,5211,"PyroclastMineMtx"
60,5154,"PurityofFireMtx"
61,5072,"FirestormMtx"
62,5161,"FlameblastMtx"
63,5241,"FlameDashMtx"
64,5113,"FlameTotemMtx"
65,5460,"FlameWallMtx"
66,5372,"FleshAndStoneMtx"
67,5171,"FleshOfferingMtx"
68,5023,"FlickerStrikeMtx"
69,5103,"HailstormMineMtx"
70,5033,"FreezingPulseMtx"
71,4984,"FrenzyMtx"
72,5242,"FrostBladesMtx"
73,5370,"IceDashMtx"
74,5276,"FrostBoltMtx"
75,5277,"FrostBoltNovaMtx"
76,5260,"FrostBombMtx"
77,5451,"GeneralsCryMtx"
78,5174,"GlacialCascadeMtx"
79,5084,"GraceMtx"
80,4974,"GroundSlamMtx"
81,5080,"HasteMtx"
82,5087,"HatredMtx"
83,5219,"HeraldOfAgonyMtx"
84,5216,"HeraldOfAshMtx"
85,5217,"HeraldOfIceMtx"
86,5220,"HeraldOfLightMtx"
87,5218,"HeraldOfThunderMtx"
88,5236,"IceCrashMtx"
89,4968,"IceNovaMtx"
90,5026,"IceSpearMtx"
91,5250,"IceTrapMtx"
92,4981,"ImmortalCallMtx"
93,5127,"IncinerateMtx"
94,5446,"IntimidatingCryMtx"
95,5228,"KineticBlastMtx"
96,5437,"KineticBoltMtx"
97,4979,"LacerateMtx"
98,5337,"LancingSteelMtx"
99,4969,"LeapSlamMtx"
100,5078,"LightningArrowMtx"
101,5158,"PurityofLightningMtx"
102,5320,"LightningSpireMtx"
103,5142,"LightningTrapMtx"
104,5053,"LightningWarpMtx"
105,5248,"MagmaOrbMtx"
106,5226,"MirrorArrowMtx"
107,5075,"MoltenShellMtx"
108,5200,"MoltenStrikeMtx"
109,5261,"OrbOfStormsMtx"
110,5038,"PhaseRunMtx"
111,4991,"PoisonArrowMtx"
112,5076,"PowerSiphonMtx"
113,5371,"PrecisionMtx"
114,5375,"PrideMtx"
115,5077,"PunctureMtx"
116,5350,"WaveOfConvictionMtx"
117,5081,"PurityMtx"
118,5061,"RainOfArrowsMtx"
119,5029,"RaiseSpectreMtx"
120,4986,"RaiseZombieMtx"
121,5237,"RallyingCryMtx"
122,5137,"ReaveMtx"
123,5102,"RejuvenationTotemMtx"
124,5010,"RighteousFireMtx"
125,5330,"ScourgeArrowMtx"
126,5133,"SearingBondMtx"
127,5239,"SeismicCryMtx"
128,5341,"ShatteringSteelMtx"
129,4976,"ShieldChargeMtx"
130,5034,"ShockNovaMtx"
131,5101,"ShockwaveTotemMtx"
132,5393,"ShrapnelBallistaMtx"
133,5255,"SiegeBallistaMtx"
134,5459,"SigilOfPowerMtx"
135,5329,"SmiteMtx"
136,5346,"SoulrendMtx"
137,5024,"SparkMtx"
138,5352,"ZealotryMtx"
139,5173,"SpiritOfferingMtx"
140,4995,"SplitArrowMtx"
141,5357,"SteelskinMtx"
142,5348,"StormbindMtx"
143,5387,"StormblastMineMtx"
144,5338,"StormBrandMtx"
145,5160,"StormCallMtx"
146,5379,"SummonCarrionGolemMtx"
147,5231,"SummonChaosGolemMtx"
148,5233,"SummonFlameGolemMtx"
149,5232,"SummonIceGolemMtx"
150,5234,"SummonLightningGolemMtx"
151,5167,"SummonRagingSpiritMtx"
152,5332,"HolyRelicMtx"
153,5262,"SummonStoneGolemMtx"
154,5054,"SummonSkeletonsMtx"
155,5388,"SummonSkitterbotsMtx"
156,5275,"SunderMtx"
157,5308,"TectonicSlamMtx"
158,5074,"TempestShieldMtx"
159,4966,"SpectralShieldThrowMtx"
160,5146,"ThrownWeaponMtx"
161,5212,"TornadoShotMtx"
162,5331,"ToxicRainMtx"
163,5327,"VaalAncestralWarchiefMtx"
164,5177,"VaalArcMtx"
165,5259,"VaalBladeVortexMtx"
166,5324,"VaalBlightMtx"
167,5201,"VaalClarityMtx"
168,5157,"VaalPurityOfIceMtx"
169,5190,"VaalColdSnapMtx"
170,5184,"VaalCycloneMtx"
171,5187,"VaalDetonateDeadMtx"
172,5203,"VaalDisciplineMtx"
173,5194,"VaalDoubleStrikeMtx"
174,5323,"VaalEarthquakeMtx"
175,5176,"VaalFireballMtx"
176,5155,"VaalPurityOfFireMtx"
177,5210,"VaalFlameblastMtx"
178,5202,"VaalGraceMtx"
179,5188,"VaalGroundSlamMtx"
180,5204,"VaalHasteMtx"
181,5185,"VaalIceNovaMtx"
182,5182,"VaalImmortalCall"
183,5159,"VaalPurityOfLightningMtx"
184,5213,"VaalLightningTrapMtx"
185,5181,"VaalLightningWarpMtx"
186,5180,"VaalMoltenShellMtx"
187,5183,"VaalPowerSiphonMtx"
188,5189,"VaalRainOfArrowsMtx"
189,5199,"VaalReaveMtx"
190,5207,"VaalRighteousFireMtx"
191,5178,"VaalSparkMtx"
192,5197,"VaalStormCallMtx"
193,5196,"VaalSummonSkeletonsMtx"
194,5191,"VaalThrownWeaponMtx"
195,5082,"VitalityMtx"
196,5455,"VoidSphereMtx"
197,4988,"VolatileDeadMtx"
198,5339,"WarBannerMtx"
199,4983,"WhirlingBladesMtx"
200,5335,"WinterOrbMtx"
201,5267,"WitherMtx"
202,5380,"WitheringStepMtx"
203,5088,"WrathMtx"
204,5235,"BlasphemyMtx"
205,5421,"BlasphemyPlusMtx"
206,5444,"FistOfWarMtx"
207,5389,"HighImpactMineMtx"
208,5314,"MirageArcherMtx"
209,5115,"RangedAttackTotemMtx"
210,5100,"BlastChainMineMtx"
211,5099,"SpellTotemMtx"
212,5312,"AncestralCallMtx"
213,5483,"EarthbreakerMtx"
214,5448,"PenanceBrandMtx"
215,5445,"ArcanistBrandMtx"
216,5449,"WintertideBrandMtx"
217,5343,"ArmageddonBrandMtx"
218,5143,"SmokeMineMtx"
219,5436,"ArcaneCloakMtx"
220,5381,"PlagueBearerMtx"
221,5366,"ChainHookMtx"
222,5089,"BurningArrowMtx"
223,5179,"VaalBurningArrowMtx"
224,5471,"ExsanguinateMtx"
225,5465,"HydrosphereMtx"
226,5073,"LightningStrikeMtx"
227,5192,"VaalLightningStrikeMtx"
228,5030,"InfernalBlowMtx"
229,4972,"SweepMtx"
230,5206,"VaalSweepMtx"
231,4982,"DualStrikeMtx"
232,5497,"EyeOfWinterMtx"
233,5481,"SpectralHelixMtx"
