"rownum","WorldAreasKey","InheritsFrom","RecipeId"
0,35,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",146
1,36,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",161
2,48,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",158
3,41,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockDecayed",187
4,46,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",170
5,51,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",176
6,62,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockDecayed",173
7,70,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockBoundBook",194
8,59,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockBoundBook",168
9,68,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockBeast",133
10,78,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",147
11,79,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",159
12,80,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",183
13,92,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockDecayed",141
14,97,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",149
15,90,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockDecayed",162
16,87,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiPillar",188
17,110,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockRunestone",171
18,111,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",174
19,104,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockDecayed",178
20,114,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockVaal",180
21,118,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",135
22,124,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",228
23,130,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGoldenBookstand",230
24,140,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",160
25,138,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",163
26,135,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockGravestone",169
27,148,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",185
28,153,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBook",181
29,150,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiPillar",150
30,154,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockTemplarBookNoHelena",148
31,162,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockKaruiRackNoHelena",148
32,517,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
33,518,"Metadata/Terrain/Missions/CraftingUnlocks/RecipeUnlockLabyrinth",139
