"rownum","Id","Base_ENVFile","Corrupted_ENVFile","i32","i32","[rid]","EnvironmentTransitionsKey","PreloadGroup"
0,"NULL","","",2604,2604,[],"",""
1,"NoMusic","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
2,"1_1","Metadata/EnvironmentSettings/1_1_1.env","",2604,2604,[],"",""
3,"1_1w","Metadata/EnvironmentSettings/1_1_1.env","",2604,2604,[],"",""
4,"1_1_silent","Metadata/EnvironmentSettings/no_music.env","",2604,2604,[],"",""
5,"1_2","Metadata/EnvironmentSettings/1_1_2_Night.env","",2604,2604,[],"",""
6,"1_2_remakeledges","Metadata/EnvironmentSettings/1_1_2_LedgeRemake.env","",2604,2604,[],"",""
7,"1_2a","Metadata/EnvironmentSettings/1_1_2a.env","",2604,2604,[],"",""
8,"1_3","Metadata/EnvironmentSettings/1_1_3_Dawn.env","Metadata/EnvironmentSettings/1_1_3_Sunny.env",2604,2604,[],0,""
9,"1_3a","Metadata/EnvironmentSettings/1_1_3a_Dark.env","Metadata/EnvironmentSettings/1_1_3a_Sunny.env",2604,228,[],"",""
10,"1_4_0","Metadata/EnvironmentSettings/1_1_4_0.env","",2604,2604,[],"",""
11,"1_4_0_synthesis","Metadata/EnvironmentSettings/1_1_4_0_synthesis.env","",2604,2604,[],"",""
12,"1_4_1","Metadata/EnvironmentSettings/1_1_4_1.env","",2604,2604,[],"",""
13,"1_4_2","Metadata/EnvironmentSettings/1_1_4_2.env","",2604,2604,[],"",""
14,"1_5","Metadata/EnvironmentSettings/1_1_5.env","",2604,2604,[],"",""
15,"1_6","Metadata/EnvironmentSettings/1_1_6.env","",2604,2604,[],"",""
16,"1_7_1","Metadata/EnvironmentSettings/1_1_7_1.env","",2604,2604,[],"",""
17,"1_7_2","Metadata/EnvironmentSettings/1_1_7_2.env","",2604,2604,[],"",""
18,"1_7_3","Metadata/EnvironmentSettings/1_1_7_3.env","",2604,2604,[],"",""
19,"1_7_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2604,2604,[],"",""
20,"1_8","Metadata/EnvironmentSettings/1_1_8.env","",2604,2604,[],"",""
21,"1_9","Metadata/EnvironmentSettings/1_1_9.env","",2604,2604,[],"",""
22,"1_9test","Metadata/EnvironmentSettings/1_1_9test.env","",2604,2604,[],"",""
23,"1_9a","Metadata/EnvironmentSettings/1_1_9a.env","",2604,2604,[],"",""
24,"1_11_1","Metadata/EnvironmentSettings/1_1_11_1.env","",2604,2604,[],"",""
25,"1_11_2","Metadata/EnvironmentSettings/1_1_11_2.env","",2604,2604,[],"",""
26,"1_11_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2604,2604,[],"",""
27,"1_11_3_boss","Metadata/EnvironmentSettings/1_1_11_3.env","",2604,2604,[],"",""
28,"1_town","Metadata/EnvironmentSettings/1_1_town.env","",2604,2604,[],"",""
29,"1_town_v2","Metadata/EnvironmentSettings/1_1_town_v2.env","",2604,2604,[],"",""
30,"2_1","Metadata/EnvironmentSettings/1_2_1.env","Metadata/EnvironmentSettings/corrupted/1_2_1.env",86,89,[],"",""
31,"2_2","Metadata/EnvironmentSettings/1_2_2.env","",2604,2604,[],"",""
32,"2_2_prophecy","Metadata/EnvironmentSettings/1_2_2_prophecy.env","",2604,2604,[],"",""
33,"2_2a","Metadata/EnvironmentSettings/1_2_2a.env","",2604,2604,[],"",""
34,"2_3","Metadata/EnvironmentSettings/1_2_3.env","",2604,2604,[],"",""
35,"2_4","Metadata/EnvironmentSettings/1_2_4.env","",2604,2604,[],"",""
36,"2_5_1","Metadata/EnvironmentSettings/1_2_5_1.env","",2604,2604,[],"",""
37,"2_5_2","Metadata/EnvironmentSettings/1_2_5_2.env","",2604,2604,[],"",""
38,"2_6_1","Metadata/EnvironmentSettings/1_2_6_1.env","",2604,2604,[],"",""
39,"2_6_2","Metadata/EnvironmentSettings/1_2_6_2.env","",2604,2604,[],"",""
40,"2_6_3","Metadata/EnvironmentSettings/1_2_6_3.env","",2604,2604,[],"",""
41,"2_7","Metadata/EnvironmentSettings/1_2_7.env","Metadata/EnvironmentSettings/corrupted/1_2_7.env",86,89,[],"",""
42,"2_7_synthesis","Metadata/EnvironmentSettings/1_2_7_synthesis.env","",2604,2604,[],"",""
43,"2_8","Metadata/EnvironmentSettings/1_2_8.env","Metadata/EnvironmentSettings/corrupted/1_2_8.env",86,89,[],"",""
44,"2_9","Metadata/EnvironmentSettings/1_2_9.env","Metadata/EnvironmentSettings/corrupted/1_2_9.env",86,89,[],"",""
45,"2_10","Metadata/EnvironmentSettings/1_2_10.env","Metadata/EnvironmentSettings/corrupted/1_2_10.env",86,89,[],"",""
46,"2_11_1","Metadata/EnvironmentSettings/1_2_11_1.env","Metadata/EnvironmentSettings/corrupted/1_2_11_1.env",86,89,[],"",""
47,"2_11_2","Metadata/EnvironmentSettings/1_2_11_2.env","Metadata/EnvironmentSettings/corrupted/1_2_11_2.env",86,89,[],"",""
48,"2_12","Metadata/EnvironmentSettings/1_2_12.env","Metadata/EnvironmentSettings/corrupted/1_2_12.env",86,89,[],"",""
49,"2_13","Metadata/EnvironmentSettings/1_2_13.env","",2604,2604,[],"",""
50,"2_14_2","Metadata/EnvironmentSettings/1_2_14_2.env","Metadata/EnvironmentSettings/corrupted/1_2_14_2.env",86,89,[],"",""
51,"2_14_3","Metadata/EnvironmentSettings/1_2_14_3.env","Metadata/EnvironmentSettings/corrupted/1_2_14_3.env",86,89,[],"",""
52,"2_14_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2604,2604,[],"",""
53,"2_14_3_boss","Metadata/EnvironmentSettings/1_2_14_boss.env","Metadata/EnvironmentSettings/corrupted/1_2_14_boss.env",86,89,[],"",""
54,"2_14_3_boss_leadup","Metadata/EnvironmentSettings/1_2_14_boss_leadup.env","Metadata/EnvironmentSettings/corrupted/1_2_14_boss_leadup.env",86,89,[],"",""
55,"2_15","Metadata/EnvironmentSettings/1_2_15.env","",2604,2604,[],"",""
56,"2_town","Metadata/EnvironmentSettings/1_2_town.env","Metadata/EnvironmentSettings/corrupted/1_2_town.env",86,89,[],"",""
57,"designertest","Metadata/EnvironmentSettings/designertest.env","",2604,2604,[],"",""
58,"designertest_arena","Metadata/EnvironmentSettings/designertest_arena.env","",2604,2604,[],"",""
59,"Desert_1","Metadata/EnvironmentSettings/Desert_1.env","",2604,2604,[],"",""
60,"ParticleShower","Metadata/EnvironmentSettings/ParticleShower.env","",2604,2604,[],"",""
61,"AtlasExilesZana","Metadata/EnvironmentSettings/AtlasExiles1_1.env","",2604,2604,[],"",""
