"rownum","rid","i32"
0,1181,3
1,1182,3
2,1183,3
3,1184,3
4,1185,3
5,1074,3
6,1170,3
7,1190,3
8,1194,3
9,1550,3
10,1551,3
11,1552,3
12,1553,3
13,1549,3
14,1548,3
15,1556,3
16,1554,3
17,1555,3
18,1557,3
19,1558,3
20,2001,3
21,3658,3
22,1675,3
23,1676,3
24,1677,3
25,1678,3
26,1679,3
27,1680,3
28,1681,3
29,1682,3
30,1683,3
31,1733,3
32,1734,3
33,1735,3
34,1736,3
35,1739,3
36,1742,3
37,1747,3
38,1754,3
39,3675,3
40,1759,3
41,1762,3
42,1972,3
43,1887,3
44,1888,3
45,1889,3
46,1890,3
47,1891,3
48,1892,3
49,1893,3
50,1894,3
51,1895,3
52,1896,3
53,1897,3
54,2067,3
55,2068,3
56,2069,3
57,2070,3
58,2071,3
59,2072,3
60,2073,3
61,2074,3
62,2075,3
63,2076,3
64,1112,2
65,1082,2
66,1181,2
67,1194,2
68,2233,2
69,439,2
70,1561,2
71,2094,2
72,557,2
73,1090,2
74,3697,2
75,1195,2
76,825,2
77,1531,2
78,1546,2
79,1999,2
80,2000,2
81,3658,2
82,1557,2
83,1558,2
84,1550,2
85,1554,2
86,1555,2
87,3529,2
88,3615,2
89,6756,2
90,6699,2
91,2105,2
92,498,2
93,851,2
94,865,2
95,680,2
96,1663,2
97,1666,2
98,1664,2
99,1669,2
100,1672,2
101,1674,2
102,1665,2
103,830,2
104,899,2
105,1752,2
106,1728,2
107,1748,2
108,1740,2
109,1745,2
110,1743,2
111,1737,2
112,784,2
113,791,2
114,855,2
115,1872,2
116,1877,2
117,1880,2
118,1873,2
119,1881,2
120,1885,2
121,1883,2
122,1732,2
123,1753,2
124,1749,2
125,1741,2
126,1746,2
127,1744,2
128,1738,2
129,1174,2
130,1122,2
131,1175,2
132,1168,2
133,1188,2
134,1110,2
135,1075,2
136,729,2
137,717,2
138,792,2
139,885,2
140,2063,2
141,2054,2
142,2060,2
143,2061,2
144,2062,2
145,2053,2
146,1179,2
147,1123,2
148,1180,2
149,1169,2
150,1189,2
151,1111,2
152,1076,2
153,622,2
154,1538,2
155,1540,2
156,1534,2
157,1547,2
158,1542,2
159,1541,2
160,1533,2
161,943,2
162,2049,2
163,2040,2
164,2046,2
165,2047,2
166,2048,2
167,2039,2
168,1862,2
169,1865,2
170,1859,2
171,1866,2
172,1870,2
173,1868,2
174,1858,2
175,510,2
176,1010,2
177,985,2
178,1011,2
179,1013,2
180,986,2
181,1020,2
182,3627,2
183,861,2
184,696,2
185,1523,2
186,1525,2
187,1519,2
188,1532,2
189,1527,2
190,1526,2
191,1518,2
192,829,2
193,992,2
194,988,2
195,993,2
196,1012,2
197,1005,2
198,998,2
199,994,2
200,787,2
201,1648,2
202,1651,2
203,1649,2
204,1654,2
205,1657,2
206,1659,2
207,1650,2
208,1529,1
209,1544,1
210,1523,1
211,1538,1
212,1532,1
213,1547,1
214,3656,1
215,3657,1
216,1551,1
217,1552,1
218,3654,1
219,3620,1
220,1091,1
221,7200,1
222,1857,1
223,455,1
224,499,1
225,501,1
226,500,1
227,825,1
228,853,1
229,852,1
230,854,1
231,819,1
232,678,1
233,679,1
234,677,1
235,1082,1
236,3605,1
237,1661,1
238,1662,1
239,1660,1
240,1668,1
241,1667,1
242,3666,1
243,3667,1
244,618,1
245,897,1
246,898,1
247,896,1
248,894,1
249,1726,1
250,1727,1
251,1725,1
252,1750,1
253,1755,1
254,3673,1
255,1028,1
256,782,1
257,783,1
258,781,1
259,785,1
260,442,1
261,1886,1
262,1879,1
263,1882,1
264,1878,1
265,1876,1
266,3690,1
267,1017,1
268,1016,1
269,903,1
270,867,1
271,1056,1
272,1730,1
273,3674,1
274,1731,1
275,1729,1
276,1751,1
277,1756,1
278,1172,1
279,1173,1
280,1171,1
281,3646,1
282,727,1
283,728,1
284,726,1
285,725,1
286,1015,1
287,3622,1
288,2064,1
289,2057,1
290,3694,1
291,2058,1
292,2056,1
293,2065,1
294,1177,1
295,1178,1
296,1176,1
297,3645,1
298,1191,1
299,620,1
300,1112,1
301,621,1
302,619,1
303,1536,1
304,3660,1
305,1537,1
306,1535,1
307,1546,1
308,1545,1
309,2050,1
310,2044,1
311,2043,1
312,3692,1
313,2042,1
314,2051,1
315,1871,1
316,1867,1
317,1864,1
318,1863,1
319,1861,1
320,3689,1
321,511,1
322,512,1
323,513,1
324,1008,1
325,1009,1
326,1007,1
327,900,1
328,904,1
329,862,1
330,859,1
331,860,1
332,858,1
333,863,1
334,694,1
335,695,1
336,693,1
337,697,1
338,698,1
339,3637,1
340,749,1
341,683,1
342,1521,1
343,3659,1
344,1522,1
345,1520,1
346,1531,1
347,1530,1
348,3628,1
349,827,1
350,821,1
351,828,1
352,826,1
353,990,1
354,991,1
355,989,1
356,1646,1
357,1652,1
358,1647,1
359,1645,1
360,1653,1
361,3664,1
362,3638,1
363,3629,1
364,3608,1
365,6867,0
366,884,0
367,856,0
368,866,0
369,880,0
370,6900,0
371,6899,0
372,1671,0
373,1670,0
374,6901,0
375,788,0
376,6765,0
377,883,0
378,6761,0
379,1760,0
380,1757,0
381,3677,0
382,6871,0
383,789,0
384,3688,0
385,6878,0
386,6948,0
387,1884,0
388,1874,0
389,6903,0
390,6905,0
391,3635,0
392,881,0
393,1761,0
394,1758,0
395,3676,0
396,6883,0
397,1107,0
398,3640,0
399,6881,0
400,1192,0
401,6879,0
402,1014,0
403,984,0
404,2059,0
405,7312,0
406,7314,0
407,2066,0
408,2055,0
409,3695,0
410,7313,0
411,6882,0
412,1108,0
413,3641,0
414,6880,0
415,1193,0
416,6889,0
417,1544,0
418,1539,0
419,3657,0
420,6888,0
421,6902,0
422,6904,0
423,3634,0
424,6868,0
425,3625,0
426,2045,0
427,7309,0
428,7311,0
429,2052,0
430,2041,0
431,3693,0
432,7310,0
433,6949,0
434,6945,0
435,6946,0
436,1869,0
437,6947,0
438,1860,0
439,3691,0
440,3630,0
441,6885,0
442,6884,0
443,6907,0
444,6906,0
445,6950,0
446,987,0
447,857,0
448,6887,0
449,1529,0
450,3656,0
451,6886,0
452,1524,0
453,6756,0
454,790,0
455,886,0
456,999,0
457,6891,0
458,6892,0
459,1656,0
460,1655,0
461,6893,0
462,3665,0
463,6877,0
464,6875,0
465,6361,0
