"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value"
0,"Accuracy1",57597,[6777],30,0,0
1,"Accuracy2",51147,[15058],100,0,0
2,"Accuracy3",64775,[15361],1,0,0
3,"Accuracy4",9632,[15373],40,0,0
4,"Armour1",46180,[9852],600,0,0
5,"Armour2",48720,[97],30,0,0
6,"Armour3",59754,[8266],20,0,0
7,"Armour4",7137,[3464],50,0,0
8,"Armour5",59936,[15045],25,0,0
9,"Armour6",10680,[492],100,0,0
10,"ArmourEvasion1",49522,[12987],5,0,0
11,"ArmourEvasion2",62285,"[122,8225]",8,8,0
12,"ArmourEvasion3",5108,[15070],100,0,0
13,"ArmourEvasion4",23955,[15366],1,0,0
14,"ArmourEnergyShield1",40578,[14967],1,0,0
15,"ArmourEnergyShield2",37614,[14968],120,0,0
16,"ArmourEnergyShield3",16215,[15023],20,0,0
17,"ArmourEnergyShield4",18301,[1278],-20,0,0
18,"Attack1",28524,[1231],3,0,0
19,"Attack2",39154,[10628],30,0,0
20,"Attack3",38401,[14955],50,0,0
21,"Attack4",64511,[15203],40,0,0
22,"Attack5",11938,[15208],1,0,0
23,"Attack6",19500,[15372],1,0,0
24,"Attributes1",5356,[3338],5,0,0
25,"Attributes2",41483,[6887],1,0,0
26,"Attributes3",26621,[15204],5,0,0
27,"Attributes4",52604,[15205],5,0,0
28,"Attributes5",15826,[15206],5,0,0
29,"Axe1",28354,[5229],1,0,0
30,"Axe2",11049,[9100],15,0,0
31,"Axe3",9088,[3489],40,0,0
32,"Axe4",50175,"[12037,11972]",30,15,0
33,"Axe5",64228,[15209],10,0,0
34,"Axe6",233,[11539],1,0,0
35,"Bleeding1",59626,[3385],1,0,0
36,"Bleeding2",10546,[7075],60,0,0
37,"Bleeding3",3449,[5356],60,0,0
38,"Bleeding4",23936,[4732],80,0,0
39,"Bleeding5",38703,[15210],3,0,0
40,"Blind1",43524,[14869],30,0,0
41,"Blind2",7831,[978],100,0,0
42,"Blind3",57463,[3667],60,0,0
43,"Blind4",12100,[3485],100,0,0
44,"Block1",55013,[491],2,0,0
45,"Block2",44840,[8204],2,0,0
46,"Block3",23442,"[1364,1365]",20,20,0
47,"Block4",4500,[15243],3,0,0
48,"Block5",41322,[14620],3,0,0
49,"Bow1",59634,[7493],60,0,0
50,"Bow2",45512,[9893],20,0,0
51,"Bow3",42952,[11136],100,0,0
52,"Bow4",26894,[13318],50,0,0
53,"Bow5",36967,"[3722,2782]",20,8,0
54,"Bow6",56951,[15211],35,0,0
55,"Brand1",37186,[14969],10,0,0
56,"Brand2",5907,[15027],30,0,0
57,"Brand3",20630,[12128],1,0,0
58,"Brand4",39863,[8620],50,0,0
59,"Brand5",32877,[8447],2,0,0
60,"Brand6",46672,[8598],40,0,0
61,"Caster1",48358,[14996],30,0,0
62,"Caster2",33089,[15026],1,0,0
63,"Caster3",61071,[15028],100,0,0
64,"Caster4",50906,[11479],1,0,0
65,"Caster5",27401,[9010],1,0,0
66,"Caster6",23471,[7239],1,0,0
67,"Chaos1",50933,[14970],1,0,0
68,"Chaos2",59574,"[10717,14971]",1,10,0
69,"Chaos3",1727,[12039],20,0,0
70,"Chaos4",21652,[8849],50,0,0
71,"Chaos5",28678,[150],17,0,0
72,"Chaos6",65015,[485],40,0,0
73,"Charges1",28720,[14972],1,0,0
74,"Charges2",48661,[14973],1,0,0
75,"Charges3",14100,[14974],1,0,0
76,"Charges4",29652,[15002],100,0,0
77,"Charges5",40307,[9565],3,0,0
78,"Claw1",40041,"[2693,2694]",100,100,0
79,"Claw2",7389,[4854],20,0,0
80,"Claw3",36475,"[343,1301]",10,5,0
81,"Claw4",4516,[6331],6,0,0
82,"Claw5",2823,[15344],1,0,0
83,"Claw6",22056,[15380],40,0,0
84,"Cold1",4116,[227],1,0,0
85,"Cold2",13267,[483],40,0,0
86,"Cold3",38814,[201],60,0,0
87,"Cold4",33129,[15212],25,0,0
88,"Cold5",19495,[15213],-5,0,0
89,"Cold6",26782,[15364],15,0,0
90,"Criticals1",9986,[12611],50,0,0
91,"Criticals2",2987,[14997],25,0,0
92,"Criticals3",59734,[15013],100,0,0
93,"Criticals4",38070,[15025],3,0,0
94,"Criticals5",61534,[97],30,0,0
95,"Criticals6",52684,[4126],150,0,0
96,"Curse1",13382,[14975],20,0,0
97,"Curse2",43250,[15030],20,0,0
98,"Curse3",45691,[12103],1,0,0
99,"Curse4",35426,[12238],20,0,0
100,"Curse5",34663,[11523],1,0,0
101,"Curse6",18130,[14956],30,0,0
102,"Dagger1",63223,[3613],100,0,0
103,"Dagger2",33315,[2041],1,0,0
104,"Dagger3",20515,[15345],8,0,0
105,"Dagger4",42559,[15347],8,0,0
106,"Dagger5",58309,[15346],15,0,0
107,"Dagger6",44869,[10357],40,0,0
108,"DamageOverTime1",2459,[13963],30,0,0
109,"DamageOverTime2",1251,[15214],10,0,0
110,"DamageOverTime3",34420,"[215,6082]",15,15,0
111,"DamageOverTime4",11521,[15348],-10,0,0
112,"DualWield1",14796,"[14976,2853]",1,15,0
113,"DualWield2",6090,[14977],100,0,0
114,"DualWield3",46493,[14978],60,0,0
115,"DualWield4",7972,[15001],20,0,0
116,"DualWield5",60440,[15003],15,0,0
117,"DualWield6",33959,"[15008,15009]",20,20,0
118,"Duration1",17852,[15011],10,0,0
119,"Duration2",21730,[15012],-10,0,0
120,"Duration3",24352,[6346],15,0,0
121,"Duration4",14881,[621],20,0,0
122,"Elemental1",48385,[15029],-18,0,0
123,"Elemental2",4119,[1669],-60,0,0
124,"Elemental3",59343,[1899],10,0,0
125,"Elemental4",17942,[6314],40,0,0
126,"Elemental5",30502,[141],15,0,0
127,"Elemental6",25681,[8836],100,0,0
128,"EnergyShield1",51424,"[1735,1211]",1,30,0
129,"EnergyShield2",30520,[14980],1,0,0
130,"EnergyShield3",571,[15004],50,0,0
131,"EnergyShield4",35810,[1410],120,0,0
132,"EnergyShield5",29586,[698],3,0,0
133,"EnergyShield6",31556,[15046],25,0,0
134,"Evasion1",25487,[7684],1,0,0
135,"Evasion2",37190,[4646],40,0,0
136,"Evasion3",6462,[6770],10,0,0
137,"Evasion4",61741,"[4439,5278,12088]",30,30,30
138,"Evasion5",57074,[15048],25,0,0
139,"Evasion6",28676,[15365],100,0,0
140,"EvasionEnergyShield1",11541,[15215],30,0,0
141,"EvasionEnergyShield2",46099,[15216],20,0,0
142,"EvasionEnergyShield3",47151,[15217],30,0,0
143,"EvasionEnergyShield4",38423,[15367],1,0,0
144,"Fire1",24180,[14981],-5,0,0
145,"Fire2",65020,[14998],2,0,0
146,"Fire3",37,[482],40,0,0
147,"Fire4",36313,[5243],20,0,0
148,"Fire5",55308,[5325],1,0,0
149,"Fire6",6216,"[10199,144]",20,-30,0
150,"Flask1",29214,[14982],10,0,0
151,"Flask2",59906,[14983],1,0,0
152,"Flask3",11869,"[11021,10014]",1,1,0
153,"Flask4",40906,[1745],10,0,0
154,"Flask5",20464,[10009],1,0,0
155,"Flask6",10815,[14999],1,0,0
156,"Fortify1",37925,"[2760,14881]",100,-3,0
157,"Fortify2",51153,[14881],3,0,0
158,"Fortify3",27173,[2952],100,0,0
159,"Fortify4",4710,[15146],-10,0,0
160,"Impale1",43295,[15068],100,0,0
161,"Impale2",56133,[10813],20,0,0
162,"Impale3",29209,"[12700,12698]",40,40,0
163,"Impale4",43308,"[13166,12699]",4,10,0
164,"Impale5",20273,[15218],20,0,0
165,"Leech1",62252,[9283],20,0,0
166,"Leech2",2249,[9284],30,0,0
167,"Leech3",5995,[9285],30,0,0
168,"Leech4",53627,[2864],30,0,0
169,"Leech5",57298,[12002],100,0,0
170,"Life1",64381,"[124,2807]",10,-10,0
171,"Life2",34242,[6787],120,0,0
172,"Life3",47642,[123],50,0,0
173,"Life4",31822,[14029],-15,0,0
174,"Life5",21468,[5855],50,0,0
175,"Life6",38454,[15065],100,0,0
176,"Link1",59815,[15197],1,0,0
177,"Link2",26985,[15201],20,0,0
178,"Link3",18365,[15199],-5,0,0
179,"Link4",46059,[15200],1,0,0
180,"Lightning1",53046,[484],40,0,0
181,"Lightning2",64241,[11478],1,0,0
182,"Lightning3",50993,[11453],1,0,0
183,"Lightning4",28569,[7782],80,0,0
184,"Lightning5",64063,[15219],1,0,0
185,"Lightning6",20364,[15399],1,0,0
186,"Mace1",37132,[14984],1,0,0
187,"Mace2",17821,[14985],20,0,0
188,"Mace3",12139,[15000],1,0,0
189,"Mace4",22542,[15031],12,0,0
190,"Mace5",40991,[341],50,0,0
191,"Mace6",16425,[2611],1,0,0
192,"Mana1",2902,[15010],300,0,0
193,"Mana2",55886,[12095],10,0,0
194,"Mana3",59064,[1074],10,0,0
195,"Mana4",12119,[213],10,0,0
196,"Mana5",64642,[3729],10,0,0
197,"Mana6",64875,[15044],100,0,0
198,"Mark1",2800,[13370],25,0,0
199,"Mark2",34031,[15221],1,0,0
200,"Mark3",48980,[15224],10,0,0
201,"Mark4",50841,[15369],1,0,0
202,"Mine1",29161,[10066],2,0,0
203,"Mine2",47823,[10067],-2,0,0
204,"Mine3",18391,[10141],30,0,0
205,"Mine4",21313,[15225],100,0,0
206,"Mine5",533,[15226],1,0,0
207,"Mine6",6510,[15228],150,0,0
208,"MinionDefence1",61283,[10267],8,0,0
209,"MinionDefence2",20153,[14966],1,0,0
210,"MinionDefence3",15574,[3118],100,0,0
211,"MinionDefence4",58106,[4362],40,0,0
212,"MinionDefence5",43400,"[159,15175]",30,-15,0
213,"MinionDefence6",46636,[11485],5,0,0
214,"MinionOffence1",47429,[15005],20,0,0
215,"MinionOffence2",9876,[15006],8,0,0
216,"MinionOffence3",40073,[9997],25,0,0
217,"MinionOffence4",41544,[11781],100,0,0
218,"MinionOffence5",11723,[8128],250,0,0
219,"MinionOffence6",57179,[4420],20,0,0
220,"Physical1",62782,[15069],100,0,0
221,"Physical2",32255,[13020],20,0,0
222,"Physical3",20173,[1670],-60,0,0
223,"Physical4",39010,[10788],15,0,0
224,"Physical5",18859,[15229],40,0,0
225,"Physical6",59010,"[15370,10892]",20,10,0
226,"Poison1",34563,[11486],300,0,0
227,"Poison2",62897,[9099],20,0,0
228,"Poison3",45300,[11129],12,0,0
229,"Poison4",64264,[3365],20,0,0
230,"Poison5",16264,[5220],3,0,0
231,"Poison6",52120,[15371],20,0,0
232,"Projectile1",16644,[7138],20,0,0
233,"Projectile2",2198,[7909],20,0,0
234,"Projectile3",52404,[15232],1,0,0
235,"Projectile4",14813,[15231],1,0,0
236,"Projectile5",1167,[15233],15,0,0
237,"Projectile6",44240,[15234],-15,0,0
238,"Reservation1",28638,[15107],8,0,0
239,"Reservation2",34383,[14770],15,0,0
240,"Reservation3",23621,[14771],30,0,0
241,"Reservation4",56471,[845],30,0,0
242,"Reservation5",61097,[15114],15,0,0
243,"Reservation6",12046,[11669],50,0,0
244,"Resistance1",19422,[7913],1,0,0
245,"Resistance2",4319,"[5862,6411]",100,1,0
246,"Resistance3",9074,[12088],100,0,0
247,"Resistance4",46807,[194],20,0,0
248,"Resistance5",53837,[1278],-20,0,0
249,"Resistance6",31331,"[141,150]",12,7,0
250,"Shield1",45263,[15134],50,0,0
251,"Shield2",30612,[15135],1,0,0
252,"Shield3",10059,[15136],1,0,0
253,"Shield4",50228,[9236],20,0,0
254,"Shield5",35302,[11436],2,0,0
255,"Shield6",45307,[11437],1,0,0
256,"Staff1",50863,"[15137,15138]",2,2,0
257,"Staff2",28589,[15139],30,0,0
258,"Staff3",47249,[15140],8,0,0
259,"Staff4",22149,[3832],20,0,0
260,"Staff5",9143,"[3232,5579]",100,0,0
261,"Staff6",65233,[6952],60,0,0
262,"Suppression1",58447,[14809],2,0,0
263,"Suppression2",7677,[15235],1,0,0
264,"Suppression3",42014,[15236],1,0,0
265,"Suppression4",2474,[15397],-50,0,0
266,"Suppression5",13757,[15368],10,0,0
267,"Sword1",47595,[9858],3,0,0
268,"Sword2",47299,[8429],20,0,0
269,"Sword3",8018,[12824],8,0,0
270,"Sword4",23247,[15240],1,0,0
271,"Sword5",50922,"[2383,615]",120,-20,0
272,"Sword6",54067,[223],50,0,0
273,"Totem1",60050,[10581],1,0,0
274,"Totem2",27718,[15110],30,0,0
275,"Totem3",12747,[15108],5,0,0
276,"Totem4",53005,[15141],1,0,0
277,"Totem5",32279,[3043],4000,0,0
278,"Totem6",16950,[11039],50,0,0
279,"Trap1",13257,[14120],5,0,0
280,"Trap2",8298,[15064],50,0,0
281,"Trap3",50265,[950],5,0,0
282,"Trap4",20694,[312],60,0,0
283,"Trap5",763,[4747],30,0,0
284,"Trap6",43061,[15227],1,0,0
285,"TwoHand1",35582,[12658],3,0,0
286,"TwoHand2",27095,[3405],40,0,0
287,"TwoHand3",31564,"[15350,15351]",10,10,0
288,"TwoHand4",31038,[15354],15,0,0
289,"TwoHand5",1626,"[11618,70]",60,-10,0
290,"Wand1",16545,[15142],10,0,0
291,"Wand2",26785,[15143],1,0,0
292,"Wand3",42540,[15144],1,0,0
293,"Wand4",61352,[11667],100,0,0
294,"Wand5",15133,"[2693,2694]",50,50,0
295,"Wand6",63280,[15349],1,0,0
296,"Warcry1",14206,"[12359,12105]",1,25,0
297,"Warcry2",23021,[12108],1,0,0
298,"Warcry3",60034,[12357],15,0,0
299,"Warcry4",12916,[12110],20,0,0
300,"Warcry5",63994,[12183],1,0,0
301,"Warcry6",14032,[10999],1,0,0
