"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,6178,[7511],"[1583,7005]",20,"","","","","",1
1,6179,[7511],"[1583,7005]",20,"","","","","",1
2,6180,[7511],"[1583,7005]",20,"","","","","",1
3,6181,[7511],"[1583,7005]",20,"","","","","",1
4,6183,[7512],[1583],20,"","","","","",1
5,6184,[7512],[1583],20,"","","","","",1
6,6185,[7512],[1583],20,"","","","","",1
7,6186,[7512],[1583],20,"","","","","",1
8,6188,[7514],[],20,"","","","","",1
9,6189,[7514],[],20,"","","","","",1
10,6190,[7514],[],20,"","","","","",1
11,6191,[7514],[],20,"","","","","",1
12,6193,[7515],[],20,"","","","","",1
13,6194,[7515],[],20,"","","","","",1
14,6195,[7515],[],20,"","","","","",1
15,6196,[7515],[],20,"","","","","",1
16,6198,[7516],[],20,"","","","","",1
17,6199,[7516],[],20,"","","","","",1
18,6200,[7516],[],20,"","","","","",1
19,6201,[7516],[],20,"","","","","",1
20,6203,[7517],[],20,"","","","","",1
21,6204,[7517],[],20,"","","","","",1
22,6205,[7517],[],20,"","","","","",1
23,6206,[7517],[],20,"","","","","",1
24,6208,[7518],[],20,"","","","","",""
25,8036,[17399],[7006],1,1,"","","","",""
26,8037,[17400],[7006],1,1,"","","","",""
27,8038,[17401],[7006],1,1,"","","","",""
28,8039,[17402],"[7006,7144]",1,1,"","","","",""
29,8040,[17403],[7006],2,1,"","","","",""
30,8041,[17404],[7006],2,1,"","","","",""
31,8042,[17405],[7006],2,1,"","","","",""
32,8043,[17406],"[7006,7145]",2,1,"","","","",""
33,8044,[17407],[7006],3,1,"","","","",""
34,8045,[17408],[7006],3,1,"","","","",""
35,8046,[17409],[7006],3,1,"","","","",""
36,8047,[17410],"[7006,7146]",3,1,"","","","",""
37,8048,[17411],[7006],0,1,"","","","",""
38,8049,[17412],[7006],0,1,"","","","",""
39,8050,[17413],[7006],0,1,"","","","",""
40,8051,[17414],"[7006,7147]",0,1,"","","","",""
41,8052,[17415],[7006],0,1,"","","","",""
42,8053,[17416],[7006],0,1,"","","","",""
43,8054,[17417],[7006],0,1,"","","","",""
44,8055,[17418],[7006],0,1,"","","","",""
45,8056,[17419],[7006],4,1,1,"","","",""
46,8057,[17420],[7006],4,1,1,"","","",""
47,8058,[17421],[7006],4,1,1,"","","",""
48,8059,[17422],"[7006,7148]",4,1,1,"","","",""
49,8060,[17423],[7006],5,1,"",1,"","",""
50,8061,[17424],[7006],5,1,"",1,"","",""
51,8062,[17425],[7006],5,1,"",1,"","",""
52,8063,[17426],"[7006,7149]",5,1,"",1,"","",""
53,8064,[17427],[7006],0,1,"","","","",""
54,8065,[17428],[7006],0,1,"","","","",""
55,8066,[17429],[7006],0,1,"","","","",""
56,8067,[17430],"[7006,7150]",0,1,"","","","",""
57,8068,[17431],[7006],6,1,"","","","",""
