"rownum","string","[rid]","i32"
0,"steelskin_hit",[19],0
1,"steelskin_hit",[255],1
2,"steelskin_hit",[20],2
3,"steelskin_fadeout",[13],0
4,"steelskin_fadeout",[256],1
5,"steelskin_fadeout",[14],2
6,"divine_cry_weapon_left",[307],0
7,"divine_cry_weapon_left",[365],2
8,"divine_cry_weapon_left",[367],3
9,"divine_cry_weapon_right",[306],0
10,"divine_cry_weapon_right",[366],2
11,"divine_cry_weapon_right",[368],3
12,"chain_strike_dash",[10],0
13,"chain_strike_dash",[309],1
14,"chain_strike_hit",[11],0
15,"chain_strike_hit",[310],1
16,"arcane_cloak_block",[80],0
17,"arcane_cloak_block",[311],1
18,"arcane_cloak_fade_out",[79],0
19,"arcane_cloak_fade_out",[312],1
20,"igniting_flask_in_hand",[313],0
21,"igniting_flask_in_hand_scion_pls",[314],0
22,"weapon_trap_weapon",[318],0
23,"ambush_teleport_in",[324],0
24,"ambush_teleport_out",[325],0
25,"rage_slash_weapon",[326],0
26,"soulfeast_hand_surge",[327],0
27,"lightning_strike_proj_hit",[328],0
28,"lightning_strike_proj_hit",[328],1
29,"lightning_strike_proj_hit",[329],2
30,"lightning_strike_vaal_blade",[330],0
31,"lightning_strike_vaal_blade",[330],1
32,"lightning_strike_vaal_blade",[342],2
33,"burning_arrow_stuck_fade",[71],0
34,"burning_arrow_stuck_fade",[333],1
35,"dash_afterimage",[57],0
36,"dash_char",[54],0
37,"dash_afterimage",[58],1
38,"dash_char",[55],1
39,"dash_afterimage",[59],2
40,"dash_char",[56],2
41,"dash_afterimage",[59],3
42,"dash_char",[56],3
43,"dash_afterimage",[161],4
44,"dash_char",[160],4
45,"dash_afterimage",[335],5
46,"dash_char",[334],5
47,"spectral_helix_weapon_effect",[341],0
48,"leap_slam",[344],10
49,"leap_slam",[347],12
50,"leap_slam",[345],14
51,"leap_slam",[346],16
52,"leap_slam",[343],19
53,"leap_slam",[347],21
54,"leap_slam_warp_out",[41],22
55,"leap_slam_warp_in",[42],22
56,"leap_slam_ancestral",[343],0
57,"leap_slam_ancestral",[362],1
58,"leap_slam_ancestral",[363],2
59,"leap_slam_ancestral",[364],3
60,"arc_hit",[34],8
61,"arc_hit",[147],10
62,"arc_hit",[348],12
63,"arc_lucky_begin",[35],8
64,"chronomancer_after_image",[349],0
65,"chronomancer_rewind_in_place",[369],0
66,"chronomancer_clone_rewind",[370],0
67,"flame_wall_arrow_loop",[186],0
68,"flame_wall_arrow_loop",[226],1
69,"flame_wall_arrow_loop",[296],2
70,"flame_wall_arrow_loop",[350],3
71,"flame_wall_arrow_once",[187],0
72,"flame_wall_arrow_once",[227],1
73,"flame_wall_arrow_once",[297],2
74,"flame_wall_arrow_once",[351],3
75,"flame_wall_spell_loop",[188],0
76,"flame_wall_spell_loop",[228],1
77,"flame_wall_spell_loop",[298],2
78,"flame_wall_spell_loop",[352],3
79,"flame_wall_spell_once",[189],0
80,"flame_wall_spell_once",[229],1
81,"flame_wall_spell_once",[299],2
82,"flame_wall_spell_once",[353],3
83,"flame_wall_mortar_1",[193],0
84,"flame_wall_mortar_1",[230],1
85,"flame_wall_mortar_1",[300],2
86,"flame_wall_mortar_1",[354],3
87,"flame_wall_mortar_2",[195],0
88,"flame_wall_mortar_2",[231],1
89,"flame_wall_mortar_2",[301],2
90,"flame_wall_mortar_2",[355],3
91,"flame_wall_mortar_3",[196],0
92,"flame_wall_mortar_3",[232],1
93,"flame_wall_mortar_3",[302],2
94,"flame_wall_mortar_3",[356],3
95,"flame_wall_mortar_4",[197],0
96,"flame_wall_mortar_4",[233],1
97,"flame_wall_mortar_4",[303],2
98,"flame_wall_mortar_4",[357],3
99,"poisonous_concoction_in_hand",[358],0
100,"poisonous_concoction_in_hand_scion_pls",[359],0
101,"shield_charge_charge",[260],0
102,"shield_charge_charge",[264],4
103,"shield_charge_charge",[360],5
104,"shield_charge_hit_flash",[23],0
105,"shield_charge_hit_flash",[33],2
106,"shield_charge_hit_flash",[23],3
107,"shield_charge_hit_flash",[267],4
108,"shield_charge_hit_flash",[361],5
109,"shield_charge_shield",[257],0
110,"shield_charge_shield",[261],2
111,"shield_charge_shield",[257],3
112,"shield_charge_shield",[257],4
113,"shield_charge_shield",[257],5
114,"shield_charge_shield_fadein",[258],0
115,"shield_charge_shield_fadein",[262],2
116,"shield_charge_shield_fadein",[258],3
117,"shield_charge_shield_fadein",[258],4
118,"shield_charge_shield_fadein",[258],5
119,"shield_charge_shield_fadeout",[259],0
120,"shield_charge_shield_fadeout",[263],2
121,"shield_charge_shield_fadeout",[259],3
122,"shield_charge_shield_fadeout",[259],4
123,"shield_charge_shield_fadeout",[259],5
124,"flame_dash_epk",[222],11
125,"virulent_arrow_epk",[371],0
126,"virulent_arrow_epk",[372],1
127,"virulent_arrow_epk",[374],2
128,"tempest_shield_shield",[373],0
129,"tornado_shot_epk",[375],0
130,"tornado_shot_epk",[375],2
131,"tornado_shot_epk",[386],3
132,"soul_link",[380],0
133,"flame_link",[381],0
134,"remora_link",[382],0
135,"bulwark_link",[383],0
136,"trigger_link",[384],0
137,"critical_link",[385],0
138,"expanding_fire_cone_epk",[387],1
139,"crackling_lance_sparkle_boi_first_stage_epk",[200],0
140,"crackling_lance_sparkle_boi_first_stage_epk",[234],1
141,"crackling_lance_sparkle_boi_first_stage_epk",[390],2
142,"crackling_lance_sparkle_boi_second_stage_epk",[201],0
143,"crackling_lance_sparkle_boi_second_stage_epk",[235],1
144,"crackling_lance_sparkle_boi_second_stage_epk",[391],2
145,"crackling_lance_sparkle_boi_third_stage_epk",[202],0
146,"crackling_lance_sparkle_boi_third_stage_epk",[236],1
147,"crackling_lance_sparkle_boi_third_stage_epk",[392],2
148,"crackling_lance_sparkle_boi_fourth_stage_epk",[203],0
149,"crackling_lance_sparkle_boi_fourth_stage_epk",[237],1
150,"crackling_lance_sparkle_boi_fourth_stage_epk",[393],2
151,"crackling_lance_on_hit_epk",[185],0
152,"crackling_lance_on_hit_epk",[225],1
153,"crackling_lance_on_hit_epk",[389],2
