"rownum","BaseItemType","Scaling","Name"
0,8275,0.85,"Bazira"
1,8276,0.85,"Tsvet Matvei"
2,8277,0.85,"Bazira"
3,8278,0.85,"Count Geonor"
4,8279,0.85,"The Crimson Scribe"
5,8280,0.85,"The Midnight Tinkerer"
6,8281,0.85,"Aline Koltz"
7,8282,0.85,"Tsvet Matvei"
8,8283,0.85,"Administrator Qotra"
9,8284,0.85,"Count Geonor"
10,8285,0.85,"Nishem"
11,8286,0.85,"Aline Koltz"
12,8287,0.85,"Count Geonor"
13,8288,0.85,"Marcine Clavus"
14,8289,0.85,"Marcine Clavus"
15,8290,0.85,"Marcine Clavus"
16,8291,0.85,"Marcine Clavus"
17,8292,0.85,"Marcine Clavus"
18,8293,1.2,"Selwyn Eddard"
19,8294,1.2,"Kondor Larcius"
20,8295,1.2,"Grond Ironeye"
21,8296,1.2,"Bazira"
22,8297,1.2,"Bazira"
23,8298,1.2,"Kondor Larcius"
24,8299,1.2,"The Crimson Scribe"
25,8300,1.2,"Administrator Qotra"
26,8301,1.2,"Administrator Qotra"
27,8302,1.2,"The Crimson Scribe"
28,8303,1.2,"Remus Hestor"
29,8304,1.2,"Nishem"
30,8305,1.2,"The Crimson Scribe"
31,8306,1.2,"Anton Laffrey"
32,8307,1.5,"Tsvet Matvei"
33,8308,1.5,"Kondor Larcius"
34,8309,1.5,"The Midnight Tinkerer"
35,8310,1.5,"Bazira"
36,8311,1.5,"Kondor Larcius"
37,8312,1.5,"The Crimson Scribe"
38,8313,3,"Administrator Qotra"
39,8314,3,"Cardinal Uthelius"
40,8315,3,"Castor Pollinius III"
41,8316,0.3,""
42,8317,0.3,""
43,8318,0.3,""
44,8319,0.3,""
45,8320,0.3,""
46,8321,0.3,""
47,8322,0,"Karst"
48,8323,0,"Karst"
49,8324,0,"Karst"
50,8325,0,"Tibbs"
51,8326,0,"Tibbs"
52,8327,0,"Huck"
53,8328,0,"Huck"
54,8329,0,"Vinderi"
55,8330,0,"Vinderi"
56,8331,0,"Gianna"
57,8332,0,"Gianna"
58,8333,0,"Tullina"
59,8334,0,"Tullina"
60,8335,0,"Niles"
61,8336,0,"Niles"
62,8337,0,"Nenet"
63,8338,0,"Nenet"
64,8339,0,"Isla"
65,8340,0,"Isla"
66,8341,0,"Isla"
67,8342,0,"Adiyah"
68,8343,0,"Adiyah"
69,8344,0,"Adiyah"
70,8345,0,"Whakano"
71,8346,0,"Whakano"
72,8347,0,"Whakano"
73,8348,0,"Faustus"
74,8350,0,"Faustus"
75,8351,0,"Faustus"
76,8352,0,"Kurai"
77,8353,0,"Kurai"
78,8354,0,"Kurai"
79,8355,0,"Kurai"
