"rownum","MonsterVarietiesKey","[rid]","[i32]","Name"
0,1098,[717],[50],"Drowned"
1,1100,[717],[50],"Drowned"
2,1102,[717],[50],"Drowned"
3,4180,[717],[100],"Savage Crab"
4,4187,[717],[75],"Savage Crab"
5,4194,[717],[50],"Savage Crab"
6,5915,[717],[50],"Kelp Crab"
7,5916,[717],[100],"Shore Crab"
8,5917,[717],[50],"Coconut Crab"
9,5918,[717],[50],"Spider Crab"
10,469,[717],[100],"Gravel Eater"
11,2649,[717],[50],"Cannibal"
12,2646,[717],[50],"Cannibal"
13,2609,[717],[50],"Cannibal"
14,2614,[717],[50],"Cannibal"
15,2672,[717],[50],"Cannibal Fire-eater"
16,2612,[717],[50],"Fire Fury"
17,1135,[717],[50],"Dripping Dead"
18,1138,[717],[50],"Dripping Dead"
19,1141,[717],[50],"Dripping Dead"
20,413,[717],[50],"Rhoa Mare"
21,421,[],[],"Tercel Rhoa"
22,1129,[717],[50],"Dripping Dead"
23,1131,[717],[50],"Dripping Dead"
24,1133,[717],[50],"Dripping Dead"
25,1041,"[483,717]","[80,50]","Tide Strider"
26,426,[717],[50],"Oozeback Bloom"
27,883,[717],[100],"Cursed Spawn"
28,492,[717],[100],"Cave Crustacean"
29,904,[717],[150],"Broodling"
30,1058,"[483,717]","[80,50]","Cavern Strider"
31,638,[717],[50],"Ancient Bonestalker"
32,482,[],[],"Brood Princess"
33,648,[717],[50],"Rattling Bones"
34,516,[717],[50],"Ancient Archer"
35,2647,[717],[50],"Cannibal"
36,2610,[717],[50],"Cannibal"
37,2673,[717],[50],"Cannibal Fire-eater"
38,212,[717],[50],"Goatman"
39,1530,[717],[50],"Gluttonous Gull"
40,981,[],[],"Kuduku, the False God"
41,253,[717],[50],"Goatman Shaman"
42,529,[717],[50],"Burning Bowman"
43,5164,[717],[50],"Dreadwheel"
44,5166,[717],[50],"Dreadwheel"
45,513,[],[],"Ironpoint the Forsaken"
46,250,[],[],"The Faun"
47,391,[717],[25],"Necromancer"
48,511,"[1086,9569,717]","[20,10,50]","Chatters"
49,536,[717],[50],"Brittle Poacher"
50,646,[717],[50],"Brittle Thief"
51,1202,[717],[50],"Rotting Damned"
52,1204,[717],[50],"Rotting Damned"
53,1206,[717],[50],"Rotting Damned"
54,139,[],[],"Brutus, Lord Incarcerator"
55,395,[],[],"Sawbones"
56,400,[717],[25],"Diabolist"
57,543,[717],[50],"Brittle Bleeder"
58,576,[717],[50],"Axiom Frostguard"
59,620,[717],[50],"Axiom Thunderguard"
60,674,[717],[50],"Brittle Thief"
61,226,[484],[80],"Bearded Devil"
62,264,[717],[50],"Bearded Shaman"
63,310,[717],[50],"Flame Hellion"
64,150,"[484,717]","[50,50]","Spectral Corsair"
65,422,[717],[50],"Murk Runner"
66,506,[],[],"Captain Fairgraves"
67,895,[717],[100],"Slimy Bloodsucker"
68,1032,"[483,717]","[80,50]","Seething Brine"
69,164,"[484,717]","[50,50]","Cursed Mariner"
70,491,[717],[50],"Scrabbling Menace"
71,884,[717],[100],"Fathom Screamer"
72,1029,[483],[80],"Stranglecharm"
73,1048,"[483,717]","[80,50]","Seething Brine"
74,168,"[484,717]","[50,50]","Ashen Buccaneer"
75,171,"[484,717]","[50,50]","Spectral Bowman"
76,457,"[484,717]","[80,100]","Obsidian Eater"
77,476,[],[],"Amarissa, Daughter of Merveil"
78,485,[717],[50],"Singing Siren"
79,897,[717],[100],"Slimy Bloodsucker"
80,148,[],[],"Merveil, the Twisted"
81,474,[],[],"Ambrosia, Daughter of Merveil"
82,478,[717],[100],"Merveil's Daughter"
83,479,[717],[100],"Merveil's Attendant"
84,3398,[717],[50],"Resplendent Construct"
85,3399,[717],[50],"Resplendent Construct"
86,1,"[1086,9569,717]","[20,10,50]","Calaf, Headstaver"
87,336,[717],[100],"Blood Ape"
88,349,[717],[25],"Blood Chieftain"
89,871,"[485,717]","[30,50]","Bramble Cobra"
90,1512,[717],[100],"Carrion Swarmer"
91,5,[717],[50],"Kraityn's Scout"
92,116,[],[],"Hairy Bonecruncher"
93,353,[717],[25],"Carnage Chieftain"
94,361,[717],[100],"Carnage Ape"
95,373,[],[],"Gneiss"
96,375,[717],[25],"Ruined Titan"
97,837,[717],[50],"Scarecrow"
98,839,[717],[50],"Scarecrow"
99,841,[717],[50],"Scarecrow"
100,843,[717],[50],"Scarecrow"
101,845,[717],[50],"Scarecrow"
102,847,[717],[50],"Scarecrow"
103,3815,"[484,717]","[80,75]","Dirt Scrabbler"
104,102,[],[],"Cave Beast"
105,107,[],[],"The Great White Beast"
106,363,[717],[100],"Barrow Ape"
107,366,[717],[25],"Stalag Nightmare"
108,941,[717],[100],"Cave Skitterer"
109,6,[717],[50],"Kraityn's Scout"
110,54,"[1086,9569,717]","[20,10,50]","Kraityn's Aspirant"
111,115,[],[],"Bone Cruncher"
112,367,[717],[25],"Rumbling Mass"
113,368,[717],[25],"Hulking Titan"
114,534,[717],[50],"Brittle Archer"
115,696,[717],[50],"Brittle Farmer"
116,698,[717],[50],"Brittle Farmer"
117,700,[717],[50],"Brittle Farmer"
118,702,[717],[50],"Brittle Farmer"
119,704,[717],[50],"Brittle Farmer"
120,828,[],[],"Bravalo"
121,583,[717],[50],"Frost Priest"
122,587,[717],[50],"Frost Preacher"
123,611,[717],[50],"Flame Priest"
124,628,[717],[50],"Thunder Priest"
125,640,[717],[50],"Brittle Cleric"
126,937,[717],[50],"Crypt Weaver"
127,397,[717],[25],"Defiler"
