"rownum","InfluenceMod","UpgradedMod","bool"
0,13965,23669,1
1,13966,23670,1
2,13967,13968,""
3,13968,23671,1
4,13969,13970,""
5,13970,23672,1
6,13971,13972,""
7,13972,23673,1
8,13973,23674,1
9,13975,23675,1
10,13977,13978,""
11,13978,23676,1
12,13979,13980,""
13,13980,23677,1
14,13981,23678,1
15,13982,13983,""
16,13983,23679,1
17,13984,13985,""
18,13985,23680,1
19,13986,13987,""
20,13987,23681,1
21,13988,13989,""
22,13989,23682,1
23,13990,13991,""
24,13991,23683,1
25,13992,13993,""
26,13993,23684,1
27,13994,13995,""
28,13995,23685,1
29,13996,13997,""
30,13997,23686,1
31,13998,13999,""
32,13999,23687,1
33,14000,14001,""
34,14001,23688,1
35,19868,19869,""
36,19869,23689,1
37,19944,19945,""
38,19945,23690,1
39,19946,23691,1
40,19950,19951,""
41,19951,23694,1
42,19952,23695,1
43,19953,19954,""
44,19954,23696,1
45,19955,19956,""
46,19956,23697,1
47,19957,19958,""
48,19958,23698,1
49,19959,23699,1
50,19960,23700,1
51,19961,19962,""
52,19962,19963,""
53,19963,23701,1
54,19964,19965,""
55,19965,23702,1
56,19966,23703,1
57,19967,19968,""
58,19968,23704,1
59,19969,19970,""
60,19970,23705,1
61,19971,23706,1
62,19972,19973,""
63,19973,23707,1
64,19974,23708,1
65,19975,23709,1
66,19976,23710,1
67,19977,19978,""
68,19978,23711,1
69,19979,23712,1
70,19980,19981,""
71,19981,23713,1
72,19982,19983,""
73,19983,23714,1
74,19984,19985,""
75,19985,23715,1
76,19986,19987,""
77,19987,23716,1
78,19988,19989,""
79,19989,23717,1
80,19990,23719,1
81,19991,23720,1
82,19992,19993,""
83,19993,23721,1
84,19994,19995,""
85,19995,23722,1
86,19996,19997,""
87,19997,23723,1
88,19998,19999,""
89,19999,23724,1
90,13898,13899,""
91,13899,13900,""
92,13900,23725,1
93,13901,13902,""
94,13902,13903,""
95,13903,23726,1
96,13904,13905,""
97,13905,23727,1
98,13906,13907,""
99,13907,13908,""
100,13908,23728,1
101,13909,13910,""
102,13910,13911,""
103,13911,23729,1
104,13915,13916,""
105,13916,13917,""
106,13917,23731,1
107,13918,13919,""
108,13919,13920,""
109,13920,23732,1
110,13921,13922,""
111,13922,13923,""
112,13923,23733,1
113,13924,13925,""
114,13925,13926,""
115,13926,23734,1
116,13927,13928,""
117,13928,13929,""
118,13929,23735,1
119,13930,13931,""
120,13931,13932,""
121,13932,23736,1
122,13933,13934,""
123,13934,23737,1
124,13935,23738,1
125,13936,13937,""
126,13937,13938,""
127,13938,23739,1
128,13939,13940,""
129,13940,13941,""
130,13941,23740,1
131,13942,13943,""
132,13943,13944,""
133,13944,23741,1
134,13945,13946,""
135,13946,13947,""
136,13947,23742,1
137,13948,13949,""
138,13949,13950,""
139,13950,23743,1
140,13951,13952,""
141,13952,23744,1
142,13953,13954,""
143,13954,23745,1
144,13955,13956,""
145,13956,23746,1
146,13957,13958,""
147,13958,13959,""
148,13959,23747,1
149,13960,13961,""
150,13961,13962,""
151,13962,23748,1
152,13963,23749,1
153,13964,23750,1
154,19761,19762,""
155,19762,23751,1
156,19866,19867,""
157,19867,23752,1
158,19870,19871,""
159,19871,23753,1
160,19872,23754,1
161,19873,19874,""
162,19874,23755,1
163,19875,19876,""
164,19876,23756,1
165,19877,23757,1
166,19878,19879,""
167,19879,19880,""
168,19880,23758,1
169,19881,19882,""
170,19882,19883,""
171,19883,23759,1
172,19884,19885,""
173,19885,19886,""
174,19886,23760,1
175,19887,23761,1
176,19888,19889,""
177,19889,23762,1
178,19890,19891,""
179,19891,19892,""
180,19892,23763,1
181,19893,19894,""
182,19894,23764,1
183,19895,23765,1
184,19896,19897,""
185,19897,19898,""
186,19898,23766,1
187,19899,19900,""
188,19900,23767,1
189,19901,23768,1
190,19902,19903,""
191,19903,19904,""
192,19904,23769,1
193,19905,19906,""
194,19906,23770,1
195,19907,19908,""
196,19908,23771,1
197,19909,23772,1
198,19910,23773,1
199,19911,19913,""
200,19913,23774,1
201,19915,19916,""
202,19916,23776,1
203,19917,19918,""
204,19918,23777,1
205,19919,19920,""
206,19920,23778,1
207,19921,19922,""
208,19922,23779,1
209,19923,19924,""
210,19924,19925,""
211,19925,23780,1
212,19926,19927,""
213,19927,19928,""
214,19928,23781,1
215,19929,19930,""
216,19930,19931,""
217,19931,23782,1
218,19932,19933,""
219,19933,19934,""
220,19934,23783,1
221,19935,19936,""
222,19936,19937,""
223,19937,23784,1
224,19938,23785,1
225,19939,19940,""
226,19940,23786,1
227,19941,23787,1
228,19942,23788,1
229,19943,23789,1
230,13835,13836,""
231,13836,13837,""
232,13837,23790,1
233,13838,13839,""
234,13839,13840,""
235,13840,23791,1
236,13841,13842,""
237,13842,13843,""
238,13843,23792,1
239,13844,23793,1
240,13845,13846,""
241,13846,13847,""
242,13847,23794,1
243,13848,13849,""
244,13849,13850,""
245,13850,23795,1
246,13851,13852,""
247,13852,13853,""
248,13853,23796,1
249,13854,23797,1
250,13859,13860,""
251,13860,13861,""
252,13861,23800,1
253,13862,13863,""
254,13863,13864,""
255,13864,23801,1
256,13865,13866,""
257,13866,13867,""
258,13867,23802,1
259,13868,13869,""
260,13869,13870,""
261,13870,23803,1
262,13871,13872,""
263,13872,13873,""
264,13873,23804,1
265,13874,13875,""
266,13875,13876,""
267,13876,23805,1
268,13877,13878,""
269,13878,13879,""
270,13879,23806,1
271,13880,13881,""
272,13881,23807,1
273,13884,13885,""
274,13885,13886,""
275,13886,23808,1
276,13887,13888,""
277,13888,23809,1
278,13889,13890,""
279,13890,13891,""
280,13891,23810,1
281,13892,13893,""
282,13893,13894,""
283,13894,23811,1
284,13895,13896,""
285,13896,13897,""
286,13897,23812,1
287,17285,17286,""
288,17286,23813,1
289,17299,17300,""
290,17300,23814,1
291,17314,17315,""
292,17315,23815,1
293,17330,17331,""
294,17331,23816,1
295,19752,19753,""
296,19753,19754,""
297,19754,23817,1
298,19797,19798,""
299,19798,23818,1
300,19799,19800,""
301,19800,23819,1
302,19801,19802,""
303,19802,23820,1
304,19803,19804,""
305,19804,23821,1
306,19805,23822,1
307,19806,23823,1
308,19807,19808,""
309,19808,19809,""
310,19809,23824,1
311,19810,19811,""
312,19811,19812,""
313,19812,23825,1
314,19813,23826,1
315,19814,19815,""
316,19815,19816,""
317,19816,23827,1
318,19817,19818,""
319,19818,19819,""
320,19819,23828,1
321,19820,19821,""
322,19821,19822,""
323,19822,23829,1
324,19823,19824,""
325,19824,19825,""
326,19825,23830,1
327,19826,23831,1
328,19827,19828,""
329,19828,23832,1
330,19829,23833,1
331,19830,19831,""
332,19831,23834,1
333,19832,19833,""
334,19833,23835,1
335,19834,19835,""
336,19835,23836,1
337,19836,19837,""
338,19837,23837,1
339,19838,19839,""
340,19839,23838,1
341,19840,19841,""
342,19841,19842,""
343,19842,23839,1
344,19843,19844,""
345,19844,23840,1
346,19845,19846,""
347,19846,23841,1
348,19847,23842,1
349,19848,23843,1
350,19849,23844,1
351,19850,23845,1
352,19851,19852,""
353,19852,23846,1
354,19854,19855,""
355,19855,23847,1
356,19856,19857,""
357,19857,23848,1
358,19858,19859,""
359,19859,23849,1
360,19860,19861,""
361,19861,23850,1
362,19862,19863,""
363,19863,23851,1
364,19864,19865,""
365,19865,23852,1
366,20080,23853,1
367,13797,23854,1
368,13798,23855,1
369,13799,23856,1
370,13800,23857,1
371,13801,23858,1
372,13802,23859,1
373,13803,23860,1
374,13804,13805,""
375,13805,13806,""
376,13806,23861,1
377,13807,13808,""
378,13808,13809,""
379,13809,23862,1
380,13810,13811,""
381,13811,13812,""
382,13812,23863,1
383,13813,13814,""
384,13814,13815,""
385,13815,23864,1
386,13816,13817,""
387,13817,23865,1
388,13818,13819,""
389,13819,23866,1
390,13820,13821,""
391,13821,13822,""
392,13822,23867,1
393,13823,13824,""
394,13824,13825,""
395,13825,23868,1
396,13826,13827,""
397,13827,13828,""
398,13828,23869,1
399,13829,13830,""
400,13830,13831,""
401,13831,23870,1
402,13832,23871,1
403,13833,23872,1
404,13834,23873,1
405,19728,23874,1
406,19729,23875,1
407,19730,19731,""
408,19731,23876,1
409,19732,19733,""
410,19733,23877,1
411,19734,19735,""
412,19735,23878,1
413,19736,19737,""
414,19737,19738,""
415,19738,23879,1
416,19739,19740,""
417,19740,19741,""
418,19741,23880,1
419,19742,19743,""
420,19743,19744,""
421,19744,23881,1
422,19745,19746,""
423,19746,23882,1
424,19747,23883,1
425,19748,23884,1
426,19749,23885,1
427,19750,19751,""
428,19751,23886,1
429,19755,19756,""
430,19756,23887,1
431,19757,19758,""
432,19758,23888,1
433,19759,19760,""
434,19760,23889,1
435,19763,23890,1
436,19764,23891,1
437,19765,23892,1
438,19766,19767,""
439,19767,23893,1
440,19768,19769,""
441,19769,23894,1
442,19770,23895,1
443,19771,19772,""
444,19772,19773,""
445,19773,23896,1
446,19774,19775,""
447,19775,19776,""
448,19776,23897,1
449,19777,19778,""
450,19778,23898,1
451,19779,19780,""
452,19780,23899,1
453,19781,23900,1
454,19782,23901,1
455,19783,19784,""
456,19784,23902,1
457,19785,19786,""
458,19786,23903,1
459,19787,19788,""
460,19788,19789,""
461,19789,23904,1
462,19790,23905,1
463,19791,19792,""
464,19792,23906,1
465,19793,19794,""
466,19794,23907,1
467,19795,19796,""
468,19796,23908,1
469,19948,19949,""
470,19949,23693,1
471,13855,23798,1
472,23670,23670,1
473,23671,23671,1
474,23672,23672,1
475,23673,23673,1
476,23674,23674,1
477,23675,23675,1
478,23676,23676,1
479,23677,23677,1
480,23678,23678,1
481,23679,23679,1
482,23680,23680,1
483,23681,23681,1
484,23682,23682,1
485,23683,23683,1
486,23684,23684,1
487,23685,23685,1
488,23686,23686,1
489,23687,23687,1
490,23688,23688,1
491,23689,23689,1
492,23690,23690,1
493,23691,23691,1
494,23694,23694,1
495,23695,23695,1
496,23696,23696,1
497,23697,23697,1
498,23698,23698,1
499,23699,23699,1
500,23700,23700,1
501,23701,23701,1
502,23702,23702,1
503,23703,23703,1
504,23704,23704,1
505,23705,23705,1
506,23706,23706,1
507,23707,23707,1
508,23708,23708,1
509,23709,23709,1
510,23710,23710,1
511,23711,23711,1
512,23712,23712,1
513,23713,23713,1
514,23714,23714,1
515,23715,23715,1
516,23716,23716,1
517,23717,23717,1
518,23718,23718,1
519,23720,23720,1
520,23721,23721,1
521,23722,23722,1
522,23723,23723,1
523,23724,23724,1
524,23725,23725,1
525,23726,23726,1
526,23727,23727,1
527,23728,23728,1
528,23729,23729,1
529,23731,23731,1
530,23732,23732,1
531,23733,23733,1
532,23734,23734,1
533,23735,23735,1
534,23736,23736,1
535,23737,23737,1
536,23738,23738,1
537,23739,23739,1
538,23740,23740,1
539,23741,23741,1
540,23742,23742,1
541,23743,23743,1
542,23744,23744,1
543,23745,23745,1
544,23746,23746,1
545,23747,23747,1
546,23748,23748,1
547,23749,23749,1
548,23750,23750,1
549,23751,23751,1
550,23752,23752,1
551,23753,23753,1
552,23754,23754,1
553,23755,23755,1
554,23756,23756,1
555,23757,23757,1
556,23758,23758,1
557,23759,23759,1
558,23760,23760,1
559,23761,23761,1
560,23762,23762,1
561,23763,23763,1
562,23764,23764,1
563,23765,23765,1
564,23766,23766,1
565,23767,23767,1
566,23768,23768,1
567,23769,23769,1
568,23770,23770,1
569,23771,23771,1
570,23772,23772,1
571,23773,23773,1
572,23774,23774,1
573,23776,23776,1
574,23777,23777,1
575,23778,23778,1
576,23779,23779,1
577,23780,23780,1
578,23781,23781,1
579,23782,23782,1
580,23783,23783,1
581,23784,23784,1
582,23785,23785,1
583,23786,23786,1
584,23787,23787,1
585,23788,23788,1
586,23789,23789,1
587,23790,23790,1
588,23791,23791,1
589,23792,23792,1
590,23793,23793,1
591,23794,23794,1
592,23795,23795,1
593,23796,23796,1
594,23797,23797,1
595,23800,23800,1
596,23801,23801,1
597,23802,23802,1
598,23803,23803,1
599,23804,23804,1
600,23805,23805,1
601,23806,23806,1
602,23807,23807,1
603,23808,23808,1
604,23809,23809,1
605,23810,23810,1
606,23811,23811,1
607,23812,23812,1
608,23813,23813,1
609,23814,23814,1
610,23815,23815,1
611,23816,23816,1
612,23817,23817,1
613,23818,23818,1
614,23819,23819,1
615,23820,23820,1
616,23821,23821,1
617,23822,23822,1
618,23823,23823,1
619,23824,23824,1
620,23825,23825,1
621,23826,23826,1
622,23827,23827,1
623,23828,23828,1
624,23829,23829,1
625,23830,23830,1
626,23831,23831,1
627,23832,23832,1
628,23833,23833,1
629,23834,23834,1
630,23835,23835,1
631,23836,23836,1
632,23837,23837,1
633,23838,23838,1
634,23839,23839,1
635,23840,23840,1
636,23841,23841,1
637,23842,23842,1
638,23843,23843,1
639,23844,23844,1
640,23845,23845,1
641,23846,23846,1
642,23847,23847,1
643,23848,23848,1
644,23849,23849,1
645,23850,23850,1
646,23851,23851,1
647,23852,23852,1
648,23853,23853,1
649,23854,23854,1
650,23855,23855,1
651,23856,23856,1
652,23857,23857,1
653,23858,23858,1
654,23859,23859,1
655,23860,23860,1
656,23861,23861,1
657,23862,23862,1
658,23863,23863,1
659,23864,23864,1
660,23865,23865,1
661,23866,23866,1
662,23867,23867,1
663,23868,23868,1
664,23869,23869,1
665,23870,23870,1
666,23871,23871,1
667,23872,23872,1
668,23873,23873,1
669,23874,23874,1
670,23875,23875,1
671,23876,23876,1
672,23877,23877,1
673,23878,23878,1
674,23879,23879,1
675,23880,23880,1
676,23881,23881,1
677,23882,23882,1
678,23883,23883,1
679,23884,23884,1
680,23885,23885,1
681,23886,23886,1
682,23887,23887,1
683,23888,23888,1
684,23889,23889,1
685,23890,23890,1
686,23891,23891,1
687,23892,23892,1
688,23893,23893,1
689,23894,23894,1
690,23895,23895,1
691,23896,23896,1
692,23897,23897,1
693,23898,23898,1
694,23899,23899,1
695,23900,23900,1
696,23901,23901,1
697,23902,23902,1
698,23903,23903,1
699,23904,23904,1
700,23905,23905,1
701,23906,23906,1
702,23907,23907,1
703,23908,23908,1
704,23693,23693,1
705,23798,23798,1
706,19912,19914,""
707,19914,23775,1
