"rownum","BaseItemType","i32","i32"
0,3709,30,105
1,3708,160,105
2,3608,150,131
3,3592,0,0
4,3711,30,105
5,3710,160,105
6,3629,150,131
7,3638,160,105
8,3548,15,3
9,3547,95,62
10,3549,200,0
11,3546,5,0
12,3713,160,131
13,3665,30,105
14,3664,160,105
15,3603,150,131
16,3702,210,234
17,3714,180,234
18,3698,150,131
19,3668,120,131
20,3626,250,131
21,3633,0,0
22,3632,0,0
23,3689,160,105
24,3669,120,131
25,3573,175,131
26,3628,200,131
27,3656,30,105
28,3659,160,105
29,3658,60,211
30,3719,0,0
31,3542,15,62
32,3541,25,62
33,3545,1100,235
34,3543,550,338
35,3538,65,62
36,3537,45,62
37,3627,450,340
38,3544,550,340
39,3589,0,0
40,3598,180,131
41,3560,0,0
42,3559,0,0
43,3558,0,0
44,3557,0,0
45,3556,0,0
46,3637,160,105
47,3620,150,131
48,3644,0,0
49,3597,150,131
50,3639,150,0
51,3712,160,0
52,3595,180,131
53,3596,100,131
54,3607,80,62
55,3675,320,211
56,3630,150,131
57,3581,80,62
58,3704,0,0
59,3705,0,0
60,3703,0,0
61,3691,30,105
62,3618,0,0
63,3663,160,0
64,3604,0,0
65,3692,160,105
66,3693,30,105
67,3634,30,105
68,3680,0,0
69,3594,150,131
70,3601,0,0
71,3600,0,0
72,3554,0,0
73,3553,0,0
74,3552,0,0
75,3551,0,0
76,3550,0,0
77,3643,0,0
78,3718,30,105
79,3657,30,105
80,3660,160,105
81,3645,160,105
82,3641,30,105
83,3679,0,0
84,3694,160,105
85,3695,30,105
86,3642,1,0
87,3652,0,0
88,3621,160,131
89,3593,120,131
90,3655,0,0
91,3636,0,0
92,3670,120,131
93,3622,190,235
94,3683,160,0
95,3671,160,235
96,3662,160,0
97,3569,0,0
98,3609,0,0
99,3611,0,0
100,3610,0,0
101,3613,0,0
102,3612,0,0
103,3566,0,0
104,3623,0,0
105,3605,220,235
106,3535,50,62
107,3534,20,62
108,3536,0,0
109,3533,45,62
110,3532,15,62
111,3531,55,62
112,3530,25,62
113,3564,250,235
114,3582,150,131
115,3572,250,131
116,3681,0,0
117,3684,0,0
118,3585,45,131
119,3625,55,131
120,3584,55,131
121,3646,160,105
122,3640,30,105
123,3678,0,0
124,3561,150,131
125,3676,30,105
126,3674,160,105
127,3651,0,0
128,3650,0,0
129,3649,0,0
130,3648,0,0
131,3647,0,0
132,3586,0,0
133,3697,150,235
134,3686,0,0
135,3685,350,0
136,3631,0,0
137,3599,120,131
138,3568,0,0
139,3724,0,0
140,3563,0,0
141,3635,30,105
142,3706,90,131
143,3715,160,105
144,3707,0,0
145,3690,160,105
146,3654,150,131
147,3571,25,3
148,3570,120,131
149,3717,160,105
150,3716,30,105
151,3721,0,0
152,3722,0,0
153,3591,100,44
154,3606,0,0
155,3653,260,338
156,3562,150,131
157,3575,80,62
158,3688,30,105
159,3617,180,235
160,3574,120,131
161,3587,120,0
162,3673,160,105
163,3677,30,105
164,3672,160,131
165,3615,190,235
166,3567,150,131
167,3619,30,62
168,3661,160,131
169,3565,250,235
170,3529,330,235
171,3528,550,340
172,3527,85,62
173,3602,250,131
174,3590,0,0
175,3667,30,105
176,3666,160,105
177,3700,0,0
178,3699,350,0
179,652,100,0
180,403,90,0
181,2185,110,217
182,2184,125,217
183,2162,110,217
184,2161,125,217
185,1016,110,217
186,390,10,200
187,1653,125,217
188,1652,110,217
189,1969,115,200
190,701,90,62
191,1106,110,270
192,375,75,200
193,583,110,131
194,2195,125,200
195,1507,95,131
196,1080,95,0
197,1840,120,220
198,1598,100,131
199,1595,125,62
200,1559,120,0
201,2004,110,205
202,2139,120,205
203,2137,120,271
204,2010,125,270
205,1618,0,271
206,1705,110,200
207,376,95,131
208,413,100,200
209,408,95,200
210,406,25,62
211,393,95,200
212,1530,110,217
213,1531,125,217
214,1785,135,200
215,648,80,131
216,1968,120,200
217,2278,110,217
218,2277,125,217
219,641,100,200
220,793,100,131
221,718,95,200
222,1843,95,131
223,1594,110,131
224,1126,125,131
225,904,125,131
226,900,120,131
227,2141,125,0
228,1599,125,131
229,409,90,62
230,1831,130,200
231,1833,0,0
232,1867,110,217
233,1871,125,217
234,380,80,0
235,651,90,131
236,2051,110,217
237,2050,125,217
238,2249,0,0
239,2006,125,205
240,1844,115,205
241,1545,110,217
242,1546,125,217
243,2204,120,270
244,2203,125,270
245,1191,125,217
246,2065,110,217
247,2064,125,217
248,405,90,0
249,2301,110,217
250,2300,125,217
251,1085,90,131
252,1088,100,131
253,1083,90,131
254,1086,125,131
255,1084,80,131
256,1087,85,200
257,699,75,0
258,704,75,0
259,1684,95,0
260,1015,125,0
261,412,65,0
262,700,75,0
263,996,90,0
264,687,90,131
265,725,125,131
266,1596,130,250
267,647,95,62
268,414,80,0
269,650,80,62
270,1101,110,131
271,703,90,131
272,597,110,131
273,1112,110,217
274,1756,110,217
275,1751,125,217
276,2142,0,220
277,392,35,62
278,747,120,131
279,384,15,62
280,809,110,131
281,749,120,200
282,1081,110,131
283,705,75,131
284,649,90,131
285,797,110,131
286,1056,125,217
287,383,90,200
288,2143,0,0
289,1097,110,131
290,983,120,200
291,903,125,131
292,1096,100,131
293,402,120,131
294,1593,115,160
295,799,100,0
296,800,100,131
297,702,95,131
298,584,95,131
299,1791,0,220
300,585,95,0
301,1597,130,0
302,798,100,131
303,685,90,131
304,1055,125,131
305,1017,110,217
306,1104,115,0
307,1105,95,62
308,1103,110,131
309,1092,95,0
310,1100,125,0
311,1102,90,0
312,1699,100,131
313,1098,105,200
314,1882,110,217
315,1886,125,217
316,2366,0,269
317,2364,125,200
318,2365,125,269
319,2362,0,200
320,2363,125,200
321,2330,0,269
322,391,70,131
323,1094,125,131
324,2236,115,0
325,2109,125,270
326,2346,0,0
327,2361,125,269
328,2097,125,200
329,1109,125,200
330,2345,125,269
331,2344,125,269
332,2231,120,200
333,1095,100,131
334,2242,125,200
335,2343,135,200
336,2245,120,200
337,1606,120,131
338,1709,125,200
339,1119,95,220
340,1120,130,200
341,2234,115,200
342,2247,135,200
343,2235,115,200
344,1832,125,131
345,2098,150,270
346,2238,125,200
347,2246,120,200
348,2237,0,271
349,1971,120,271
350,1121,100,200
351,2029,0,0
352,2028,0,0
353,2027,0,0
354,2026,130,0
355,2244,0,0
356,1612,115,131
357,2144,0,0
358,803,90,220
359,1755,110,217
360,1750,125,217
361,610,100,131
362,796,120,131
363,795,100,131
364,1854,0,0
365,388,25,62
366,2243,115,0
367,1667,110,217
368,1668,125,217
369,2108,120,270
370,1710,120,200
371,411,55,62
372,1082,110,217
373,1099,85,160
374,1590,100,62
375,959,110,131
376,682,70,131
377,819,110,131
378,1125,100,160
379,2360,0,269
380,681,80,0
381,686,90,131
382,1829,110,131
383,404,90,0
384,410,70,62
385,2241,0,0
386,2240,0,0
387,2239,0,0
388,428,0,0
389,711,200,200
390,807,0,0
391,2178,320,411
392,2183,180,272
393,2182,150,189
394,2173,130,91
395,2172,100,133
396,2175,80,52
397,2180,80,161
398,2177,230,244
399,2174,80,52
400,2176,250,184
401,2179,180,272
402,646,100,0
403,593,60,0
404,462,40,0
405,2154,320,411
406,2160,180,272
407,2159,150,189
408,2148,100,133
409,2149,130,91
410,2151,80,52
411,2157,80,161
412,2153,230,244
413,2150,80,52
414,2152,250,184
415,2155,180,272
416,2206,180,0
417,2207,180,0
418,2208,130,0
419,2210,80,0
420,2209,80,0
421,2211,250,0
422,2212,210,0
423,876,150,0
424,397,15,62
425,2214,180,340
426,2213,130,145
427,2216,80,100
428,2215,80,100
429,2217,250,275
430,2218,275,407
431,1650,320,411
432,1659,180,272
433,947,130,0
434,949,80,0
435,951,160,0
436,948,80,0
437,950,250,0
438,1657,180,272
439,1654,150,189
440,1658,180,0
441,1655,100,91
442,1645,130,133
443,1647,80,52
444,1656,80,161
445,1649,230,244
446,1646,80,52
447,1648,250,184
448,1118,150,0
449,1113,100,0
450,1115,80,0
451,1117,110,0
452,1114,80,0
453,1116,250,0
454,600,160,131
455,599,150,131
456,598,160,131
457,2003,320,650
458,2229,175,234
459,2080,130,145
460,2082,80,100
461,2085,190,340
462,2081,80,100
463,2083,250,275
464,349,70,97
465,848,250,407
466,418,85,131
467,529,110,88
468,528,70,42
469,454,90,62
470,527,70,42
471,526,215,136
472,338,50,62
473,337,50,0
474,1946,0,0
475,1944,0,0
476,1940,0,0
477,1942,0,0
478,1941,0,0
479,1943,0,0
480,1945,0,0
481,787,320,510
482,420,195,131
483,2232,150,0
484,525,110,88
485,524,70,42
486,447,175,200
487,523,70,42
488,522,215,136
489,1127,0,0
490,635,0,0
491,1905,0,0
492,1907,0,0
493,994,320,411
494,998,180,272
495,1005,180,272
496,1724,180,478
497,1012,150,189
498,989,130,133
499,991,80,52
500,999,80,161
501,993,230,244
502,990,80,52
503,992,250,184
504,2086,180,0
505,946,220,0
506,944,150,0
507,945,120,0
508,353,65,97
509,886,65,0
510,421,15,28
511,2067,640,489
512,2075,300,377
513,2069,200,266
514,2070,260,181
515,2072,160,106
516,2076,160,322
517,2074,360,544
518,2071,160,106
519,2073,500,370
520,2068,460,489
521,2147,0,200
522,738,240,200
523,394,90,200
524,794,160,303
525,1037,190,0
526,1215,0,0
527,1214,0,0
528,1213,0,0
529,1212,0,0
530,1211,0,0
531,1210,0,0
532,1209,0,0
533,1034,175,165
534,2100,100,0
535,1810,80,97
536,467,0,0
537,466,0,0
538,465,0,0
539,464,0,0
540,488,0,0
541,487,0,0
542,486,0,0
543,485,0,0
544,484,0,0
545,483,0,0
546,478,0,0
547,477,0,0
548,476,0,0
549,475,0,0
550,549,0,305
551,548,0,305
552,547,0,200
553,546,0,200
554,2011,0,0
555,2012,0,0
556,2014,0,0
557,2016,0,0
558,2015,0,0
559,2017,0,0
560,2120,180,338
561,1845,110,234
562,1156,0,0
563,1157,0,0
564,1151,0,0
565,1153,0,0
566,1155,0,0
567,1152,0,0
568,1154,0,0
569,1698,160,165
570,1569,110,131
571,1700,130,0
572,1702,80,0
573,1701,80,0
574,1703,250,0
575,399,40,62
576,1019,210,200
577,826,130,113
578,828,80,65
579,827,80,65
580,829,250,229
581,1052,300,407
582,604,110,88
583,606,70,42
584,605,70,42
585,608,0,338
586,607,215,136
587,609,100,407
588,1036,190,0
589,707,190,200
590,892,90,97
591,1801,0,0
592,1800,0,0
593,1799,0,0
594,1777,0,0
595,1776,0,0
596,790,175,165
597,1591,150,97
598,351,130,97
599,1053,130,0
600,1634,175,0
601,1765,130,0
602,1767,80,0
603,1766,80,0
604,1768,250,0
605,1891,640,0
606,1895,360,0
607,1893,300,0
608,1894,200,0
609,1887,260,0
610,1889,160,0
611,1896,160,0
612,1892,460,0
613,1888,160,0
614,1890,500,0
615,671,0,0
616,667,0,0
617,1920,0,0
618,1913,0,0
619,1039,190,0
620,360,225,165
621,2230,120,166
622,358,200,0
623,589,80,0
624,588,80,0
625,587,80,0
626,586,80,0
627,736,190,200
628,1518,320,411
629,1526,180,272
630,1527,180,272
631,1999,180,0
632,1532,150,189
633,1528,180,0
634,1524,100,91
635,1520,130,133
636,1522,80,52
637,1529,80,161
638,1519,230,244
639,1521,80,52
640,1523,250,184
641,1548,640,821
642,1557,360,544
643,2001,360,0
644,1556,300,377
645,1558,360,0
646,1554,200,181
647,1550,260,266
648,1552,160,106
649,1555,160,322
650,1549,460,489
651,1551,160,106
652,1553,500,370
653,347,75,165
654,720,0,0
655,722,0,0
656,721,0,0
657,723,0,0
658,479,130,165
659,1780,0,0
660,1782,0,0
661,1781,0,0
662,1783,0,0
663,356,90,0
664,532,300,510
665,618,190,338
666,440,220,338
667,577,180,338
668,1707,320,0
669,591,200,338
670,1803,150,165
671,517,0,0
672,513,130,113
673,496,95,113
674,509,0,0
675,505,0,0
676,500,130,113
677,492,120,113
678,1764,320,0
679,516,0,0
680,512,80,65
681,497,60,65
682,508,0,0
683,504,0,0
684,501,80,65
685,491,80,65
686,452,150,131
687,683,110,200
688,611,150,338
689,515,0,0
690,511,80,65
691,495,60,65
692,507,0,0
693,503,0,0
694,499,80,65
695,490,80,65
696,514,0,0
697,510,250,229
698,494,190,229
699,506,0,0
700,502,0,0
701,498,250,229
702,489,240,229
703,493,335,0
704,2257,0,0
705,2009,150,0
706,2259,0,330
707,2260,0,0
708,2262,0,0
709,2261,0,0
710,2263,0,0
711,1134,0,0
712,1129,0,0
713,1131,0,0
714,1133,0,0
715,1130,0,0
716,1132,0,0
717,1586,130,113
718,1588,80,65
719,1587,80,65
720,1589,250,229
721,1141,0,0
722,1136,0,0
723,1138,0,0
724,1140,0,0
725,1137,0,0
726,1139,0,0
727,1802,150,0
728,966,80,0
729,1848,170,337
730,396,70,62
731,463,0,0
732,557,180,200
733,1038,190,0
734,2271,320,411
735,2273,180,272
736,2272,180,272
737,2274,150,189
738,2266,130,91
739,2265,100,133
740,2268,80,52
741,2276,80,161
742,2270,230,244
743,2267,80,52
744,2269,250,184
745,1040,260,510
746,433,0,0
747,426,35,50
748,1048,50,97
749,875,150,0
750,1050,40,97
751,1148,0,0
752,1149,0,0
753,1143,0,0
754,1145,0,0
755,1147,0,0
756,1144,0,0
757,1146,0,0
758,453,0,0
759,580,160,131
760,451,0,0
761,640,310,510
762,1970,0,0
763,961,100,0
764,963,80,0
765,2099,280,0
766,965,310,0
767,962,80,0
768,964,250,0
769,814,0,303
770,415,155,338
771,698,190,338
772,697,190,338
773,693,130,113
774,737,150,200
775,695,80,65
776,448,160,131
777,694,80,65
778,696,250,229
779,1793,130,160
780,1795,80,110
781,1794,80,110
782,1796,250,300
783,425,25,50
784,1993,130,0
785,1995,80,0
786,1992,230,0
787,1994,80,0
788,1996,250,0
789,1020,320,411
790,986,180,272
791,1763,180,0
792,1013,150,189
793,1007,130,133
794,1009,80,52
795,987,80,161
796,1011,230,244
