"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
0,3874,500,833,1,1,13,0
1,3875,700,714,5,9,120,0
2,3876,700,833,9,16,120,0
3,3877,700,667,9,17,120,0
4,3878,700,769,14,27,120,0
5,3879,700,769,12,37,120,0
6,3880,800,833,23,42,120,0
7,3881,700,741,22,40,120,0
8,3882,700,833,26,48,120,0
9,3883,700,667,21,38,120,0
10,3884,700,769,28,52,120,0
11,3885,700,769,21,64,120,0
12,3886,800,833,33,61,120,0
13,3887,700,741,31,57,120,0
14,3888,700,833,38,71,120,0
15,3889,700,667,29,53,120,0
16,3890,700,769,35,65,120,0
17,3891,700,769,25,75,120,0
18,3892,800,833,35,64,120,0
19,3893,700,741,33,61,120,0
20,3894,750,714,16,30,120,0
21,3895,750,714,25,46,120,0
22,3896,750,714,29,54,120,0
23,3897,700,714,30,55,120,0
24,3898,700,800,5,9,120,0
25,3899,600,667,6,10,10,0
26,3900,600,690,4,17,10,0
27,3901,630,690,3,26,10,0
28,3902,610,667,7,27,10,0
29,3903,630,690,8,34,10,0
30,3904,650,769,10,41,10,0
31,3905,630,690,11,43,10,0
32,3906,650,833,15,59,10,0
33,3907,620,741,14,54,10,0
34,3908,600,714,11,45,10,0
35,3909,630,714,7,62,10,0
36,3910,610,667,13,52,10,0
37,3911,630,714,15,59,10,0
38,3912,650,833,19,75,10,0
39,3913,630,690,16,64,10,0
40,3914,650,833,22,87,10,0
41,3915,650,741,19,74,10,0
42,3916,650,714,19,76,10,0
43,3917,630,714,10,86,10,0
44,3918,610,667,19,74,10,0
45,3919,630,714,20,79,10,0
46,3920,650,833,24,95,10,0
47,3921,630,667,18,73,10,0
48,3922,650,833,24,97,10,0
49,3923,620,741,22,88,10,0
50,3924,630,714,12,46,10,0
51,3925,630,714,18,71,10,0
52,3926,630,714,20,79,10,0
53,3927,630,690,12,47,10,0
54,3928,630,690,18,73,10,0
55,3929,630,690,21,85,10,0
56,3930,620,625,4,11,11,0
57,3931,650,667,6,17,11,0
58,3932,630,645,7,23,11,0
59,3933,600,625,12,22,11,0
60,3934,630,645,12,31,11,0
61,3935,650,769,16,43,11,0
62,3936,600,625,14,38,11,0
63,3937,630,667,12,46,11,0
64,3938,630,667,15,44,11,0
65,3939,650,769,20,53,11,0
66,3940,630,667,15,51,11,0
67,3941,600,625,23,43,11,0
