"rownum","BaseItemType","ReqStr","ReqInt","ReqDex"
0,265,0,0,0
1,266,0,0,0
2,267,0,0,0
3,268,8,8,8
4,269,0,0,0
5,270,0,0,0
6,1890,0,0,0
7,1891,10,0,0
8,1892,24,0,0
9,1893,34,0,0
10,1894,42,0,0
11,1895,57,0,0
12,1896,68,0,0
13,1897,77,0,0
14,1898,94,0,0
15,1899,104,0,0
16,1900,107,0,0
17,1901,120,0,0
18,1902,157,0,0
19,1903,157,0,0
20,1904,157,0,0
21,1905,0,0,0
22,1906,0,0,10
23,1907,0,0,24
24,1908,0,0,34
25,1909,0,0,47
26,1910,0,0,55
27,1911,0,0,68
28,1912,0,0,75
29,1913,0,0,94
30,1914,0,0,99
31,1915,0,0,107
32,1916,0,0,115
33,1917,0,0,157
34,1918,0,0,157
35,1919,0,0,157
36,1920,0,0,0
37,1921,0,13,0
38,1922,0,24,0
39,1923,0,34,0
40,1924,0,47,0
41,1925,0,59,0
42,1926,0,68,0
43,1927,0,83,0
44,1928,0,94,0
45,1929,0,97,0
46,1930,0,107,0
47,1931,0,120,0
48,1932,0,157,0
49,1933,0,157,0
50,1934,0,157,0
51,1935,0,0,0
52,1936,14,0,14
53,1937,20,0,20
54,1938,31,0,31
55,1939,39,0,39
56,1940,43,0,43
57,1941,51,0,51
58,1942,57,0,57
59,1943,59,0,59
60,1944,66,0,66
61,1945,86,0,86
62,1946,86,0,86
63,1947,86,0,86
64,1948,86,0,86
65,1949,86,0,86
66,1950,0,0,0
67,1951,14,14,0
68,1952,20,20,0
69,1953,33,33,0
70,1954,39,39,0
71,1955,41,41,0
72,1956,51,51,0
73,1957,59,59,0
74,1958,59,59,0
75,1959,61,61,0
76,1960,86,86,0
77,1961,86,86,0
78,1962,86,86,0
79,1963,0,0,0
80,1964,0,14,14
81,1965,0,20,20
82,1966,0,33,33
83,1967,0,39,39
84,1968,0,45,45
85,1969,0,51,51
86,1970,0,59,59
87,1971,0,59,59
88,1972,0,64,64
89,1973,0,86,86
90,1974,0,86,86
91,1975,0,86,86
92,1976,0,0,0
93,1977,23,0,0
94,1978,30,0,0
95,1979,50,0,0
96,1980,61,0,0
97,1981,66,0,0
98,1982,83,0,0
99,1983,94,0,0
100,1984,95,0,0
101,1985,104,0,0
102,1986,118,0,0
103,1987,0,0,0
104,1988,0,0,20
105,1989,0,0,30
106,1990,0,0,49
107,1991,0,0,61
108,1992,0,0,70
109,1993,0,0,83
110,1994,0,0,94
111,1995,0,0,95
112,1996,0,0,102
113,1997,0,0,118
114,1998,0,0,0
115,1999,0,20,0
116,2000,0,30,0
117,2001,0,49,0
118,2002,0,61,0
119,2003,0,74,0
120,2004,0,83,0
121,2005,0,92,0
122,2006,0,95,0
123,2007,0,106,0
124,2008,0,118,0
125,2009,7,0,7
126,2010,13,0,13
127,2011,18,0,18
128,2012,27,0,27
129,2013,34,0,34
130,2014,46,0,46
131,2015,53,0,53
132,2016,65,0,65
133,2017,7,7,0
134,2018,12,12,0
135,2019,18,18,0
136,2020,30,30,0
137,2021,34,34,0
138,2022,46,46,0
139,2023,53,53,0
140,2024,65,65,0
141,2025,0,7,7
142,2026,0,12,12
143,2027,0,18,18
144,2028,0,30,30
145,2029,0,34,34
146,2030,0,46,46
147,2031,0,53,53
148,2032,0,65,65
149,2033,0,0,0
150,2034,19,0,0
151,2035,27,0,0
152,2036,44,0,0
153,2037,53,0,0
154,2038,73,0,0
155,2039,83,0,0
156,2040,104,0,0
157,2041,0,0,0
158,2042,0,0,19
159,2043,0,0,27
160,2044,0,0,46
161,2045,0,0,53
162,2046,0,0,73
163,2047,0,0,83
164,2048,0,0,104
165,2049,0,0,0
166,2050,0,20,0
167,2051,0,27,0
168,2052,0,43,0
169,2053,0,53,0
170,2054,0,73,0
171,2055,0,83,0
172,2056,0,104,0
173,2057,7,0,7
174,2058,15,0,15
175,2059,30,0,30
176,2060,40,0,40
177,2061,46,0,46
178,2062,57,0,57
179,2063,6,6,0
180,2064,15,15,0
181,2065,30,30,0
182,2066,40,40,0
183,2067,46,46,0
184,2068,57,57,0
185,2069,0,6,6
186,2070,0,15,15
187,2071,0,30,30
188,2072,0,40,40
189,2073,0,46,46
190,2074,0,57,57
191,2075,0,0,0
192,2076,20,0,0
193,2077,29,0,0
194,2078,47,0,0
195,2079,57,0,0
196,2080,78,0,0
197,2081,89,0,0
198,2082,111,0,0
199,2083,0,0,0
200,2084,0,0,20
201,2085,0,0,29
202,2086,0,0,49
203,2087,0,0,57
204,2088,0,0,78
205,2089,0,0,89
206,2090,0,0,111
207,2091,0,0,0
208,2092,0,20,0
209,2093,0,29,0
210,2094,0,47,0
211,2095,0,57,0
212,2096,0,78,0
213,2097,0,89,0
214,2098,0,111,0
215,2099,8,0,8
216,2100,17,0,17
217,2101,32,0,32
218,2102,43,0,43
219,2103,50,0,50
220,2104,61,0,61
221,2105,7,7,0
222,2106,17,17,0
223,2107,32,32,0
224,2108,43,43,0
225,2109,50,50,0
226,2110,61,61,0
227,2111,0,7,7
228,2112,0,17,17
229,2113,0,32,32
230,2114,0,43,43
231,2115,0,50,50
232,2116,0,61,61
233,2117,0,0,0
234,2118,13,0,0
235,2119,23,0,0
236,2120,30,0,0
237,2121,40,0,0
238,2122,52,0,0
239,2123,61,0,0
240,2124,66,0,0
241,2125,83,0,0
242,2126,92,0,0
243,2127,95,0,0
244,2128,106,0,0
245,2129,118,0,0
246,2130,0,0,0
247,2131,10,0,10
248,2132,18,0,18
249,2133,27,0,27
250,2134,34,0,34
251,2135,38,0,38
252,2136,46,0,46
253,2137,48,0,48
254,2138,53,0,53
255,2139,58,0,58
256,2140,65,0,65
257,2141,0,0,0
258,2142,10,10,0
259,2143,18,18,0
260,2144,30,30,0
261,2145,34,34,0
262,2146,37,37,0
263,2147,46,46,0
264,2148,50,50,0
265,2149,53,53,0
266,2150,58,58,0
267,2151,65,65,0
268,2152,0,0,0
269,2153,0,0,11
270,2154,0,0,22
271,2155,0,0,30
272,2156,0,0,42
273,2157,0,0,49
274,2158,0,0,61
275,2159,0,0,72
276,2160,0,0,83
277,2161,0,0,88
278,2162,0,0,95
279,2163,0,0,101
280,2164,0,0,118
281,2165,0,0,0
282,2166,0,13,0
283,2167,0,20,0
284,2168,0,30,0
285,2169,0,42,0
286,2170,0,49,0
287,2171,0,61,0
288,2172,0,66,0
289,2173,0,83,0
290,2174,0,94,0
291,2175,0,95,0
292,2176,0,104,0
293,2177,0,118,0
294,260,0,0,0
295,261,0,0,0
296,262,0,0,0
297,863,0,0,0
298,1159,0,0,0
299,1160,0,0,0
300,1667,0,0,0
301,1668,10,0,10
302,1669,16,0,16
303,1670,22,0,22
304,1671,28,0,28
305,1672,37,0,37
306,1673,43,0,43
307,1674,51,0,51
308,1675,57,0,57
309,1676,63,0,63
310,1677,66,0,66
311,1678,68,0,68
312,1679,81,0,81
313,1680,0,0,0
314,1681,10,0,10
315,1682,16,0,16
316,1683,22,0,22
317,1684,30,0,30
318,1685,37,0,37
319,1686,43,0,43
320,1687,46,0,46
321,1688,57,0,57
322,1689,62,0,62
323,1690,66,0,66
324,1691,68,0,68
325,1692,81,0,81
326,1693,0,0,0
