"rownum","rid","rid","rid"
0,1634,17017,13672
1,1631,17017,13672
2,1630,17017,13672
3,1635,17017,13672
4,1629,17017,13672
5,1633,17017,13672
6,1632,17017,13672
7,1593,17017,13671
8,1595,17017,13671
9,1598,17017,13671
10,1600,17017,13671
11,1601,17017,13670
12,1597,17017,13671
13,1596,17017,13670
14,1594,17017,13670
15,1599,17017,13670
16,811,17017,13672
17,812,17017,13672
18,813,17017,13673
19,814,17017,13672
20,815,17017,13671
21,816,17017,13671
22,817,17017,13671
23,818,17017,13670
24,819,17017,13670
25,820,17017,13670
26,0,17017,13669
27,33,17017,13669
28,103,17017,13670
29,7,17017,13670
30,11,17017,13669
31,8,17017,13669
32,15,17017,13670
33,1058,17017,13672
34,107,17017,13671
35,106,17017,13670
36,35,17017,13673
37,108,17017,13672
38,50,17017,13673
39,22,17017,13669
40,21,17017,13669
41,20,17017,13669
42,49,17017,13673
43,4,17017,13672
44,3,17017,13671
45,104,17017,13670
46,12,17017,13669
47,27,17017,13670
48,28,17017,13673
49,102,17017,13672
50,1145,17017,13672
51,17,17017,13669
52,9,17017,13669
53,26,17017,13673
54,29,17017,13669
55,183,17017,13672
56,184,17017,13672
57,185,17017,13672
58,186,17017,13671
59,187,17017,13671
60,188,17017,13671
61,189,17017,13671
62,190,17017,13670
63,191,17017,13670
64,192,17017,13670
65,193,17017,13670
66,194,17017,13670
67,1144,17017,13671
68,133,17017,13671
69,135,17017,13671
70,138,17017,13671
71,136,17017,13671
72,134,17017,13671
73,137,17017,13671
74,140,17017,13673
75,139,17017,13672
76,141,17017,13671
77,689,17017,13672
78,659,17017,13672
79,673,17017,13672
80,643,17017,13672
81,675,17017,13672
82,645,17017,13672
83,687,17017,13672
84,657,17017,13673
85,690,17017,13672
86,660,17017,13672
87,683,17017,13672
88,653,17017,13672
89,678,17017,13672
90,648,17017,13672
91,681,17017,13672
92,651,17017,13672
93,699,17017,13672
94,669,17017,13672
95,674,17017,13672
96,644,17017,13672
97,691,17017,13672
98,661,17017,13672
99,684,17017,13672
100,654,17017,13672
101,693,17017,13672
102,663,17017,13672
103,695,17017,13672
104,665,17017,13672
105,694,17017,13672
106,696,17017,13672
107,666,17017,13672
108,664,17017,13672
109,677,17017,13672
110,647,17017,13672
111,680,17017,13672
112,650,17017,13672
113,671,17017,13672
114,679,17017,13672
115,649,17017,13672
116,641,17017,13672
117,682,17017,13672
118,652,17017,13672
119,700,17017,13672
120,670,17017,13672
121,672,17017,13672
122,686,17017,13672
123,656,17017,13672
124,642,17017,13672
125,692,17017,13672
126,662,17017,13672
127,698,17017,13672
128,668,17017,13672
129,697,17017,13672
130,667,17017,13672
131,688,17017,13672
132,658,17017,13672
133,685,17017,13672
134,655,17017,13672
135,676,17017,13672
136,646,17017,13672
137,2,17017,13669
138,1157,17017,13672
139,1155,17017,13672
140,1158,17017,13673
141,1152,17017,13671
142,1151,17017,13671
143,1150,17017,13671
144,1153,17017,13672
145,1156,17017,13671
146,1154,17017,13672
147,51,17017,13673
148,52,17017,13673
149,198,17017,13672
150,199,17017,13672
151,200,17017,13672
152,196,17017,13672
153,197,17017,13672
154,195,17017,13673
155,19,17017,13671
156,120,17017,13673
157,109,17017,13673
158,18,17017,13669
159,1602,17017,13671
160,1143,17017,13670
161,1581,17017,13672
162,1583,17017,13672
163,211,17017,13673
164,210,17017,13672
165,209,17017,13671
166,208,17017,13670
167,207,17017,13673
168,206,17017,13672
169,205,17017,13671
170,204,17017,13670
171,1582,17017,13672
172,117,17017,13673
173,6,17017,13673
174,160,17017,13671
175,154,17017,13671
176,158,17017,13671
177,166,17017,13672
178,164,17017,13671
179,156,17017,13672
180,145,17017,13671
181,162,17017,13673
182,155,17017,13672
183,153,17017,13671
184,165,17017,13672
185,144,17017,13671
186,147,17017,13671
187,159,17017,13673
188,142,17017,13671
189,157,17017,13671
190,150,17017,13671
191,148,17017,13671
192,163,17017,13671
193,143,17017,13671
194,146,17017,13671
195,151,17017,13671
196,149,17017,13671
197,152,17017,13671
198,161,17017,13671
199,38,17017,13671
200,13,17017,13670
201,212,17017,13673
202,94,17017,13671
203,93,17017,13671
204,91,17017,13671
205,92,17017,13672
206,95,17017,13673
207,10,17017,13671
208,5,17017,13670
209,14,17017,13672
210,16,17017,13669
211,201,17017,13673
212,862,17017,13673
213,861,17017,13673
214,859,17017,13673
215,860,17017,13673
216,858,17017,13673
217,1650,17017,13672
218,1651,17017,13673
219,1652,17017,13672
220,1653,17017,13673
